id,organization_id,identity_subject_id,status,invited_at_utc,joined_at_utc,suspended_at_utc,removed_at_utc,created_at_utc,created_by,updated_at_utc,updated_by,concurrency_version
3d843ebf-e6e6-57ba-bd25-d9e012613dcf,1016d9ad-1813-5284-bb7e-63e5fc214b6e,sample-user-001,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,\N,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
13247058-ab1c-52e9-9310-5a97a3bf7f48,d6cccba9-b2c0-5bc6-a7f0-51d92dcb8597,sample-user-001,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,\N,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
98c736ca-794e-5aee-af63-2ec4502b3354,e2dcb3af-2199-5191-8645-9ee1a29fd234,sample-user-001,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,\N,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
d4dceeee-d1b7-51ed-8291-ea56867555c0,72ad6697-d517-56f3-9f5c-1cdf64c12ace,sample-user-001,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,\N,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
9b5ec812-1c6a-57fa-9daf-942119f1d6a7,fbd98ac8-9d31-5911-aab4-51b8e96b5838,sample-user-001,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,\N,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
22f46a4d-7205-56db-8962-5ace8b2acf8c,3ff64dca-8221-511a-8098-df35dada4770,sample-user-001,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,\N,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
b1a9559f-472d-52d1-a5a9-d1a775a22e45,25f48eef-0941-50eb-9d80-e38b836d4a90,sample-user-001,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,\N,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
30bb2cec-dff6-58ed-ae79-68abc1818e63,f0955e44-e8c1-56b6-a5d9-43cb1ebb17fe,sample-user-001,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,\N,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
83089e8d-d95b-56e2-b067-57ee30816e2b,210a08f1-035e-5f78-82e0-0b2234bc9611,sample-user-001,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,\N,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
2b0f1fb9-f297-5794-9245-23140e1a5a1f,a8d11bea-09e0-59ab-b754-1cf45205dd64,sample-user-001,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,\N,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c72e3190-9796-5593-bed0-29e5d5d7c784,d8ff86be-1f0b-59da-bae8-b56d0f38cfad,sample-user-001,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,\N,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
35d47705-3cbc-50d3-8111-4386965c23a6,365829aa-f8c7-5814-a84b-64e99c79e06c,sample-user-001,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,\N,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
531a4e11-bd74-5243-b4d0-38e6495fb69d,c7de6003-b197-5d17-846d-5bb46c89f44e,sample-user-001,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,\N,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
ba4178d3-811f-5de5-991c-4453d3cb4f72,f84533cf-dd3c-516f-938c-a0dd6258b7e1,sample-user-001,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,\N,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
9024df9a-0bd2-52f6-abbc-352280b36cf2,0f211d27-56e6-509e-83af-fe7b0bde4cc7,sample-user-001,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,\N,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
bce38960-fcfc-5853-a1e3-b29efb5a5739,6621d572-7d70-5d77-a4cc-65108c371e87,sample-user-001,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,\N,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
822e5a5f-921d-5cfa-89fe-1c04426b7b64,d1bf0642-0870-54da-a2f1-fdd9990ad753,sample-user-001,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,\N,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4ce31d3c-cb0b-575d-a515-164ac1b95f1c,3e345325-9aae-535f-b440-65b46e2ea14b,sample-user-001,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,\N,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a8a7d396-6f9c-53bd-9d2a-a6d0d96087dc,96f5787a-aaff-5c4d-9e75-978ff4eeee76,sample-user-001,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,\N,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
53655117-9800-53f7-8f1f-11317383a7cc,afce03d6-6288-5d8d-84b2-8f57813ab3b1,sample-user-001,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,\N,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
3fa7c5fb-27c4-5a54-bb18-c384042f8c8f,585694d1-a212-5e38-8274-d89cdb637fe0,sample-user-001,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,\N,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a5e564b7-1640-59b5-a664-11cf3ff02c79,3e29ba1e-9f08-5dd5-bd2a-220f8cf18435,sample-user-001,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,\N,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c37fc336-a6b4-5a76-8a85-e82d2781d432,af20598b-dfbf-5a27-bf68-310101b54fb3,sample-user-001,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,\N,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c6e31e60-e3d7-5ffb-834a-0494d80c5395,5514ddd4-541e-5e12-a182-b3a109bdfcc0,sample-user-001,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,\N,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
bce2d87f-c152-5e43-b383-9c86bd8e3071,552c1125-1c2b-5e56-81f1-0a616c10910d,sample-user-001,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,\N,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
dc115cf1-13f3-59f3-8a75-4203ecd18929,a254d701-6be3-5303-b2d3-1b145a64103a,sample-user-001,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,\N,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
5fd03157-5f8f-56a1-9abf-f8b843a2c5c2,15fa84d5-ef6a-516e-85d0-68e450395653,sample-user-001,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,\N,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
be01e8cf-2e80-5a30-a35c-68c0e9d73972,3d2f9688-83c1-506d-90d2-0ce27e8ea4d3,sample-user-001,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,\N,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
544608d7-c661-5b5e-a5a0-66d9e122523e,b81eced5-5092-5efc-95ab-f943423cfedb,sample-user-001,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,\N,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
e471f48b-b78c-5ed7-b782-722b047c71cc,ca14f87b-f929-5e05-971d-7c8f74defdf8,sample-user-001,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,\N,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
2a94d475-9691-5e19-b699-2f8c5bb74eb3,9e2380ac-7d0e-5e59-b944-3c538376aabf,sample-user-001,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,\N,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
80544fcf-5b28-59b0-abb1-88696c43fe0f,df1bacca-de81-5ee5-946e-f7ed9e186f0f,sample-user-001,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,\N,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
1d0ce59c-2ec7-5163-9723-56d4c611cf0c,223317dc-d207-51c0-a8d2-246fae8ca7ca,sample-user-001,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,\N,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
bb1bf984-2c66-56fd-ba21-2b664481d51f,a1a9021d-bcc4-50b5-b991-518bc3f617c7,sample-user-001,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,\N,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
69987a37-5c4e-5e7c-806f-d1ef67c3faf2,b378ce5e-dab4-55e6-8a40-1528ea43c11a,sample-user-001,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,\N,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
16cd3561-a1b7-566d-b671-f48bbbf7e7ce,5f08f12f-f5e0-589b-ac15-120e113673c0,sample-user-001,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,\N,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
