payment_intent_id,source_event_id,organization_id,restaurant_id,branch_id,order_id,payment_method,provider_code,currency,paid_amount,refunded_amount,payment_status,paid_at_utc,projected_at_utc,source_event_version
e2eeefef-b14a-5666-b05c-ff6d50142bb9,b7a57aaa-baad-5370-9760-ea4a939bb42b,585694d1-a212-5e38-8274-d89cdb637fe0,517ff701-319d-502a-b5b9-e1c36a3cde3c,6284841b-ba33-5daa-87ab-e40d3dad4270,c83f64dc-472b-5668-bf36-327debeeef06,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
a775c5ae-2e0e-535f-a840-6a80a90cca38,5270529e-7109-5277-99d6-9148ba04b188,3e29ba1e-9f08-5dd5-bd2a-220f8cf18435,b3efb6f0-9635-58cf-b533-6394b23e857d,51fcc856-dc42-516c-884f-d11046c42b0f,3277f419-6976-5730-8fb3-6eced2ee491c,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
5356c287-e3a2-52b2-aa3d-1bf69c5b4542,2627b81b-7bd5-5386-908e-72952695a250,af20598b-dfbf-5a27-bf68-310101b54fb3,707f9a45-b18a-5759-b1bd-cb4b9991c763,1c0c241c-706a-5a03-af89-51f36be3b31d,f9cf74e9-e95d-5d16-8516-c4fb751dbeda,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
474dc53e-d2d2-54cd-a162-f22cd1aec164,20ed3869-2d26-53b0-9193-6e0077f7a526,5514ddd4-541e-5e12-a182-b3a109bdfcc0,4b4841d6-837e-5b3a-8625-eb21c5856ff2,f8172349-4251-59ce-97e9-b7557d3de161,768760e4-4bb0-5fc0-956f-d7137703c8b0,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
27330bd1-4dc0-5347-bb2e-c3d93311bb77,19de12ec-0274-5bcf-9c69-b453636a1383,552c1125-1c2b-5e56-81f1-0a616c10910d,c4afafa8-25c3-527c-95bc-c2ce6efb5a36,4e9b46f3-a80d-5bbe-8e48-6e272ac4ec7d,d6f419a1-eb1d-577d-b6b8-25072f213872,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
f48d86af-6b3e-5898-ad10-3812b216d181,b84b5a44-120a-56a1-8201-6f8dcb150c83,a254d701-6be3-5303-b2d3-1b145a64103a,44c58e92-2d0f-5de4-949a-53cca4b7c650,a8ce6ace-de10-5b9e-8562-ff399d9b3720,afd9195d-dea1-55d8-a303-b0b4b897e212,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
691b7211-6b7e-5fa4-b934-e5671a058ccc,54bb57a0-a0bd-558f-ad61-95db1b2b04fa,15fa84d5-ef6a-516e-85d0-68e450395653,fadf79e7-84bd-54aa-8fce-71315980e940,3ad62353-9d14-5c8b-8b49-dd707e7062f6,421ff8d9-d7d4-5879-b00a-c512b28fd4df,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
cea27ade-bd75-54bc-a49c-c933d40ad12f,90a3a905-40a8-5b5e-974f-d79350a2d92e,3d2f9688-83c1-506d-90d2-0ce27e8ea4d3,a3bed95f-b4d1-5aea-963e-723a3b5343d7,bc09cbc5-215f-541b-8c6e-3a2424f57dc1,a3ab5eeb-9e56-5cdc-b71a-9336112b8aec,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
926a82db-ddbb-594f-b6df-1476b559e34b,e2035f3d-8026-5f3c-b7e6-2885f25b5c34,b81eced5-5092-5efc-95ab-f943423cfedb,dfc9650b-5da6-5083-b918-0069b7f18a39,bfab66d1-5579-5df8-8823-877a42101df8,fd0b8bb2-7e67-559b-bdba-58f1e9ce0282,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
62571d1f-0892-5384-ad6b-9c1db0d29e6a,f5c44f89-8401-5ff1-b6bc-c145dc2ecb82,ca14f87b-f929-5e05-971d-7c8f74defdf8,e40302ce-cd87-5926-898b-7077c873c69c,54df2c82-6a6d-5d6d-8805-8cbfa0d3b5a9,15ee0899-79ad-57ff-b4a4-e71768fe7448,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
2f758c4d-cdd0-5646-af21-82f425565c2b,3f976fc9-6079-5d13-9572-b975366ccb8c,9e2380ac-7d0e-5e59-b944-3c538376aabf,c1f4e8f0-e00b-5a1e-82a4-2aa113ce0e2e,5ab65997-731d-59e8-89c1-ca8e45e1c4da,7e2f25cc-ae76-5112-9dd7-2ba69f5e0e8d,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
84748c6d-06ff-570f-a862-84096de7c759,3fd61abc-bc8f-52e5-b9c9-9e3b249fa95c,df1bacca-de81-5ee5-946e-f7ed9e186f0f,80267d1d-6166-5d66-a39a-2fe7d3ec9558,59352201-4c08-5821-a06b-4627e245eb0d,06a252f3-4436-5c52-9b4e-ce4a4ce86b99,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
0a920505-ab56-5b2e-9c47-91e1fe0e1ad6,33bf1416-238e-5847-a203-82b909c930d7,223317dc-d207-51c0-a8d2-246fae8ca7ca,7e941da0-444e-555b-8c14-37022c2450f6,bde6ac3c-0fdb-56ed-97fc-675192dd4673,93c812ad-0f00-55b9-9c72-20153dde4a5a,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
4db4f594-168d-51ed-9db3-2b3afc78697f,ed21f003-153d-5fbb-a288-c9ee306b7226,a1a9021d-bcc4-50b5-b991-518bc3f617c7,9e1b7503-21ff-59f4-83b8-5c7bb3c79c9c,628f45fd-8c77-5687-a364-ec838e2235f0,2cda9f50-6f04-507e-9f64-404cfe963083,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
5527076f-dc8f-54fe-ba6a-e0f209f5186c,9c43e7a4-a819-5f9d-8456-7e3cbce87218,b378ce5e-dab4-55e6-8a40-1528ea43c11a,c824a05f-57b4-564d-8182-a0acb1779be0,c201d0c9-9b7c-5ee8-ab68-8c13372204d1,ef055e36-cfcf-5866-8188-6d6905e6c8e4,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
2b833c64-dfe1-5172-a528-2dde050b0c1c,beb7947d-498d-5e6d-af52-72a2b9bb9248,5f08f12f-f5e0-589b-ac15-120e113673c0,7b2007ac-f4b3-5a96-998c-4b5bdb6201f7,7eece59b-5668-5599-a4e2-6709233fcb68,ad638b19-0416-5c7a-8086-be63838d4522,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
