order_line_id,order_id,source_event_id,organization_id,restaurant_id,branch_id,product_id,product_variant_id,product_name_snapshot,category_id,category_name_snapshot,quantity,gross_amount,discount_amount,tax_amount,net_amount,ordered_at_utc,projected_at_utc,source_event_version
9ef8c7c5-9456-52bf-916a-223b4953d944,917b8fdf-f7f4-5a42-af5f-ce6870ce3ce2,7506e617-8dcb-53f0-b2e6-961daadb1ede,e2dcb3af-2199-5191-8645-9ee1a29fd234,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,e7663958-ddb0-5009-aee0-c69a3861fd37,06031a7a-274f-5546-90ba-64675017c1bd,\N,Harbour Burger,c22700c8-a76a-5cc9-85d9-5de4d4ea7c75,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
3511605a-e12f-5517-b468-1b9074cd11eb,aa1f0c86-0128-5242-9569-2ed5aa67aefc,392b7c45-c52e-5ca9-a25d-042e03a26e3f,72ad6697-d517-56f3-9f5c-1cdf64c12ace,5a29b0dd-09ca-560f-b248-db0555c5c325,f8931a36-3c7e-5d3d-b99b-0e8000d839ce,dee33ebd-5d98-5e35-aac9-63280fdf47dc,\N,Harbour Burger,031da904-7c98-5c4b-93c5-f287f049402c,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
08afbef7-253c-557b-b779-08536733ab54,78cefe97-766f-54d0-967b-6d1f2db51f88,95831e86-4692-5b38-9080-6525513c616b,fbd98ac8-9d31-5911-aab4-51b8e96b5838,bab016a4-e1f0-5423-95ba-68a55a375518,c0a69b24-fff7-59b2-8e17-c301343502e7,a9d0c72f-3e10-5d2d-ac62-b46bb12815f8,\N,Harbour Burger,897b2a17-5b21-50bc-9d62-0ad494179e88,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
daf143f0-fdb5-5a40-ba30-7199e32d128c,c987aa17-b646-5efa-9b4a-7a676ccc4c21,cd352200-2be7-597d-af08-06cbade01253,3ff64dca-8221-511a-8098-df35dada4770,bf67c71a-ef24-5eed-87ee-0b99059448c0,845ec984-3327-5af2-b730-832d5fb90ea6,bf63e40d-f258-550f-82ad-c99fc1d442da,\N,Harbour Burger,f5e56f44-24fb-550d-bbe8-e351a4c2c166,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
8b04639f-094b-5d2c-ae1e-d05f97993869,09f7a746-3556-5328-81ed-f7f895569d48,322ff5ec-77f8-56ad-a373-b727e45d91de,25f48eef-0941-50eb-9d80-e38b836d4a90,07b24cca-976d-532c-9467-d2343cc9f38d,2e2fed70-3112-5e2b-afae-d094b8e1a56d,8e8d7f8d-8330-562b-bb04-41d3c7cbaf6b,\N,Harbour Burger,b670af7e-4636-5fca-96af-6569d5c73d79,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
d35493e3-eb58-5934-8016-ee0266d28b91,8e733609-455b-569f-9907-ddfadbbedf9b,d1b2cbdd-d142-5847-8512-5e249ba17756,f0955e44-e8c1-56b6-a5d9-43cb1ebb17fe,fa9711c5-4a59-5910-b824-83392f64a533,042f9a90-c603-52f8-9683-6dd865bd3467,f988dbd9-9091-5957-99fc-d79235f95025,\N,Harbour Burger,9de4bff0-9f43-5085-a8f5-6f27b15bc48d,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
0964b50f-a0d7-5e19-a680-156b71d1da6a,40f114ce-9664-5538-b6d6-b44eca862dd4,696f33ad-288b-51ea-b374-8c9b95f5d0bb,210a08f1-035e-5f78-82e0-0b2234bc9611,597b352f-cbab-5ea6-893f-73309ac2fbf9,3199c167-cd10-5315-823a-3b014d34d69f,fda21025-5955-5176-8814-83613294a154,\N,Harbour Burger,f8a04303-9b0c-5242-8735-e0f7375cfd70,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
7e25cb8c-cb9c-5c7d-b47d-08335996ca41,4cf48f5b-603c-5720-a5d0-fa6697541c9f,c6be45c6-c54d-5740-a7e6-057dcf0033ef,a8d11bea-09e0-59ab-b754-1cf45205dd64,22681635-41b9-56da-a764-798ba158a3ac,0a203a36-6b49-56b0-9087-a1253c097f85,b987634a-9cd9-57f0-8da5-b5a804ecebbc,\N,Harbour Burger,3543c7d9-cc42-55b4-a372-212d8c75c51c,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
daec917e-eec8-524c-a748-42890bb7caa5,ecd2ab1a-0622-51f1-8043-b19262a7addb,7b3f023e-332b-5b53-9140-7f8c6b369a04,d8ff86be-1f0b-59da-bae8-b56d0f38cfad,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,0d183c94-22f0-5c0a-8fec-a64846db6040,e98763c1-c889-56e1-bb29-16650237a72b,\N,Harbour Burger,4a7f74e7-5c9c-5dd8-84c2-3de0d9a5df2a,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
da39407f-1ac2-521f-a5a5-3c98a38d7bf1,b2276c59-956d-5c13-8003-3ada140a55d8,909f9ed9-7f3b-5206-81bd-578d1322d581,365829aa-f8c7-5814-a84b-64e99c79e06c,fce39051-f305-572f-83db-29fbaf5b798a,b70966b0-2c1a-5931-b8d4-e751c36d4ad5,f5c63b47-f903-554c-b1c4-931c1b610e2f,\N,Harbour Burger,2cf73a28-898a-558b-8bd6-e2cf28112977,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
e553f56b-9d72-56f3-b059-67c2cdca539e,5dd81f68-b2c1-5c5b-b1d4-f73ee721d116,2d68502a-ab22-5179-8739-ab937d01124e,c7de6003-b197-5d17-846d-5bb46c89f44e,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,876adc77-ae03-526c-b50f-6ff9e368ad3b,4c6345d0-a1de-51f5-bab8-bb19944764b3,\N,Harbour Burger,8986d78e-57bb-5289-8d24-3f339cb60774,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
c4a9a919-eb9f-521b-8bbc-7aff0d8fbf36,16fcfa49-306d-5031-b940-c9fd4da435d1,cae53c15-427f-58f8-a0f6-be2aef5c5d46,f84533cf-dd3c-516f-938c-a0dd6258b7e1,4b8ac2bc-db12-5fb9-8556-20aa186929f6,98155b61-0bd0-57a3-958f-41a36459ba58,29b1b607-eed3-5271-ba48-5d3bf61710f7,\N,Harbour Burger,44508c86-1118-518f-8f86-6ee929c07f9f,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
cbe113f8-1c61-57e7-b49b-0b0a24bfc006,a094425f-8725-52d5-978d-9890da8dcf58,3df2565e-73a0-50b9-8ae8-367091433971,0f211d27-56e6-509e-83af-fe7b0bde4cc7,7a5fbc73-7498-500c-b457-d15f22bb9989,5fc9c4c2-206c-56e2-a998-5dee4521bddc,734bbda8-9920-518d-aa5b-dd0f3dfd2801,\N,Harbour Burger,ab43b83a-fe12-5ec0-96cf-f13f45519f9b,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
85ab7a04-d0d5-569e-ac7b-3eeb1ce82c6a,ef203fed-b93e-52de-937b-57c3ff030578,2a8f5112-7d76-524e-99f9-d4d31209903e,6621d572-7d70-5d77-a4cc-65108c371e87,8ca9e1ae-e628-59af-8ab4-395d06328807,1a0ee057-44b7-5c27-92d4-911c4e8df9ef,a4095253-99e5-50ae-94cc-bf83af90f8df,\N,Harbour Burger,4d070d30-21bb-51f8-9f8e-d31b0736f125,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
aa3fd61b-9d79-5551-af56-4145765f46e2,fe94bf77-950d-5828-9523-bda16ae24f8a,131258a6-ef7f-5dbe-8d56-e7228748cf2c,d1bf0642-0870-54da-a2f1-fdd9990ad753,98e2754e-6697-50e6-8bab-81a98e4aeca7,d25bcb6c-bea7-59ce-86dd-136731dedcdc,40fef47f-73d0-519f-9aea-e24aab4fe228,\N,Harbour Burger,128c7568-99a9-5277-85fc-56d17bf8991f,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
e3f4ffeb-687d-5576-ae2a-dacea7f9490f,3fe31ccd-b39a-5dca-8f5f-f98bf1162b3b,4a30e5ab-c1c5-5720-9070-185be3da54d2,3e345325-9aae-535f-b440-65b46e2ea14b,bbf4f4ee-81c9-55b0-80af-33be79e561ee,d6b7b387-aa6c-5e89-915b-088f916b3391,47056644-f38e-5e78-bb8d-350cfb62cc39,\N,Harbour Burger,9dba27cd-95d5-5c57-a7be-ad4e04dc48ce,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
68f23779-acdf-5f23-a2d9-c0b7a69b8bf0,d229ca0f-6d9d-525f-ba33-2c3d78f399e4,802687b0-f48b-596c-a5d0-0c6855fd89e0,96f5787a-aaff-5c4d-9e75-978ff4eeee76,c1460c74-b0e2-5d90-9797-9f6b2e861e30,6c56f38a-db9c-532d-bea6-f8b7b8e5363e,dfd0c90e-2089-5dee-b2f2-2b6c89bd5cc5,\N,Harbour Burger,24ee7485-7245-5672-8e1c-7e3e84569ca0,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
29735ab4-56c9-5e86-bbea-56d31451ffc9,4edcd556-25a0-5b4b-a2a4-a20b7869e5ce,7ce7e2b2-1046-5323-bb6e-9435d7fabc47,afce03d6-6288-5d8d-84b2-8f57813ab3b1,67af2cf8-ba63-5420-aaa1-3d4828850036,8cd62544-e65c-5e26-89a3-ed106b53e100,b4c628c0-17a5-5dc2-bcf4-f843831b6c5f,\N,Harbour Burger,d2c582d7-ad2e-5bc5-aeb3-697a8774c694,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
ff7aa0e7-50b0-515e-8160-2d3ba0b42570,c83f64dc-472b-5668-bf36-327debeeef06,8bf7930b-0709-582a-b00a-8b32ac5f5b93,585694d1-a212-5e38-8274-d89cdb637fe0,517ff701-319d-502a-b5b9-e1c36a3cde3c,6284841b-ba33-5daa-87ab-e40d3dad4270,27cc60c2-e537-5889-96a9-17e05f8bec65,\N,Harbour Burger,064c879e-3acc-5811-b547-e0cc5173d473,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
0588dba1-6b7a-55ff-a687-2922837cc1ba,3277f419-6976-5730-8fb3-6eced2ee491c,44f7e37e-5fbd-5661-bf04-27289efb1bc8,3e29ba1e-9f08-5dd5-bd2a-220f8cf18435,b3efb6f0-9635-58cf-b533-6394b23e857d,51fcc856-dc42-516c-884f-d11046c42b0f,76498357-6804-57a3-8c17-8c522756301c,\N,Harbour Burger,eb66ba4b-ad4a-5c89-bb27-fb6ea8903b88,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
b2a07219-e7fd-5ab2-b32f-7c5b837ecb99,f9cf74e9-e95d-5d16-8516-c4fb751dbeda,9c0b04e9-990e-577a-95b9-bd58c7b5addf,af20598b-dfbf-5a27-bf68-310101b54fb3,707f9a45-b18a-5759-b1bd-cb4b9991c763,1c0c241c-706a-5a03-af89-51f36be3b31d,5650e9af-d2d2-5697-b457-37eb6fa6d321,\N,Harbour Burger,298b5325-a6ae-510f-805a-ce2294466245,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
72edcafb-8706-540c-92c5-bedc6535ebb2,768760e4-4bb0-5fc0-956f-d7137703c8b0,45584d43-0030-5986-840d-ec6a16ec7c78,5514ddd4-541e-5e12-a182-b3a109bdfcc0,4b4841d6-837e-5b3a-8625-eb21c5856ff2,f8172349-4251-59ce-97e9-b7557d3de161,70ce7359-e368-574f-a4f7-104aac3f00f8,\N,Harbour Burger,0882abae-1bc8-5687-a548-7f0a694d7f64,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
796b1ade-4d1e-5780-9d0f-29d377c0d39d,d6f419a1-eb1d-577d-b6b8-25072f213872,dfa9f1cc-55f9-543e-b655-1a100705eb9b,552c1125-1c2b-5e56-81f1-0a616c10910d,c4afafa8-25c3-527c-95bc-c2ce6efb5a36,4e9b46f3-a80d-5bbe-8e48-6e272ac4ec7d,cee6fdb2-c59d-5164-b502-b042a7b0e11c,\N,Harbour Burger,2be18208-3f26-5c7c-b45c-551c0c180735,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
edefc9de-7849-57ea-a3f4-2b8fb2278c11,afd9195d-dea1-55d8-a303-b0b4b897e212,f93f7af3-4d21-5fef-8ced-b3214bab5a3f,a254d701-6be3-5303-b2d3-1b145a64103a,44c58e92-2d0f-5de4-949a-53cca4b7c650,a8ce6ace-de10-5b9e-8562-ff399d9b3720,e3bd849d-cf2e-5061-857b-4ea0e911f18f,\N,Harbour Burger,86a8d347-57f1-5744-9408-9c5ac9fa8ec1,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
b2d47dde-01dd-5bbb-86d7-6484a92248e9,421ff8d9-d7d4-5879-b00a-c512b28fd4df,22480d6f-c06c-58a8-989f-05656fc4c210,15fa84d5-ef6a-516e-85d0-68e450395653,fadf79e7-84bd-54aa-8fce-71315980e940,3ad62353-9d14-5c8b-8b49-dd707e7062f6,87514a74-125a-59c6-b2bc-a72c5a10ec02,\N,Harbour Burger,be57bf80-629d-5987-b998-eba6d73ad3bf,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
4adcbfc0-5f12-5d0c-9c93-47c4172f8ff2,a3ab5eeb-9e56-5cdc-b71a-9336112b8aec,835d2df6-68db-53d8-a3b5-fd65cd38cf39,3d2f9688-83c1-506d-90d2-0ce27e8ea4d3,a3bed95f-b4d1-5aea-963e-723a3b5343d7,bc09cbc5-215f-541b-8c6e-3a2424f57dc1,5cb0673d-3e6a-51e2-acbd-fd11e2c5b95c,\N,Harbour Burger,651f6276-41c5-53df-94d9-0c4b19c9f496,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
2b3100d3-9a23-54dc-a508-8f7de841befb,fd0b8bb2-7e67-559b-bdba-58f1e9ce0282,267d1e0c-34db-5497-91e5-702da069d50a,b81eced5-5092-5efc-95ab-f943423cfedb,dfc9650b-5da6-5083-b918-0069b7f18a39,bfab66d1-5579-5df8-8823-877a42101df8,af34a331-0e03-57a7-a280-69d86d2b10e9,\N,Harbour Burger,828140a0-d32e-56fa-b23d-d6e907adfc72,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
f3c0473b-78f4-59c1-80c3-42746ab770a2,15ee0899-79ad-57ff-b4a4-e71768fe7448,bd107e15-1831-58b7-91ed-e91f6a7cc1ef,ca14f87b-f929-5e05-971d-7c8f74defdf8,e40302ce-cd87-5926-898b-7077c873c69c,54df2c82-6a6d-5d6d-8805-8cbfa0d3b5a9,4437e16a-d3bb-5f8c-b405-25d9c2d7f213,\N,Harbour Burger,99c915bb-4bd3-5869-b205-506147dd8c69,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
6737e552-ad6a-5937-98bb-6adc5ca3ec28,7e2f25cc-ae76-5112-9dd7-2ba69f5e0e8d,ed9b10a1-8f5a-50ef-9808-a56418498a16,9e2380ac-7d0e-5e59-b944-3c538376aabf,c1f4e8f0-e00b-5a1e-82a4-2aa113ce0e2e,5ab65997-731d-59e8-89c1-ca8e45e1c4da,ed8983e2-f018-523f-b2a2-d0b33511f8f8,\N,Harbour Burger,4bcc2a29-645e-5db5-b2ad-c25136d29061,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
b3006e4c-b972-5cd4-b2b8-a4bdc2ac4bb5,06a252f3-4436-5c52-9b4e-ce4a4ce86b99,d54298f8-fec0-535e-a713-ebf9014771d6,df1bacca-de81-5ee5-946e-f7ed9e186f0f,80267d1d-6166-5d66-a39a-2fe7d3ec9558,59352201-4c08-5821-a06b-4627e245eb0d,3623c0f6-ce36-5bb1-8d49-a4727e95924e,\N,Harbour Burger,2b62a04c-28d6-59b7-bb40-06b392920a5f,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
75e51df9-673f-51ab-8dc7-70bb243a27cf,93c812ad-0f00-55b9-9c72-20153dde4a5a,c09ba3a0-1816-5288-9ac1-321d7cd47c40,223317dc-d207-51c0-a8d2-246fae8ca7ca,7e941da0-444e-555b-8c14-37022c2450f6,bde6ac3c-0fdb-56ed-97fc-675192dd4673,f04fb7b1-6215-5fde-8b77-57dc1dea8065,\N,Harbour Burger,d43289d6-df5d-5e4b-90ad-018740d8f481,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
