order_id,source_event_id,organization_id,restaurant_id,branch_id,terminal_id,employee_identity_subject_id,customer_id,channel,service_type,currency,subtotal_amount,discount_amount,service_charge_amount,tax_amount,total_amount,order_status,ordered_at_utc,completed_at_utc,projected_at_utc,source_event_version
450dca80-f375-51db-9401-680b18119c56,7d522de0-648b-5a24-a705-63b8abc50c61,6d00f4f4-33ba-5482-b60c-e36040cfc7fc,d615a3b5-351d-5ed5-bb69-c4dcac36aa00,fa14de3c-59ba-5043-85cf-df1adc6ec579,7c721358-40f2-53fe-aa74-5e44e9a4aeec,sample-user-001,e42c3c87-2434-5d3b-ad9c-66ccf1b8c537,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
dd4b24fe-84b1-5666-8b71-c6f07650b798,ae3f3464-8c86-5777-a13b-26a060e9eeae,6ee0d174-eaeb-52cb-b049-bd26500b460a,bb3ac671-6c2e-5416-acd7-85d71693d50e,d95ff0d0-166d-5c92-a350-c84753a190e6,a50eb5ff-5d37-5215-81de-5851f1f5c5fa,sample-user-001,e2e97e59-026c-5c85-b773-7a0e17196c43,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
09634954-2342-52ba-9a0c-3a3b3306314e,54d37bc6-1d83-5c0d-9a9d-6b71d0ee8bcc,ac369797-324c-58d6-b706-fbe0069434f6,bfad71f3-0e54-5467-bb83-c8664b3d7bc3,4f8897d5-01d5-51cf-b731-c0c00a95f276,e3204688-240a-54ec-8a74-405e019d12d4,sample-user-001,c110fc98-4328-5f49-b862-f244458b0d0d,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
c9e72080-d5fc-5e91-b66a-01ba01d17273,742f419f-c438-5ab1-95dd-0bfb7c9e34ac,f7045341-fa42-5fa7-997c-8ada85021b17,104f9e79-e136-5ed4-a852-64d160340e45,667d8806-3545-519a-b50d-53f59e32b5de,bfab3b53-a1df-5997-80ae-78165f29846c,sample-user-001,495949fe-5655-56b8-86ca-9ee250d9328e,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
8739b75a-661c-5cd6-8d13-75d8b1d9ccb7,e6a8ce29-cf46-5eff-b3e9-5f03622ce6f6,1016d9ad-1813-5284-bb7e-63e5fc214b6e,caa70f0d-2314-5cf5-a481-0c259c347e04,5fc8b896-34d2-51bd-a704-ce34bc761aa5,cd291c8d-0dfc-5b56-b490-9e1fad538191,sample-user-001,118183f4-9bb2-53ee-a2e2-71738aed2383,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
adb41fc7-e7d6-533e-b4db-aeeb5f280461,0dbff1b2-bf82-5e68-911c-3b24f8218c04,d6cccba9-b2c0-5bc6-a7f0-51d92dcb8597,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,ffe4fc95-0766-5217-8799-406087e64b0a,a4fa370b-bb1e-5ca4-a598-8ab38d3aa123,sample-user-001,63627e04-178e-51fe-9a56-1120f4dc7793,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
917b8fdf-f7f4-5a42-af5f-ce6870ce3ce2,ef4517fb-97e5-525a-a766-1630002ebc76,e2dcb3af-2199-5191-8645-9ee1a29fd234,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,e7663958-ddb0-5009-aee0-c69a3861fd37,5fba96f9-47d5-5608-9904-9ef85c8f2bdf,sample-user-001,91b5493f-31a1-53a0-ae8b-0268448a3837,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
aa1f0c86-0128-5242-9569-2ed5aa67aefc,d2344089-d54b-5ba6-b052-de28306044c6,72ad6697-d517-56f3-9f5c-1cdf64c12ace,5a29b0dd-09ca-560f-b248-db0555c5c325,f8931a36-3c7e-5d3d-b99b-0e8000d839ce,61703e60-3ba6-54d2-b8c5-c1471f3b24bc,sample-user-001,d4e7592f-86ef-5e35-80cb-62df9946a60d,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
78cefe97-766f-54d0-967b-6d1f2db51f88,c2eb645d-50dc-572f-9cd8-047dca2e5825,fbd98ac8-9d31-5911-aab4-51b8e96b5838,bab016a4-e1f0-5423-95ba-68a55a375518,c0a69b24-fff7-59b2-8e17-c301343502e7,f1a025dc-298c-5281-b64a-425b8878c910,sample-user-001,c6b3b0c9-defc-5caf-acdf-1c89d69817d5,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
c987aa17-b646-5efa-9b4a-7a676ccc4c21,a1946b26-b6b5-5e18-a62e-0f74e3d1339e,3ff64dca-8221-511a-8098-df35dada4770,bf67c71a-ef24-5eed-87ee-0b99059448c0,845ec984-3327-5af2-b730-832d5fb90ea6,03982eeb-42c8-5f39-a64e-60d1f38ca6d6,sample-user-001,d570a005-c150-563c-8280-3371b7b76ddc,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
09f7a746-3556-5328-81ed-f7f895569d48,1f6c3e8d-1a6c-5d4b-93a9-7c121275edc6,25f48eef-0941-50eb-9d80-e38b836d4a90,07b24cca-976d-532c-9467-d2343cc9f38d,2e2fed70-3112-5e2b-afae-d094b8e1a56d,1df58e3a-d9b9-5a97-8dff-ec13f87c0a19,sample-user-001,fe2b4483-7cc4-51ff-973c-074c3558768c,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
8e733609-455b-569f-9907-ddfadbbedf9b,a957df01-fe19-5c5c-a6ce-447b38ab0425,f0955e44-e8c1-56b6-a5d9-43cb1ebb17fe,fa9711c5-4a59-5910-b824-83392f64a533,042f9a90-c603-52f8-9683-6dd865bd3467,9d11d879-5b94-5959-8a89-dd5274476a2c,sample-user-001,b4b93026-52bc-5feb-9714-61a517574b2b,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
40f114ce-9664-5538-b6d6-b44eca862dd4,b5805690-8f80-5b70-bc83-c756c24edd54,210a08f1-035e-5f78-82e0-0b2234bc9611,597b352f-cbab-5ea6-893f-73309ac2fbf9,3199c167-cd10-5315-823a-3b014d34d69f,d13d67cf-2efe-5cd2-9978-b5dba847fd1c,sample-user-001,3c092657-d796-5f9a-aee5-a13fdec27ba6,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
4cf48f5b-603c-5720-a5d0-fa6697541c9f,a88c8af7-e19f-5d25-8083-c6d44f5aec32,a8d11bea-09e0-59ab-b754-1cf45205dd64,22681635-41b9-56da-a764-798ba158a3ac,0a203a36-6b49-56b0-9087-a1253c097f85,329e97f5-0be5-53d6-b583-b963681c62b3,sample-user-001,7444016c-5aec-5701-a361-ef628f464b19,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
ecd2ab1a-0622-51f1-8043-b19262a7addb,e7ae874c-4a15-5597-848a-7301d67e67c1,d8ff86be-1f0b-59da-bae8-b56d0f38cfad,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,0d183c94-22f0-5c0a-8fec-a64846db6040,8ac9d97e-2486-5630-9e30-18e96afb9598,sample-user-001,c0863f04-b244-5bfd-a5fc-f7d415e433e4,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
b2276c59-956d-5c13-8003-3ada140a55d8,1a4d1015-272e-5865-8c6b-66646c726539,365829aa-f8c7-5814-a84b-64e99c79e06c,fce39051-f305-572f-83db-29fbaf5b798a,b70966b0-2c1a-5931-b8d4-e751c36d4ad5,9691370c-7623-5e74-96b4-05f06174ce60,sample-user-001,9384ca03-9202-52d2-b77c-a9fb7ebc2ebb,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
5dd81f68-b2c1-5c5b-b1d4-f73ee721d116,59407803-6438-5e30-8bfc-b71a2e65c7df,c7de6003-b197-5d17-846d-5bb46c89f44e,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,876adc77-ae03-526c-b50f-6ff9e368ad3b,6fc30bf3-b0e7-5be5-b528-cf48b89c72de,sample-user-001,82821c0c-b82a-5bf8-87fe-813f3d7a39b1,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
16fcfa49-306d-5031-b940-c9fd4da435d1,80114dab-5400-5ffe-b520-8b28e784ac61,f84533cf-dd3c-516f-938c-a0dd6258b7e1,4b8ac2bc-db12-5fb9-8556-20aa186929f6,98155b61-0bd0-57a3-958f-41a36459ba58,3eb8807f-dcca-5f6d-b9cc-938a9cf4fde5,sample-user-001,20957052-d997-5549-8bf2-15919155cc0f,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
a094425f-8725-52d5-978d-9890da8dcf58,a6f8daa1-acba-55ea-8637-d47c32b7341c,0f211d27-56e6-509e-83af-fe7b0bde4cc7,7a5fbc73-7498-500c-b457-d15f22bb9989,5fc9c4c2-206c-56e2-a998-5dee4521bddc,e49e8901-4804-5bb3-90b6-383c5c69d0fd,sample-user-001,d14f1171-d69e-54df-ad5f-9e1c19540319,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
ef203fed-b93e-52de-937b-57c3ff030578,1dce039e-88e6-572b-a9b9-9a01da33ae42,6621d572-7d70-5d77-a4cc-65108c371e87,8ca9e1ae-e628-59af-8ab4-395d06328807,1a0ee057-44b7-5c27-92d4-911c4e8df9ef,17fa1894-0786-5d59-9d49-d996884f8b6c,sample-user-001,10ac7e64-6989-5edd-b781-fde1d34ce859,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
fe94bf77-950d-5828-9523-bda16ae24f8a,fd0d5644-770c-543c-a6d3-681ba858c0b3,d1bf0642-0870-54da-a2f1-fdd9990ad753,98e2754e-6697-50e6-8bab-81a98e4aeca7,d25bcb6c-bea7-59ce-86dd-136731dedcdc,d686a13c-c3b7-53d3-8eeb-16f584021401,sample-user-001,05f6c5b9-1a4b-5c15-b5bf-6b4c5e4d6cab,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
3fe31ccd-b39a-5dca-8f5f-f98bf1162b3b,27bfff8e-33b1-57a7-aabb-43a02e64cafe,3e345325-9aae-535f-b440-65b46e2ea14b,bbf4f4ee-81c9-55b0-80af-33be79e561ee,d6b7b387-aa6c-5e89-915b-088f916b3391,f98dae57-be32-59c1-bd2f-8d1dfcd44f19,sample-user-001,f9ee7fb6-6f44-50dc-80c2-253b41661dfe,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
d229ca0f-6d9d-525f-ba33-2c3d78f399e4,2c53217e-6d8e-5179-94e3-fe2f3d07f8fc,96f5787a-aaff-5c4d-9e75-978ff4eeee76,c1460c74-b0e2-5d90-9797-9f6b2e861e30,6c56f38a-db9c-532d-bea6-f8b7b8e5363e,e5602e8e-2b81-54a3-9ad3-99e171943b9b,sample-user-001,dcd7526f-eb28-558d-a738-53483e9eba0b,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
4edcd556-25a0-5b4b-a2a4-a20b7869e5ce,21cd64ee-5c25-5341-9c75-4609b61754ad,afce03d6-6288-5d8d-84b2-8f57813ab3b1,67af2cf8-ba63-5420-aaa1-3d4828850036,8cd62544-e65c-5e26-89a3-ed106b53e100,3e156928-85eb-5160-9061-58085936c344,sample-user-001,c02d8cd9-9cc6-53f7-9d18-c92fd8eabfaa,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
c83f64dc-472b-5668-bf36-327debeeef06,6150a4e2-8dc4-5334-9f75-af4cc9dfb4fe,585694d1-a212-5e38-8274-d89cdb637fe0,517ff701-319d-502a-b5b9-e1c36a3cde3c,6284841b-ba33-5daa-87ab-e40d3dad4270,cf1c7761-d8c5-59c4-b712-be7cee293ecd,sample-user-001,8334fb7b-5f4f-5348-850c-fbae8f77f33a,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
3277f419-6976-5730-8fb3-6eced2ee491c,b7ae7b37-f94c-5d05-9263-fecf206a087b,3e29ba1e-9f08-5dd5-bd2a-220f8cf18435,b3efb6f0-9635-58cf-b533-6394b23e857d,51fcc856-dc42-516c-884f-d11046c42b0f,242c6b24-4819-55e1-ada6-3474d41d2591,sample-user-001,0ea9a37f-08cf-53a4-bd4a-58a733b4d7f3,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
f9cf74e9-e95d-5d16-8516-c4fb751dbeda,4718af26-df12-5df6-9d49-625384934ff9,af20598b-dfbf-5a27-bf68-310101b54fb3,707f9a45-b18a-5759-b1bd-cb4b9991c763,1c0c241c-706a-5a03-af89-51f36be3b31d,00bf815b-8ec0-525c-91ae-c75d6215ab82,sample-user-001,8309367f-5041-577b-9157-9d60c8d62db9,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
768760e4-4bb0-5fc0-956f-d7137703c8b0,e2a6f05c-7812-5790-b0ac-6826b781cb14,5514ddd4-541e-5e12-a182-b3a109bdfcc0,4b4841d6-837e-5b3a-8625-eb21c5856ff2,f8172349-4251-59ce-97e9-b7557d3de161,3fb4327f-6290-5060-a04f-73ab04d4f47d,sample-user-001,f7861994-7619-543c-a3c7-48deb07bcada,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
d6f419a1-eb1d-577d-b6b8-25072f213872,823fb194-da48-5764-8574-656f3c2e272d,552c1125-1c2b-5e56-81f1-0a616c10910d,c4afafa8-25c3-527c-95bc-c2ce6efb5a36,4e9b46f3-a80d-5bbe-8e48-6e272ac4ec7d,79398728-5f8c-517f-b9a2-504a1ea9968d,sample-user-001,252f88d1-e524-5b76-8f14-26af9758e3f2,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
afd9195d-dea1-55d8-a303-b0b4b897e212,72cc194f-fe9d-58ff-a254-7cd2f52aea26,a254d701-6be3-5303-b2d3-1b145a64103a,44c58e92-2d0f-5de4-949a-53cca4b7c650,a8ce6ace-de10-5b9e-8562-ff399d9b3720,364682d9-a566-5729-b3f3-a582a8439ac2,sample-user-001,6f21e40a-9dc7-5182-9ded-3a25343c0d92,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
421ff8d9-d7d4-5879-b00a-c512b28fd4df,35c7e582-fd9b-5058-a5b6-9ab2172783ac,15fa84d5-ef6a-516e-85d0-68e450395653,fadf79e7-84bd-54aa-8fce-71315980e940,3ad62353-9d14-5c8b-8b49-dd707e7062f6,6b83f82a-b0d3-5f11-a7e7-5ea7fc08178a,sample-user-001,7fee361e-6e20-555e-bb9a-3a55353df6e0,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
a3ab5eeb-9e56-5cdc-b71a-9336112b8aec,f649e2d5-bc0c-500f-b1d7-efa109a9cf82,3d2f9688-83c1-506d-90d2-0ce27e8ea4d3,a3bed95f-b4d1-5aea-963e-723a3b5343d7,bc09cbc5-215f-541b-8c6e-3a2424f57dc1,73ee6614-e352-5de3-a577-024031effd8c,sample-user-001,4372e64a-2283-5fd0-b9b0-89186f98e8c2,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
fd0b8bb2-7e67-559b-bdba-58f1e9ce0282,38ea0264-2541-5d05-bb21-fee90f842f9d,b81eced5-5092-5efc-95ab-f943423cfedb,dfc9650b-5da6-5083-b918-0069b7f18a39,bfab66d1-5579-5df8-8823-877a42101df8,911b7224-43b0-5f89-9682-3694f61993ac,sample-user-001,8fffbdaf-3275-512f-bd93-29cea00981de,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
15ee0899-79ad-57ff-b4a4-e71768fe7448,883b0e23-098a-56c0-82ec-43fed4bfb305,ca14f87b-f929-5e05-971d-7c8f74defdf8,e40302ce-cd87-5926-898b-7077c873c69c,54df2c82-6a6d-5d6d-8805-8cbfa0d3b5a9,33f3e3b1-762b-59ed-92e6-bb6ba2c77b9f,sample-user-001,7714403d-f4d8-5ff4-9163-d5ea06e6b4fa,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
7e2f25cc-ae76-5112-9dd7-2ba69f5e0e8d,8d62b086-57fe-5113-acfb-17551a016c44,9e2380ac-7d0e-5e59-b944-3c538376aabf,c1f4e8f0-e00b-5a1e-82a4-2aa113ce0e2e,5ab65997-731d-59e8-89c1-ca8e45e1c4da,82a6256a-39e3-5ed5-ba98-2fbb9e4f1e01,sample-user-001,983dbde3-99e9-5d0b-b5bf-32b6f10eab63,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
06a252f3-4436-5c52-9b4e-ce4a4ce86b99,85d543db-bb85-5846-bd24-0f9d0815d2e3,df1bacca-de81-5ee5-946e-f7ed9e186f0f,80267d1d-6166-5d66-a39a-2fe7d3ec9558,59352201-4c08-5821-a06b-4627e245eb0d,d7aeb361-4f20-575d-aa0a-ab54f6502f2f,sample-user-001,2f75fa96-7eb2-5350-9e64-3b079dc2f850,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
93c812ad-0f00-55b9-9c72-20153dde4a5a,782a86fd-ab4f-535b-8160-47847096e7a1,223317dc-d207-51c0-a8d2-246fae8ca7ca,7e941da0-444e-555b-8c14-37022c2450f6,bde6ac3c-0fdb-56ed-97fc-675192dd4673,5e8e1ce8-2127-5c56-b7de-235191a84c2c,sample-user-001,8a1024fb-7ec6-5b10-bd4b-9d62b9cd3aaa,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
2cda9f50-6f04-507e-9f64-404cfe963083,64c316f0-9121-5fc7-925e-e4554a1acac3,a1a9021d-bcc4-50b5-b991-518bc3f617c7,9e1b7503-21ff-59f4-83b8-5c7bb3c79c9c,628f45fd-8c77-5687-a364-ec838e2235f0,e5cade66-49e7-56fe-8554-5662c616feb1,sample-user-001,1da2a441-1b5c-53c6-81fb-9c5ba08b5deb,pos,dine_in,SGD,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T11:55:00Z,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z,1
