projector_name,source_stream,position,last_event_id,last_event_occurred_at_utc,updated_at_utc
sample-sales-projector,orders-r30,1,fd0d5644-770c-543c-a6d3-681ba858c0b3,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r31,1,27bfff8e-33b1-57a7-aabb-43a02e64cafe,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r32,1,2c53217e-6d8e-5179-94e3-fe2f3d07f8fc,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r33,1,21cd64ee-5c25-5341-9c75-4609b61754ad,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r34,1,6150a4e2-8dc4-5334-9f75-af4cc9dfb4fe,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r35,1,b7ae7b37-f94c-5d05-9263-fecf206a087b,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r36,1,4718af26-df12-5df6-9d49-625384934ff9,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r37,1,e2a6f05c-7812-5790-b0ac-6826b781cb14,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r38,1,823fb194-da48-5764-8574-656f3c2e272d,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r39,1,72cc194f-fe9d-58ff-a254-7cd2f52aea26,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r40,1,35c7e582-fd9b-5058-a5b6-9ab2172783ac,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r41,1,f649e2d5-bc0c-500f-b1d7-efa109a9cf82,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r42,1,38ea0264-2541-5d05-bb21-fee90f842f9d,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r43,1,883b0e23-098a-56c0-82ec-43fed4bfb305,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r44,1,8d62b086-57fe-5113-acfb-17551a016c44,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r45,1,85d543db-bb85-5846-bd24-0f9d0815d2e3,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r46,1,782a86fd-ab4f-535b-8160-47847096e7a1,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r47,1,64c316f0-9121-5fc7-925e-e4554a1acac3,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r48,1,6d062440-c29d-58ac-a3ac-388c6d953ace,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r49,1,f4ed7a06-85ed-58ca-b56b-25931f88b67e,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
