shift_id,source_event_id,organization_id,restaurant_id,branch_id,terminal_id,employee_identity_subject_id,currency,opening_amount,cash_sales_amount,cash_refunds_amount,pay_in_amount,pay_out_amount,expected_closing_amount,actual_closing_amount,variance_amount,opened_at_utc,closed_at_utc,projected_at_utc,source_event_version
e81af0c8-1844-5809-a353-0be09aee60fc,9fffec34-f2ba-55a3-adae-e7b0332495b2,6d00f4f4-33ba-5482-b60c-e36040cfc7fc,d615a3b5-351d-5ed5-bb69-c4dcac36aa00,fa14de3c-59ba-5043-85cf-df1adc6ec579,7c721358-40f2-53fe-aa74-5e44e9a4aeec,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
54f08356-3ad3-5eb9-afd1-4abf55bc74a7,b4dc3403-411b-5045-8ce6-e599b47cdee6,6ee0d174-eaeb-52cb-b049-bd26500b460a,bb3ac671-6c2e-5416-acd7-85d71693d50e,d95ff0d0-166d-5c92-a350-c84753a190e6,a50eb5ff-5d37-5215-81de-5851f1f5c5fa,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
5b66fb27-3234-5004-a2ef-73df6202b1d9,5d83714b-b1f6-59d3-9a6d-ae57c392ba8a,ac369797-324c-58d6-b706-fbe0069434f6,bfad71f3-0e54-5467-bb83-c8664b3d7bc3,4f8897d5-01d5-51cf-b731-c0c00a95f276,e3204688-240a-54ec-8a74-405e019d12d4,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
f7944d0a-b386-5e47-b4c1-6b58338a898b,c0e508ea-945b-56d6-b093-e0220afdd2a8,f7045341-fa42-5fa7-997c-8ada85021b17,104f9e79-e136-5ed4-a852-64d160340e45,667d8806-3545-519a-b50d-53f59e32b5de,bfab3b53-a1df-5997-80ae-78165f29846c,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
eaee3e96-c5a0-5643-a752-750e71c28cc9,27a7c574-0e21-581e-9818-c854f48d6708,1016d9ad-1813-5284-bb7e-63e5fc214b6e,caa70f0d-2314-5cf5-a481-0c259c347e04,5fc8b896-34d2-51bd-a704-ce34bc761aa5,cd291c8d-0dfc-5b56-b490-9e1fad538191,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
06feafc5-e8ad-5db6-bb27-dd9e40432abe,efdc3f18-e462-5d41-a486-fd218780110e,d6cccba9-b2c0-5bc6-a7f0-51d92dcb8597,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,ffe4fc95-0766-5217-8799-406087e64b0a,a4fa370b-bb1e-5ca4-a598-8ab38d3aa123,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
ae74e0ad-b7da-5d04-b9d9-fffe512e0a71,1dff7dad-b9ca-5f94-8836-06285c1ef91d,e2dcb3af-2199-5191-8645-9ee1a29fd234,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,e7663958-ddb0-5009-aee0-c69a3861fd37,5fba96f9-47d5-5608-9904-9ef85c8f2bdf,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
f2bbf4b7-19f9-5a0e-ae42-1c41a35527fd,c2a2de3f-f696-53cb-9802-6c5da6a0d29c,72ad6697-d517-56f3-9f5c-1cdf64c12ace,5a29b0dd-09ca-560f-b248-db0555c5c325,f8931a36-3c7e-5d3d-b99b-0e8000d839ce,61703e60-3ba6-54d2-b8c5-c1471f3b24bc,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
77bd2065-b567-52d3-b23a-af40bcdc2f0f,10d75437-f31f-58e8-a7eb-64c2c968041c,fbd98ac8-9d31-5911-aab4-51b8e96b5838,bab016a4-e1f0-5423-95ba-68a55a375518,c0a69b24-fff7-59b2-8e17-c301343502e7,f1a025dc-298c-5281-b64a-425b8878c910,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
c3c732a0-387d-510b-ac87-cd267521fcb2,ed31d98d-a74f-579a-93b8-6f20748fe255,3ff64dca-8221-511a-8098-df35dada4770,bf67c71a-ef24-5eed-87ee-0b99059448c0,845ec984-3327-5af2-b730-832d5fb90ea6,03982eeb-42c8-5f39-a64e-60d1f38ca6d6,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
54e9db39-001c-5fbb-afc3-0d09711b6528,262b0218-5d70-5601-bc7b-958e42e56da4,25f48eef-0941-50eb-9d80-e38b836d4a90,07b24cca-976d-532c-9467-d2343cc9f38d,2e2fed70-3112-5e2b-afae-d094b8e1a56d,1df58e3a-d9b9-5a97-8dff-ec13f87c0a19,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
fa2608d2-8d56-511f-820d-0653a788bc0a,6bfd8961-423c-50dc-b595-529c33e87a99,f0955e44-e8c1-56b6-a5d9-43cb1ebb17fe,fa9711c5-4a59-5910-b824-83392f64a533,042f9a90-c603-52f8-9683-6dd865bd3467,9d11d879-5b94-5959-8a89-dd5274476a2c,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
fbc99593-9cdf-54f2-ad5c-1178bd2d05c7,58fcb25f-b095-5176-a4c0-76be3e2774ef,210a08f1-035e-5f78-82e0-0b2234bc9611,597b352f-cbab-5ea6-893f-73309ac2fbf9,3199c167-cd10-5315-823a-3b014d34d69f,d13d67cf-2efe-5cd2-9978-b5dba847fd1c,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
78f9251f-933a-5fa9-80fc-4d5bdad8819a,639e7e15-2068-52ee-a81c-d8a2c09b9182,a8d11bea-09e0-59ab-b754-1cf45205dd64,22681635-41b9-56da-a764-798ba158a3ac,0a203a36-6b49-56b0-9087-a1253c097f85,329e97f5-0be5-53d6-b583-b963681c62b3,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
0e5a6198-b4b5-5dce-8ccd-4bf600398d4b,8da1481e-f802-5129-8de4-4fb932c5be0d,d8ff86be-1f0b-59da-bae8-b56d0f38cfad,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,0d183c94-22f0-5c0a-8fec-a64846db6040,8ac9d97e-2486-5630-9e30-18e96afb9598,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
28286cbf-2578-5fee-9acd-95d9354d923c,12b9dc30-8f59-5a1f-bfd4-d8908ab1c718,365829aa-f8c7-5814-a84b-64e99c79e06c,fce39051-f305-572f-83db-29fbaf5b798a,b70966b0-2c1a-5931-b8d4-e751c36d4ad5,9691370c-7623-5e74-96b4-05f06174ce60,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
cc063b69-2f0d-549e-afa9-c327c35d89ca,9e12899c-e0df-566a-92a6-ebd25bf2a1e8,c7de6003-b197-5d17-846d-5bb46c89f44e,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,876adc77-ae03-526c-b50f-6ff9e368ad3b,6fc30bf3-b0e7-5be5-b528-cf48b89c72de,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
2b54e33f-b38c-5b64-bfd3-d58851d64936,fc570019-472b-5454-8e5a-367dcc77b928,f84533cf-dd3c-516f-938c-a0dd6258b7e1,4b8ac2bc-db12-5fb9-8556-20aa186929f6,98155b61-0bd0-57a3-958f-41a36459ba58,3eb8807f-dcca-5f6d-b9cc-938a9cf4fde5,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
3fa6d98b-f730-5f7e-8ba3-a4c646e406cc,efdbb81b-babd-51e1-8eb6-bf766597e78d,0f211d27-56e6-509e-83af-fe7b0bde4cc7,7a5fbc73-7498-500c-b457-d15f22bb9989,5fc9c4c2-206c-56e2-a998-5dee4521bddc,e49e8901-4804-5bb3-90b6-383c5c69d0fd,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
55f30982-7e92-5292-8bb5-a44be6f80c1d,5167073d-c494-5648-97c3-4504fb182226,6621d572-7d70-5d77-a4cc-65108c371e87,8ca9e1ae-e628-59af-8ab4-395d06328807,1a0ee057-44b7-5c27-92d4-911c4e8df9ef,17fa1894-0786-5d59-9d49-d996884f8b6c,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
d7f1daa7-9177-5898-94b0-f151e805c4ea,3634ccc6-c522-5002-b631-d1a478fe0d31,d1bf0642-0870-54da-a2f1-fdd9990ad753,98e2754e-6697-50e6-8bab-81a98e4aeca7,d25bcb6c-bea7-59ce-86dd-136731dedcdc,d686a13c-c3b7-53d3-8eeb-16f584021401,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
e0f08ad7-90d7-51d7-8d0b-390f853f6dc3,ead80f19-7000-55ab-ae66-d9109f7cf773,3e345325-9aae-535f-b440-65b46e2ea14b,bbf4f4ee-81c9-55b0-80af-33be79e561ee,d6b7b387-aa6c-5e89-915b-088f916b3391,f98dae57-be32-59c1-bd2f-8d1dfcd44f19,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
44673dcf-8c8e-5129-bedc-32a69d5fabe8,6950aa71-6fd4-5fe2-81da-b6159d46251c,96f5787a-aaff-5c4d-9e75-978ff4eeee76,c1460c74-b0e2-5d90-9797-9f6b2e861e30,6c56f38a-db9c-532d-bea6-f8b7b8e5363e,e5602e8e-2b81-54a3-9ad3-99e171943b9b,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
6bd655c3-47e7-5ceb-a73f-92f3fb22b2a0,798b1de9-36ac-5a8d-b315-6dea87c9ae88,afce03d6-6288-5d8d-84b2-8f57813ab3b1,67af2cf8-ba63-5420-aaa1-3d4828850036,8cd62544-e65c-5e26-89a3-ed106b53e100,3e156928-85eb-5160-9061-58085936c344,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
45913661-64e5-5648-980a-4208b6f2458e,0d7c5304-a5a6-5c02-a9de-26845f4b8f0f,585694d1-a212-5e38-8274-d89cdb637fe0,517ff701-319d-502a-b5b9-e1c36a3cde3c,6284841b-ba33-5daa-87ab-e40d3dad4270,cf1c7761-d8c5-59c4-b712-be7cee293ecd,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
e20e5f36-43c9-5f12-afb8-f70774d3badd,8268cb2d-0522-5d19-8b88-c10a7f751f66,3e29ba1e-9f08-5dd5-bd2a-220f8cf18435,b3efb6f0-9635-58cf-b533-6394b23e857d,51fcc856-dc42-516c-884f-d11046c42b0f,242c6b24-4819-55e1-ada6-3474d41d2591,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
7b87b426-23a8-50b8-a7f6-c5c1c3014194,161017c4-d02f-5082-97aa-a90712f12966,af20598b-dfbf-5a27-bf68-310101b54fb3,707f9a45-b18a-5759-b1bd-cb4b9991c763,1c0c241c-706a-5a03-af89-51f36be3b31d,00bf815b-8ec0-525c-91ae-c75d6215ab82,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
ca3dad3b-d2c5-5a8b-bdee-6385077bbcb6,9ce39568-5dab-56fc-8544-33020cf2e3a5,5514ddd4-541e-5e12-a182-b3a109bdfcc0,4b4841d6-837e-5b3a-8625-eb21c5856ff2,f8172349-4251-59ce-97e9-b7557d3de161,3fb4327f-6290-5060-a04f-73ab04d4f47d,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
95b64a7c-8c21-5582-a2b4-cc6b532658df,7beff414-9f30-5bdc-953f-8f2e06a82097,552c1125-1c2b-5e56-81f1-0a616c10910d,c4afafa8-25c3-527c-95bc-c2ce6efb5a36,4e9b46f3-a80d-5bbe-8e48-6e272ac4ec7d,79398728-5f8c-517f-b9a2-504a1ea9968d,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
1391ab99-5b60-5864-8379-e02ec41a4bd0,46405961-4805-5fc7-a5c3-35f3080081c7,a254d701-6be3-5303-b2d3-1b145a64103a,44c58e92-2d0f-5de4-949a-53cca4b7c650,a8ce6ace-de10-5b9e-8562-ff399d9b3720,364682d9-a566-5729-b3f3-a582a8439ac2,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
d258a6e8-ce91-5bdd-a2a5-726ed106ab53,f985dee4-a112-5f96-bdd4-e66f3c059ab6,15fa84d5-ef6a-516e-85d0-68e450395653,fadf79e7-84bd-54aa-8fce-71315980e940,3ad62353-9d14-5c8b-8b49-dd707e7062f6,6b83f82a-b0d3-5f11-a7e7-5ea7fc08178a,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
8ca47ba8-10c3-5073-8fa3-5a5b56d2e1e8,5d139c6d-79b7-5ee8-bc27-d74d785285dd,3d2f9688-83c1-506d-90d2-0ce27e8ea4d3,a3bed95f-b4d1-5aea-963e-723a3b5343d7,bc09cbc5-215f-541b-8c6e-3a2424f57dc1,73ee6614-e352-5de3-a577-024031effd8c,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
0b9f53bf-02dc-5421-a594-024d27e5eb1d,c7234a06-92ac-50aa-a1cc-191b5287aeed,b81eced5-5092-5efc-95ab-f943423cfedb,dfc9650b-5da6-5083-b918-0069b7f18a39,bfab66d1-5579-5df8-8823-877a42101df8,911b7224-43b0-5f89-9682-3694f61993ac,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
b53b04e9-42d1-5569-b92d-d9b083bcf108,df20ff6d-9cfc-5246-a68d-f5f4f5457c24,ca14f87b-f929-5e05-971d-7c8f74defdf8,e40302ce-cd87-5926-898b-7077c873c69c,54df2c82-6a6d-5d6d-8805-8cbfa0d3b5a9,33f3e3b1-762b-59ed-92e6-bb6ba2c77b9f,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
ab0d1fb7-dc57-5564-a4f5-cdcae577d810,0ed1defe-6c03-50c3-8cdb-ccb21c1247ce,9e2380ac-7d0e-5e59-b944-3c538376aabf,c1f4e8f0-e00b-5a1e-82a4-2aa113ce0e2e,5ab65997-731d-59e8-89c1-ca8e45e1c4da,82a6256a-39e3-5ed5-ba98-2fbb9e4f1e01,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
4499a237-7807-5442-95af-09a2310ee1f5,73c6ac5b-0407-5578-b23b-5de910150ba3,df1bacca-de81-5ee5-946e-f7ed9e186f0f,80267d1d-6166-5d66-a39a-2fe7d3ec9558,59352201-4c08-5821-a06b-4627e245eb0d,d7aeb361-4f20-575d-aa0a-ab54f6502f2f,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
4591879c-c073-5810-8761-98866b17a81e,cd1ea82c-aef8-5dd8-86a4-5a437a4627d5,223317dc-d207-51c0-a8d2-246fae8ca7ca,7e941da0-444e-555b-8c14-37022c2450f6,bde6ac3c-0fdb-56ed-97fc-675192dd4673,5e8e1ce8-2127-5c56-b7de-235191a84c2c,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
febcbe2b-a957-50a6-8f73-8ff2ff049804,d42ab31e-2c0a-5511-994d-b3d7acac74eb,a1a9021d-bcc4-50b5-b991-518bc3f617c7,9e1b7503-21ff-59f4-83b8-5c7bb3c79c9c,628f45fd-8c77-5687-a364-ec838e2235f0,e5cade66-49e7-56fe-8554-5662c616feb1,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
45075cb9-2d9a-5f9b-8f13-a64674d49703,51b5ced0-da29-5ffa-af61-5159025ce66b,b378ce5e-dab4-55e6-8a40-1528ea43c11a,c824a05f-57b4-564d-8182-a0acb1779be0,c201d0c9-9b7c-5ee8-ab68-8c13372204d1,5138e8ec-9cdd-58b6-b84d-7abc4ed26c31,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
8d30181f-da45-5ef1-9462-7aea9c79fb13,5730affe-5b32-5fec-8cc2-ea703b5954f6,5f08f12f-f5e0-589b-ac15-120e113673c0,7b2007ac-f4b3-5a96-998c-4b5bdb6201f7,7eece59b-5668-5599-a4e2-6709233fcb68,a1113ba6-ae86-56d6-a8c6-1285d44b0f2d,sample-user-001,SGD,100.0000,19.5160,0.0000,0.0000,0.0000,119.5160,119.5160,0.0000,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T16:01:00Z,1
