kitchen_ticket_item_id,source_event_id,organization_id,restaurant_id,branch_id,order_id,order_line_id,preparation_station_id,queued_at_utc,started_at_utc,ready_at_utc,completed_at_utc,queue_seconds,preparation_seconds,total_seconds,final_status,projected_at_utc,source_event_version
96ce6778-2c39-5bc0-a508-702a4967083a,32872c93-1133-5b95-970d-b629e632715d,6d00f4f4-33ba-5482-b60c-e36040cfc7fc,d615a3b5-351d-5ed5-bb69-c4dcac36aa00,fa14de3c-59ba-5043-85cf-df1adc6ec579,450dca80-f375-51db-9401-680b18119c56,6398393b-1a05-50cf-ac8c-7b01708fc119,44a06706-2678-58ba-aaaf-bfa1ffdc0e7e,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,120,780,960,completed,2026-01-01T12:31:00Z,1
ea1b6688-af54-5661-842d-9866129e1f0f,4712cadd-04fb-52e9-a067-02c129ca8fbb,6ee0d174-eaeb-52cb-b049-bd26500b460a,bb3ac671-6c2e-5416-acd7-85d71693d50e,d95ff0d0-166d-5c92-a350-c84753a190e6,dd4b24fe-84b1-5666-8b71-c6f07650b798,07c21827-a5ec-55f2-add7-a2ec35aaf965,90bc9a58-5501-5954-99ee-ef9b3f01d9ae,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,120,780,960,completed,2026-01-01T12:31:00Z,1
2f4c3856-c002-5dac-a6a9-2ec4173aec16,86a4112c-e814-52d7-b270-abf95e88149a,ac369797-324c-58d6-b706-fbe0069434f6,bfad71f3-0e54-5467-bb83-c8664b3d7bc3,4f8897d5-01d5-51cf-b731-c0c00a95f276,09634954-2342-52ba-9a0c-3a3b3306314e,468890b4-a3e1-5dc0-b08a-9b27c3a16122,4cee666b-ed13-54c3-964c-b82307c494c8,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,120,780,960,completed,2026-01-01T12:31:00Z,1
091ce334-151e-5736-ab60-abf5a1c01a74,e511b4f2-812b-5950-b27e-30966f865c30,f7045341-fa42-5fa7-997c-8ada85021b17,104f9e79-e136-5ed4-a852-64d160340e45,667d8806-3545-519a-b50d-53f59e32b5de,c9e72080-d5fc-5e91-b66a-01ba01d17273,f5a3a733-9643-5d57-9c61-ca9412ef6bf3,98294cb9-7730-5664-8535-35fa8b99907b,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,120,780,960,completed,2026-01-01T12:31:00Z,1
44c32c7f-e53e-5461-ae90-5d363e078b96,4de73072-89fb-5029-8f2c-b4aa79a5d7ba,1016d9ad-1813-5284-bb7e-63e5fc214b6e,caa70f0d-2314-5cf5-a481-0c259c347e04,5fc8b896-34d2-51bd-a704-ce34bc761aa5,8739b75a-661c-5cd6-8d13-75d8b1d9ccb7,c664562d-2d41-5768-b0bd-b6f109307d15,911f88cd-9ac5-576f-9f4e-b45c0e4228a2,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,120,780,960,completed,2026-01-01T12:31:00Z,1
05d696d5-2f9a-599d-8639-e886a8a59d40,324ac327-8c3b-5320-91e3-13499b750628,d6cccba9-b2c0-5bc6-a7f0-51d92dcb8597,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,ffe4fc95-0766-5217-8799-406087e64b0a,adb41fc7-e7d6-533e-b4db-aeeb5f280461,44686e73-130c-59c7-9e80-3c0adb3649ae,ca3e487d-9d0a-5eef-8c84-1e06277bf635,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,120,780,960,completed,2026-01-01T12:31:00Z,1
503fb343-8cf5-5883-99a2-79ebb77efb2e,bc71a1b7-a051-59a8-8eb0-3c197de19a91,e2dcb3af-2199-5191-8645-9ee1a29fd234,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,e7663958-ddb0-5009-aee0-c69a3861fd37,917b8fdf-f7f4-5a42-af5f-ce6870ce3ce2,9ef8c7c5-9456-52bf-916a-223b4953d944,1c5f1467-0c47-50dc-9414-60ebf20326a3,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,120,780,960,completed,2026-01-01T12:31:00Z,1
330e705f-eb5d-5d77-913d-9c7b6f3a6892,edbd3d83-286a-5842-b410-60d40187f6bb,72ad6697-d517-56f3-9f5c-1cdf64c12ace,5a29b0dd-09ca-560f-b248-db0555c5c325,f8931a36-3c7e-5d3d-b99b-0e8000d839ce,aa1f0c86-0128-5242-9569-2ed5aa67aefc,3511605a-e12f-5517-b468-1b9074cd11eb,91d0e2bc-71fb-5738-aa5b-a001fdf1a48e,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,120,780,960,completed,2026-01-01T12:31:00Z,1
c2d82686-2b87-5816-a8df-4d716f28d44a,bcd428e5-6cb6-55e1-a5c7-5a042a0e08ac,fbd98ac8-9d31-5911-aab4-51b8e96b5838,bab016a4-e1f0-5423-95ba-68a55a375518,c0a69b24-fff7-59b2-8e17-c301343502e7,78cefe97-766f-54d0-967b-6d1f2db51f88,08afbef7-253c-557b-b779-08536733ab54,1e1227cb-56b8-562a-8421-b854bd4a4941,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,120,780,960,completed,2026-01-01T12:31:00Z,1
2237eecf-a051-5e60-ac71-6fa0dc8ab496,2a984ad5-4c72-53a7-8c54-ddb3be632fca,3ff64dca-8221-511a-8098-df35dada4770,bf67c71a-ef24-5eed-87ee-0b99059448c0,845ec984-3327-5af2-b730-832d5fb90ea6,c987aa17-b646-5efa-9b4a-7a676ccc4c21,daf143f0-fdb5-5a40-ba30-7199e32d128c,3fe065b0-5b30-5da7-98a3-13611452384a,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,120,780,960,completed,2026-01-01T12:31:00Z,1
5b3bec1e-ecb4-5ff3-bfeb-0eaed83daefe,e5e81d29-bf5c-5ea9-93fa-fa17864eefab,25f48eef-0941-50eb-9d80-e38b836d4a90,07b24cca-976d-532c-9467-d2343cc9f38d,2e2fed70-3112-5e2b-afae-d094b8e1a56d,09f7a746-3556-5328-81ed-f7f895569d48,8b04639f-094b-5d2c-ae1e-d05f97993869,41f622ec-be2e-5f23-a71d-7f5c6753e407,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,120,780,960,completed,2026-01-01T12:31:00Z,1
8ed5f2f4-2662-5e9f-96a2-9d58197e8353,b8f2188c-0a65-5076-899d-1fb59e1d85aa,f0955e44-e8c1-56b6-a5d9-43cb1ebb17fe,fa9711c5-4a59-5910-b824-83392f64a533,042f9a90-c603-52f8-9683-6dd865bd3467,8e733609-455b-569f-9907-ddfadbbedf9b,d35493e3-eb58-5934-8016-ee0266d28b91,c411a763-cd89-5eca-b5fc-a433c613d762,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,120,780,960,completed,2026-01-01T12:31:00Z,1
c1e73489-c618-50ef-823c-9c997908ff07,36752605-1a3d-5db7-af7c-bad5fa7c78b5,210a08f1-035e-5f78-82e0-0b2234bc9611,597b352f-cbab-5ea6-893f-73309ac2fbf9,3199c167-cd10-5315-823a-3b014d34d69f,40f114ce-9664-5538-b6d6-b44eca862dd4,0964b50f-a0d7-5e19-a680-156b71d1da6a,4b443080-ef0b-5277-97fc-b41c8846fbb1,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,120,780,960,completed,2026-01-01T12:31:00Z,1
025dbc02-e8c8-5621-a12a-bca8902f227d,da471db8-4e5b-5a70-9d15-1c6e481ee118,a8d11bea-09e0-59ab-b754-1cf45205dd64,22681635-41b9-56da-a764-798ba158a3ac,0a203a36-6b49-56b0-9087-a1253c097f85,4cf48f5b-603c-5720-a5d0-fa6697541c9f,7e25cb8c-cb9c-5c7d-b47d-08335996ca41,bb486456-cac2-55cf-b130-dd91d75ec139,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,120,780,960,completed,2026-01-01T12:31:00Z,1
658a095e-e09e-5dbd-b373-688729558870,0f3759cd-ebce-5965-a9f5-a1b56b795543,d8ff86be-1f0b-59da-bae8-b56d0f38cfad,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,0d183c94-22f0-5c0a-8fec-a64846db6040,ecd2ab1a-0622-51f1-8043-b19262a7addb,daec917e-eec8-524c-a748-42890bb7caa5,bcfe00fe-98ed-5db2-9eda-8491ab96570d,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,120,780,960,completed,2026-01-01T12:31:00Z,1
3f1d48c3-9ec3-551e-a99e-cf7facdd7d3b,ee19ac65-fefd-5244-8ecb-5865af790158,365829aa-f8c7-5814-a84b-64e99c79e06c,fce39051-f305-572f-83db-29fbaf5b798a,b70966b0-2c1a-5931-b8d4-e751c36d4ad5,b2276c59-956d-5c13-8003-3ada140a55d8,da39407f-1ac2-521f-a5a5-3c98a38d7bf1,1f2cd198-fcde-563f-bda7-94836da051e8,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,120,780,960,completed,2026-01-01T12:31:00Z,1
97dbd513-5264-5a6a-a618-4ed9f2823690,b0cc865c-0405-5661-8472-06f946310587,c7de6003-b197-5d17-846d-5bb46c89f44e,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,876adc77-ae03-526c-b50f-6ff9e368ad3b,5dd81f68-b2c1-5c5b-b1d4-f73ee721d116,e553f56b-9d72-56f3-b059-67c2cdca539e,b0a52be2-7b86-5ac9-8da2-a3a42db93f1e,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,120,780,960,completed,2026-01-01T12:31:00Z,1
974854bc-3d23-5088-841b-c1399d23bec0,463bc43d-5dd8-5dae-831d-e635fce8a034,f84533cf-dd3c-516f-938c-a0dd6258b7e1,4b8ac2bc-db12-5fb9-8556-20aa186929f6,98155b61-0bd0-57a3-958f-41a36459ba58,16fcfa49-306d-5031-b940-c9fd4da435d1,c4a9a919-eb9f-521b-8bbc-7aff0d8fbf36,1e4a41e2-00c0-5ff4-8bdc-f77f9f62f0ce,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,120,780,960,completed,2026-01-01T12:31:00Z,1
da45fbcb-b7b7-51d7-861d-0b07b9f1e94e,30baed8b-6597-5f09-88fa-4911c6ca3e66,0f211d27-56e6-509e-83af-fe7b0bde4cc7,7a5fbc73-7498-500c-b457-d15f22bb9989,5fc9c4c2-206c-56e2-a998-5dee4521bddc,a094425f-8725-52d5-978d-9890da8dcf58,cbe113f8-1c61-57e7-b49b-0b0a24bfc006,12e0d38f-bb24-597c-ac80-2fb542b9dc27,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,120,780,960,completed,2026-01-01T12:31:00Z,1
53ce8a1e-6195-5dc1-99a7-6609ee4b05e6,beb75fef-8d34-5138-8085-92dbcf42f171,6621d572-7d70-5d77-a4cc-65108c371e87,8ca9e1ae-e628-59af-8ab4-395d06328807,1a0ee057-44b7-5c27-92d4-911c4e8df9ef,ef203fed-b93e-52de-937b-57c3ff030578,85ab7a04-d0d5-569e-ac7b-3eeb1ce82c6a,8c3fa332-0723-5670-bccc-b83dcb00f9fc,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,120,780,960,completed,2026-01-01T12:31:00Z,1
a8067cfe-5b95-52ef-8f49-b64a81803079,22b39170-30a9-5341-944e-ee389b4834d2,d1bf0642-0870-54da-a2f1-fdd9990ad753,98e2754e-6697-50e6-8bab-81a98e4aeca7,d25bcb6c-bea7-59ce-86dd-136731dedcdc,fe94bf77-950d-5828-9523-bda16ae24f8a,aa3fd61b-9d79-5551-af56-4145765f46e2,3a21fa77-94dd-5ca3-8605-7d6b7f90d59c,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,120,780,960,completed,2026-01-01T12:31:00Z,1
fde38826-29e0-50d6-a5c5-ad6556cbf2f0,69f98af0-e1a2-5373-a660-e77c9a244a04,3e345325-9aae-535f-b440-65b46e2ea14b,bbf4f4ee-81c9-55b0-80af-33be79e561ee,d6b7b387-aa6c-5e89-915b-088f916b3391,3fe31ccd-b39a-5dca-8f5f-f98bf1162b3b,e3f4ffeb-687d-5576-ae2a-dacea7f9490f,a3a676fb-4484-566b-a328-1d2cb1484a86,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,120,780,960,completed,2026-01-01T12:31:00Z,1
f80691cd-5ae6-5d81-9f03-187d5dfe215a,730284b3-620b-553e-b9aa-7d5ef0392c19,96f5787a-aaff-5c4d-9e75-978ff4eeee76,c1460c74-b0e2-5d90-9797-9f6b2e861e30,6c56f38a-db9c-532d-bea6-f8b7b8e5363e,d229ca0f-6d9d-525f-ba33-2c3d78f399e4,68f23779-acdf-5f23-a2d9-c0b7a69b8bf0,f76da112-77a0-5348-8979-39edd13c9993,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,120,780,960,completed,2026-01-01T12:31:00Z,1
4bd550f7-3098-5c6b-bf9c-1d8136c52307,b72000ce-6e06-52ce-b04d-c84da8229b44,afce03d6-6288-5d8d-84b2-8f57813ab3b1,67af2cf8-ba63-5420-aaa1-3d4828850036,8cd62544-e65c-5e26-89a3-ed106b53e100,4edcd556-25a0-5b4b-a2a4-a20b7869e5ce,29735ab4-56c9-5e86-bbea-56d31451ffc9,91a2e0be-171d-54e2-8b87-a31764a69ec6,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,120,780,960,completed,2026-01-01T12:31:00Z,1
696b1724-83df-5095-ba8e-18d98ac9b486,2cd0c34b-b6ad-5822-bd5c-2a3d0ab56840,585694d1-a212-5e38-8274-d89cdb637fe0,517ff701-319d-502a-b5b9-e1c36a3cde3c,6284841b-ba33-5daa-87ab-e40d3dad4270,c83f64dc-472b-5668-bf36-327debeeef06,ff7aa0e7-50b0-515e-8160-2d3ba0b42570,eddb334c-eb24-5048-a91e-5f5039d50c75,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,120,780,960,completed,2026-01-01T12:31:00Z,1
65fd3388-dfab-59b9-b43d-68e17ff3ba53,829113ab-7189-54c8-b33e-827e82434770,3e29ba1e-9f08-5dd5-bd2a-220f8cf18435,b3efb6f0-9635-58cf-b533-6394b23e857d,51fcc856-dc42-516c-884f-d11046c42b0f,3277f419-6976-5730-8fb3-6eced2ee491c,0588dba1-6b7a-55ff-a687-2922837cc1ba,c25a3517-616c-5b88-b2e2-f4291cb67604,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,120,780,960,completed,2026-01-01T12:31:00Z,1
ca783551-c2cd-528b-b817-972e30cdcd78,7a3e569c-e414-55e5-b4c3-bb34b1c41350,af20598b-dfbf-5a27-bf68-310101b54fb3,707f9a45-b18a-5759-b1bd-cb4b9991c763,1c0c241c-706a-5a03-af89-51f36be3b31d,f9cf74e9-e95d-5d16-8516-c4fb751dbeda,b2a07219-e7fd-5ab2-b32f-7c5b837ecb99,74a3625a-fa47-5562-8726-c007082ab3de,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,120,780,960,completed,2026-01-01T12:31:00Z,1
d632fe52-db46-509d-94f9-06a296237dbc,bef4bce7-0534-5768-a525-f84c232c35ef,5514ddd4-541e-5e12-a182-b3a109bdfcc0,4b4841d6-837e-5b3a-8625-eb21c5856ff2,f8172349-4251-59ce-97e9-b7557d3de161,768760e4-4bb0-5fc0-956f-d7137703c8b0,72edcafb-8706-540c-92c5-bedc6535ebb2,e8f3cb0d-e8ae-59b3-8a20-076406d0a531,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,120,780,960,completed,2026-01-01T12:31:00Z,1
0774270c-f9fc-52df-b9f6-9699f5eeffba,4c4ea641-2e82-5125-8000-6054b2c79496,552c1125-1c2b-5e56-81f1-0a616c10910d,c4afafa8-25c3-527c-95bc-c2ce6efb5a36,4e9b46f3-a80d-5bbe-8e48-6e272ac4ec7d,d6f419a1-eb1d-577d-b6b8-25072f213872,796b1ade-4d1e-5780-9d0f-29d377c0d39d,83104c3c-a98e-5729-afad-e0f49547e036,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,120,780,960,completed,2026-01-01T12:31:00Z,1
d9202bc5-543d-5a6e-beb9-5c0333f6db95,1c2ed74b-82d0-54e0-8f73-760c3f9e9407,a254d701-6be3-5303-b2d3-1b145a64103a,44c58e92-2d0f-5de4-949a-53cca4b7c650,a8ce6ace-de10-5b9e-8562-ff399d9b3720,afd9195d-dea1-55d8-a303-b0b4b897e212,edefc9de-7849-57ea-a3f4-2b8fb2278c11,ec88688e-5670-5bbf-858f-2fa5ed62281b,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,120,780,960,completed,2026-01-01T12:31:00Z,1
e9c7de81-4eb9-5324-adf7-a76c416e4486,74bfc890-728a-5dbb-a349-2d9e3e4140e0,15fa84d5-ef6a-516e-85d0-68e450395653,fadf79e7-84bd-54aa-8fce-71315980e940,3ad62353-9d14-5c8b-8b49-dd707e7062f6,421ff8d9-d7d4-5879-b00a-c512b28fd4df,b2d47dde-01dd-5bbb-86d7-6484a92248e9,00dee82e-3758-533b-9690-87940c6db8c4,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,120,780,960,completed,2026-01-01T12:31:00Z,1
19d1f0ff-54d7-5642-bceb-241ff681076e,3f929597-4b74-56f9-8e24-64cbbd24fa49,3d2f9688-83c1-506d-90d2-0ce27e8ea4d3,a3bed95f-b4d1-5aea-963e-723a3b5343d7,bc09cbc5-215f-541b-8c6e-3a2424f57dc1,a3ab5eeb-9e56-5cdc-b71a-9336112b8aec,4adcbfc0-5f12-5d0c-9c93-47c4172f8ff2,fd9944c9-fe34-5526-84c1-89ca288b6a77,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,120,780,960,completed,2026-01-01T12:31:00Z,1
ccee7765-4d34-596c-a765-a41652dc2d2a,022a5ab9-2c1e-5118-8363-b482e991d202,b81eced5-5092-5efc-95ab-f943423cfedb,dfc9650b-5da6-5083-b918-0069b7f18a39,bfab66d1-5579-5df8-8823-877a42101df8,fd0b8bb2-7e67-559b-bdba-58f1e9ce0282,2b3100d3-9a23-54dc-a508-8f7de841befb,4162aa07-c575-5729-ace2-77c8d1b3e595,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,120,780,960,completed,2026-01-01T12:31:00Z,1
48134ec5-f2ce-5920-b41b-0655cc9c265a,e7956f5a-bcf3-5f0f-b494-d1ef773ecdcc,ca14f87b-f929-5e05-971d-7c8f74defdf8,e40302ce-cd87-5926-898b-7077c873c69c,54df2c82-6a6d-5d6d-8805-8cbfa0d3b5a9,15ee0899-79ad-57ff-b4a4-e71768fe7448,f3c0473b-78f4-59c1-80c3-42746ab770a2,7d3e3b05-1233-511c-aaf8-64d4165af310,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,120,780,960,completed,2026-01-01T12:31:00Z,1
635dace9-0c96-5f42-aebf-0b0662847e8a,50c0afad-dceb-5931-bf1e-2d11160ca4f0,9e2380ac-7d0e-5e59-b944-3c538376aabf,c1f4e8f0-e00b-5a1e-82a4-2aa113ce0e2e,5ab65997-731d-59e8-89c1-ca8e45e1c4da,7e2f25cc-ae76-5112-9dd7-2ba69f5e0e8d,6737e552-ad6a-5937-98bb-6adc5ca3ec28,16a4b4e4-b4d9-5d06-ba54-b5b5a7adc7e5,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,120,780,960,completed,2026-01-01T12:31:00Z,1
