id,restaurant_id,tax_classification_id,sku,name,description,base_unit,attributes,status,created_at_utc,created_by,updated_at_utc,updated_by,concurrency_version
ca100000-0000-0000-0000-000000002039,ca000000-0000-0000-0000-000000000001,ca100000-0000-0000-0000-000000000501,EXT-0039,Pineapple Mint Juice,Fictional imported product 39,cup,{},active,2026-01-01T00:00:00Z,csv-import,2026-01-01T00:00:00Z,csv-import,1
ca100000-0000-0000-0000-000000002040,ca000000-0000-0000-0000-000000000001,ca100000-0000-0000-0000-000000000501,EXT-0040,Calamansi Cooler,Fictional imported product 40,cup,{},active,2026-01-01T00:00:00Z,csv-import,2026-01-01T00:00:00Z,csv-import,1
ca100000-0000-0000-0000-000000002041,ca000000-0000-0000-0000-000000000001,ca100000-0000-0000-0000-000000000501,EXT-0041,Chef Special Rice,Fictional imported product 41,plate,{},active,2026-01-01T00:00:00Z,csv-import,2026-01-01T00:00:00Z,csv-import,1
ca100000-0000-0000-0000-000000002042,ca000000-0000-0000-0000-000000000001,ca100000-0000-0000-0000-000000000501,EXT-0042,Seasonal Curry,Fictional imported product 42,bowl,{},active,2026-01-01T00:00:00Z,csv-import,2026-01-01T00:00:00Z,csv-import,1
ca100000-0000-0000-0000-000000002043,ca000000-0000-0000-0000-000000000001,ca100000-0000-0000-0000-000000000501,EXT-0043,Market Catch Plate,Fictional imported product 43,plate,{},active,2026-01-01T00:00:00Z,csv-import,2026-01-01T00:00:00Z,csv-import,1
ca100000-0000-0000-0000-000000002044,ca000000-0000-0000-0000-000000000001,ca100000-0000-0000-0000-000000000501,EXT-0044,Harvest Vegetable Bowl,Fictional imported product 44,bowl,{},active,2026-01-01T00:00:00Z,csv-import,2026-01-01T00:00:00Z,csv-import,1
ca100000-0000-0000-0000-000000002045,ca000000-0000-0000-0000-000000000001,ca100000-0000-0000-0000-000000000501,EXT-0045,Weekend Brunch Plate,Fictional imported product 45,plate,{},active,2026-01-01T00:00:00Z,csv-import,2026-01-01T00:00:00Z,csv-import,1
ca100000-0000-0000-0000-000000002046,ca000000-0000-0000-0000-000000000001,ca100000-0000-0000-0000-000000000501,EXT-0046,House Noodle Special,Fictional imported product 46,bowl,{},active,2026-01-01T00:00:00Z,csv-import,2026-01-01T00:00:00Z,csv-import,1
ca100000-0000-0000-0000-000000002047,ca000000-0000-0000-0000-000000000001,ca100000-0000-0000-0000-000000000501,EXT-0047,Sunset Grill Plate,Fictional imported product 47,plate,{},active,2026-01-01T00:00:00Z,csv-import,2026-01-01T00:00:00Z,csv-import,1
ca100000-0000-0000-0000-000000002048,ca000000-0000-0000-0000-000000000001,ca100000-0000-0000-0000-000000000501,EXT-0048,Midday Rice Bowl,Fictional imported product 48,bowl,{},active,2026-01-01T00:00:00Z,csv-import,2026-01-01T00:00:00Z,csv-import,1
ca100000-0000-0000-0000-000000002049,ca000000-0000-0000-0000-000000000001,ca100000-0000-0000-0000-000000000501,EXT-0049,Evening Curry Plate,Fictional imported product 49,plate,{},active,2026-01-01T00:00:00Z,csv-import,2026-01-01T00:00:00Z,csv-import,1
ca100000-0000-0000-0000-000000002050,ca000000-0000-0000-0000-000000000001,ca100000-0000-0000-0000-000000000501,EXT-0050,Nexa Signature Platter,Fictional imported product 50,plate,{},active,2026-01-01T00:00:00Z,csv-import,2026-01-01T00:00:00Z,csv-import,1
