id,organization_id,code,name,legal_name,default_currency,default_time_zone,status,created_at_utc,created_by,updated_at_utc,updated_by,concurrency_version
707f9a45-b18a-5759-b1bd-cb4b9991c763,af20598b-dfbf-5a27-bf68-310101b54fb3,harbour_bistro,Harbour Bistro,Demo Hospitality Pte. Ltd.,SGD,Asia/Singapore,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4b4841d6-837e-5b3a-8625-eb21c5856ff2,5514ddd4-541e-5e12-a182-b3a109bdfcc0,harbour_bistro,Harbour Bistro,Demo Hospitality Pte. Ltd.,SGD,Asia/Singapore,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c4afafa8-25c3-527c-95bc-c2ce6efb5a36,552c1125-1c2b-5e56-81f1-0a616c10910d,harbour_bistro,Harbour Bistro,Demo Hospitality Pte. Ltd.,SGD,Asia/Singapore,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
44c58e92-2d0f-5de4-949a-53cca4b7c650,a254d701-6be3-5303-b2d3-1b145a64103a,harbour_bistro,Harbour Bistro,Demo Hospitality Pte. Ltd.,SGD,Asia/Singapore,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
fadf79e7-84bd-54aa-8fce-71315980e940,15fa84d5-ef6a-516e-85d0-68e450395653,harbour_bistro,Harbour Bistro,Demo Hospitality Pte. Ltd.,SGD,Asia/Singapore,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a3bed95f-b4d1-5aea-963e-723a3b5343d7,3d2f9688-83c1-506d-90d2-0ce27e8ea4d3,harbour_bistro,Harbour Bistro,Demo Hospitality Pte. Ltd.,SGD,Asia/Singapore,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
dfc9650b-5da6-5083-b918-0069b7f18a39,b81eced5-5092-5efc-95ab-f943423cfedb,harbour_bistro,Harbour Bistro,Demo Hospitality Pte. Ltd.,SGD,Asia/Singapore,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
e40302ce-cd87-5926-898b-7077c873c69c,ca14f87b-f929-5e05-971d-7c8f74defdf8,harbour_bistro,Harbour Bistro,Demo Hospitality Pte. Ltd.,SGD,Asia/Singapore,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c1f4e8f0-e00b-5a1e-82a4-2aa113ce0e2e,9e2380ac-7d0e-5e59-b944-3c538376aabf,harbour_bistro,Harbour Bistro,Demo Hospitality Pte. Ltd.,SGD,Asia/Singapore,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
80267d1d-6166-5d66-a39a-2fe7d3ec9558,df1bacca-de81-5ee5-946e-f7ed9e186f0f,harbour_bistro,Harbour Bistro,Demo Hospitality Pte. Ltd.,SGD,Asia/Singapore,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
7e941da0-444e-555b-8c14-37022c2450f6,223317dc-d207-51c0-a8d2-246fae8ca7ca,harbour_bistro,Harbour Bistro,Demo Hospitality Pte. Ltd.,SGD,Asia/Singapore,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
9e1b7503-21ff-59f4-83b8-5c7bb3c79c9c,a1a9021d-bcc4-50b5-b991-518bc3f617c7,harbour_bistro,Harbour Bistro,Demo Hospitality Pte. Ltd.,SGD,Asia/Singapore,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c824a05f-57b4-564d-8182-a0acb1779be0,b378ce5e-dab4-55e6-8a40-1528ea43c11a,harbour_bistro,Harbour Bistro,Demo Hospitality Pte. Ltd.,SGD,Asia/Singapore,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
7b2007ac-f4b3-5a96-998c-4b5bdb6201f7,5f08f12f-f5e0-589b-ac15-120e113673c0,harbour_bistro,Harbour Bistro,Demo Hospitality Pte. Ltd.,SGD,Asia/Singapore,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
