id,branch_id,schedule_kind,day_of_week,effective_date,interval_sequence,opens_at,closes_at,is_closed,label,created_at_utc,created_by,updated_at_utc,updated_by,concurrency_version
2a82fc87-2415-5d09-8f7b-a6cfb2c4e651,3199c167-cd10-5315-823a-3b014d34d69f,weekly,1,\N,1,09:00,22:00,false,Monday service,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
7aea2428-6139-55c3-a538-8514c7736596,0a203a36-6b49-56b0-9087-a1253c097f85,weekly,1,\N,1,09:00,22:00,false,Monday service,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f5c0c664-2c36-5ecc-9505-c8b37e41a894,0d183c94-22f0-5c0a-8fec-a64846db6040,weekly,1,\N,1,09:00,22:00,false,Monday service,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
94493bee-3cad-50dc-a4bc-dbb2954dab89,b70966b0-2c1a-5931-b8d4-e751c36d4ad5,weekly,1,\N,1,09:00,22:00,false,Monday service,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
8490cbac-38f9-54d7-86c8-2c125e851df5,876adc77-ae03-526c-b50f-6ff9e368ad3b,weekly,1,\N,1,09:00,22:00,false,Monday service,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
74f23907-d4d7-53dc-a5f7-c8acb14a8fca,98155b61-0bd0-57a3-958f-41a36459ba58,weekly,1,\N,1,09:00,22:00,false,Monday service,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c0cb12dd-2c40-5cf8-9e2b-b00302941979,5fc9c4c2-206c-56e2-a998-5dee4521bddc,weekly,1,\N,1,09:00,22:00,false,Monday service,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
901201f6-61a5-5b5a-86a2-2af3047536a9,1a0ee057-44b7-5c27-92d4-911c4e8df9ef,weekly,1,\N,1,09:00,22:00,false,Monday service,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
d3a6eb52-7982-504c-ba55-a1213967081a,d25bcb6c-bea7-59ce-86dd-136731dedcdc,weekly,1,\N,1,09:00,22:00,false,Monday service,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a741e00e-bb8f-530e-a6c3-b5d8eb99df2e,d6b7b387-aa6c-5e89-915b-088f916b3391,weekly,1,\N,1,09:00,22:00,false,Monday service,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
7abfb4ea-4639-5da3-ba4f-8411a203e306,6c56f38a-db9c-532d-bea6-f8b7b8e5363e,weekly,1,\N,1,09:00,22:00,false,Monday service,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
46072374-0464-5647-b25c-541dfd622407,8cd62544-e65c-5e26-89a3-ed106b53e100,weekly,1,\N,1,09:00,22:00,false,Monday service,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
100466aa-4069-53f7-aae7-7a275ec9378b,6284841b-ba33-5daa-87ab-e40d3dad4270,weekly,1,\N,1,09:00,22:00,false,Monday service,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a0ba638d-c60c-5b2f-be0a-a4b8bc2f2c2e,51fcc856-dc42-516c-884f-d11046c42b0f,weekly,1,\N,1,09:00,22:00,false,Monday service,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4babd9a1-21bd-5cc4-8f1a-2060a3219f53,1c0c241c-706a-5a03-af89-51f36be3b31d,weekly,1,\N,1,09:00,22:00,false,Monday service,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
174ab5f0-4fec-5931-af12-d29e86afee9a,f8172349-4251-59ce-97e9-b7557d3de161,weekly,1,\N,1,09:00,22:00,false,Monday service,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
dad5846f-9bf1-5075-9271-11e23ba677d0,4e9b46f3-a80d-5bbe-8e48-6e272ac4ec7d,weekly,1,\N,1,09:00,22:00,false,Monday service,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
b736d3bc-e992-5afb-bae5-788a59062cd2,a8ce6ace-de10-5b9e-8562-ff399d9b3720,weekly,1,\N,1,09:00,22:00,false,Monday service,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
6adec744-b2c2-52ce-a20e-42e9b332c7aa,3ad62353-9d14-5c8b-8b49-dd707e7062f6,weekly,1,\N,1,09:00,22:00,false,Monday service,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
76ded7ea-aa2b-5cb2-948e-5229e96d943e,bc09cbc5-215f-541b-8c6e-3a2424f57dc1,weekly,1,\N,1,09:00,22:00,false,Monday service,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
713517ab-7f59-5c39-b64e-d489bba169f7,bfab66d1-5579-5df8-8823-877a42101df8,weekly,1,\N,1,09:00,22:00,false,Monday service,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
7e1b6fc7-cbd4-50aa-afec-7f0cff9b4824,54df2c82-6a6d-5d6d-8805-8cbfa0d3b5a9,weekly,1,\N,1,09:00,22:00,false,Monday service,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a0f53ec4-b77f-5f23-a7e4-875707c2b77f,5ab65997-731d-59e8-89c1-ca8e45e1c4da,weekly,1,\N,1,09:00,22:00,false,Monday service,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
94f44adb-4a6b-5a01-b461-893b8cb6ba45,59352201-4c08-5821-a06b-4627e245eb0d,weekly,1,\N,1,09:00,22:00,false,Monday service,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
8e8380ed-3a57-5ab4-89d0-14137cd6cdef,bde6ac3c-0fdb-56ed-97fc-675192dd4673,weekly,1,\N,1,09:00,22:00,false,Monday service,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
86f676e1-2776-53d9-b713-724529b78314,628f45fd-8c77-5687-a364-ec838e2235f0,weekly,1,\N,1,09:00,22:00,false,Monday service,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
9ca64a24-9a8c-5507-abd9-ae092b0fc2ed,c201d0c9-9b7c-5ee8-ab68-8c13372204d1,weekly,1,\N,1,09:00,22:00,false,Monday service,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
6d2ab93f-3658-58d7-9911-c559b2c3fee7,7eece59b-5668-5599-a4e2-6709233fcb68,weekly,1,\N,1,09:00,22:00,false,Monday service,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
