id,branch_id,code,name,station_type,display_order,status,created_at_utc,created_by,updated_at_utc,updated_by,concurrency_version
ae1ba148-3ef0-5f91-b041-d5d3d4bf25cd,68c8496c-6b5f-5845-99d6-46d8d79afb1f,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
b82ecff7-cf2c-52dd-bef9-8536e612a118,68c8496c-6b5f-5845-99d6-46d8d79afb1f,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
0432a1fa-986e-584b-a6ba-8b04746a12cf,87111368-22a3-51ff-a055-d0af38899e40,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
3da210d0-885e-59db-8900-9147c8b28a91,87111368-22a3-51ff-a055-d0af38899e40,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
3f3391c4-7450-5028-9b69-734bda2d3c75,6ac09be1-21da-5bdf-a553-0d370aa48a48,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
3c63893e-c566-5e25-a9aa-d6dd601325b4,6ac09be1-21da-5bdf-a553-0d370aa48a48,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
41263552-deb9-5a7b-9df3-6ece5e723b86,075f1655-5713-5584-b153-7cee0f5edfb1,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
15cf04c6-5b7f-5612-84ef-eb046787722b,075f1655-5713-5584-b153-7cee0f5edfb1,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c8299bee-aa1e-568e-a3c0-427d59ca553b,0c99f45b-6fe6-5a1e-96fc-98333cca6f88,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
08170dc4-3055-5a35-8046-8bbde491710e,0c99f45b-6fe6-5a1e-96fc-98333cca6f88,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
44a06706-2678-58ba-aaaf-bfa1ffdc0e7e,fa14de3c-59ba-5043-85cf-df1adc6ec579,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
04d883fc-1cb9-52ec-8316-f420627fd18e,fa14de3c-59ba-5043-85cf-df1adc6ec579,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
90bc9a58-5501-5954-99ee-ef9b3f01d9ae,d95ff0d0-166d-5c92-a350-c84753a190e6,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
5229422b-d49d-5382-89c7-0e5279b07f49,d95ff0d0-166d-5c92-a350-c84753a190e6,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4cee666b-ed13-54c3-964c-b82307c494c8,4f8897d5-01d5-51cf-b731-c0c00a95f276,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
ca358d24-5e4f-5874-9fb1-8a082ebef4c5,4f8897d5-01d5-51cf-b731-c0c00a95f276,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
98294cb9-7730-5664-8535-35fa8b99907b,667d8806-3545-519a-b50d-53f59e32b5de,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
93396911-232c-5db2-8c3b-932feb22ee67,667d8806-3545-519a-b50d-53f59e32b5de,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
911f88cd-9ac5-576f-9f4e-b45c0e4228a2,5fc8b896-34d2-51bd-a704-ce34bc761aa5,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
7437b16e-e601-55f2-8f39-00413770f71e,5fc8b896-34d2-51bd-a704-ce34bc761aa5,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
ca3e487d-9d0a-5eef-8c84-1e06277bf635,ffe4fc95-0766-5217-8799-406087e64b0a,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
34a83478-c0be-54e8-adcb-7fe594be4323,ffe4fc95-0766-5217-8799-406087e64b0a,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
1c5f1467-0c47-50dc-9414-60ebf20326a3,e7663958-ddb0-5009-aee0-c69a3861fd37,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
e149a9b9-4554-5d9b-806f-f939e19c4024,e7663958-ddb0-5009-aee0-c69a3861fd37,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
91d0e2bc-71fb-5738-aa5b-a001fdf1a48e,f8931a36-3c7e-5d3d-b99b-0e8000d839ce,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
7ba0f5f0-93c0-523a-b739-407e9e8a0d74,f8931a36-3c7e-5d3d-b99b-0e8000d839ce,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
1e1227cb-56b8-562a-8421-b854bd4a4941,c0a69b24-fff7-59b2-8e17-c301343502e7,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
cbe97bbc-b174-5c64-8ca2-1673cb7270ba,c0a69b24-fff7-59b2-8e17-c301343502e7,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
3fe065b0-5b30-5da7-98a3-13611452384a,845ec984-3327-5af2-b730-832d5fb90ea6,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
d1e76a94-3a9c-50fe-8b30-8d06ed235cc4,845ec984-3327-5af2-b730-832d5fb90ea6,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
41f622ec-be2e-5f23-a71d-7f5c6753e407,2e2fed70-3112-5e2b-afae-d094b8e1a56d,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
76900cd1-729d-518f-aab3-9cccfd326fdf,2e2fed70-3112-5e2b-afae-d094b8e1a56d,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c411a763-cd89-5eca-b5fc-a433c613d762,042f9a90-c603-52f8-9683-6dd865bd3467,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
56642fc6-a32d-5316-8611-73d01eb7b51b,042f9a90-c603-52f8-9683-6dd865bd3467,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4b443080-ef0b-5277-97fc-b41c8846fbb1,3199c167-cd10-5315-823a-3b014d34d69f,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c9928cc3-5a9f-502f-88b6-988c4a34ceb0,3199c167-cd10-5315-823a-3b014d34d69f,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
bb486456-cac2-55cf-b130-dd91d75ec139,0a203a36-6b49-56b0-9087-a1253c097f85,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
3f44a7b1-8bed-589a-9582-90c1bb9af310,0a203a36-6b49-56b0-9087-a1253c097f85,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
bcfe00fe-98ed-5db2-9eda-8491ab96570d,0d183c94-22f0-5c0a-8fec-a64846db6040,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
9e77d5aa-c068-5899-904a-71f5e3204411,0d183c94-22f0-5c0a-8fec-a64846db6040,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
1f2cd198-fcde-563f-bda7-94836da051e8,b70966b0-2c1a-5931-b8d4-e751c36d4ad5,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
74184873-9031-5a66-827b-84acbe7bac3a,b70966b0-2c1a-5931-b8d4-e751c36d4ad5,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
b0a52be2-7b86-5ac9-8da2-a3a42db93f1e,876adc77-ae03-526c-b50f-6ff9e368ad3b,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
993fb228-96b8-5f54-857d-5800a15a0be9,876adc77-ae03-526c-b50f-6ff9e368ad3b,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
1e4a41e2-00c0-5ff4-8bdc-f77f9f62f0ce,98155b61-0bd0-57a3-958f-41a36459ba58,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4d7c7f66-fa4c-515b-93fe-b01a298a9bc0,98155b61-0bd0-57a3-958f-41a36459ba58,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
12e0d38f-bb24-597c-ac80-2fb542b9dc27,5fc9c4c2-206c-56e2-a998-5dee4521bddc,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
61d9133a-ea50-5fb6-9527-cf56a1016357,5fc9c4c2-206c-56e2-a998-5dee4521bddc,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
8c3fa332-0723-5670-bccc-b83dcb00f9fc,1a0ee057-44b7-5c27-92d4-911c4e8df9ef,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f78f465e-e2c6-55dd-8419-92ecf7ec2da1,1a0ee057-44b7-5c27-92d4-911c4e8df9ef,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
3a21fa77-94dd-5ca3-8605-7d6b7f90d59c,d25bcb6c-bea7-59ce-86dd-136731dedcdc,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4c5b7e92-2e90-5fd2-be81-8f7f72d211b7,d25bcb6c-bea7-59ce-86dd-136731dedcdc,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a3a676fb-4484-566b-a328-1d2cb1484a86,d6b7b387-aa6c-5e89-915b-088f916b3391,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c236dc3f-64bc-5792-b9ed-e74580ac43fd,d6b7b387-aa6c-5e89-915b-088f916b3391,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f76da112-77a0-5348-8979-39edd13c9993,6c56f38a-db9c-532d-bea6-f8b7b8e5363e,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
cda2dc6a-4757-51b1-8c5c-7985d29072b7,6c56f38a-db9c-532d-bea6-f8b7b8e5363e,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
91a2e0be-171d-54e2-8b87-a31764a69ec6,8cd62544-e65c-5e26-89a3-ed106b53e100,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
88b558f8-b0dd-5828-8504-7fb67412ffcb,8cd62544-e65c-5e26-89a3-ed106b53e100,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
eddb334c-eb24-5048-a91e-5f5039d50c75,6284841b-ba33-5daa-87ab-e40d3dad4270,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
3116c772-adfd-5f60-bbce-a18b9db49855,6284841b-ba33-5daa-87ab-e40d3dad4270,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c25a3517-616c-5b88-b2e2-f4291cb67604,51fcc856-dc42-516c-884f-d11046c42b0f,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
32db2d05-1463-5957-aff2-9b84059fb646,51fcc856-dc42-516c-884f-d11046c42b0f,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
74a3625a-fa47-5562-8726-c007082ab3de,1c0c241c-706a-5a03-af89-51f36be3b31d,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
35390ebf-ad95-57a4-86ca-b63cf1440b4d,1c0c241c-706a-5a03-af89-51f36be3b31d,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
e8f3cb0d-e8ae-59b3-8a20-076406d0a531,f8172349-4251-59ce-97e9-b7557d3de161,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
00186591-9020-5570-870f-8463c73f2f6c,f8172349-4251-59ce-97e9-b7557d3de161,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
83104c3c-a98e-5729-afad-e0f49547e036,4e9b46f3-a80d-5bbe-8e48-6e272ac4ec7d,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
329f91de-db30-5f75-8470-aa00ef9c76d3,4e9b46f3-a80d-5bbe-8e48-6e272ac4ec7d,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
ec88688e-5670-5bbf-858f-2fa5ed62281b,a8ce6ace-de10-5b9e-8562-ff399d9b3720,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f2cc8bfe-9ba4-5b6c-b1a0-e271484032ae,a8ce6ace-de10-5b9e-8562-ff399d9b3720,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
00dee82e-3758-533b-9690-87940c6db8c4,3ad62353-9d14-5c8b-8b49-dd707e7062f6,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f67eac6a-041c-592e-8cf6-876b53f9f6a6,3ad62353-9d14-5c8b-8b49-dd707e7062f6,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
fd9944c9-fe34-5526-84c1-89ca288b6a77,bc09cbc5-215f-541b-8c6e-3a2424f57dc1,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
fa23ff60-fca2-5509-b9b8-d74a4395ccbc,bc09cbc5-215f-541b-8c6e-3a2424f57dc1,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4162aa07-c575-5729-ace2-77c8d1b3e595,bfab66d1-5579-5df8-8823-877a42101df8,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4904b363-3b67-5abc-8ff6-ba862594eb6c,bfab66d1-5579-5df8-8823-877a42101df8,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
7d3e3b05-1233-511c-aaf8-64d4165af310,54df2c82-6a6d-5d6d-8805-8cbfa0d3b5a9,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f4113be0-d6a8-591b-b912-0d8cdb1d400b,54df2c82-6a6d-5d6d-8805-8cbfa0d3b5a9,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
16a4b4e4-b4d9-5d06-ba54-b5b5a7adc7e5,5ab65997-731d-59e8-89c1-ca8e45e1c4da,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
689a4b37-d30d-5bd1-bf05-3f575d2ae3d3,5ab65997-731d-59e8-89c1-ca8e45e1c4da,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
07e3f17e-5b58-5cb4-b999-b68aee0d47e8,59352201-4c08-5821-a06b-4627e245eb0d,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
8e0f31f2-a919-5fda-b7d4-6056803a70aa,59352201-4c08-5821-a06b-4627e245eb0d,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
ea79377c-67e1-5e57-bda5-a018a148af4c,bde6ac3c-0fdb-56ed-97fc-675192dd4673,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
df44ff3e-50fa-57ea-9f1b-62d6ceabbf3a,bde6ac3c-0fdb-56ed-97fc-675192dd4673,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
ffb8e86c-35f0-53c8-9073-3b68b132434c,628f45fd-8c77-5687-a364-ec838e2235f0,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
fbd35b8e-e4da-5320-be2e-d5e267da10ef,628f45fd-8c77-5687-a364-ec838e2235f0,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
aac9e090-02f2-5cba-939e-675a5d60a271,c201d0c9-9b7c-5ee8-ab68-8c13372204d1,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
5497154b-b07f-50e6-9341-181afba468e0,c201d0c9-9b7c-5ee8-ab68-8c13372204d1,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f95f7dfe-b3b4-52c0-9a4a-9cd16462b6dc,7eece59b-5668-5599-a4e2-6709233fcb68,hot_kitchen,Hot Kitchen,kitchen,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
07612b2c-21c5-51e6-9ce9-9d9d65eed0a1,7eece59b-5668-5599-a4e2-6709233fcb68,coffee_bar,Coffee Bar,bar,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
