id,restaurant_id,code,name,time_zone,currency,phone_number,email_address,address_line_1,city,postal_code,country_code,business_configuration,status,opened_at_utc,created_at_utc,created_by,updated_at_utc,updated_by,concurrency_version
f8931a36-3c7e-5d3d-b99b-0e8000d839ce,5a29b0dd-09ca-560f-b248-db0555c5c325,marina,Marina Branch,Asia/Singapore,SGD,+6500000000,hello@example.test,1 Fictional Quay,Singapore,000001,SG,"{""serviceChargePercent"":10}",active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c0a69b24-fff7-59b2-8e17-c301343502e7,bab016a4-e1f0-5423-95ba-68a55a375518,marina,Marina Branch,Asia/Singapore,SGD,+6500000000,hello@example.test,1 Fictional Quay,Singapore,000001,SG,"{""serviceChargePercent"":10}",active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
845ec984-3327-5af2-b730-832d5fb90ea6,bf67c71a-ef24-5eed-87ee-0b99059448c0,marina,Marina Branch,Asia/Singapore,SGD,+6500000000,hello@example.test,1 Fictional Quay,Singapore,000001,SG,"{""serviceChargePercent"":10}",active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
2e2fed70-3112-5e2b-afae-d094b8e1a56d,07b24cca-976d-532c-9467-d2343cc9f38d,marina,Marina Branch,Asia/Singapore,SGD,+6500000000,hello@example.test,1 Fictional Quay,Singapore,000001,SG,"{""serviceChargePercent"":10}",active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
042f9a90-c603-52f8-9683-6dd865bd3467,fa9711c5-4a59-5910-b824-83392f64a533,marina,Marina Branch,Asia/Singapore,SGD,+6500000000,hello@example.test,1 Fictional Quay,Singapore,000001,SG,"{""serviceChargePercent"":10}",active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
3199c167-cd10-5315-823a-3b014d34d69f,597b352f-cbab-5ea6-893f-73309ac2fbf9,marina,Marina Branch,Asia/Singapore,SGD,+6500000000,hello@example.test,1 Fictional Quay,Singapore,000001,SG,"{""serviceChargePercent"":10}",active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
0a203a36-6b49-56b0-9087-a1253c097f85,22681635-41b9-56da-a764-798ba158a3ac,marina,Marina Branch,Asia/Singapore,SGD,+6500000000,hello@example.test,1 Fictional Quay,Singapore,000001,SG,"{""serviceChargePercent"":10}",active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
0d183c94-22f0-5c0a-8fec-a64846db6040,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,marina,Marina Branch,Asia/Singapore,SGD,+6500000000,hello@example.test,1 Fictional Quay,Singapore,000001,SG,"{""serviceChargePercent"":10}",active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
b70966b0-2c1a-5931-b8d4-e751c36d4ad5,fce39051-f305-572f-83db-29fbaf5b798a,marina,Marina Branch,Asia/Singapore,SGD,+6500000000,hello@example.test,1 Fictional Quay,Singapore,000001,SG,"{""serviceChargePercent"":10}",active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
876adc77-ae03-526c-b50f-6ff9e368ad3b,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,marina,Marina Branch,Asia/Singapore,SGD,+6500000000,hello@example.test,1 Fictional Quay,Singapore,000001,SG,"{""serviceChargePercent"":10}",active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
98155b61-0bd0-57a3-958f-41a36459ba58,4b8ac2bc-db12-5fb9-8556-20aa186929f6,marina,Marina Branch,Asia/Singapore,SGD,+6500000000,hello@example.test,1 Fictional Quay,Singapore,000001,SG,"{""serviceChargePercent"":10}",active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
5fc9c4c2-206c-56e2-a998-5dee4521bddc,7a5fbc73-7498-500c-b457-d15f22bb9989,marina,Marina Branch,Asia/Singapore,SGD,+6500000000,hello@example.test,1 Fictional Quay,Singapore,000001,SG,"{""serviceChargePercent"":10}",active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
1a0ee057-44b7-5c27-92d4-911c4e8df9ef,8ca9e1ae-e628-59af-8ab4-395d06328807,marina,Marina Branch,Asia/Singapore,SGD,+6500000000,hello@example.test,1 Fictional Quay,Singapore,000001,SG,"{""serviceChargePercent"":10}",active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
d25bcb6c-bea7-59ce-86dd-136731dedcdc,98e2754e-6697-50e6-8bab-81a98e4aeca7,marina,Marina Branch,Asia/Singapore,SGD,+6500000000,hello@example.test,1 Fictional Quay,Singapore,000001,SG,"{""serviceChargePercent"":10}",active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
d6b7b387-aa6c-5e89-915b-088f916b3391,bbf4f4ee-81c9-55b0-80af-33be79e561ee,marina,Marina Branch,Asia/Singapore,SGD,+6500000000,hello@example.test,1 Fictional Quay,Singapore,000001,SG,"{""serviceChargePercent"":10}",active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
6c56f38a-db9c-532d-bea6-f8b7b8e5363e,c1460c74-b0e2-5d90-9797-9f6b2e861e30,marina,Marina Branch,Asia/Singapore,SGD,+6500000000,hello@example.test,1 Fictional Quay,Singapore,000001,SG,"{""serviceChargePercent"":10}",active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
8cd62544-e65c-5e26-89a3-ed106b53e100,67af2cf8-ba63-5420-aaa1-3d4828850036,marina,Marina Branch,Asia/Singapore,SGD,+6500000000,hello@example.test,1 Fictional Quay,Singapore,000001,SG,"{""serviceChargePercent"":10}",active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
6284841b-ba33-5daa-87ab-e40d3dad4270,517ff701-319d-502a-b5b9-e1c36a3cde3c,marina,Marina Branch,Asia/Singapore,SGD,+6500000000,hello@example.test,1 Fictional Quay,Singapore,000001,SG,"{""serviceChargePercent"":10}",active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
51fcc856-dc42-516c-884f-d11046c42b0f,b3efb6f0-9635-58cf-b533-6394b23e857d,marina,Marina Branch,Asia/Singapore,SGD,+6500000000,hello@example.test,1 Fictional Quay,Singapore,000001,SG,"{""serviceChargePercent"":10}",active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
1c0c241c-706a-5a03-af89-51f36be3b31d,707f9a45-b18a-5759-b1bd-cb4b9991c763,marina,Marina Branch,Asia/Singapore,SGD,+6500000000,hello@example.test,1 Fictional Quay,Singapore,000001,SG,"{""serviceChargePercent"":10}",active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f8172349-4251-59ce-97e9-b7557d3de161,4b4841d6-837e-5b3a-8625-eb21c5856ff2,marina,Marina Branch,Asia/Singapore,SGD,+6500000000,hello@example.test,1 Fictional Quay,Singapore,000001,SG,"{""serviceChargePercent"":10}",active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4e9b46f3-a80d-5bbe-8e48-6e272ac4ec7d,c4afafa8-25c3-527c-95bc-c2ce6efb5a36,marina,Marina Branch,Asia/Singapore,SGD,+6500000000,hello@example.test,1 Fictional Quay,Singapore,000001,SG,"{""serviceChargePercent"":10}",active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a8ce6ace-de10-5b9e-8562-ff399d9b3720,44c58e92-2d0f-5de4-949a-53cca4b7c650,marina,Marina Branch,Asia/Singapore,SGD,+6500000000,hello@example.test,1 Fictional Quay,Singapore,000001,SG,"{""serviceChargePercent"":10}",active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
3ad62353-9d14-5c8b-8b49-dd707e7062f6,fadf79e7-84bd-54aa-8fce-71315980e940,marina,Marina Branch,Asia/Singapore,SGD,+6500000000,hello@example.test,1 Fictional Quay,Singapore,000001,SG,"{""serviceChargePercent"":10}",active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
bc09cbc5-215f-541b-8c6e-3a2424f57dc1,a3bed95f-b4d1-5aea-963e-723a3b5343d7,marina,Marina Branch,Asia/Singapore,SGD,+6500000000,hello@example.test,1 Fictional Quay,Singapore,000001,SG,"{""serviceChargePercent"":10}",active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
bfab66d1-5579-5df8-8823-877a42101df8,dfc9650b-5da6-5083-b918-0069b7f18a39,marina,Marina Branch,Asia/Singapore,SGD,+6500000000,hello@example.test,1 Fictional Quay,Singapore,000001,SG,"{""serviceChargePercent"":10}",active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
54df2c82-6a6d-5d6d-8805-8cbfa0d3b5a9,e40302ce-cd87-5926-898b-7077c873c69c,marina,Marina Branch,Asia/Singapore,SGD,+6500000000,hello@example.test,1 Fictional Quay,Singapore,000001,SG,"{""serviceChargePercent"":10}",active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
5ab65997-731d-59e8-89c1-ca8e45e1c4da,c1f4e8f0-e00b-5a1e-82a4-2aa113ce0e2e,marina,Marina Branch,Asia/Singapore,SGD,+6500000000,hello@example.test,1 Fictional Quay,Singapore,000001,SG,"{""serviceChargePercent"":10}",active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
59352201-4c08-5821-a06b-4627e245eb0d,80267d1d-6166-5d66-a39a-2fe7d3ec9558,marina,Marina Branch,Asia/Singapore,SGD,+6500000000,hello@example.test,1 Fictional Quay,Singapore,000001,SG,"{""serviceChargePercent"":10}",active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
bde6ac3c-0fdb-56ed-97fc-675192dd4673,7e941da0-444e-555b-8c14-37022c2450f6,marina,Marina Branch,Asia/Singapore,SGD,+6500000000,hello@example.test,1 Fictional Quay,Singapore,000001,SG,"{""serviceChargePercent"":10}",active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
628f45fd-8c77-5687-a364-ec838e2235f0,9e1b7503-21ff-59f4-83b8-5c7bb3c79c9c,marina,Marina Branch,Asia/Singapore,SGD,+6500000000,hello@example.test,1 Fictional Quay,Singapore,000001,SG,"{""serviceChargePercent"":10}",active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c201d0c9-9b7c-5ee8-ab68-8c13372204d1,c824a05f-57b4-564d-8182-a0acb1779be0,marina,Marina Branch,Asia/Singapore,SGD,+6500000000,hello@example.test,1 Fictional Quay,Singapore,000001,SG,"{""serviceChargePercent"":10}",active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
7eece59b-5668-5599-a4e2-6709233fcb68,7b2007ac-f4b3-5a96-998c-4b5bdb6201f7,marina,Marina Branch,Asia/Singapore,SGD,+6500000000,hello@example.test,1 Fictional Quay,Singapore,000001,SG,"{""serviceChargePercent"":10}",active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
