id,branch_id,dining_area_id,code,display_name,capacity,qr_context_id,display_order,status,created_at_utc,created_by,updated_at_utc,updated_by,concurrency_version
6f87a1a6-fc9f-5ba4-879f-d0fd90bb7886,51fcc856-dc42-516c-884f-d11046c42b0f,f27b997a-2278-56cd-90a9-4aa87e00e92b,t01,Table 1,4,f819b2ca-8f27-530b-9106-2adfe48411ce,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
79f8c2b9-46ea-578c-90b7-d635d8a117e9,1c0c241c-706a-5a03-af89-51f36be3b31d,d053d63a-9806-5547-a8b1-82be216eb0d5,t01,Table 1,4,ff736bc9-f411-5d3e-92f5-10583e5ccb84,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
2c8f6782-a124-51e9-af3c-27585740832e,f8172349-4251-59ce-97e9-b7557d3de161,53ef2b69-56e7-530b-864f-5d926c14a007,t01,Table 1,4,43954ca6-9733-5d61-b532-71f094f2025e,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
1e97e154-78f5-557d-81bb-947d02b74dac,4e9b46f3-a80d-5bbe-8e48-6e272ac4ec7d,bdab4746-a302-5ed1-a1e6-90702e7c606a,t01,Table 1,4,cb73cff3-d9c2-5379-b16d-52f414fc4e78,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
251b0c9f-6fa0-5fb4-aa0b-57220bade21a,a8ce6ace-de10-5b9e-8562-ff399d9b3720,3b1a7585-8a24-5552-8bab-0c20ae57f19c,t01,Table 1,4,e861e708-8ea8-58f5-8700-647e6f138104,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
96827f69-ccce-5c6f-95ac-65e418d45789,3ad62353-9d14-5c8b-8b49-dd707e7062f6,909b6d9a-e9f5-5182-b62d-05ec6f074841,t01,Table 1,4,aed75769-d682-5690-907b-0492251db13b,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4fa43d2c-d74d-5882-9bd9-8e1e44866e77,bc09cbc5-215f-541b-8c6e-3a2424f57dc1,b32a241b-6685-5b51-a25b-80989ffbe30d,t01,Table 1,4,2cc10fb3-0735-52be-a38f-b838aebd6c6a,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f5c5a9e8-b050-5b28-9a31-aae7364aa136,bfab66d1-5579-5df8-8823-877a42101df8,48909b36-234c-53b6-80e7-8f14856e9288,t01,Table 1,4,3929d299-0c9d-569d-aadd-797a66f6b27e,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
0027f4a8-fac7-51c0-93c3-8b3189806ef0,54df2c82-6a6d-5d6d-8805-8cbfa0d3b5a9,abd788cf-e0df-5bd8-9ca7-be11dff9e1f1,t01,Table 1,4,f45e6e67-9395-5281-ab49-02dbaecc9f08,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4ab8b7bf-f973-52ca-bd75-7a05f5726a9a,5ab65997-731d-59e8-89c1-ca8e45e1c4da,9ce98fcf-19e6-5fe2-984e-62a8b1938566,t01,Table 1,4,1dfe3182-9f2e-576c-b457-936782125c84,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
563d0231-e500-5dc9-b6a1-9d3b4a3603a3,59352201-4c08-5821-a06b-4627e245eb0d,bd926c66-18b1-5f23-81c8-695bc3d3aae4,t01,Table 1,4,cecc94b9-4560-533c-94c4-589162a4065d,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
2f7859e5-6cfc-5827-8af5-02734df05e9f,bde6ac3c-0fdb-56ed-97fc-675192dd4673,af234b33-bfa6-5897-84d9-ef7697ebff5a,t01,Table 1,4,9f86e50d-661e-5203-b1ae-32f536ed1bf4,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
ec304cd4-c44b-5fa8-be37-51b6eb3f0261,628f45fd-8c77-5687-a364-ec838e2235f0,e1bce032-01a0-57a1-b5ef-82b5bc4f8723,t01,Table 1,4,7aaf2077-36cc-5b07-b628-e13a6bd5a0a0,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
532d7c8d-d4fa-5d7d-ba54-3a7af4de130c,c201d0c9-9b7c-5ee8-ab68-8c13372204d1,1314ef82-3c82-5e26-88a0-6c648c25e48a,t01,Table 1,4,ec302f82-3310-534d-8808-d6a7870062c8,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
9394cffe-36fc-5598-921a-3773889d9586,7eece59b-5668-5599-a4e2-6709233fcb68,9fbceeef-4ed9-5024-8381-74dc26eaffeb,t01,Table 1,4,79136053-0d68-5249-af97-2e656998d1a9,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
