id,media_asset_id,variant_name,object_key,content_type,size_bytes,checksum_sha256,width_pixels,height_pixels,status,created_at_utc
d6fd6191-5b41-5c2a-aa82-5021c722cdd2,3a75c704-e86c-5143-9216-8251d83cfe3c,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r12,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
c6640e4e-0b62-56ab-8116-bafd5ddd006a,0c03fe82-d57a-5eed-ac19-d3c51eb73147,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r13,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
11f9f9d1-9667-5524-b69d-09a19c26fc0c,89da860a-0dec-5824-bee5-8a4a5c995315,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r14,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
6aedbeec-2696-55c3-b517-9c37ab5c5efe,97f1ff37-44b7-55b9-9225-d0921de3962f,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r15,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
18ed88c2-da67-5d64-8139-87564003f296,e1a6b3dd-add5-5fd0-97c1-ff4de01f96db,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r16,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
d544b523-350a-5fdc-ab69-b6cd83dbda85,fdd94956-5294-5f6f-b24c-1870e433f951,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r17,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
c7a5012b-147b-5100-93a2-fd21335ba0a9,d6808b65-e872-5425-af45-64cc56a22d35,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r18,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
bacbaaf6-59db-5be0-9ef8-3974bca30f04,45807729-b091-59e4-ad59-d026cd8ab5b6,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r19,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
6558cfaf-f294-5f31-90a6-199a4a8ca1b3,74b2fd39-1da6-5fe9-8601-2ea629768c91,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r20,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
619dc440-b0d0-57e1-9d65-bad0971afe17,2315d99b-8ba7-5e14-86db-fd8befa6907c,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r21,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
0a517d13-1467-5805-b0fc-45579bf4cadb,3f898fd7-efe4-527c-ba80-161c1f996095,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r22,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
f766f7d7-9f64-5678-a8ad-c6a3f51acebe,2c343f18-2b71-500e-bb9f-301d6d5157b9,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r23,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
7778187a-a5a1-533a-a1ff-251ce0199e2f,5b8cd689-dd34-54fe-9026-b7ef0208c68f,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r24,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
eb09e186-3d38-5475-addd-b9955874ee7c,f727f895-a83a-50fd-af75-9e9bfedacecf,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r25,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
9f7f6cd2-6cf6-5a68-a2ab-9f8a0d52661a,4b56cbe8-58f9-521e-becc-b85778249b55,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r26,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
4630a6eb-c05c-5495-822d-5729af04dd9b,0a8733c7-f767-5275-905a-495a64bf7b4c,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r27,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
c85b6abe-6766-59d9-b9f4-8a53e5c26237,10ddf06b-89ac-51e9-b1b7-892e0201026c,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r28,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
c90459d7-520f-5266-b1fd-e471808937b1,50cc4798-16de-54b5-9104-94f3256cdc66,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r29,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
7384776b-5251-59b5-a074-9fda07ec6fd6,b3688db4-6001-5b90-9b21-4755fe4b05d4,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r30,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
70629257-3026-55e2-afce-f58716fde551,3599f04b-e638-5437-b189-ecd46e742e00,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r31,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
2742a59e-c10a-54b7-930f-699926239608,5166d2bf-edb5-5941-a23b-e0878d822147,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r32,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
8fd16481-afd2-5f13-a036-e97279035d08,46f38aed-3c2e-5884-8868-19290d1c076b,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r33,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
5bbeb234-3b21-5611-bf9d-5913ae1ec3b3,56cf2c8e-31fd-57a4-9528-9c3443533029,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r34,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
25a34559-834d-5cea-b072-d917c64273c6,d99d33cf-b732-534e-8919-277ff7416d58,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r35,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
b4c2fb82-5071-570c-89e5-c6100a87d09e,079f4e8e-7834-563a-acf2-de1b7263422e,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r36,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
f217b04c-a2fb-5b84-84eb-46e9970ba1a0,d44ed34a-cdc3-50ff-9cab-b8494e3859b8,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r37,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
99c556e2-3093-58f8-9425-0cb1252d1d0a,caf19166-99a5-5960-ba5a-0083c6d3c90b,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r38,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
f428329a-01db-50b8-9dc3-648729e5eb26,51302313-1141-5ba1-ba7a-469d05212c50,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r39,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
b242ad08-cfcf-597d-9aa2-72af6b0455b6,9efa0e94-2bb2-57a7-8519-7f369bd4f7f4,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r40,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
4ffbac2e-6719-5e19-8078-d24865bda6f7,ef0296a3-9097-575c-8a7c-8a55eeee757b,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r41,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
e4d0a895-a53e-56fc-a23f-4fe88fd139ff,2d3d4b30-2004-5a36-83f0-e194dc029b22,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r42,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
2e532960-f8ef-51d0-b211-77799c4d55bb,f9d5097a-7f52-575a-9c13-0049d5d510d6,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r43,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
dab33d9f-720b-544f-95a0-06ae9d1074d6,d43d1ec0-12c2-5ab7-b17c-789d71269a46,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r44,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
40b9f303-6f4d-5502-8d10-11d502cfbcb3,22e70d8b-2f2e-5615-aa73-dddaaded18fc,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r45,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
9e8cb935-7f9f-54e2-b626-66a4b4997b1f,7d258d98-800b-5b9d-a10c-01de184935a6,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r46,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
55326d90-9747-58a6-b32b-625b4fa8a4a6,84c9f7a0-31bd-54e9-9609-fb88679e8396,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r47,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
a74b9f95-ef3b-5733-97f0-9854b6e845c1,00a69ab3-00e1-5e6c-817a-aa6c2a5762d6,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r48,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
6f407355-00de-5851-a72c-5ea27a9c4e69,ad175d9c-dfce-5b64-8a23-ec802a7510d4,thumbnail,sample/catalog/harbour-burger-thumbnail.jpg-r49,image/jpeg,256,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,200,150,ready,2026-01-01T00:01:00Z
