id,media_asset_id,attempt_number,worker_id,outcome,error_category,error_message,started_at_utc,completed_at_utc
e279738b-a302-5a2e-8f5e-c8d789101394,9efa0e94-2bb2-57a7-8519-7f369bd4f7f4,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
cbb83be4-5bbc-5955-b616-727211e250ba,ef0296a3-9097-575c-8a7c-8a55eeee757b,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
8db149a5-3828-521f-a595-44032bf98823,2d3d4b30-2004-5a36-83f0-e194dc029b22,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
8ada580e-8e12-54d8-bdad-86390d9c92cb,f9d5097a-7f52-575a-9c13-0049d5d510d6,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
c5e6af9d-99f7-5d8e-8bff-53765fcba386,d43d1ec0-12c2-5ab7-b17c-789d71269a46,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
e0391fb0-687c-5afe-b639-c77e2d002a4e,22e70d8b-2f2e-5615-aa73-dddaaded18fc,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
3187c80f-a2a7-5421-9216-63518c23d732,7d258d98-800b-5b9d-a10c-01de184935a6,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
1a913f19-dcec-554b-824d-771d312cbf9c,84c9f7a0-31bd-54e9-9609-fb88679e8396,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
27ed4fbe-2a68-503b-920b-4cce3cdcc36f,00a69ab3-00e1-5e6c-817a-aa6c2a5762d6,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
8b19fd48-8fa5-566f-8b7e-3d4de7a2f36c,ad175d9c-dfce-5b64-8a23-ec802a7510d4,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
