id,organization_id,owner_service,owner_type,owner_id,object_key,original_file_name,content_type,size_bytes,checksum_sha256,width_pixels,height_pixels,processing_status,uploaded_at_utc,processed_at_utc,deleted_at_utc,created_by,updated_at_utc,concurrency_version
04633f50-7301-560c-9a2b-207abe7e9249,08c4efea-76ce-591c-a070-21215c088915,Catalog,product,5aa1c0aa-c074-5aae-a3e6-ee3b9c0214a0,sample/catalog/harbour-burger.jpg-r05,harbour-burger.jpg,image/jpeg,1024,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
585e918a-daaa-5164-b23d-4d1556e1e680,08c4efea-76ce-591c-a070-21215c088915,Catalog,product,491ad47d-eeaa-5ed0-aeee-ec20ad1523f6,sample/catalog/orchard-coffee.jpg-r05,orchard-coffee.jpg,image/jpeg,1024,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
65bb9894-c363-5a67-8708-074ec2964b39,701792d1-1719-5c01-96c0-f5ba78aba70b,Catalog,product,c756216f-bd8b-59f6-b2f4-b443cc47a99f,sample/catalog/harbour-burger.jpg-r06,harbour-burger.jpg,image/jpeg,1024,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
91ea4589-5b44-576d-8143-1c7f9630a485,701792d1-1719-5c01-96c0-f5ba78aba70b,Catalog,product,f388bf25-5fea-58c6-a437-5cd3c971f1ba,sample/catalog/orchard-coffee.jpg-r06,orchard-coffee.jpg,image/jpeg,1024,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
07082bc6-e8f0-5793-b3a9-550635446b3c,1b264edf-2534-5780-af9e-bd9daf4e08d8,Catalog,product,2a1ef463-3feb-5b55-9cbe-ff8a287f6f33,sample/catalog/harbour-burger.jpg-r07,harbour-burger.jpg,image/jpeg,1024,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
eb089d9f-2c6e-5800-b401-592046badd34,1b264edf-2534-5780-af9e-bd9daf4e08d8,Catalog,product,12497814-c31a-548e-8525-26a2a07ff6de,sample/catalog/orchard-coffee.jpg-r07,orchard-coffee.jpg,image/jpeg,1024,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
e1d1f944-7250-59e0-bca7-53ae9186d091,85ae16e0-e720-5553-bc62-af68b3c830c6,Catalog,product,df05dee3-4125-5649-a6c0-fd9d82793f65,sample/catalog/harbour-burger.jpg-r08,harbour-burger.jpg,image/jpeg,1024,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
30fe602b-d3cf-5edb-8aa0-336c0972e58d,85ae16e0-e720-5553-bc62-af68b3c830c6,Catalog,product,e4fe022f-8274-54be-9d31-10943a9423af,sample/catalog/orchard-coffee.jpg-r08,orchard-coffee.jpg,image/jpeg,1024,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
4f87f709-4a38-5e64-906f-22dddd47df4e,9eab117f-d877-5ac6-ab8d-2fa518355633,Catalog,product,4cb83726-bd49-5de9-bc9b-5ee9a9f13d33,sample/catalog/harbour-burger.jpg-r09,harbour-burger.jpg,image/jpeg,1024,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
13b264ba-c16f-5454-a653-0bbb3034bd88,9eab117f-d877-5ac6-ab8d-2fa518355633,Catalog,product,28c820df-d6d8-5b9c-9f23-e917625793dd,sample/catalog/orchard-coffee.jpg-r09,orchard-coffee.jpg,image/jpeg,1024,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
b6198dc2-225e-5335-8721-dddb348027f2,6d00f4f4-33ba-5482-b60c-e36040cfc7fc,Catalog,product,1c4137e8-b4e3-51bd-8e34-f9c9b493268e,sample/catalog/harbour-burger.jpg-r10,harbour-burger.jpg,image/jpeg,1024,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
2fcfefa0-22fe-5f6d-80b4-1bb824d5ad67,6d00f4f4-33ba-5482-b60c-e36040cfc7fc,Catalog,product,c33486c5-4223-59a2-94d4-7382104c7459,sample/catalog/orchard-coffee.jpg-r10,orchard-coffee.jpg,image/jpeg,1024,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
75cec102-c257-5cbb-90c5-a76e10b427c7,6ee0d174-eaeb-52cb-b049-bd26500b460a,Catalog,product,06f87041-5261-5777-81a6-d70e65703ccf,sample/catalog/harbour-burger.jpg-r11,harbour-burger.jpg,image/jpeg,1024,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
67e6b9b2-fb79-5a75-9ecc-6370c91fb193,6ee0d174-eaeb-52cb-b049-bd26500b460a,Catalog,product,8c4d6e66-affe-5b30-8344-a5eada4a9353,sample/catalog/orchard-coffee.jpg-r11,orchard-coffee.jpg,image/jpeg,1024,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
3a75c704-e86c-5143-9216-8251d83cfe3c,ac369797-324c-58d6-b706-fbe0069434f6,Catalog,product,5a5f2985-a9b2-584b-8307-230a4e6a1f1d,sample/catalog/harbour-burger.jpg-r12,harbour-burger.jpg,image/jpeg,1024,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
d80cab11-1807-5411-afc7-009efd77533f,ac369797-324c-58d6-b706-fbe0069434f6,Catalog,product,12081e71-7dc2-5e03-8150-dac435786f80,sample/catalog/orchard-coffee.jpg-r12,orchard-coffee.jpg,image/jpeg,1024,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
0c03fe82-d57a-5eed-ac19-d3c51eb73147,f7045341-fa42-5fa7-997c-8ada85021b17,Catalog,product,253a2b6b-2f91-59c9-b885-21eefdc6291d,sample/catalog/harbour-burger.jpg-r13,harbour-burger.jpg,image/jpeg,1024,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
53330d2e-af35-5abe-91ca-d990ae328c7c,f7045341-fa42-5fa7-997c-8ada85021b17,Catalog,product,c791ee95-2df4-5214-83c5-29a00ea3b039,sample/catalog/orchard-coffee.jpg-r13,orchard-coffee.jpg,image/jpeg,1024,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
89da860a-0dec-5824-bee5-8a4a5c995315,1016d9ad-1813-5284-bb7e-63e5fc214b6e,Catalog,product,c7895437-3d1b-5bf0-8c0c-fc0dbdeffae6,sample/catalog/harbour-burger.jpg-r14,harbour-burger.jpg,image/jpeg,1024,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
e77cbd14-f860-54bd-8745-626e818110c9,1016d9ad-1813-5284-bb7e-63e5fc214b6e,Catalog,product,591990e9-e4b0-5787-ae06-1a38c145d3a3,sample/catalog/orchard-coffee.jpg-r14,orchard-coffee.jpg,image/jpeg,1024,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
97f1ff37-44b7-55b9-9225-d0921de3962f,d6cccba9-b2c0-5bc6-a7f0-51d92dcb8597,Catalog,product,ef894ef1-cce4-5dcd-8f27-1b1f19ba9553,sample/catalog/harbour-burger.jpg-r15,harbour-burger.jpg,image/jpeg,1024,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
6bc86c4a-90ff-581b-b312-cadd2980d7bc,d6cccba9-b2c0-5bc6-a7f0-51d92dcb8597,Catalog,product,375c0354-a6e4-5066-85a1-c5d1042a53d3,sample/catalog/orchard-coffee.jpg-r15,orchard-coffee.jpg,image/jpeg,1024,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
e1a6b3dd-add5-5fd0-97c1-ff4de01f96db,e2dcb3af-2199-5191-8645-9ee1a29fd234,Catalog,product,06031a7a-274f-5546-90ba-64675017c1bd,sample/catalog/harbour-burger.jpg-r16,harbour-burger.jpg,image/jpeg,1024,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
0d699068-c1a9-5dbd-9cc7-a76941ab8ec7,e2dcb3af-2199-5191-8645-9ee1a29fd234,Catalog,product,29dbe9f7-3f77-570a-abdc-7c75c503c0f0,sample/catalog/orchard-coffee.jpg-r16,orchard-coffee.jpg,image/jpeg,1024,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
fdd94956-5294-5f6f-b24c-1870e433f951,72ad6697-d517-56f3-9f5c-1cdf64c12ace,Catalog,product,dee33ebd-5d98-5e35-aac9-63280fdf47dc,sample/catalog/harbour-burger.jpg-r17,harbour-burger.jpg,image/jpeg,1024,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
7939b8de-774e-512a-b0b6-c596c55ead9c,72ad6697-d517-56f3-9f5c-1cdf64c12ace,Catalog,product,5e374e41-39ce-5cba-87ea-85c3af58dbcd,sample/catalog/orchard-coffee.jpg-r17,orchard-coffee.jpg,image/jpeg,1024,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
d6808b65-e872-5425-af45-64cc56a22d35,fbd98ac8-9d31-5911-aab4-51b8e96b5838,Catalog,product,a9d0c72f-3e10-5d2d-ac62-b46bb12815f8,sample/catalog/harbour-burger.jpg-r18,harbour-burger.jpg,image/jpeg,1024,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
e541309c-5fb5-588a-acd4-061d21cecf8d,fbd98ac8-9d31-5911-aab4-51b8e96b5838,Catalog,product,481b43ec-9c80-5835-81d2-00eb4a602197,sample/catalog/orchard-coffee.jpg-r18,orchard-coffee.jpg,image/jpeg,1024,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
45807729-b091-59e4-ad59-d026cd8ab5b6,3ff64dca-8221-511a-8098-df35dada4770,Catalog,product,bf63e40d-f258-550f-82ad-c99fc1d442da,sample/catalog/harbour-burger.jpg-r19,harbour-burger.jpg,image/jpeg,1024,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
ed062d52-49cc-5dc3-8b43-17b092f9439d,3ff64dca-8221-511a-8098-df35dada4770,Catalog,product,a0bac510-b472-519f-9345-978370e501e6,sample/catalog/orchard-coffee.jpg-r19,orchard-coffee.jpg,image/jpeg,1024,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
74b2fd39-1da6-5fe9-8601-2ea629768c91,25f48eef-0941-50eb-9d80-e38b836d4a90,Catalog,product,8e8d7f8d-8330-562b-bb04-41d3c7cbaf6b,sample/catalog/harbour-burger.jpg-r20,harbour-burger.jpg,image/jpeg,1024,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
3d1cbf89-376d-5136-af04-e4291722d093,25f48eef-0941-50eb-9d80-e38b836d4a90,Catalog,product,d11d0171-b4b6-5d8d-bb60-0e770710b12e,sample/catalog/orchard-coffee.jpg-r20,orchard-coffee.jpg,image/jpeg,1024,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
2315d99b-8ba7-5e14-86db-fd8befa6907c,f0955e44-e8c1-56b6-a5d9-43cb1ebb17fe,Catalog,product,f988dbd9-9091-5957-99fc-d79235f95025,sample/catalog/harbour-burger.jpg-r21,harbour-burger.jpg,image/jpeg,1024,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
c9e6b53f-237e-52b6-b5f7-fde8768b1f2b,f0955e44-e8c1-56b6-a5d9-43cb1ebb17fe,Catalog,product,e2aef0fd-c3ca-5d6e-b79a-4bd9944a5f55,sample/catalog/orchard-coffee.jpg-r21,orchard-coffee.jpg,image/jpeg,1024,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
3f898fd7-efe4-527c-ba80-161c1f996095,210a08f1-035e-5f78-82e0-0b2234bc9611,Catalog,product,fda21025-5955-5176-8814-83613294a154,sample/catalog/harbour-burger.jpg-r22,harbour-burger.jpg,image/jpeg,1024,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
75553251-bdb7-554b-8aaf-f6df8beda430,210a08f1-035e-5f78-82e0-0b2234bc9611,Catalog,product,f20387fe-e3d7-5103-9a6c-ba437d45ca24,sample/catalog/orchard-coffee.jpg-r22,orchard-coffee.jpg,image/jpeg,1024,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
2c343f18-2b71-500e-bb9f-301d6d5157b9,a8d11bea-09e0-59ab-b754-1cf45205dd64,Catalog,product,b987634a-9cd9-57f0-8da5-b5a804ecebbc,sample/catalog/harbour-burger.jpg-r23,harbour-burger.jpg,image/jpeg,1024,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
04158022-0734-5436-bda7-c7479d5538c3,a8d11bea-09e0-59ab-b754-1cf45205dd64,Catalog,product,ea684235-6f58-560f-93b7-297483f2b3bb,sample/catalog/orchard-coffee.jpg-r23,orchard-coffee.jpg,image/jpeg,1024,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
5b8cd689-dd34-54fe-9026-b7ef0208c68f,d8ff86be-1f0b-59da-bae8-b56d0f38cfad,Catalog,product,e98763c1-c889-56e1-bb29-16650237a72b,sample/catalog/harbour-burger.jpg-r24,harbour-burger.jpg,image/jpeg,1024,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
55244421-58ce-5682-91e4-66709cc29bc5,d8ff86be-1f0b-59da-bae8-b56d0f38cfad,Catalog,product,fbe81235-3fbc-5acf-b208-a593c80968ab,sample/catalog/orchard-coffee.jpg-r24,orchard-coffee.jpg,image/jpeg,1024,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
f727f895-a83a-50fd-af75-9e9bfedacecf,365829aa-f8c7-5814-a84b-64e99c79e06c,Catalog,product,f5c63b47-f903-554c-b1c4-931c1b610e2f,sample/catalog/harbour-burger.jpg-r25,harbour-burger.jpg,image/jpeg,1024,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
c67e9d4f-6965-5df3-8ed7-d27d95e56d3a,365829aa-f8c7-5814-a84b-64e99c79e06c,Catalog,product,61b6f2ef-7c63-50e7-8360-2c991ee897bb,sample/catalog/orchard-coffee.jpg-r25,orchard-coffee.jpg,image/jpeg,1024,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
4b56cbe8-58f9-521e-becc-b85778249b55,c7de6003-b197-5d17-846d-5bb46c89f44e,Catalog,product,4c6345d0-a1de-51f5-bab8-bb19944764b3,sample/catalog/harbour-burger.jpg-r26,harbour-burger.jpg,image/jpeg,1024,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,800,600,ready,2026-01-01T00:00:00Z,2026-01-01T00:01:00Z,\N,sample-data,2026-01-01T00:01:00Z,1
