id,provider_code,settlement_reference,payment_intent_id,provider_transaction_id,settlement_date,gross_amount,fee_amount,net_amount,currency,status,details,created_at_utc,updated_at_utc
ee0dffc1-50fc-5b43-a1f7-c4e604dea121,sample_provider,sample-settlement-0001-r21,9abb3252-b029-5a28-b99a-385702fc32c0,0fd95623-a13e-50ba-acaf-be039f5cff34,2026-01-02,19.5160,0.5000,19.0160,SGD,matched,"{""testMode"":true}",2026-01-02T00:00:00Z,2026-01-02T00:00:00Z
d8a2c0fb-0905-5c61-baea-9175f422e944,sample_provider,sample-settlement-0001-r22,29a43489-f59a-5904-af4b-484647544ac9,8d9f67dd-9a9a-5984-9b7c-f16561792b77,2026-01-02,19.5160,0.5000,19.0160,SGD,matched,"{""testMode"":true}",2026-01-02T00:00:00Z,2026-01-02T00:00:00Z
d0cb9f0f-7838-5f8d-80f4-96a7e734a7b9,sample_provider,sample-settlement-0001-r23,e3b829ac-fa01-5983-8a86-840d77d569d9,34e29892-3114-5e99-ad77-911a2bab5320,2026-01-02,19.5160,0.5000,19.0160,SGD,matched,"{""testMode"":true}",2026-01-02T00:00:00Z,2026-01-02T00:00:00Z
cf0c2457-1616-5d06-8715-b82079288374,sample_provider,sample-settlement-0001-r24,153ee6a5-5215-52e4-b10a-78bab6e7c766,5bab295e-b629-58de-a1f6-fb12c13b8ab8,2026-01-02,19.5160,0.5000,19.0160,SGD,matched,"{""testMode"":true}",2026-01-02T00:00:00Z,2026-01-02T00:00:00Z
b756694f-965c-5792-8b8d-6911857a9077,sample_provider,sample-settlement-0001-r25,e79d77c3-5e98-5cc6-a686-99bcb11ebfce,6b4725a0-92c3-5eba-a563-f73c188e6a2b,2026-01-02,19.5160,0.5000,19.0160,SGD,matched,"{""testMode"":true}",2026-01-02T00:00:00Z,2026-01-02T00:00:00Z
38e2f8b8-e7f0-5a5e-937b-7b9b2631c5c3,sample_provider,sample-settlement-0001-r26,d4c69076-16b0-5d66-88c0-2ad912143c7f,9e173d30-fdfb-5342-a1a3-9931b2b266af,2026-01-02,19.5160,0.5000,19.0160,SGD,matched,"{""testMode"":true}",2026-01-02T00:00:00Z,2026-01-02T00:00:00Z
8a6aaab8-7e2f-5e38-93d2-6d856b604752,sample_provider,sample-settlement-0001-r27,701d66d9-bae9-5749-a592-dbb88b2ca2ae,ae6f375f-f1e2-5a1b-b62b-8592bacc837a,2026-01-02,19.5160,0.5000,19.0160,SGD,matched,"{""testMode"":true}",2026-01-02T00:00:00Z,2026-01-02T00:00:00Z
0eb2832e-e320-51ff-9bf4-fd9628ed84ac,sample_provider,sample-settlement-0001-r28,970902a2-61ed-5405-b00a-405808da19e6,98f72ae9-da81-595e-980c-84696c06e90a,2026-01-02,19.5160,0.5000,19.0160,SGD,matched,"{""testMode"":true}",2026-01-02T00:00:00Z,2026-01-02T00:00:00Z
d7af8639-cb90-596b-ba21-d82df3b376c5,sample_provider,sample-settlement-0001-r29,0c7fb96d-a66b-56a3-97ec-beadcda476d1,ee90bc61-9ac9-5c9f-a0f6-abb72d9738ae,2026-01-02,19.5160,0.5000,19.0160,SGD,matched,"{""testMode"":true}",2026-01-02T00:00:00Z,2026-01-02T00:00:00Z
b695344f-c1e2-5fd5-8ad1-44368262030d,sample_provider,sample-settlement-0001-r30,c88b26ec-8335-5cb3-acef-e37fbfbae2c5,3d1057c7-b094-53fb-92e2-618ae9f63a61,2026-01-02,19.5160,0.5000,19.0160,SGD,matched,"{""testMode"":true}",2026-01-02T00:00:00Z,2026-01-02T00:00:00Z
49304f6b-60b1-5c5e-88c8-e5756eabf71b,sample_provider,sample-settlement-0001-r31,626416ac-e47c-5451-a714-846b81ce9198,349e7fb6-e2b9-5953-8216-c4f2734c4742,2026-01-02,19.5160,0.5000,19.0160,SGD,matched,"{""testMode"":true}",2026-01-02T00:00:00Z,2026-01-02T00:00:00Z
802a83ae-6ce0-537c-919c-06875670afe3,sample_provider,sample-settlement-0001-r32,b320bd23-dcda-580b-b13f-9a22f384d917,308c3789-ab2f-5d7e-b187-7764903f3758,2026-01-02,19.5160,0.5000,19.0160,SGD,matched,"{""testMode"":true}",2026-01-02T00:00:00Z,2026-01-02T00:00:00Z
e6690661-128a-578d-9112-00d9bf70dd83,sample_provider,sample-settlement-0001-r33,1a7a8d1d-f196-5263-b4f4-b600c29f643b,7a47e48a-8be6-52dd-a67e-096ae9015e92,2026-01-02,19.5160,0.5000,19.0160,SGD,matched,"{""testMode"":true}",2026-01-02T00:00:00Z,2026-01-02T00:00:00Z
2b9aa16e-b28e-51e0-ac64-d15c3f07c6e8,sample_provider,sample-settlement-0001-r34,e2eeefef-b14a-5666-b05c-ff6d50142bb9,ce3164b4-b64c-5867-b799-bede28d60d39,2026-01-02,19.5160,0.5000,19.0160,SGD,matched,"{""testMode"":true}",2026-01-02T00:00:00Z,2026-01-02T00:00:00Z
4c0cdf39-4e80-525f-9085-6e55b391e1a9,sample_provider,sample-settlement-0001-r35,a775c5ae-2e0e-535f-a840-6a80a90cca38,1873554c-1297-5771-bf60-34d9a49f2d80,2026-01-02,19.5160,0.5000,19.0160,SGD,matched,"{""testMode"":true}",2026-01-02T00:00:00Z,2026-01-02T00:00:00Z
fc8deddc-e530-52d8-a63e-9c9991d84d26,sample_provider,sample-settlement-0001-r36,5356c287-e3a2-52b2-aa3d-1bf69c5b4542,4fc5c669-d4cc-5d17-b673-2a36837db24c,2026-01-02,19.5160,0.5000,19.0160,SGD,matched,"{""testMode"":true}",2026-01-02T00:00:00Z,2026-01-02T00:00:00Z
7e430561-a395-55b1-ad72-4c72c1cfb277,sample_provider,sample-settlement-0001-r37,474dc53e-d2d2-54cd-a162-f22cd1aec164,4be0144e-e626-55f1-91ed-1a3bbaef47cc,2026-01-02,19.5160,0.5000,19.0160,SGD,matched,"{""testMode"":true}",2026-01-02T00:00:00Z,2026-01-02T00:00:00Z
fa1b8b4d-2c03-5ddd-9901-ac8e92a4c4c0,sample_provider,sample-settlement-0001-r38,27330bd1-4dc0-5347-bb2e-c3d93311bb77,e376be43-51d0-5576-b954-97de82897fbe,2026-01-02,19.5160,0.5000,19.0160,SGD,matched,"{""testMode"":true}",2026-01-02T00:00:00Z,2026-01-02T00:00:00Z
5373ef45-180f-553b-8449-6512c9210f09,sample_provider,sample-settlement-0001-r39,f48d86af-6b3e-5898-ad10-3812b216d181,6c3d5c36-807a-5e06-8757-d2c8d9f2d38a,2026-01-02,19.5160,0.5000,19.0160,SGD,matched,"{""testMode"":true}",2026-01-02T00:00:00Z,2026-01-02T00:00:00Z
cbb19ac3-ce21-537e-a52f-77337060a052,sample_provider,sample-settlement-0001-r40,691b7211-6b7e-5fa4-b934-e5671a058ccc,8d9658e4-5b9f-5757-a056-6b5a03769565,2026-01-02,19.5160,0.5000,19.0160,SGD,matched,"{""testMode"":true}",2026-01-02T00:00:00Z,2026-01-02T00:00:00Z
a8151430-514b-5470-8414-7cb4632cd406,sample_provider,sample-settlement-0001-r41,cea27ade-bd75-54bc-a49c-c933d40ad12f,7a569909-8eb3-5ff9-b2be-7b4ca36c26f4,2026-01-02,19.5160,0.5000,19.0160,SGD,matched,"{""testMode"":true}",2026-01-02T00:00:00Z,2026-01-02T00:00:00Z
2f03d7fc-c76f-53dc-a837-dd485d971770,sample_provider,sample-settlement-0001-r42,926a82db-ddbb-594f-b6df-1476b559e34b,5e4e6bd7-1e2e-5331-8018-c67d9d0c6d14,2026-01-02,19.5160,0.5000,19.0160,SGD,matched,"{""testMode"":true}",2026-01-02T00:00:00Z,2026-01-02T00:00:00Z
8d3a0c19-7dfe-5237-8746-00c438c38514,sample_provider,sample-settlement-0001-r43,62571d1f-0892-5384-ad6b-9c1db0d29e6a,9ab070c4-beba-5750-af7a-9de3f3e7b3f2,2026-01-02,19.5160,0.5000,19.0160,SGD,matched,"{""testMode"":true}",2026-01-02T00:00:00Z,2026-01-02T00:00:00Z
e9639e67-bd02-5f05-a070-97f591760bff,sample_provider,sample-settlement-0001-r44,2f758c4d-cdd0-5646-af21-82f425565c2b,3909d25e-246a-516a-98a5-800747bc54fe,2026-01-02,19.5160,0.5000,19.0160,SGD,matched,"{""testMode"":true}",2026-01-02T00:00:00Z,2026-01-02T00:00:00Z
9a477c40-2db5-5f49-a05b-730f9a52a331,sample_provider,sample-settlement-0001-r45,84748c6d-06ff-570f-a862-84096de7c759,5ddca758-7002-546d-8963-9eaed4e63e2c,2026-01-02,19.5160,0.5000,19.0160,SGD,matched,"{""testMode"":true}",2026-01-02T00:00:00Z,2026-01-02T00:00:00Z
107f1821-6f02-54b9-92e2-d280b141d320,sample_provider,sample-settlement-0001-r46,0a920505-ab56-5b2e-9c47-91e1fe0e1ad6,0428f05a-2ab8-5a52-b4df-b0ec03375b09,2026-01-02,19.5160,0.5000,19.0160,SGD,matched,"{""testMode"":true}",2026-01-02T00:00:00Z,2026-01-02T00:00:00Z
9416cbdc-a599-5e35-ab0b-5a8b553c8e7f,sample_provider,sample-settlement-0001-r47,4db4f594-168d-51ed-9db3-2b3afc78697f,0f9984b9-fc19-5e56-b58d-be6ab2abe67a,2026-01-02,19.5160,0.5000,19.0160,SGD,matched,"{""testMode"":true}",2026-01-02T00:00:00Z,2026-01-02T00:00:00Z
febf4988-1480-5853-b913-5c21a6599a78,sample_provider,sample-settlement-0001-r48,5527076f-dc8f-54fe-ba6a-e0f209f5186c,6425ecd1-d353-597d-b067-21a833fdefdf,2026-01-02,19.5160,0.5000,19.0160,SGD,matched,"{""testMode"":true}",2026-01-02T00:00:00Z,2026-01-02T00:00:00Z
fb457840-c730-5aa1-8fcd-259922a0f739,sample_provider,sample-settlement-0001-r49,2b833c64-dfe1-5172-a528-2dde050b0c1c,e3c3f76d-8cfd-555c-a6dc-ab6c986f100e,2026-01-02,19.5160,0.5000,19.0160,SGD,matched,"{""testMode"":true}",2026-01-02T00:00:00Z,2026-01-02T00:00:00Z
