id,payment_intent_id,provider_code,provider_transaction_id,transaction_type,amount,currency,status,sanitized_response,processed_at_utc,created_at_utc
f2940178-f530-5a10-b4c3-c0b27805f344,6f1f2614-b17a-599a-86ef-a268fead265a,sample_provider,sample-provider-txn-r19,capture,19.5160,SGD,succeeded,"{""testMode"":true}",2026-01-01T12:21:00Z,2026-01-01T12:19:00Z
1d8ccd27-499c-5f81-ae0c-8c5cc4199488,60ad80e1-fbbe-556d-bba2-832599b1dde4,sample_provider,sample-provider-txn-r20,capture,19.5160,SGD,succeeded,"{""testMode"":true}",2026-01-01T12:21:00Z,2026-01-01T12:19:00Z
0fd95623-a13e-50ba-acaf-be039f5cff34,9abb3252-b029-5a28-b99a-385702fc32c0,sample_provider,sample-provider-txn-r21,capture,19.5160,SGD,succeeded,"{""testMode"":true}",2026-01-01T12:21:00Z,2026-01-01T12:19:00Z
8d9f67dd-9a9a-5984-9b7c-f16561792b77,29a43489-f59a-5904-af4b-484647544ac9,sample_provider,sample-provider-txn-r22,capture,19.5160,SGD,succeeded,"{""testMode"":true}",2026-01-01T12:21:00Z,2026-01-01T12:19:00Z
34e29892-3114-5e99-ad77-911a2bab5320,e3b829ac-fa01-5983-8a86-840d77d569d9,sample_provider,sample-provider-txn-r23,capture,19.5160,SGD,succeeded,"{""testMode"":true}",2026-01-01T12:21:00Z,2026-01-01T12:19:00Z
5bab295e-b629-58de-a1f6-fb12c13b8ab8,153ee6a5-5215-52e4-b10a-78bab6e7c766,sample_provider,sample-provider-txn-r24,capture,19.5160,SGD,succeeded,"{""testMode"":true}",2026-01-01T12:21:00Z,2026-01-01T12:19:00Z
6b4725a0-92c3-5eba-a563-f73c188e6a2b,e79d77c3-5e98-5cc6-a686-99bcb11ebfce,sample_provider,sample-provider-txn-r25,capture,19.5160,SGD,succeeded,"{""testMode"":true}",2026-01-01T12:21:00Z,2026-01-01T12:19:00Z
9e173d30-fdfb-5342-a1a3-9931b2b266af,d4c69076-16b0-5d66-88c0-2ad912143c7f,sample_provider,sample-provider-txn-r26,capture,19.5160,SGD,succeeded,"{""testMode"":true}",2026-01-01T12:21:00Z,2026-01-01T12:19:00Z
ae6f375f-f1e2-5a1b-b62b-8592bacc837a,701d66d9-bae9-5749-a592-dbb88b2ca2ae,sample_provider,sample-provider-txn-r27,capture,19.5160,SGD,succeeded,"{""testMode"":true}",2026-01-01T12:21:00Z,2026-01-01T12:19:00Z
98f72ae9-da81-595e-980c-84696c06e90a,970902a2-61ed-5405-b00a-405808da19e6,sample_provider,sample-provider-txn-r28,capture,19.5160,SGD,succeeded,"{""testMode"":true}",2026-01-01T12:21:00Z,2026-01-01T12:19:00Z
ee90bc61-9ac9-5c9f-a0f6-abb72d9738ae,0c7fb96d-a66b-56a3-97ec-beadcda476d1,sample_provider,sample-provider-txn-r29,capture,19.5160,SGD,succeeded,"{""testMode"":true}",2026-01-01T12:21:00Z,2026-01-01T12:19:00Z
3d1057c7-b094-53fb-92e2-618ae9f63a61,c88b26ec-8335-5cb3-acef-e37fbfbae2c5,sample_provider,sample-provider-txn-r30,capture,19.5160,SGD,succeeded,"{""testMode"":true}",2026-01-01T12:21:00Z,2026-01-01T12:19:00Z
349e7fb6-e2b9-5953-8216-c4f2734c4742,626416ac-e47c-5451-a714-846b81ce9198,sample_provider,sample-provider-txn-r31,capture,19.5160,SGD,succeeded,"{""testMode"":true}",2026-01-01T12:21:00Z,2026-01-01T12:19:00Z
308c3789-ab2f-5d7e-b187-7764903f3758,b320bd23-dcda-580b-b13f-9a22f384d917,sample_provider,sample-provider-txn-r32,capture,19.5160,SGD,succeeded,"{""testMode"":true}",2026-01-01T12:21:00Z,2026-01-01T12:19:00Z
7a47e48a-8be6-52dd-a67e-096ae9015e92,1a7a8d1d-f196-5263-b4f4-b600c29f643b,sample_provider,sample-provider-txn-r33,capture,19.5160,SGD,succeeded,"{""testMode"":true}",2026-01-01T12:21:00Z,2026-01-01T12:19:00Z
ce3164b4-b64c-5867-b799-bede28d60d39,e2eeefef-b14a-5666-b05c-ff6d50142bb9,sample_provider,sample-provider-txn-r34,capture,19.5160,SGD,succeeded,"{""testMode"":true}",2026-01-01T12:21:00Z,2026-01-01T12:19:00Z
1873554c-1297-5771-bf60-34d9a49f2d80,a775c5ae-2e0e-535f-a840-6a80a90cca38,sample_provider,sample-provider-txn-r35,capture,19.5160,SGD,succeeded,"{""testMode"":true}",2026-01-01T12:21:00Z,2026-01-01T12:19:00Z
4fc5c669-d4cc-5d17-b673-2a36837db24c,5356c287-e3a2-52b2-aa3d-1bf69c5b4542,sample_provider,sample-provider-txn-r36,capture,19.5160,SGD,succeeded,"{""testMode"":true}",2026-01-01T12:21:00Z,2026-01-01T12:19:00Z
4be0144e-e626-55f1-91ed-1a3bbaef47cc,474dc53e-d2d2-54cd-a162-f22cd1aec164,sample_provider,sample-provider-txn-r37,capture,19.5160,SGD,succeeded,"{""testMode"":true}",2026-01-01T12:21:00Z,2026-01-01T12:19:00Z
e376be43-51d0-5576-b954-97de82897fbe,27330bd1-4dc0-5347-bb2e-c3d93311bb77,sample_provider,sample-provider-txn-r38,capture,19.5160,SGD,succeeded,"{""testMode"":true}",2026-01-01T12:21:00Z,2026-01-01T12:19:00Z
6c3d5c36-807a-5e06-8757-d2c8d9f2d38a,f48d86af-6b3e-5898-ad10-3812b216d181,sample_provider,sample-provider-txn-r39,capture,19.5160,SGD,succeeded,"{""testMode"":true}",2026-01-01T12:21:00Z,2026-01-01T12:19:00Z
8d9658e4-5b9f-5757-a056-6b5a03769565,691b7211-6b7e-5fa4-b934-e5671a058ccc,sample_provider,sample-provider-txn-r40,capture,19.5160,SGD,succeeded,"{""testMode"":true}",2026-01-01T12:21:00Z,2026-01-01T12:19:00Z
7a569909-8eb3-5ff9-b2be-7b4ca36c26f4,cea27ade-bd75-54bc-a49c-c933d40ad12f,sample_provider,sample-provider-txn-r41,capture,19.5160,SGD,succeeded,"{""testMode"":true}",2026-01-01T12:21:00Z,2026-01-01T12:19:00Z
5e4e6bd7-1e2e-5331-8018-c67d9d0c6d14,926a82db-ddbb-594f-b6df-1476b559e34b,sample_provider,sample-provider-txn-r42,capture,19.5160,SGD,succeeded,"{""testMode"":true}",2026-01-01T12:21:00Z,2026-01-01T12:19:00Z
9ab070c4-beba-5750-af7a-9de3f3e7b3f2,62571d1f-0892-5384-ad6b-9c1db0d29e6a,sample_provider,sample-provider-txn-r43,capture,19.5160,SGD,succeeded,"{""testMode"":true}",2026-01-01T12:21:00Z,2026-01-01T12:19:00Z
3909d25e-246a-516a-98a5-800747bc54fe,2f758c4d-cdd0-5646-af21-82f425565c2b,sample_provider,sample-provider-txn-r44,capture,19.5160,SGD,succeeded,"{""testMode"":true}",2026-01-01T12:21:00Z,2026-01-01T12:19:00Z
5ddca758-7002-546d-8963-9eaed4e63e2c,84748c6d-06ff-570f-a862-84096de7c759,sample_provider,sample-provider-txn-r45,capture,19.5160,SGD,succeeded,"{""testMode"":true}",2026-01-01T12:21:00Z,2026-01-01T12:19:00Z
0428f05a-2ab8-5a52-b4df-b0ec03375b09,0a920505-ab56-5b2e-9c47-91e1fe0e1ad6,sample_provider,sample-provider-txn-r46,capture,19.5160,SGD,succeeded,"{""testMode"":true}",2026-01-01T12:21:00Z,2026-01-01T12:19:00Z
0f9984b9-fc19-5e56-b58d-be6ab2abe67a,4db4f594-168d-51ed-9db3-2b3afc78697f,sample_provider,sample-provider-txn-r47,capture,19.5160,SGD,succeeded,"{""testMode"":true}",2026-01-01T12:21:00Z,2026-01-01T12:19:00Z
6425ecd1-d353-597d-b067-21a833fdefdf,5527076f-dc8f-54fe-ba6a-e0f209f5186c,sample_provider,sample-provider-txn-r48,capture,19.5160,SGD,succeeded,"{""testMode"":true}",2026-01-01T12:21:00Z,2026-01-01T12:19:00Z
e3c3f76d-8cfd-555c-a6dc-ab6c986f100e,2b833c64-dfe1-5172-a528-2dde050b0c1c,sample_provider,sample-provider-txn-r49,capture,19.5160,SGD,succeeded,"{""testMode"":true}",2026-01-01T12:21:00Z,2026-01-01T12:19:00Z
