id,kitchen_ticket_id,order_line_id,product_id,product_variant_id,item_name_snapshot,variant_name_snapshot,modifiers_snapshot,quantity,notes,status,queued_at_utc,started_at_utc,ready_at_utc,completed_at_utc,cancelled_at_utc,updated_at_utc,concurrency_version
96ce6778-2c39-5bc0-a508-702a4967083a,f3a365e3-bf1d-5d10-8a35-69443423772d,6398393b-1a05-50cf-ac8c-7b01708fc119,1c4137e8-b4e3-51bd-8e34-f9c9b493268e,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
ea1b6688-af54-5661-842d-9866129e1f0f,e03c881f-72d1-53bb-a667-de7568519bc1,07c21827-a5ec-55f2-add7-a2ec35aaf965,06f87041-5261-5777-81a6-d70e65703ccf,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
2f4c3856-c002-5dac-a6a9-2ec4173aec16,c97d7a54-60e5-5e2c-b339-0b8938010638,468890b4-a3e1-5dc0-b08a-9b27c3a16122,5a5f2985-a9b2-584b-8307-230a4e6a1f1d,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
091ce334-151e-5736-ab60-abf5a1c01a74,3e7b5d0f-5be5-58b4-a870-081333e6c0c8,f5a3a733-9643-5d57-9c61-ca9412ef6bf3,253a2b6b-2f91-59c9-b885-21eefdc6291d,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
44c32c7f-e53e-5461-ae90-5d363e078b96,e88a402d-b0a2-533b-9257-d8b9877313b9,c664562d-2d41-5768-b0bd-b6f109307d15,c7895437-3d1b-5bf0-8c0c-fc0dbdeffae6,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
05d696d5-2f9a-599d-8639-e886a8a59d40,1b7ed059-d8d4-55e3-9edc-ecc66bf09c9b,44686e73-130c-59c7-9e80-3c0adb3649ae,ef894ef1-cce4-5dcd-8f27-1b1f19ba9553,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
503fb343-8cf5-5883-99a2-79ebb77efb2e,6dae9265-dc8f-5990-a983-cf15be269ba9,9ef8c7c5-9456-52bf-916a-223b4953d944,06031a7a-274f-5546-90ba-64675017c1bd,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
330e705f-eb5d-5d77-913d-9c7b6f3a6892,cb6931fc-56f8-5e16-ae64-f88489b21858,3511605a-e12f-5517-b468-1b9074cd11eb,dee33ebd-5d98-5e35-aac9-63280fdf47dc,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
c2d82686-2b87-5816-a8df-4d716f28d44a,367cc34c-7a3a-57cb-bdde-0e2025cfb4d3,08afbef7-253c-557b-b779-08536733ab54,a9d0c72f-3e10-5d2d-ac62-b46bb12815f8,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
2237eecf-a051-5e60-ac71-6fa0dc8ab496,8e7152f1-a6ca-56ae-aa05-1a7213b83c60,daf143f0-fdb5-5a40-ba30-7199e32d128c,bf63e40d-f258-550f-82ad-c99fc1d442da,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
5b3bec1e-ecb4-5ff3-bfeb-0eaed83daefe,34b26975-aba0-5e51-b703-489ce6f497be,8b04639f-094b-5d2c-ae1e-d05f97993869,8e8d7f8d-8330-562b-bb04-41d3c7cbaf6b,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
8ed5f2f4-2662-5e9f-96a2-9d58197e8353,e402599b-0224-5790-af48-b42f2788f035,d35493e3-eb58-5934-8016-ee0266d28b91,f988dbd9-9091-5957-99fc-d79235f95025,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
c1e73489-c618-50ef-823c-9c997908ff07,63f0dd20-b9e3-5a7f-8c2e-b0ede1ef3c39,0964b50f-a0d7-5e19-a680-156b71d1da6a,fda21025-5955-5176-8814-83613294a154,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
025dbc02-e8c8-5621-a12a-bca8902f227d,ff5cde2f-2c1a-5e80-9c73-1c3076631c11,7e25cb8c-cb9c-5c7d-b47d-08335996ca41,b987634a-9cd9-57f0-8da5-b5a804ecebbc,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
658a095e-e09e-5dbd-b373-688729558870,8f8527dd-4cee-56f1-860a-f3abe614e636,daec917e-eec8-524c-a748-42890bb7caa5,e98763c1-c889-56e1-bb29-16650237a72b,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
3f1d48c3-9ec3-551e-a99e-cf7facdd7d3b,27175207-f2d6-5dd0-961f-f85b0e2c15d8,da39407f-1ac2-521f-a5a5-3c98a38d7bf1,f5c63b47-f903-554c-b1c4-931c1b610e2f,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
97dbd513-5264-5a6a-a618-4ed9f2823690,83c5a765-4385-5f52-80a3-840db3dd7062,e553f56b-9d72-56f3-b059-67c2cdca539e,4c6345d0-a1de-51f5-bab8-bb19944764b3,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
974854bc-3d23-5088-841b-c1399d23bec0,2ba71af0-51d4-5e21-8100-a37cdffb90dd,c4a9a919-eb9f-521b-8bbc-7aff0d8fbf36,29b1b607-eed3-5271-ba48-5d3bf61710f7,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
da45fbcb-b7b7-51d7-861d-0b07b9f1e94e,2de3dea0-a8b9-5d79-abb7-75f36faf3055,cbe113f8-1c61-57e7-b49b-0b0a24bfc006,734bbda8-9920-518d-aa5b-dd0f3dfd2801,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
53ce8a1e-6195-5dc1-99a7-6609ee4b05e6,395ca71b-1e31-5f98-8b9a-88f4a06f265d,85ab7a04-d0d5-569e-ac7b-3eeb1ce82c6a,a4095253-99e5-50ae-94cc-bf83af90f8df,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
a8067cfe-5b95-52ef-8f49-b64a81803079,741f90ab-1de9-5a0c-a9a2-27485da1e61c,aa3fd61b-9d79-5551-af56-4145765f46e2,40fef47f-73d0-519f-9aea-e24aab4fe228,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
fde38826-29e0-50d6-a5c5-ad6556cbf2f0,a321bb23-76f1-57ad-9505-2dd134e79219,e3f4ffeb-687d-5576-ae2a-dacea7f9490f,47056644-f38e-5e78-bb8d-350cfb62cc39,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
f80691cd-5ae6-5d81-9f03-187d5dfe215a,ec68542a-8a7d-5f01-85a2-9d1ba309e09b,68f23779-acdf-5f23-a2d9-c0b7a69b8bf0,dfd0c90e-2089-5dee-b2f2-2b6c89bd5cc5,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
4bd550f7-3098-5c6b-bf9c-1d8136c52307,29e47f24-01f4-556f-a61f-ce0869a829c8,29735ab4-56c9-5e86-bbea-56d31451ffc9,b4c628c0-17a5-5dc2-bcf4-f843831b6c5f,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
696b1724-83df-5095-ba8e-18d98ac9b486,18555036-a87d-5839-a6dd-df7ae461f07b,ff7aa0e7-50b0-515e-8160-2d3ba0b42570,27cc60c2-e537-5889-96a9-17e05f8bec65,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
65fd3388-dfab-59b9-b43d-68e17ff3ba53,837fa67d-0d7c-5354-8d23-af16e0184d07,0588dba1-6b7a-55ff-a687-2922837cc1ba,76498357-6804-57a3-8c17-8c522756301c,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
ca783551-c2cd-528b-b817-972e30cdcd78,428eda9b-76f6-5794-8c07-b705bbbefcbd,b2a07219-e7fd-5ab2-b32f-7c5b837ecb99,5650e9af-d2d2-5697-b457-37eb6fa6d321,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
d632fe52-db46-509d-94f9-06a296237dbc,510c6e44-98a4-531f-a084-816cfd5de422,72edcafb-8706-540c-92c5-bedc6535ebb2,70ce7359-e368-574f-a4f7-104aac3f00f8,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
0774270c-f9fc-52df-b9f6-9699f5eeffba,cddfa1ab-cbf0-5116-95b0-35f733d6f255,796b1ade-4d1e-5780-9d0f-29d377c0d39d,cee6fdb2-c59d-5164-b502-b042a7b0e11c,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
d9202bc5-543d-5a6e-beb9-5c0333f6db95,a3084ead-3205-56c1-abb8-73d56aa9c9dd,edefc9de-7849-57ea-a3f4-2b8fb2278c11,e3bd849d-cf2e-5061-857b-4ea0e911f18f,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
e9c7de81-4eb9-5324-adf7-a76c416e4486,806f4728-ee52-5fb7-b767-0f60d2ef5127,b2d47dde-01dd-5bbb-86d7-6484a92248e9,87514a74-125a-59c6-b2bc-a72c5a10ec02,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
19d1f0ff-54d7-5642-bceb-241ff681076e,576822b7-7850-588c-a6c8-61719dcef98e,4adcbfc0-5f12-5d0c-9c93-47c4172f8ff2,5cb0673d-3e6a-51e2-acbd-fd11e2c5b95c,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
ccee7765-4d34-596c-a765-a41652dc2d2a,3a77dd72-3c22-5e27-9655-c88b22105f25,2b3100d3-9a23-54dc-a508-8f7de841befb,af34a331-0e03-57a7-a280-69d86d2b10e9,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
48134ec5-f2ce-5920-b41b-0655cc9c265a,9c2c7f62-ac3b-5cf6-b26b-b0dba1150300,f3c0473b-78f4-59c1-80c3-42746ab770a2,4437e16a-d3bb-5f8c-b405-25d9c2d7f213,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
635dace9-0c96-5f42-aebf-0b0662847e8a,fec84598-8602-593b-87ef-960b9c701740,6737e552-ad6a-5937-98bb-6adc5ca3ec28,ed8983e2-f018-523f-b2a2-d0b33511f8f8,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
44b18d3f-fb8c-585b-8cb9-6950e3fc437c,53e69f3f-1650-5368-b897-54380dd42d00,b3006e4c-b972-5cd4-b2b8-a4bdc2ac4bb5,3623c0f6-ce36-5bb1-8d49-a4727e95924e,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
2128ec4e-92d6-5840-a6e4-58ac0602e078,9945b121-6c39-5575-a5e0-f7712637c3d7,75e51df9-673f-51ab-8dc7-70bb243a27cf,f04fb7b1-6215-5fde-8b77-57dc1dea8065,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
6274f006-7df2-5456-89b9-b5930e45f16f,8c012c87-116c-59f0-9d32-d79bd10be1ef,4f446096-0bb0-50e4-98dd-b9607bd38544,86d7e974-a1ca-57aa-a956-17d968f431d4,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
8c73fe37-93b3-5479-9abd-407d5ff67040,e6ea0e5c-8d5f-5790-b923-150b4b6e187f,2649ee5a-80f7-553a-9ec4-b35b32942302,2969f7ff-0625-55b6-b15d-2c8cfd40a0ac,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
52ff34e4-ade1-5c54-bd07-f3047cb6bbc6,86cbde7d-312f-5298-9740-3d3793516c4f,863aef27-5a21-5bad-8c3a-fde8d7acd293,2675fd4c-3064-530c-8e7c-4a72a458deec,\N,Harbour Burger,\N,"[{""name"":""Extra Cheese""}]",1.000,Fictional sample ticket,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:16:00Z,1
