id,source_message_id,order_id,order_line_id,adjustment_type,quantity_delta,instructions,received_at_utc,applied_at_utc,status
250f4d4b-ff00-5f2f-b513-9153ea66c48f,29ec42bf-f1a5-526c-bb2d-0a4f8f17babf,09634954-2342-52ba-9a0c-3a3b3306314e,468890b4-a3e1-5dc0-b08a-9b27c3a16122,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
ef6dca91-31e7-52a1-9b9d-a83e822bc3ca,438e8f74-2f8f-5324-b295-bfd3df0bdd34,c9e72080-d5fc-5e91-b66a-01ba01d17273,f5a3a733-9643-5d57-9c61-ca9412ef6bf3,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
6dce12d7-5608-58f0-b01e-eb45e96f1546,f737f2be-937a-54ce-b5cb-28a08f02abf7,8739b75a-661c-5cd6-8d13-75d8b1d9ccb7,c664562d-2d41-5768-b0bd-b6f109307d15,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
c8106794-b288-5102-bf72-1a0d85f17948,3524eded-ff12-5d73-a675-32a04891cd23,adb41fc7-e7d6-533e-b4db-aeeb5f280461,44686e73-130c-59c7-9e80-3c0adb3649ae,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
b63c4ad5-e154-5742-86af-ccde2894fd29,dee4a687-a0ac-55ea-8508-dee9968f15b4,917b8fdf-f7f4-5a42-af5f-ce6870ce3ce2,9ef8c7c5-9456-52bf-916a-223b4953d944,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
aa3063a2-b584-5d24-8d18-211345e55eb2,b502d1b0-2b6d-53b1-bbfa-83e7d6423a2d,aa1f0c86-0128-5242-9569-2ed5aa67aefc,3511605a-e12f-5517-b468-1b9074cd11eb,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
d9892e88-20f6-5a4a-b03b-2a9e21def973,87a39bbe-6788-5f89-bf3a-9a44a9bcbddf,78cefe97-766f-54d0-967b-6d1f2db51f88,08afbef7-253c-557b-b779-08536733ab54,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
8bbc50d9-52de-5991-9e31-053f5ec14086,9b48b23f-7ab2-5c42-9c87-eced9391db4a,c987aa17-b646-5efa-9b4a-7a676ccc4c21,daf143f0-fdb5-5a40-ba30-7199e32d128c,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
5400af17-70d5-5c8e-a7da-7f884dc94473,39c16b7b-1d2e-546f-a3dc-3805ba2a70f2,09f7a746-3556-5328-81ed-f7f895569d48,8b04639f-094b-5d2c-ae1e-d05f97993869,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
0a6e1c86-9ad8-5e7b-9c09-f2a8a2f05677,0dd95dbf-b26b-5152-b902-55395e088011,8e733609-455b-569f-9907-ddfadbbedf9b,d35493e3-eb58-5934-8016-ee0266d28b91,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
1fe31a74-5fcc-5068-acba-4296eae07ab2,3b2c0d29-9dd5-5c7e-924a-2425c6aaa465,40f114ce-9664-5538-b6d6-b44eca862dd4,0964b50f-a0d7-5e19-a680-156b71d1da6a,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
fb03cf3c-7be3-5574-8b55-b372fa744fa7,8ba89b18-d36a-530c-a223-2ab239ffa9c2,4cf48f5b-603c-5720-a5d0-fa6697541c9f,7e25cb8c-cb9c-5c7d-b47d-08335996ca41,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
c7c93f95-679d-5949-917a-0bd284f25037,a87372c9-3a42-58d6-881e-9209e710b20b,ecd2ab1a-0622-51f1-8043-b19262a7addb,daec917e-eec8-524c-a748-42890bb7caa5,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
92def187-77d4-5891-a1d5-89478d12eacc,dd3faea0-706e-5db1-8b0f-a60761d5c07e,b2276c59-956d-5c13-8003-3ada140a55d8,da39407f-1ac2-521f-a5a5-3c98a38d7bf1,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
552dca4a-9ec2-5857-af7f-1370efa3353a,5a676eec-0db4-5713-aaf1-eb4582d224e3,5dd81f68-b2c1-5c5b-b1d4-f73ee721d116,e553f56b-9d72-56f3-b059-67c2cdca539e,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
461e3429-a241-5804-8898-a92b285c60f8,48a967db-6616-51c4-ada7-f20f56f11cdf,16fcfa49-306d-5031-b940-c9fd4da435d1,c4a9a919-eb9f-521b-8bbc-7aff0d8fbf36,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
af441faf-a485-5b23-b2b3-90248ddc931d,744a643d-8440-594d-9482-4fa73244af4f,a094425f-8725-52d5-978d-9890da8dcf58,cbe113f8-1c61-57e7-b49b-0b0a24bfc006,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
0d4e5290-8b41-59a8-9cde-ba2097c8cb2b,d205a7a8-0e19-5a68-b7d0-297731175bc4,ef203fed-b93e-52de-937b-57c3ff030578,85ab7a04-d0d5-569e-ac7b-3eeb1ce82c6a,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
93e9d3fb-ddfa-5b17-b517-d425dd41a502,76fd0c11-3fae-5612-8c5f-92924bf64c03,fe94bf77-950d-5828-9523-bda16ae24f8a,aa3fd61b-9d79-5551-af56-4145765f46e2,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
0c8131d9-385a-5986-962b-0b8bcf0db91f,6316b988-03fd-5c8b-adee-b440f7f06939,3fe31ccd-b39a-5dca-8f5f-f98bf1162b3b,e3f4ffeb-687d-5576-ae2a-dacea7f9490f,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
f7972d7e-40b5-5a89-aeaa-070fffbbe4ad,3aabdd3e-96bf-578e-86a1-e371e2aed717,d229ca0f-6d9d-525f-ba33-2c3d78f399e4,68f23779-acdf-5f23-a2d9-c0b7a69b8bf0,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
85c134f6-8ee3-5f48-acb6-cbf2a916faf2,348cf579-4dab-580e-a2f1-81691bf498d2,4edcd556-25a0-5b4b-a2a4-a20b7869e5ce,29735ab4-56c9-5e86-bbea-56d31451ffc9,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
66d8ca29-65e4-53dc-a574-d0b682e26dc0,b97d5460-fb8b-52a5-9c3d-2a62613f6275,c83f64dc-472b-5668-bf36-327debeeef06,ff7aa0e7-50b0-515e-8160-2d3ba0b42570,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
6ba351c3-cb55-51cd-a095-85a98bd95fa5,5b02a93e-b678-5a7a-8422-e1afae61ec05,3277f419-6976-5730-8fb3-6eced2ee491c,0588dba1-6b7a-55ff-a687-2922837cc1ba,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
f1534291-2c09-5ccf-938e-c62ae228e774,052b2cc4-7751-5a97-a0ff-621d12fd596c,f9cf74e9-e95d-5d16-8516-c4fb751dbeda,b2a07219-e7fd-5ab2-b32f-7c5b837ecb99,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
0bfbb6e1-544a-59ac-8b0f-57513d172283,694360ba-8bff-58f4-9280-f4d49e275fae,768760e4-4bb0-5fc0-956f-d7137703c8b0,72edcafb-8706-540c-92c5-bedc6535ebb2,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
7ca8f21d-a26e-50f7-886b-c49c3bbd76f5,1d708c74-f7a1-5757-b8cc-e4bfe2cd7b38,d6f419a1-eb1d-577d-b6b8-25072f213872,796b1ade-4d1e-5780-9d0f-29d377c0d39d,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
9076ec71-ffb7-5bf7-88ac-46027390fef0,a6202f40-3772-5540-8a47-3703946df505,afd9195d-dea1-55d8-a303-b0b4b897e212,edefc9de-7849-57ea-a3f4-2b8fb2278c11,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
38526e47-b4f1-5273-b17f-bc7c45fe182d,32ff85c0-6f25-53c8-a1cc-d23784edaa62,421ff8d9-d7d4-5879-b00a-c512b28fd4df,b2d47dde-01dd-5bbb-86d7-6484a92248e9,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
28f5a578-1536-5673-86e0-65114157943e,b7e0c4ac-6256-5e70-8d69-090082abbcc7,a3ab5eeb-9e56-5cdc-b71a-9336112b8aec,4adcbfc0-5f12-5d0c-9c93-47c4172f8ff2,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
8300a357-90ae-5212-ae7e-88d4b182008a,5e29967e-32bf-5327-94b0-c2a49e4e35c8,fd0b8bb2-7e67-559b-bdba-58f1e9ce0282,2b3100d3-9a23-54dc-a508-8f7de841befb,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
9632d6a5-3dad-54e0-994b-ff170682ca1f,93379033-3f24-5fa8-b248-cb7f72ea53cf,15ee0899-79ad-57ff-b4a4-e71768fe7448,f3c0473b-78f4-59c1-80c3-42746ab770a2,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
2058b45c-2b23-5d8f-a780-9fa3739cb99c,33ad46f5-1a19-5d58-a8ad-6c8455e60224,7e2f25cc-ae76-5112-9dd7-2ba69f5e0e8d,6737e552-ad6a-5937-98bb-6adc5ca3ec28,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
b0032c1c-1f91-5a18-ab69-64c704039ff4,404501f4-2185-56b2-9d51-377c50415fba,06a252f3-4436-5c52-9b4e-ce4a4ce86b99,b3006e4c-b972-5cd4-b2b8-a4bdc2ac4bb5,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
f95d2d88-15de-5844-84e2-b510e004d39c,02ba5773-a079-5d4f-ac91-59a9b2ef32de,93c812ad-0f00-55b9-9c72-20153dde4a5a,75e51df9-673f-51ab-8dc7-70bb243a27cf,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
a3b73657-d28d-5e90-bc53-f2f58c8f19f6,19a30870-923a-5f80-be77-8f82fdabed44,2cda9f50-6f04-507e-9f64-404cfe963083,4f446096-0bb0-50e4-98dd-b9607bd38544,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
fa616b47-bfaa-543c-b2a8-0a98d25761b1,6276b20e-5558-5b83-8ba7-14aea72ba896,ef055e36-cfcf-5866-8188-6d6905e6c8e4,2649ee5a-80f7-553a-9ec4-b35b32942302,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
b0a6da8a-5c10-5f9e-ad79-bd9dcfc79288,f4aec174-747d-5a2f-8b04-c4ab89ea9385,ad638b19-0416-5c7a-8086-be63838d4522,863aef27-5a21-5bad-8c3a-fde8d7acd293,quantity_change,1.000,"{""sample"":true}",2026-01-01T12:01:00Z,2026-01-01T12:01:30Z,applied
