id,restaurant_id,branch_id,order_id,preparation_station_id,ticket_number,service_sequence,priority,status,queued_at_utc,started_at_utc,ready_at_utc,completed_at_utc,cancelled_at_utc,created_at_utc,updated_at_utc,concurrency_version
e88a402d-b0a2-533b-9257-d8b9877313b9,caa70f0d-2314-5cf5-a481-0c259c347e04,5fc8b896-34d2-51bd-a704-ce34bc761aa5,8739b75a-661c-5cd6-8d13-75d8b1d9ccb7,911f88cd-9ac5-576f-9f4e-b45c0e4228a2,DEMO-KOT-0001,1,10,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:00:00Z,2026-01-01T12:16:00Z,1
1b7ed059-d8d4-55e3-9edc-ecc66bf09c9b,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,ffe4fc95-0766-5217-8799-406087e64b0a,adb41fc7-e7d6-533e-b4db-aeeb5f280461,ca3e487d-9d0a-5eef-8c84-1e06277bf635,DEMO-KOT-0001,1,10,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:00:00Z,2026-01-01T12:16:00Z,1
6dae9265-dc8f-5990-a983-cf15be269ba9,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,e7663958-ddb0-5009-aee0-c69a3861fd37,917b8fdf-f7f4-5a42-af5f-ce6870ce3ce2,1c5f1467-0c47-50dc-9414-60ebf20326a3,DEMO-KOT-0001,1,10,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:00:00Z,2026-01-01T12:16:00Z,1
cb6931fc-56f8-5e16-ae64-f88489b21858,5a29b0dd-09ca-560f-b248-db0555c5c325,f8931a36-3c7e-5d3d-b99b-0e8000d839ce,aa1f0c86-0128-5242-9569-2ed5aa67aefc,91d0e2bc-71fb-5738-aa5b-a001fdf1a48e,DEMO-KOT-0001,1,10,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:00:00Z,2026-01-01T12:16:00Z,1
367cc34c-7a3a-57cb-bdde-0e2025cfb4d3,bab016a4-e1f0-5423-95ba-68a55a375518,c0a69b24-fff7-59b2-8e17-c301343502e7,78cefe97-766f-54d0-967b-6d1f2db51f88,1e1227cb-56b8-562a-8421-b854bd4a4941,DEMO-KOT-0001,1,10,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:00:00Z,2026-01-01T12:16:00Z,1
8e7152f1-a6ca-56ae-aa05-1a7213b83c60,bf67c71a-ef24-5eed-87ee-0b99059448c0,845ec984-3327-5af2-b730-832d5fb90ea6,c987aa17-b646-5efa-9b4a-7a676ccc4c21,3fe065b0-5b30-5da7-98a3-13611452384a,DEMO-KOT-0001,1,10,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:00:00Z,2026-01-01T12:16:00Z,1
34b26975-aba0-5e51-b703-489ce6f497be,07b24cca-976d-532c-9467-d2343cc9f38d,2e2fed70-3112-5e2b-afae-d094b8e1a56d,09f7a746-3556-5328-81ed-f7f895569d48,41f622ec-be2e-5f23-a71d-7f5c6753e407,DEMO-KOT-0001,1,10,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:00:00Z,2026-01-01T12:16:00Z,1
e402599b-0224-5790-af48-b42f2788f035,fa9711c5-4a59-5910-b824-83392f64a533,042f9a90-c603-52f8-9683-6dd865bd3467,8e733609-455b-569f-9907-ddfadbbedf9b,c411a763-cd89-5eca-b5fc-a433c613d762,DEMO-KOT-0001,1,10,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:00:00Z,2026-01-01T12:16:00Z,1
63f0dd20-b9e3-5a7f-8c2e-b0ede1ef3c39,597b352f-cbab-5ea6-893f-73309ac2fbf9,3199c167-cd10-5315-823a-3b014d34d69f,40f114ce-9664-5538-b6d6-b44eca862dd4,4b443080-ef0b-5277-97fc-b41c8846fbb1,DEMO-KOT-0001,1,10,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:00:00Z,2026-01-01T12:16:00Z,1
ff5cde2f-2c1a-5e80-9c73-1c3076631c11,22681635-41b9-56da-a764-798ba158a3ac,0a203a36-6b49-56b0-9087-a1253c097f85,4cf48f5b-603c-5720-a5d0-fa6697541c9f,bb486456-cac2-55cf-b130-dd91d75ec139,DEMO-KOT-0001,1,10,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:00:00Z,2026-01-01T12:16:00Z,1
8f8527dd-4cee-56f1-860a-f3abe614e636,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,0d183c94-22f0-5c0a-8fec-a64846db6040,ecd2ab1a-0622-51f1-8043-b19262a7addb,bcfe00fe-98ed-5db2-9eda-8491ab96570d,DEMO-KOT-0001,1,10,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:00:00Z,2026-01-01T12:16:00Z,1
27175207-f2d6-5dd0-961f-f85b0e2c15d8,fce39051-f305-572f-83db-29fbaf5b798a,b70966b0-2c1a-5931-b8d4-e751c36d4ad5,b2276c59-956d-5c13-8003-3ada140a55d8,1f2cd198-fcde-563f-bda7-94836da051e8,DEMO-KOT-0001,1,10,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:00:00Z,2026-01-01T12:16:00Z,1
83c5a765-4385-5f52-80a3-840db3dd7062,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,876adc77-ae03-526c-b50f-6ff9e368ad3b,5dd81f68-b2c1-5c5b-b1d4-f73ee721d116,b0a52be2-7b86-5ac9-8da2-a3a42db93f1e,DEMO-KOT-0001,1,10,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:00:00Z,2026-01-01T12:16:00Z,1
2ba71af0-51d4-5e21-8100-a37cdffb90dd,4b8ac2bc-db12-5fb9-8556-20aa186929f6,98155b61-0bd0-57a3-958f-41a36459ba58,16fcfa49-306d-5031-b940-c9fd4da435d1,1e4a41e2-00c0-5ff4-8bdc-f77f9f62f0ce,DEMO-KOT-0001,1,10,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:00:00Z,2026-01-01T12:16:00Z,1
2de3dea0-a8b9-5d79-abb7-75f36faf3055,7a5fbc73-7498-500c-b457-d15f22bb9989,5fc9c4c2-206c-56e2-a998-5dee4521bddc,a094425f-8725-52d5-978d-9890da8dcf58,12e0d38f-bb24-597c-ac80-2fb542b9dc27,DEMO-KOT-0001,1,10,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:00:00Z,2026-01-01T12:16:00Z,1
395ca71b-1e31-5f98-8b9a-88f4a06f265d,8ca9e1ae-e628-59af-8ab4-395d06328807,1a0ee057-44b7-5c27-92d4-911c4e8df9ef,ef203fed-b93e-52de-937b-57c3ff030578,8c3fa332-0723-5670-bccc-b83dcb00f9fc,DEMO-KOT-0001,1,10,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:00:00Z,2026-01-01T12:16:00Z,1
741f90ab-1de9-5a0c-a9a2-27485da1e61c,98e2754e-6697-50e6-8bab-81a98e4aeca7,d25bcb6c-bea7-59ce-86dd-136731dedcdc,fe94bf77-950d-5828-9523-bda16ae24f8a,3a21fa77-94dd-5ca3-8605-7d6b7f90d59c,DEMO-KOT-0001,1,10,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:00:00Z,2026-01-01T12:16:00Z,1
a321bb23-76f1-57ad-9505-2dd134e79219,bbf4f4ee-81c9-55b0-80af-33be79e561ee,d6b7b387-aa6c-5e89-915b-088f916b3391,3fe31ccd-b39a-5dca-8f5f-f98bf1162b3b,a3a676fb-4484-566b-a328-1d2cb1484a86,DEMO-KOT-0001,1,10,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:00:00Z,2026-01-01T12:16:00Z,1
ec68542a-8a7d-5f01-85a2-9d1ba309e09b,c1460c74-b0e2-5d90-9797-9f6b2e861e30,6c56f38a-db9c-532d-bea6-f8b7b8e5363e,d229ca0f-6d9d-525f-ba33-2c3d78f399e4,f76da112-77a0-5348-8979-39edd13c9993,DEMO-KOT-0001,1,10,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:00:00Z,2026-01-01T12:16:00Z,1
29e47f24-01f4-556f-a61f-ce0869a829c8,67af2cf8-ba63-5420-aaa1-3d4828850036,8cd62544-e65c-5e26-89a3-ed106b53e100,4edcd556-25a0-5b4b-a2a4-a20b7869e5ce,91a2e0be-171d-54e2-8b87-a31764a69ec6,DEMO-KOT-0001,1,10,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:00:00Z,2026-01-01T12:16:00Z,1
18555036-a87d-5839-a6dd-df7ae461f07b,517ff701-319d-502a-b5b9-e1c36a3cde3c,6284841b-ba33-5daa-87ab-e40d3dad4270,c83f64dc-472b-5668-bf36-327debeeef06,eddb334c-eb24-5048-a91e-5f5039d50c75,DEMO-KOT-0001,1,10,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:00:00Z,2026-01-01T12:16:00Z,1
837fa67d-0d7c-5354-8d23-af16e0184d07,b3efb6f0-9635-58cf-b533-6394b23e857d,51fcc856-dc42-516c-884f-d11046c42b0f,3277f419-6976-5730-8fb3-6eced2ee491c,c25a3517-616c-5b88-b2e2-f4291cb67604,DEMO-KOT-0001,1,10,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:00:00Z,2026-01-01T12:16:00Z,1
428eda9b-76f6-5794-8c07-b705bbbefcbd,707f9a45-b18a-5759-b1bd-cb4b9991c763,1c0c241c-706a-5a03-af89-51f36be3b31d,f9cf74e9-e95d-5d16-8516-c4fb751dbeda,74a3625a-fa47-5562-8726-c007082ab3de,DEMO-KOT-0001,1,10,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:00:00Z,2026-01-01T12:16:00Z,1
510c6e44-98a4-531f-a084-816cfd5de422,4b4841d6-837e-5b3a-8625-eb21c5856ff2,f8172349-4251-59ce-97e9-b7557d3de161,768760e4-4bb0-5fc0-956f-d7137703c8b0,e8f3cb0d-e8ae-59b3-8a20-076406d0a531,DEMO-KOT-0001,1,10,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:00:00Z,2026-01-01T12:16:00Z,1
cddfa1ab-cbf0-5116-95b0-35f733d6f255,c4afafa8-25c3-527c-95bc-c2ce6efb5a36,4e9b46f3-a80d-5bbe-8e48-6e272ac4ec7d,d6f419a1-eb1d-577d-b6b8-25072f213872,83104c3c-a98e-5729-afad-e0f49547e036,DEMO-KOT-0001,1,10,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:00:00Z,2026-01-01T12:16:00Z,1
a3084ead-3205-56c1-abb8-73d56aa9c9dd,44c58e92-2d0f-5de4-949a-53cca4b7c650,a8ce6ace-de10-5b9e-8562-ff399d9b3720,afd9195d-dea1-55d8-a303-b0b4b897e212,ec88688e-5670-5bbf-858f-2fa5ed62281b,DEMO-KOT-0001,1,10,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:00:00Z,2026-01-01T12:16:00Z,1
806f4728-ee52-5fb7-b767-0f60d2ef5127,fadf79e7-84bd-54aa-8fce-71315980e940,3ad62353-9d14-5c8b-8b49-dd707e7062f6,421ff8d9-d7d4-5879-b00a-c512b28fd4df,00dee82e-3758-533b-9690-87940c6db8c4,DEMO-KOT-0001,1,10,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:00:00Z,2026-01-01T12:16:00Z,1
576822b7-7850-588c-a6c8-61719dcef98e,a3bed95f-b4d1-5aea-963e-723a3b5343d7,bc09cbc5-215f-541b-8c6e-3a2424f57dc1,a3ab5eeb-9e56-5cdc-b71a-9336112b8aec,fd9944c9-fe34-5526-84c1-89ca288b6a77,DEMO-KOT-0001,1,10,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:00:00Z,2026-01-01T12:16:00Z,1
3a77dd72-3c22-5e27-9655-c88b22105f25,dfc9650b-5da6-5083-b918-0069b7f18a39,bfab66d1-5579-5df8-8823-877a42101df8,fd0b8bb2-7e67-559b-bdba-58f1e9ce0282,4162aa07-c575-5729-ace2-77c8d1b3e595,DEMO-KOT-0001,1,10,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:00:00Z,2026-01-01T12:16:00Z,1
9c2c7f62-ac3b-5cf6-b26b-b0dba1150300,e40302ce-cd87-5926-898b-7077c873c69c,54df2c82-6a6d-5d6d-8805-8cbfa0d3b5a9,15ee0899-79ad-57ff-b4a4-e71768fe7448,7d3e3b05-1233-511c-aaf8-64d4165af310,DEMO-KOT-0001,1,10,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:00:00Z,2026-01-01T12:16:00Z,1
fec84598-8602-593b-87ef-960b9c701740,c1f4e8f0-e00b-5a1e-82a4-2aa113ce0e2e,5ab65997-731d-59e8-89c1-ca8e45e1c4da,7e2f25cc-ae76-5112-9dd7-2ba69f5e0e8d,16a4b4e4-b4d9-5d06-ba54-b5b5a7adc7e5,DEMO-KOT-0001,1,10,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:00:00Z,2026-01-01T12:16:00Z,1
53e69f3f-1650-5368-b897-54380dd42d00,80267d1d-6166-5d66-a39a-2fe7d3ec9558,59352201-4c08-5821-a06b-4627e245eb0d,06a252f3-4436-5c52-9b4e-ce4a4ce86b99,07e3f17e-5b58-5cb4-b999-b68aee0d47e8,DEMO-KOT-0001,1,10,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:00:00Z,2026-01-01T12:16:00Z,1
9945b121-6c39-5575-a5e0-f7712637c3d7,7e941da0-444e-555b-8c14-37022c2450f6,bde6ac3c-0fdb-56ed-97fc-675192dd4673,93c812ad-0f00-55b9-9c72-20153dde4a5a,ea79377c-67e1-5e57-bda5-a018a148af4c,DEMO-KOT-0001,1,10,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:00:00Z,2026-01-01T12:16:00Z,1
8c012c87-116c-59f0-9d32-d79bd10be1ef,9e1b7503-21ff-59f4-83b8-5c7bb3c79c9c,628f45fd-8c77-5687-a364-ec838e2235f0,2cda9f50-6f04-507e-9f64-404cfe963083,ffb8e86c-35f0-53c8-9073-3b68b132434c,DEMO-KOT-0001,1,10,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:00:00Z,2026-01-01T12:16:00Z,1
e6ea0e5c-8d5f-5790-b923-150b4b6e187f,c824a05f-57b4-564d-8182-a0acb1779be0,c201d0c9-9b7c-5ee8-ab68-8c13372204d1,ef055e36-cfcf-5866-8188-6d6905e6c8e4,aac9e090-02f2-5cba-939e-675a5d60a271,DEMO-KOT-0001,1,10,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:00:00Z,2026-01-01T12:16:00Z,1
86cbde7d-312f-5298-9740-3d3793516c4f,7b2007ac-f4b3-5a96-998c-4b5bdb6201f7,7eece59b-5668-5599-a4e2-6709233fcb68,ad638b19-0416-5c7a-8086-be63838d4522,f95f7dfe-b3b4-52c0-9a4a-9cd16462b6dc,DEMO-KOT-0001,1,10,completed,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,2026-01-01T12:15:00Z,2026-01-01T12:16:00Z,\N,2026-01-01T12:00:00Z,2026-01-01T12:16:00Z,1
