id,kitchen_ticket_id,kitchen_ticket_item_id,entity_type,from_status,to_status,reason_code,changed_at_utc,changed_by
4b362255-ca87-5b01-9498-54c5396bf2b0,8e7152f1-a6ca-56ae-aa05-1a7213b83c60,2237eecf-a051-5e60-ac71-6fa0dc8ab496,item,ready,completed,\N,2026-01-01T12:16:00Z,sample-data
56b58824-d110-5c0f-9737-1be8ec73349a,34b26975-aba0-5e51-b703-489ce6f497be,5b3bec1e-ecb4-5ff3-bfeb-0eaed83daefe,item,ready,completed,\N,2026-01-01T12:16:00Z,sample-data
034027f0-eb68-5352-bfc0-6f1a4474a9e9,e402599b-0224-5790-af48-b42f2788f035,8ed5f2f4-2662-5e9f-96a2-9d58197e8353,item,ready,completed,\N,2026-01-01T12:16:00Z,sample-data
01551297-5faa-5f1c-ba39-68901ccd67a6,63f0dd20-b9e3-5a7f-8c2e-b0ede1ef3c39,c1e73489-c618-50ef-823c-9c997908ff07,item,ready,completed,\N,2026-01-01T12:16:00Z,sample-data
12d7baa6-f4bf-5fb2-afbe-00ea1e804e93,ff5cde2f-2c1a-5e80-9c73-1c3076631c11,025dbc02-e8c8-5621-a12a-bca8902f227d,item,ready,completed,\N,2026-01-01T12:16:00Z,sample-data
9f51d3bc-2181-5dc3-ba7f-f4b2432767c8,8f8527dd-4cee-56f1-860a-f3abe614e636,658a095e-e09e-5dbd-b373-688729558870,item,ready,completed,\N,2026-01-01T12:16:00Z,sample-data
2dcffa9f-4b71-5e07-b6e1-d130b0b0f600,27175207-f2d6-5dd0-961f-f85b0e2c15d8,3f1d48c3-9ec3-551e-a99e-cf7facdd7d3b,item,ready,completed,\N,2026-01-01T12:16:00Z,sample-data
a6ff21a4-7930-5661-a814-ef88fdff2778,83c5a765-4385-5f52-80a3-840db3dd7062,97dbd513-5264-5a6a-a618-4ed9f2823690,item,ready,completed,\N,2026-01-01T12:16:00Z,sample-data
c6b9c2b1-4f85-539a-b252-a4d9d279a95f,2ba71af0-51d4-5e21-8100-a37cdffb90dd,974854bc-3d23-5088-841b-c1399d23bec0,item,ready,completed,\N,2026-01-01T12:16:00Z,sample-data
d42a5800-f123-567f-970c-df7012345fa1,2de3dea0-a8b9-5d79-abb7-75f36faf3055,da45fbcb-b7b7-51d7-861d-0b07b9f1e94e,item,ready,completed,\N,2026-01-01T12:16:00Z,sample-data
77fbfff3-e2f0-52a4-897b-7a97f966d377,395ca71b-1e31-5f98-8b9a-88f4a06f265d,53ce8a1e-6195-5dc1-99a7-6609ee4b05e6,item,ready,completed,\N,2026-01-01T12:16:00Z,sample-data
6e1faf64-206c-56b0-a947-d85c8dbf1a6f,741f90ab-1de9-5a0c-a9a2-27485da1e61c,a8067cfe-5b95-52ef-8f49-b64a81803079,item,ready,completed,\N,2026-01-01T12:16:00Z,sample-data
e03c220d-b278-5716-ade4-3dabddde8079,a321bb23-76f1-57ad-9505-2dd134e79219,fde38826-29e0-50d6-a5c5-ad6556cbf2f0,item,ready,completed,\N,2026-01-01T12:16:00Z,sample-data
92b12974-9a1c-51f0-816f-1759cc355f53,ec68542a-8a7d-5f01-85a2-9d1ba309e09b,f80691cd-5ae6-5d81-9f03-187d5dfe215a,item,ready,completed,\N,2026-01-01T12:16:00Z,sample-data
fc9ecac6-0e03-5ddb-a8c0-8724968ea4a2,29e47f24-01f4-556f-a61f-ce0869a829c8,4bd550f7-3098-5c6b-bf9c-1d8136c52307,item,ready,completed,\N,2026-01-01T12:16:00Z,sample-data
2d1f554d-f95b-531b-9319-759633d9c3d0,18555036-a87d-5839-a6dd-df7ae461f07b,696b1724-83df-5095-ba8e-18d98ac9b486,item,ready,completed,\N,2026-01-01T12:16:00Z,sample-data
2607830c-cd5b-531f-b29c-28f8e7decbc1,837fa67d-0d7c-5354-8d23-af16e0184d07,65fd3388-dfab-59b9-b43d-68e17ff3ba53,item,ready,completed,\N,2026-01-01T12:16:00Z,sample-data
ecc00509-3fd8-5533-90e1-2436a35dbbf3,428eda9b-76f6-5794-8c07-b705bbbefcbd,ca783551-c2cd-528b-b817-972e30cdcd78,item,ready,completed,\N,2026-01-01T12:16:00Z,sample-data
e708bf25-e11b-5c48-bb2b-12131c6520fd,510c6e44-98a4-531f-a084-816cfd5de422,d632fe52-db46-509d-94f9-06a296237dbc,item,ready,completed,\N,2026-01-01T12:16:00Z,sample-data
814bb98a-6987-5b8a-ab23-37d5e670689f,cddfa1ab-cbf0-5116-95b0-35f733d6f255,0774270c-f9fc-52df-b9f6-9699f5eeffba,item,ready,completed,\N,2026-01-01T12:16:00Z,sample-data
993ae057-929c-50ff-91c6-fd438b4f7a8c,a3084ead-3205-56c1-abb8-73d56aa9c9dd,d9202bc5-543d-5a6e-beb9-5c0333f6db95,item,ready,completed,\N,2026-01-01T12:16:00Z,sample-data
34edd639-6f54-5e3c-b7b5-76860911b392,806f4728-ee52-5fb7-b767-0f60d2ef5127,e9c7de81-4eb9-5324-adf7-a76c416e4486,item,ready,completed,\N,2026-01-01T12:16:00Z,sample-data
89f3a07c-4b36-5011-8a4c-8e51e432edf9,576822b7-7850-588c-a6c8-61719dcef98e,19d1f0ff-54d7-5642-bceb-241ff681076e,item,ready,completed,\N,2026-01-01T12:16:00Z,sample-data
9094aad4-ddee-5eaa-aa5f-4c6d22eba72f,3a77dd72-3c22-5e27-9655-c88b22105f25,ccee7765-4d34-596c-a765-a41652dc2d2a,item,ready,completed,\N,2026-01-01T12:16:00Z,sample-data
90079b20-0111-59be-ab25-56c5a8d714a6,9c2c7f62-ac3b-5cf6-b26b-b0dba1150300,48134ec5-f2ce-5920-b41b-0655cc9c265a,item,ready,completed,\N,2026-01-01T12:16:00Z,sample-data
da51f2bc-b5a2-598f-bb0a-3c291384281e,fec84598-8602-593b-87ef-960b9c701740,635dace9-0c96-5f42-aebf-0b0662847e8a,item,ready,completed,\N,2026-01-01T12:16:00Z,sample-data
92450317-211a-5c8d-8f67-787dea34658d,53e69f3f-1650-5368-b897-54380dd42d00,44b18d3f-fb8c-585b-8cb9-6950e3fc437c,item,ready,completed,\N,2026-01-01T12:16:00Z,sample-data
c5cea698-26c6-5fd9-853a-8d0c7ceecc54,9945b121-6c39-5575-a5e0-f7712637c3d7,2128ec4e-92d6-5840-a6e4-58ac0602e078,item,ready,completed,\N,2026-01-01T12:16:00Z,sample-data
fe264373-550c-5dd3-b219-355402b38def,8c012c87-116c-59f0-9d32-d79bd10be1ef,6274f006-7df2-5456-89b9-b5930e45f16f,item,ready,completed,\N,2026-01-01T12:16:00Z,sample-data
39e09b0a-7333-5abe-bf46-9fc5a371bbb2,e6ea0e5c-8d5f-5790-b923-150b4b6e187f,8c73fe37-93b3-5479-9abd-407d5ff67040,item,ready,completed,\N,2026-01-01T12:16:00Z,sample-data
ba2f72ca-9a26-5463-8764-dea6ce333842,86cbde7d-312f-5298-9740-3d3793516c4f,52ff34e4-ade1-5c54-bd07-f3047cb6bbc6,item,ready,completed,\N,2026-01-01T12:16:00Z,sample-data
