id,terminal_id,client_operation_id,operation_type,payload_hash,status,response_status,response_reference_id,error_code,received_at_utc,completed_at_utc
c4071f68-a471-5b79-9929-93b6dcf29148,a50eb5ff-5d37-5215-81de-5851f1f5c5fa,df89520b-fdd6-57a6-b760-228664446a41,create_order,sample-hash-0001,completed,201,dd4b24fe-84b1-5666-8b71-c6f07650b798,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
2d50b979-d222-56e6-b702-6b0b75083d73,e3204688-240a-54ec-8a74-405e019d12d4,9bf2834a-9f9d-55ce-9a71-743ae074e890,create_order,sample-hash-0001,completed,201,09634954-2342-52ba-9a0c-3a3b3306314e,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
5c9daadf-c435-5ff5-93df-3d6ad0096d2d,bfab3b53-a1df-5997-80ae-78165f29846c,60cd4231-c94b-5c40-b427-df45e1eb96ab,create_order,sample-hash-0001,completed,201,c9e72080-d5fc-5e91-b66a-01ba01d17273,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
5207556b-4dbc-567b-95bb-3022848f9698,cd291c8d-0dfc-5b56-b490-9e1fad538191,cb82eb47-d069-59e5-bd49-4cd7fe22e52b,create_order,sample-hash-0001,completed,201,8739b75a-661c-5cd6-8d13-75d8b1d9ccb7,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
fd6b7481-c402-560a-87e9-72c938dba07d,a4fa370b-bb1e-5ca4-a598-8ab38d3aa123,17db36b8-923a-5fc7-9782-ede607a2261a,create_order,sample-hash-0001,completed,201,adb41fc7-e7d6-533e-b4db-aeeb5f280461,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
6c523030-bf52-5876-a6a2-bd7c4f468099,5fba96f9-47d5-5608-9904-9ef85c8f2bdf,3e1fbb33-ba2d-5614-9d45-4f8b2b79d504,create_order,sample-hash-0001,completed,201,917b8fdf-f7f4-5a42-af5f-ce6870ce3ce2,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
5db92ff2-d6e8-548a-a28d-dea730aa204a,61703e60-3ba6-54d2-b8c5-c1471f3b24bc,250aec53-f817-5ab1-956a-d35246e254c7,create_order,sample-hash-0001,completed,201,aa1f0c86-0128-5242-9569-2ed5aa67aefc,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
021e71ee-0ed8-51ae-9582-c18ac532bb38,f1a025dc-298c-5281-b64a-425b8878c910,7f5d2794-e1e1-533b-a3f4-4f8d9a690780,create_order,sample-hash-0001,completed,201,78cefe97-766f-54d0-967b-6d1f2db51f88,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
21735eb1-5aa5-59d8-a35a-1598a170699c,03982eeb-42c8-5f39-a64e-60d1f38ca6d6,f863c6e6-22bf-57dc-a9f1-510722ce0835,create_order,sample-hash-0001,completed,201,c987aa17-b646-5efa-9b4a-7a676ccc4c21,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
eeaac1d9-2d27-5687-9792-6896a8e28160,1df58e3a-d9b9-5a97-8dff-ec13f87c0a19,cb2bfa5c-2a3d-5bf3-b390-eb578de0b514,create_order,sample-hash-0001,completed,201,09f7a746-3556-5328-81ed-f7f895569d48,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
b08dd58d-cb1f-5581-bcbd-d41220300751,9d11d879-5b94-5959-8a89-dd5274476a2c,29ca5789-c51b-55a2-8da0-b3638c88bd6b,create_order,sample-hash-0001,completed,201,8e733609-455b-569f-9907-ddfadbbedf9b,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
846e6f93-152b-5c67-ba99-2336668f55ed,d13d67cf-2efe-5cd2-9978-b5dba847fd1c,e50f6793-cbbe-5295-9178-32d6d8e4a919,create_order,sample-hash-0001,completed,201,40f114ce-9664-5538-b6d6-b44eca862dd4,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
5709ad01-f89c-5f60-b594-491c9e72dc2b,329e97f5-0be5-53d6-b583-b963681c62b3,cb57e334-db49-515a-9ec6-5f43462e3573,create_order,sample-hash-0001,completed,201,4cf48f5b-603c-5720-a5d0-fa6697541c9f,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
7beb03d6-61dc-55a3-9ac9-a9711563dc21,8ac9d97e-2486-5630-9e30-18e96afb9598,c377b6e4-ca1e-585d-b471-81ba36d7d25e,create_order,sample-hash-0001,completed,201,ecd2ab1a-0622-51f1-8043-b19262a7addb,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
034207fa-86ca-5121-9683-f36d10704259,9691370c-7623-5e74-96b4-05f06174ce60,209dc520-ebe4-596d-b4c3-b5fd6e128138,create_order,sample-hash-0001,completed,201,b2276c59-956d-5c13-8003-3ada140a55d8,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
7dc96258-f532-5c2d-9e8f-577f0a685c7e,6fc30bf3-b0e7-5be5-b528-cf48b89c72de,ba49595f-95ea-5a87-b929-b4a481a35810,create_order,sample-hash-0001,completed,201,5dd81f68-b2c1-5c5b-b1d4-f73ee721d116,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
ea350cfc-b06b-5086-91db-4b1fb75cd9a3,3eb8807f-dcca-5f6d-b9cc-938a9cf4fde5,3592bdc8-bce6-5257-aa6c-ed34589a6216,create_order,sample-hash-0001,completed,201,16fcfa49-306d-5031-b940-c9fd4da435d1,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
e7c3004f-715e-5b42-9433-3c2dcfaa056f,e49e8901-4804-5bb3-90b6-383c5c69d0fd,13d2de43-42a1-5eb9-a8fe-695dae8e4026,create_order,sample-hash-0001,completed,201,a094425f-8725-52d5-978d-9890da8dcf58,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
d468756f-42ba-5079-b146-670c210c2f67,17fa1894-0786-5d59-9d49-d996884f8b6c,688af18e-12b3-5301-98ef-9e3e821be41b,create_order,sample-hash-0001,completed,201,ef203fed-b93e-52de-937b-57c3ff030578,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
cf5b66a6-e694-55b9-a527-467b73f30e9d,d686a13c-c3b7-53d3-8eeb-16f584021401,4da8bc0a-8d1f-5ef3-9f94-aff3e48353d3,create_order,sample-hash-0001,completed,201,fe94bf77-950d-5828-9523-bda16ae24f8a,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
78050011-bf02-53b6-a0e2-92dfb4303964,f98dae57-be32-59c1-bd2f-8d1dfcd44f19,6e0bbcc3-e51f-59e2-81b1-afa050110104,create_order,sample-hash-0001,completed,201,3fe31ccd-b39a-5dca-8f5f-f98bf1162b3b,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
9bf51732-219f-5905-9e56-f51ace5c2305,e5602e8e-2b81-54a3-9ad3-99e171943b9b,c25d3d1c-5e67-582e-92ad-6748b1fb1cc9,create_order,sample-hash-0001,completed,201,d229ca0f-6d9d-525f-ba33-2c3d78f399e4,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
2b5986f4-1650-55fc-8992-23c892d3dab8,3e156928-85eb-5160-9061-58085936c344,08c875bc-ddf0-5c36-85e9-cdaf8fd07e6f,create_order,sample-hash-0001,completed,201,4edcd556-25a0-5b4b-a2a4-a20b7869e5ce,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
c657f189-963e-5414-a33e-aa690089fbfb,cf1c7761-d8c5-59c4-b712-be7cee293ecd,893ecb6d-9b7f-553d-b6a9-ad0a079bcd1a,create_order,sample-hash-0001,completed,201,c83f64dc-472b-5668-bf36-327debeeef06,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
b6f3c66a-caf7-5b26-830e-d4efd29775a9,242c6b24-4819-55e1-ada6-3474d41d2591,c7c43f5b-c460-50f8-bb77-fda1eed7bf9f,create_order,sample-hash-0001,completed,201,3277f419-6976-5730-8fb3-6eced2ee491c,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
e053b90b-68c9-5337-b271-9eaa4126841c,00bf815b-8ec0-525c-91ae-c75d6215ab82,3ebbfe93-0268-5da5-8baf-431677bbdfa1,create_order,sample-hash-0001,completed,201,f9cf74e9-e95d-5d16-8516-c4fb751dbeda,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
8453b3bc-7e35-5d25-ae50-1ff83c2e30ae,3fb4327f-6290-5060-a04f-73ab04d4f47d,60c5fecd-2b3d-51b7-85c7-cbbd9908f30a,create_order,sample-hash-0001,completed,201,768760e4-4bb0-5fc0-956f-d7137703c8b0,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
8bb7684b-1d5f-5610-a47b-ce8b3546a189,79398728-5f8c-517f-b9a2-504a1ea9968d,3724f52e-3840-5498-935a-e933a41533e1,create_order,sample-hash-0001,completed,201,d6f419a1-eb1d-577d-b6b8-25072f213872,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
39a3a3db-7e79-5a09-b7aa-307e0dd9a887,364682d9-a566-5729-b3f3-a582a8439ac2,8683ca1e-7b2e-58a3-b69d-08a0bfa4c79c,create_order,sample-hash-0001,completed,201,afd9195d-dea1-55d8-a303-b0b4b897e212,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
623b821a-5e26-5136-b041-6a5cd4d1c2f8,6b83f82a-b0d3-5f11-a7e7-5ea7fc08178a,7bdf489b-ee5e-536e-a1c7-b85e0ad4a491,create_order,sample-hash-0001,completed,201,421ff8d9-d7d4-5879-b00a-c512b28fd4df,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
5faea22b-09fd-5545-b178-3fc8f98cd577,73ee6614-e352-5de3-a577-024031effd8c,b17ad00a-f2a9-5352-b2a1-879712403d19,create_order,sample-hash-0001,completed,201,a3ab5eeb-9e56-5cdc-b71a-9336112b8aec,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
3d13475d-a058-5ed2-b030-8d352db0fef2,911b7224-43b0-5f89-9682-3694f61993ac,70d5f226-75c8-540a-beac-1960d6c5e7be,create_order,sample-hash-0001,completed,201,fd0b8bb2-7e67-559b-bdba-58f1e9ce0282,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
a773f373-e280-5a91-b0fd-db01f2658391,33f3e3b1-762b-59ed-92e6-bb6ba2c77b9f,97a976e2-bb24-5f8d-9806-34d97043c829,create_order,sample-hash-0001,completed,201,15ee0899-79ad-57ff-b4a4-e71768fe7448,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
f1223cac-779d-542c-8d94-39f025dfed09,82a6256a-39e3-5ed5-ba98-2fbb9e4f1e01,6e4240bf-7bf1-5a83-98cf-2f9e31424d1d,create_order,sample-hash-0001,completed,201,7e2f25cc-ae76-5112-9dd7-2ba69f5e0e8d,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
7de92f49-4810-5c98-a572-cc0d80271703,d7aeb361-4f20-575d-aa0a-ab54f6502f2f,29a9e9ea-baa3-5195-9b80-18c0c70ceb7c,create_order,sample-hash-0001,completed,201,06a252f3-4436-5c52-9b4e-ce4a4ce86b99,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
009f35c4-78b8-53d2-979c-c56cadafd4ef,5e8e1ce8-2127-5c56-b7de-235191a84c2c,a01b46b7-a000-5101-a463-b85c73953cf4,create_order,sample-hash-0001,completed,201,93c812ad-0f00-55b9-9c72-20153dde4a5a,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
8651e1a5-96d7-528e-859f-9effa83caf0e,e5cade66-49e7-56fe-8554-5662c616feb1,64ac5067-a788-54b9-982d-8b7e58bc9cc4,create_order,sample-hash-0001,completed,201,2cda9f50-6f04-507e-9f64-404cfe963083,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
03f11983-1790-5e67-9032-d1b86e915fc5,5138e8ec-9cdd-58b6-b84d-7abc4ed26c31,228c9d84-5a93-55a9-bda7-915e43b12225,create_order,sample-hash-0001,completed,201,ef055e36-cfcf-5866-8188-6d6905e6c8e4,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
623e4d1c-0d70-5971-9416-417915672e7c,a1113ba6-ae86-56d6-a8c6-1285d44b0f2d,908b3a5c-5aaf-5a59-a4d9-64e4dbf67dbc,create_order,sample-hash-0001,completed,201,ad638b19-0416-5c7a-8086-be63838d4522,\N,2026-01-01T11:55:00Z,2026-01-01T11:55:01Z
