id,restaurant_id,branch_id,code,name,operational_status,configuration,created_at_utc,created_by,updated_at_utc,updated_by,concurrency_version
0084e2d3-f3c5-533a-978a-85bd17e54fdd,d615a3b5-351d-5ed5-bb69-c4dcac36aa00,fa14de3c-59ba-5043-85cf-df1adc6ec579,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
e2b1e144-487e-59a5-9b31-79d39f7fd007,bb3ac671-6c2e-5416-acd7-85d71693d50e,d95ff0d0-166d-5c92-a350-c84753a190e6,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f4312d26-746c-5fc4-9f33-d2e6ed6972a0,bfad71f3-0e54-5467-bb83-c8664b3d7bc3,4f8897d5-01d5-51cf-b731-c0c00a95f276,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c70c6c46-9ed9-5b71-9b03-a4658d806b3e,104f9e79-e136-5ed4-a852-64d160340e45,667d8806-3545-519a-b50d-53f59e32b5de,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
b0d760e9-b86b-5b23-a7ac-02006fe6308b,caa70f0d-2314-5cf5-a481-0c259c347e04,5fc8b896-34d2-51bd-a704-ce34bc761aa5,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
3fb32ebf-af8a-5d3e-8051-d1e1320e8c43,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,ffe4fc95-0766-5217-8799-406087e64b0a,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
9dedaf5c-1a11-5cf0-ba8f-266fbaf5cea6,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,e7663958-ddb0-5009-aee0-c69a3861fd37,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
3f0515a3-c07d-53f9-80b9-b3b8e0ef460d,5a29b0dd-09ca-560f-b248-db0555c5c325,f8931a36-3c7e-5d3d-b99b-0e8000d839ce,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
0d49dc60-1454-5bc5-8f79-6c4e86b1f089,bab016a4-e1f0-5423-95ba-68a55a375518,c0a69b24-fff7-59b2-8e17-c301343502e7,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
b33f8e32-3867-59fe-9b97-47191a5ffd7f,bf67c71a-ef24-5eed-87ee-0b99059448c0,845ec984-3327-5af2-b730-832d5fb90ea6,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a37e6e1e-a7f2-59d9-957e-d834f8c6cc00,07b24cca-976d-532c-9467-d2343cc9f38d,2e2fed70-3112-5e2b-afae-d094b8e1a56d,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4c9ebc01-b1bb-5219-8439-0dbcd8d41462,fa9711c5-4a59-5910-b824-83392f64a533,042f9a90-c603-52f8-9683-6dd865bd3467,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
bbc7ebc2-f068-57fa-a815-f6bcc424cb4d,597b352f-cbab-5ea6-893f-73309ac2fbf9,3199c167-cd10-5315-823a-3b014d34d69f,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
d3212aa0-beef-5db1-8c93-443e0750864d,22681635-41b9-56da-a764-798ba158a3ac,0a203a36-6b49-56b0-9087-a1253c097f85,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
9ea01f26-352f-514a-9406-42e1818a3c15,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,0d183c94-22f0-5c0a-8fec-a64846db6040,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4e403024-c6d3-595a-b966-18d80e5e3324,fce39051-f305-572f-83db-29fbaf5b798a,b70966b0-2c1a-5931-b8d4-e751c36d4ad5,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a227a3bd-3da0-5d18-bf7c-fea7ef867881,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,876adc77-ae03-526c-b50f-6ff9e368ad3b,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
7d72d8e4-6724-54bd-8450-99739a934e19,4b8ac2bc-db12-5fb9-8556-20aa186929f6,98155b61-0bd0-57a3-958f-41a36459ba58,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
25a98076-1613-5321-a1e5-f4552b262393,7a5fbc73-7498-500c-b457-d15f22bb9989,5fc9c4c2-206c-56e2-a998-5dee4521bddc,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
267b251b-add2-553c-9098-32cd85354f34,8ca9e1ae-e628-59af-8ab4-395d06328807,1a0ee057-44b7-5c27-92d4-911c4e8df9ef,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a5e7a3e4-e5af-5751-b274-bcd139838f1a,98e2754e-6697-50e6-8bab-81a98e4aeca7,d25bcb6c-bea7-59ce-86dd-136731dedcdc,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
8927f507-713b-5dc8-a81d-577913a9649b,bbf4f4ee-81c9-55b0-80af-33be79e561ee,d6b7b387-aa6c-5e89-915b-088f916b3391,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
e067a39e-5723-5124-b4d5-a19ba5bb1709,c1460c74-b0e2-5d90-9797-9f6b2e861e30,6c56f38a-db9c-532d-bea6-f8b7b8e5363e,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
9642d0ca-6900-5737-bbcd-7d481d3bfeaf,67af2cf8-ba63-5420-aaa1-3d4828850036,8cd62544-e65c-5e26-89a3-ed106b53e100,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4659755d-f687-50a3-b06e-ae0cd7990c65,517ff701-319d-502a-b5b9-e1c36a3cde3c,6284841b-ba33-5daa-87ab-e40d3dad4270,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
7c205603-9711-5159-87a4-0bcb9ce90bbe,b3efb6f0-9635-58cf-b533-6394b23e857d,51fcc856-dc42-516c-884f-d11046c42b0f,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
b5ed5951-13e0-5856-a7ae-de24e3094f97,707f9a45-b18a-5759-b1bd-cb4b9991c763,1c0c241c-706a-5a03-af89-51f36be3b31d,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
9ed571f8-8d34-58f2-a6c8-318daf4431e5,4b4841d6-837e-5b3a-8625-eb21c5856ff2,f8172349-4251-59ce-97e9-b7557d3de161,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c372c531-8a1f-5f34-b032-974721dc708c,c4afafa8-25c3-527c-95bc-c2ce6efb5a36,4e9b46f3-a80d-5bbe-8e48-6e272ac4ec7d,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a92a65b7-b704-5b2c-9d9c-9ad594b71567,44c58e92-2d0f-5de4-949a-53cca4b7c650,a8ce6ace-de10-5b9e-8562-ff399d9b3720,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
cdd9e8ca-1cc2-58d0-baf4-66e466b33a94,fadf79e7-84bd-54aa-8fce-71315980e940,3ad62353-9d14-5c8b-8b49-dd707e7062f6,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4ef4f8fa-482f-591f-bdec-f5ec4db3fc90,a3bed95f-b4d1-5aea-963e-723a3b5343d7,bc09cbc5-215f-541b-8c6e-3a2424f57dc1,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
33f95d09-5aaf-5cf2-9c80-d922bddf7a40,dfc9650b-5da6-5083-b918-0069b7f18a39,bfab66d1-5579-5df8-8823-877a42101df8,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
87f55fc3-440b-5474-98d2-872340debe70,e40302ce-cd87-5926-898b-7077c873c69c,54df2c82-6a6d-5d6d-8805-8cbfa0d3b5a9,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
5a231e3c-bd33-5d47-aa97-b4caeccb1511,c1f4e8f0-e00b-5a1e-82a4-2aa113ce0e2e,5ab65997-731d-59e8-89c1-ca8e45e1c4da,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
739cbf53-fa1b-5f27-9bdb-8ea269b65862,80267d1d-6166-5d66-a39a-2fe7d3ec9558,59352201-4c08-5821-a06b-4627e245eb0d,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
2c76b293-0d88-5c10-b7e1-fb53b1ee41a4,7e941da0-444e-555b-8c14-37022c2450f6,bde6ac3c-0fdb-56ed-97fc-675192dd4673,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
804ae3cb-1d9f-500e-b5d4-62d913db6269,9e1b7503-21ff-59f4-83b8-5c7bb3c79c9c,628f45fd-8c77-5687-a364-ec838e2235f0,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c0603117-3e79-50d3-a94e-c3b5a4fd7de5,c824a05f-57b4-564d-8182-a0acb1779be0,c201d0c9-9b7c-5ee8-ab68-8c13372204d1,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
0347f75f-a33c-52a8-af35-f76dba4f4850,7b2007ac-f4b3-5a96-998c-4b5bdb6201f7,7eece59b-5668-5599-a4e2-6709233fcb68,marina_store,Marina POS Store,active,"{""offlineMode"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
