id,store_id,terminal_id,employee_identity_subject_id,shift_number,status,opened_at_utc,closed_at_utc,opened_by,closed_by,created_at_utc,updated_at_utc,concurrency_version
e81af0c8-1844-5809-a353-0be09aee60fc,0084e2d3-f3c5-533a-978a-85bd17e54fdd,7c721358-40f2-53fe-aa74-5e44e9a4aeec,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
54f08356-3ad3-5eb9-afd1-4abf55bc74a7,e2b1e144-487e-59a5-9b31-79d39f7fd007,a50eb5ff-5d37-5215-81de-5851f1f5c5fa,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
5b66fb27-3234-5004-a2ef-73df6202b1d9,f4312d26-746c-5fc4-9f33-d2e6ed6972a0,e3204688-240a-54ec-8a74-405e019d12d4,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
f7944d0a-b386-5e47-b4c1-6b58338a898b,c70c6c46-9ed9-5b71-9b03-a4658d806b3e,bfab3b53-a1df-5997-80ae-78165f29846c,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
eaee3e96-c5a0-5643-a752-750e71c28cc9,b0d760e9-b86b-5b23-a7ac-02006fe6308b,cd291c8d-0dfc-5b56-b490-9e1fad538191,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
06feafc5-e8ad-5db6-bb27-dd9e40432abe,3fb32ebf-af8a-5d3e-8051-d1e1320e8c43,a4fa370b-bb1e-5ca4-a598-8ab38d3aa123,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
ae74e0ad-b7da-5d04-b9d9-fffe512e0a71,9dedaf5c-1a11-5cf0-ba8f-266fbaf5cea6,5fba96f9-47d5-5608-9904-9ef85c8f2bdf,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
f2bbf4b7-19f9-5a0e-ae42-1c41a35527fd,3f0515a3-c07d-53f9-80b9-b3b8e0ef460d,61703e60-3ba6-54d2-b8c5-c1471f3b24bc,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
77bd2065-b567-52d3-b23a-af40bcdc2f0f,0d49dc60-1454-5bc5-8f79-6c4e86b1f089,f1a025dc-298c-5281-b64a-425b8878c910,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
c3c732a0-387d-510b-ac87-cd267521fcb2,b33f8e32-3867-59fe-9b97-47191a5ffd7f,03982eeb-42c8-5f39-a64e-60d1f38ca6d6,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
54e9db39-001c-5fbb-afc3-0d09711b6528,a37e6e1e-a7f2-59d9-957e-d834f8c6cc00,1df58e3a-d9b9-5a97-8dff-ec13f87c0a19,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
fa2608d2-8d56-511f-820d-0653a788bc0a,4c9ebc01-b1bb-5219-8439-0dbcd8d41462,9d11d879-5b94-5959-8a89-dd5274476a2c,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
fbc99593-9cdf-54f2-ad5c-1178bd2d05c7,bbc7ebc2-f068-57fa-a815-f6bcc424cb4d,d13d67cf-2efe-5cd2-9978-b5dba847fd1c,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
78f9251f-933a-5fa9-80fc-4d5bdad8819a,d3212aa0-beef-5db1-8c93-443e0750864d,329e97f5-0be5-53d6-b583-b963681c62b3,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
0e5a6198-b4b5-5dce-8ccd-4bf600398d4b,9ea01f26-352f-514a-9406-42e1818a3c15,8ac9d97e-2486-5630-9e30-18e96afb9598,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
28286cbf-2578-5fee-9acd-95d9354d923c,4e403024-c6d3-595a-b966-18d80e5e3324,9691370c-7623-5e74-96b4-05f06174ce60,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
cc063b69-2f0d-549e-afa9-c327c35d89ca,a227a3bd-3da0-5d18-bf7c-fea7ef867881,6fc30bf3-b0e7-5be5-b528-cf48b89c72de,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
2b54e33f-b38c-5b64-bfd3-d58851d64936,7d72d8e4-6724-54bd-8450-99739a934e19,3eb8807f-dcca-5f6d-b9cc-938a9cf4fde5,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
3fa6d98b-f730-5f7e-8ba3-a4c646e406cc,25a98076-1613-5321-a1e5-f4552b262393,e49e8901-4804-5bb3-90b6-383c5c69d0fd,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
55f30982-7e92-5292-8bb5-a44be6f80c1d,267b251b-add2-553c-9098-32cd85354f34,17fa1894-0786-5d59-9d49-d996884f8b6c,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
d7f1daa7-9177-5898-94b0-f151e805c4ea,a5e7a3e4-e5af-5751-b274-bcd139838f1a,d686a13c-c3b7-53d3-8eeb-16f584021401,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
e0f08ad7-90d7-51d7-8d0b-390f853f6dc3,8927f507-713b-5dc8-a81d-577913a9649b,f98dae57-be32-59c1-bd2f-8d1dfcd44f19,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
44673dcf-8c8e-5129-bedc-32a69d5fabe8,e067a39e-5723-5124-b4d5-a19ba5bb1709,e5602e8e-2b81-54a3-9ad3-99e171943b9b,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
6bd655c3-47e7-5ceb-a73f-92f3fb22b2a0,9642d0ca-6900-5737-bbcd-7d481d3bfeaf,3e156928-85eb-5160-9061-58085936c344,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
45913661-64e5-5648-980a-4208b6f2458e,4659755d-f687-50a3-b06e-ae0cd7990c65,cf1c7761-d8c5-59c4-b712-be7cee293ecd,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
e20e5f36-43c9-5f12-afb8-f70774d3badd,7c205603-9711-5159-87a4-0bcb9ce90bbe,242c6b24-4819-55e1-ada6-3474d41d2591,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
7b87b426-23a8-50b8-a7f6-c5c1c3014194,b5ed5951-13e0-5856-a7ae-de24e3094f97,00bf815b-8ec0-525c-91ae-c75d6215ab82,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
ca3dad3b-d2c5-5a8b-bdee-6385077bbcb6,9ed571f8-8d34-58f2-a6c8-318daf4431e5,3fb4327f-6290-5060-a04f-73ab04d4f47d,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
95b64a7c-8c21-5582-a2b4-cc6b532658df,c372c531-8a1f-5f34-b032-974721dc708c,79398728-5f8c-517f-b9a2-504a1ea9968d,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
1391ab99-5b60-5864-8379-e02ec41a4bd0,a92a65b7-b704-5b2c-9d9c-9ad594b71567,364682d9-a566-5729-b3f3-a582a8439ac2,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
d258a6e8-ce91-5bdd-a2a5-726ed106ab53,cdd9e8ca-1cc2-58d0-baf4-66e466b33a94,6b83f82a-b0d3-5f11-a7e7-5ea7fc08178a,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
8ca47ba8-10c3-5073-8fa3-5a5b56d2e1e8,4ef4f8fa-482f-591f-bdec-f5ec4db3fc90,73ee6614-e352-5de3-a577-024031effd8c,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
0b9f53bf-02dc-5421-a594-024d27e5eb1d,33f95d09-5aaf-5cf2-9c80-d922bddf7a40,911b7224-43b0-5f89-9682-3694f61993ac,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
b53b04e9-42d1-5569-b92d-d9b083bcf108,87f55fc3-440b-5474-98d2-872340debe70,33f3e3b1-762b-59ed-92e6-bb6ba2c77b9f,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
ab0d1fb7-dc57-5564-a4f5-cdcae577d810,5a231e3c-bd33-5d47-aa97-b4caeccb1511,82a6256a-39e3-5ed5-ba98-2fbb9e4f1e01,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
4499a237-7807-5442-95af-09a2310ee1f5,739cbf53-fa1b-5f27-9bdb-8ea269b65862,d7aeb361-4f20-575d-aa0a-ab54f6502f2f,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
4591879c-c073-5810-8761-98866b17a81e,2c76b293-0d88-5c10-b7e1-fb53b1ee41a4,5e8e1ce8-2127-5c56-b7de-235191a84c2c,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
febcbe2b-a957-50a6-8f73-8ff2ff049804,804ae3cb-1d9f-500e-b5d4-62d913db6269,e5cade66-49e7-56fe-8554-5662c616feb1,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
45075cb9-2d9a-5f9b-8f13-a64674d49703,c0603117-3e79-50d3-a94e-c3b5a4fd7de5,5138e8ec-9cdd-58b6-b84d-7abc4ed26c31,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
8d30181f-da45-5ef1-9462-7aea9c79fb13,0347f75f-a33c-52a8-af35-f76dba4f4850,a1113ba6-ae86-56d6-a8c6-1285d44b0f2d,sample-user-001,DEMO-SHIFT-0001,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,sample-user-001,sample-user-001,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
