id,cash_session_id,movement_type,amount,order_id,payment_id,reason_code,occurred_at_utc,recorded_by
f6f5511e-5ab3-5092-9cb7-b88d60dbcbab,1bcc10ab-2e0b-5910-b488-58b6b5e3c221,sale,19.5160,afd9195d-dea1-55d8-a303-b0b4b897e212,f48d86af-6b3e-5898-ad10-3812b216d181,\N,2026-01-01T12:21:00Z,sample-user-001
6ac87f7a-5467-5476-8854-d0496c30e8fd,e34272ea-2156-5b31-bd38-87276a9bef1a,sale,19.5160,421ff8d9-d7d4-5879-b00a-c512b28fd4df,691b7211-6b7e-5fa4-b934-e5671a058ccc,\N,2026-01-01T12:21:00Z,sample-user-001
7e01f229-67e3-5ab5-89ac-090e071652a9,b7d33afe-7c37-5366-bfa7-8f40f7cadc46,sale,19.5160,a3ab5eeb-9e56-5cdc-b71a-9336112b8aec,cea27ade-bd75-54bc-a49c-c933d40ad12f,\N,2026-01-01T12:21:00Z,sample-user-001
b38fb0d7-27fc-5677-8266-cbd1a84fd48b,ce25b35c-05d0-59a8-8ec9-4b37f994c45a,sale,19.5160,fd0b8bb2-7e67-559b-bdba-58f1e9ce0282,926a82db-ddbb-594f-b6df-1476b559e34b,\N,2026-01-01T12:21:00Z,sample-user-001
6a5a8b36-4f49-57cc-8a0b-b5b8bfb78a91,7472be8f-4381-5dcf-93ae-94a23747478f,sale,19.5160,15ee0899-79ad-57ff-b4a4-e71768fe7448,62571d1f-0892-5384-ad6b-9c1db0d29e6a,\N,2026-01-01T12:21:00Z,sample-user-001
2ad960f3-7eb1-5b24-82d2-a7d60077a8c5,99779e1a-6192-596f-b466-385e7a055b33,sale,19.5160,7e2f25cc-ae76-5112-9dd7-2ba69f5e0e8d,2f758c4d-cdd0-5646-af21-82f425565c2b,\N,2026-01-01T12:21:00Z,sample-user-001
90a1ec54-2c50-5977-87f6-9227c6f9eaa4,3c083234-2745-578e-aecb-0bebcbbb951b,sale,19.5160,06a252f3-4436-5c52-9b4e-ce4a4ce86b99,84748c6d-06ff-570f-a862-84096de7c759,\N,2026-01-01T12:21:00Z,sample-user-001
9774589d-271e-5415-9da2-2a301e54068e,1db34ab3-837a-589b-9d36-dcf7b2a5d699,sale,19.5160,93c812ad-0f00-55b9-9c72-20153dde4a5a,0a920505-ab56-5b2e-9c47-91e1fe0e1ad6,\N,2026-01-01T12:21:00Z,sample-user-001
b5359980-bedf-5803-87f7-6b075f571f8d,3482e089-7e83-5e6c-b58c-f6af5193fd19,sale,19.5160,2cda9f50-6f04-507e-9f64-404cfe963083,4db4f594-168d-51ed-9db3-2b3afc78697f,\N,2026-01-01T12:21:00Z,sample-user-001
24b51066-2d73-59e9-839a-8d706b8cae0b,85cb0838-5daa-5e53-9e20-8b8c6480285a,sale,19.5160,ef055e36-cfcf-5866-8188-6d6905e6c8e4,5527076f-dc8f-54fe-ba6a-e0f209f5186c,\N,2026-01-01T12:21:00Z,sample-user-001
4c16506f-a0c3-5955-b723-bd086eb702e9,fa7c4a89-ac97-5ac2-8e48-16914a015e0f,sale,19.5160,ad638b19-0416-5c7a-8086-be63838d4522,2b833c64-dfe1-5172-a528-2dde050b0c1c,\N,2026-01-01T12:21:00Z,sample-user-001
