id,store_id,shift_id,currency,opening_amount,expected_closing_amount,actual_closing_amount,variance_amount,status,opened_at_utc,closed_at_utc,created_at_utc,updated_at_utc,concurrency_version
774448ef-2146-52a1-b26e-dc9962b0c373,4c9ebc01-b1bb-5219-8439-0dbcd8d41462,fa2608d2-8d56-511f-820d-0653a788bc0a,SGD,100.0000,119.5160,119.5160,0.0000,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
ad06c9d0-40a0-5451-aee6-2bdd5968f0cf,bbc7ebc2-f068-57fa-a815-f6bcc424cb4d,fbc99593-9cdf-54f2-ad5c-1178bd2d05c7,SGD,100.0000,119.5160,119.5160,0.0000,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
ee49f07f-bb65-50bb-bab7-b512c7cf09db,d3212aa0-beef-5db1-8c93-443e0750864d,78f9251f-933a-5fa9-80fc-4d5bdad8819a,SGD,100.0000,119.5160,119.5160,0.0000,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
51420a3c-7672-5dfa-9046-7f97477e0484,9ea01f26-352f-514a-9406-42e1818a3c15,0e5a6198-b4b5-5dce-8ccd-4bf600398d4b,SGD,100.0000,119.5160,119.5160,0.0000,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
62d04e57-0b00-554d-a0cf-2e32de6c85c4,4e403024-c6d3-595a-b966-18d80e5e3324,28286cbf-2578-5fee-9acd-95d9354d923c,SGD,100.0000,119.5160,119.5160,0.0000,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
26de8bae-09aa-556e-b721-a8d5294dab02,a227a3bd-3da0-5d18-bf7c-fea7ef867881,cc063b69-2f0d-549e-afa9-c327c35d89ca,SGD,100.0000,119.5160,119.5160,0.0000,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
afe750fe-8955-51d3-a238-b6bd42c09f81,7d72d8e4-6724-54bd-8450-99739a934e19,2b54e33f-b38c-5b64-bfd3-d58851d64936,SGD,100.0000,119.5160,119.5160,0.0000,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
5a840003-6a34-5670-a662-0a4c9fccdfd1,25a98076-1613-5321-a1e5-f4552b262393,3fa6d98b-f730-5f7e-8ba3-a4c646e406cc,SGD,100.0000,119.5160,119.5160,0.0000,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
222f29b3-454b-5492-9890-d3186a3ce7e0,267b251b-add2-553c-9098-32cd85354f34,55f30982-7e92-5292-8bb5-a44be6f80c1d,SGD,100.0000,119.5160,119.5160,0.0000,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
2bcb3d2c-9cb0-5336-86e6-4c210bc07703,a5e7a3e4-e5af-5751-b274-bcd139838f1a,d7f1daa7-9177-5898-94b0-f151e805c4ea,SGD,100.0000,119.5160,119.5160,0.0000,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
c23197e5-60a1-5cc9-a3a1-385f7526fd01,8927f507-713b-5dc8-a81d-577913a9649b,e0f08ad7-90d7-51d7-8d0b-390f853f6dc3,SGD,100.0000,119.5160,119.5160,0.0000,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
e49c7733-e798-5c3e-a712-880c2ace8eb7,e067a39e-5723-5124-b4d5-a19ba5bb1709,44673dcf-8c8e-5129-bedc-32a69d5fabe8,SGD,100.0000,119.5160,119.5160,0.0000,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
7fe7cf74-4313-5690-9986-eb899b4fb326,9642d0ca-6900-5737-bbcd-7d481d3bfeaf,6bd655c3-47e7-5ceb-a73f-92f3fb22b2a0,SGD,100.0000,119.5160,119.5160,0.0000,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
4f195e44-5f6f-5f0c-b34f-dac8f99baf04,4659755d-f687-50a3-b06e-ae0cd7990c65,45913661-64e5-5648-980a-4208b6f2458e,SGD,100.0000,119.5160,119.5160,0.0000,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
2c146f9b-876d-596f-ad7e-c62a97c62e3b,7c205603-9711-5159-87a4-0bcb9ce90bbe,e20e5f36-43c9-5f12-afb8-f70774d3badd,SGD,100.0000,119.5160,119.5160,0.0000,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
1f3b2b24-cb45-5ad6-8268-9de185f6675e,b5ed5951-13e0-5856-a7ae-de24e3094f97,7b87b426-23a8-50b8-a7f6-c5c1c3014194,SGD,100.0000,119.5160,119.5160,0.0000,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
7943f413-a8f5-56bc-9d19-48e19d6fcdd6,9ed571f8-8d34-58f2-a6c8-318daf4431e5,ca3dad3b-d2c5-5a8b-bdee-6385077bbcb6,SGD,100.0000,119.5160,119.5160,0.0000,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
12fadf92-db35-54e4-a7e4-9f4a67111568,c372c531-8a1f-5f34-b032-974721dc708c,95b64a7c-8c21-5582-a2b4-cc6b532658df,SGD,100.0000,119.5160,119.5160,0.0000,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
1bcc10ab-2e0b-5910-b488-58b6b5e3c221,a92a65b7-b704-5b2c-9d9c-9ad594b71567,1391ab99-5b60-5864-8379-e02ec41a4bd0,SGD,100.0000,119.5160,119.5160,0.0000,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
e34272ea-2156-5b31-bd38-87276a9bef1a,cdd9e8ca-1cc2-58d0-baf4-66e466b33a94,d258a6e8-ce91-5bdd-a2a5-726ed106ab53,SGD,100.0000,119.5160,119.5160,0.0000,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
b7d33afe-7c37-5366-bfa7-8f40f7cadc46,4ef4f8fa-482f-591f-bdec-f5ec4db3fc90,8ca47ba8-10c3-5073-8fa3-5a5b56d2e1e8,SGD,100.0000,119.5160,119.5160,0.0000,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
ce25b35c-05d0-59a8-8ec9-4b37f994c45a,33f95d09-5aaf-5cf2-9c80-d922bddf7a40,0b9f53bf-02dc-5421-a594-024d27e5eb1d,SGD,100.0000,119.5160,119.5160,0.0000,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
7472be8f-4381-5dcf-93ae-94a23747478f,87f55fc3-440b-5474-98d2-872340debe70,b53b04e9-42d1-5569-b92d-d9b083bcf108,SGD,100.0000,119.5160,119.5160,0.0000,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
99779e1a-6192-596f-b466-385e7a055b33,5a231e3c-bd33-5d47-aa97-b4caeccb1511,ab0d1fb7-dc57-5564-a4f5-cdcae577d810,SGD,100.0000,119.5160,119.5160,0.0000,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
3c083234-2745-578e-aecb-0bebcbbb951b,739cbf53-fa1b-5f27-9bdb-8ea269b65862,4499a237-7807-5442-95af-09a2310ee1f5,SGD,100.0000,119.5160,119.5160,0.0000,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
1db34ab3-837a-589b-9d36-dcf7b2a5d699,2c76b293-0d88-5c10-b7e1-fb53b1ee41a4,4591879c-c073-5810-8761-98866b17a81e,SGD,100.0000,119.5160,119.5160,0.0000,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
3482e089-7e83-5e6c-b58c-f6af5193fd19,804ae3cb-1d9f-500e-b5d4-62d913db6269,febcbe2b-a957-50a6-8f73-8ff2ff049804,SGD,100.0000,119.5160,119.5160,0.0000,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
85cb0838-5daa-5e53-9e20-8b8c6480285a,c0603117-3e79-50d3-a94e-c3b5a4fd7de5,45075cb9-2d9a-5f9b-8f13-a64674d49703,SGD,100.0000,119.5160,119.5160,0.0000,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
fa7c4a89-ac97-5ac2-8e48-16914a015e0f,0347f75f-a33c-52a8-af35-f76dba4f4850,8d30181f-da45-5ef1-9462-7aea9c79fb13,SGD,100.0000,119.5160,119.5160,0.0000,closed,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,2026-01-01T08:00:00Z,2026-01-01T16:00:00Z,1
