id,restaurant_id,store_id,code,device_type,registration_status,registered_at_utc,revoked_at_utc,last_seen_at_utc,last_sync_at_utc,configuration,created_at_utc,updated_at_utc,concurrency_version
7c721358-40f2-53fe-aa74-5e44e9a4aeec,d615a3b5-351d-5ed5-bb69-c4dcac36aa00,0084e2d3-f3c5-533a-978a-85bd17e54fdd,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
a50eb5ff-5d37-5215-81de-5851f1f5c5fa,bb3ac671-6c2e-5416-acd7-85d71693d50e,e2b1e144-487e-59a5-9b31-79d39f7fd007,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
e3204688-240a-54ec-8a74-405e019d12d4,bfad71f3-0e54-5467-bb83-c8664b3d7bc3,f4312d26-746c-5fc4-9f33-d2e6ed6972a0,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
bfab3b53-a1df-5997-80ae-78165f29846c,104f9e79-e136-5ed4-a852-64d160340e45,c70c6c46-9ed9-5b71-9b03-a4658d806b3e,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
cd291c8d-0dfc-5b56-b490-9e1fad538191,caa70f0d-2314-5cf5-a481-0c259c347e04,b0d760e9-b86b-5b23-a7ac-02006fe6308b,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
a4fa370b-bb1e-5ca4-a598-8ab38d3aa123,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,3fb32ebf-af8a-5d3e-8051-d1e1320e8c43,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
5fba96f9-47d5-5608-9904-9ef85c8f2bdf,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,9dedaf5c-1a11-5cf0-ba8f-266fbaf5cea6,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
61703e60-3ba6-54d2-b8c5-c1471f3b24bc,5a29b0dd-09ca-560f-b248-db0555c5c325,3f0515a3-c07d-53f9-80b9-b3b8e0ef460d,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
f1a025dc-298c-5281-b64a-425b8878c910,bab016a4-e1f0-5423-95ba-68a55a375518,0d49dc60-1454-5bc5-8f79-6c4e86b1f089,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
03982eeb-42c8-5f39-a64e-60d1f38ca6d6,bf67c71a-ef24-5eed-87ee-0b99059448c0,b33f8e32-3867-59fe-9b97-47191a5ffd7f,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
1df58e3a-d9b9-5a97-8dff-ec13f87c0a19,07b24cca-976d-532c-9467-d2343cc9f38d,a37e6e1e-a7f2-59d9-957e-d834f8c6cc00,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
9d11d879-5b94-5959-8a89-dd5274476a2c,fa9711c5-4a59-5910-b824-83392f64a533,4c9ebc01-b1bb-5219-8439-0dbcd8d41462,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
d13d67cf-2efe-5cd2-9978-b5dba847fd1c,597b352f-cbab-5ea6-893f-73309ac2fbf9,bbc7ebc2-f068-57fa-a815-f6bcc424cb4d,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
329e97f5-0be5-53d6-b583-b963681c62b3,22681635-41b9-56da-a764-798ba158a3ac,d3212aa0-beef-5db1-8c93-443e0750864d,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
8ac9d97e-2486-5630-9e30-18e96afb9598,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,9ea01f26-352f-514a-9406-42e1818a3c15,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
9691370c-7623-5e74-96b4-05f06174ce60,fce39051-f305-572f-83db-29fbaf5b798a,4e403024-c6d3-595a-b966-18d80e5e3324,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
6fc30bf3-b0e7-5be5-b528-cf48b89c72de,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,a227a3bd-3da0-5d18-bf7c-fea7ef867881,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
3eb8807f-dcca-5f6d-b9cc-938a9cf4fde5,4b8ac2bc-db12-5fb9-8556-20aa186929f6,7d72d8e4-6724-54bd-8450-99739a934e19,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
e49e8901-4804-5bb3-90b6-383c5c69d0fd,7a5fbc73-7498-500c-b457-d15f22bb9989,25a98076-1613-5321-a1e5-f4552b262393,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
17fa1894-0786-5d59-9d49-d996884f8b6c,8ca9e1ae-e628-59af-8ab4-395d06328807,267b251b-add2-553c-9098-32cd85354f34,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
d686a13c-c3b7-53d3-8eeb-16f584021401,98e2754e-6697-50e6-8bab-81a98e4aeca7,a5e7a3e4-e5af-5751-b274-bcd139838f1a,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
f98dae57-be32-59c1-bd2f-8d1dfcd44f19,bbf4f4ee-81c9-55b0-80af-33be79e561ee,8927f507-713b-5dc8-a81d-577913a9649b,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
e5602e8e-2b81-54a3-9ad3-99e171943b9b,c1460c74-b0e2-5d90-9797-9f6b2e861e30,e067a39e-5723-5124-b4d5-a19ba5bb1709,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
3e156928-85eb-5160-9061-58085936c344,67af2cf8-ba63-5420-aaa1-3d4828850036,9642d0ca-6900-5737-bbcd-7d481d3bfeaf,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
cf1c7761-d8c5-59c4-b712-be7cee293ecd,517ff701-319d-502a-b5b9-e1c36a3cde3c,4659755d-f687-50a3-b06e-ae0cd7990c65,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
242c6b24-4819-55e1-ada6-3474d41d2591,b3efb6f0-9635-58cf-b533-6394b23e857d,7c205603-9711-5159-87a4-0bcb9ce90bbe,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
00bf815b-8ec0-525c-91ae-c75d6215ab82,707f9a45-b18a-5759-b1bd-cb4b9991c763,b5ed5951-13e0-5856-a7ae-de24e3094f97,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
3fb4327f-6290-5060-a04f-73ab04d4f47d,4b4841d6-837e-5b3a-8625-eb21c5856ff2,9ed571f8-8d34-58f2-a6c8-318daf4431e5,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
79398728-5f8c-517f-b9a2-504a1ea9968d,c4afafa8-25c3-527c-95bc-c2ce6efb5a36,c372c531-8a1f-5f34-b032-974721dc708c,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
364682d9-a566-5729-b3f3-a582a8439ac2,44c58e92-2d0f-5de4-949a-53cca4b7c650,a92a65b7-b704-5b2c-9d9c-9ad594b71567,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
6b83f82a-b0d3-5f11-a7e7-5ea7fc08178a,fadf79e7-84bd-54aa-8fce-71315980e940,cdd9e8ca-1cc2-58d0-baf4-66e466b33a94,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
73ee6614-e352-5de3-a577-024031effd8c,a3bed95f-b4d1-5aea-963e-723a3b5343d7,4ef4f8fa-482f-591f-bdec-f5ec4db3fc90,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
911b7224-43b0-5f89-9682-3694f61993ac,dfc9650b-5da6-5083-b918-0069b7f18a39,33f95d09-5aaf-5cf2-9c80-d922bddf7a40,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
33f3e3b1-762b-59ed-92e6-bb6ba2c77b9f,e40302ce-cd87-5926-898b-7077c873c69c,87f55fc3-440b-5474-98d2-872340debe70,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
82a6256a-39e3-5ed5-ba98-2fbb9e4f1e01,c1f4e8f0-e00b-5a1e-82a4-2aa113ce0e2e,5a231e3c-bd33-5d47-aa97-b4caeccb1511,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
d7aeb361-4f20-575d-aa0a-ab54f6502f2f,80267d1d-6166-5d66-a39a-2fe7d3ec9558,739cbf53-fa1b-5f27-9bdb-8ea269b65862,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
5e8e1ce8-2127-5c56-b7de-235191a84c2c,7e941da0-444e-555b-8c14-37022c2450f6,2c76b293-0d88-5c10-b7e1-fb53b1ee41a4,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
e5cade66-49e7-56fe-8554-5662c616feb1,9e1b7503-21ff-59f4-83b8-5c7bb3c79c9c,804ae3cb-1d9f-500e-b5d4-62d913db6269,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
5138e8ec-9cdd-58b6-b84d-7abc4ed26c31,c824a05f-57b4-564d-8182-a0acb1779be0,c0603117-3e79-50d3-a94e-c3b5a4fd7de5,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
a1113ba6-ae86-56d6-a8c6-1285d44b0f2d,7b2007ac-f4b3-5a96-998c-4b5bdb6201f7,0347f75f-a33c-52a8-af35-f76dba4f4850,pos_01,pos,active,2026-01-01T00:00:00Z,\N,2026-01-01T12:30:00Z,2026-01-01T12:30:00Z,"{""testMode"":true}",2026-01-01T00:00:00Z,2026-01-01T12:30:00Z,1
