order_id,terminal_id,device_id,dining_table_id,employee_identity_subject_id,client_operation_id,collection_number,context
a094425f-8725-52d5-978d-9890da8dcf58,e49e8901-4804-5bb3-90b6-383c5c69d0fd,\N,61f6fe8e-4d29-5a5f-8267-00fafbdd76d8,sample-user-001,13d2de43-42a1-5eb9-a8fe-695dae8e4026,D001,"{""fictional"":true}"
ef203fed-b93e-52de-937b-57c3ff030578,17fa1894-0786-5d59-9d49-d996884f8b6c,\N,5785540a-3e79-5805-80b1-4553eed121df,sample-user-001,688af18e-12b3-5301-98ef-9e3e821be41b,D001,"{""fictional"":true}"
fe94bf77-950d-5828-9523-bda16ae24f8a,d686a13c-c3b7-53d3-8eeb-16f584021401,\N,65ba36c8-ad88-5c92-836b-b8d49f84566a,sample-user-001,4da8bc0a-8d1f-5ef3-9f94-aff3e48353d3,D001,"{""fictional"":true}"
3fe31ccd-b39a-5dca-8f5f-f98bf1162b3b,f98dae57-be32-59c1-bd2f-8d1dfcd44f19,\N,77db1f12-91b2-50fd-b00f-11857e8d84a0,sample-user-001,6e0bbcc3-e51f-59e2-81b1-afa050110104,D001,"{""fictional"":true}"
d229ca0f-6d9d-525f-ba33-2c3d78f399e4,e5602e8e-2b81-54a3-9ad3-99e171943b9b,\N,11049aff-1e84-5bc6-b99e-2a795cefed6d,sample-user-001,c25d3d1c-5e67-582e-92ad-6748b1fb1cc9,D001,"{""fictional"":true}"
4edcd556-25a0-5b4b-a2a4-a20b7869e5ce,3e156928-85eb-5160-9061-58085936c344,\N,f7752a0f-2d13-57b1-9bd8-3c43dab81fc4,sample-user-001,08c875bc-ddf0-5c36-85e9-cdaf8fd07e6f,D001,"{""fictional"":true}"
c83f64dc-472b-5668-bf36-327debeeef06,cf1c7761-d8c5-59c4-b712-be7cee293ecd,\N,2874fc46-550b-51fd-8f62-99ba2e18c61f,sample-user-001,893ecb6d-9b7f-553d-b6a9-ad0a079bcd1a,D001,"{""fictional"":true}"
3277f419-6976-5730-8fb3-6eced2ee491c,242c6b24-4819-55e1-ada6-3474d41d2591,\N,6f87a1a6-fc9f-5ba4-879f-d0fd90bb7886,sample-user-001,c7c43f5b-c460-50f8-bb77-fda1eed7bf9f,D001,"{""fictional"":true}"
f9cf74e9-e95d-5d16-8516-c4fb751dbeda,00bf815b-8ec0-525c-91ae-c75d6215ab82,\N,79f8c2b9-46ea-578c-90b7-d635d8a117e9,sample-user-001,3ebbfe93-0268-5da5-8baf-431677bbdfa1,D001,"{""fictional"":true}"
768760e4-4bb0-5fc0-956f-d7137703c8b0,3fb4327f-6290-5060-a04f-73ab04d4f47d,\N,2c8f6782-a124-51e9-af3c-27585740832e,sample-user-001,60c5fecd-2b3d-51b7-85c7-cbbd9908f30a,D001,"{""fictional"":true}"
d6f419a1-eb1d-577d-b6b8-25072f213872,79398728-5f8c-517f-b9a2-504a1ea9968d,\N,1e97e154-78f5-557d-81bb-947d02b74dac,sample-user-001,3724f52e-3840-5498-935a-e933a41533e1,D001,"{""fictional"":true}"
afd9195d-dea1-55d8-a303-b0b4b897e212,364682d9-a566-5729-b3f3-a582a8439ac2,\N,251b0c9f-6fa0-5fb4-aa0b-57220bade21a,sample-user-001,8683ca1e-7b2e-58a3-b69d-08a0bfa4c79c,D001,"{""fictional"":true}"
421ff8d9-d7d4-5879-b00a-c512b28fd4df,6b83f82a-b0d3-5f11-a7e7-5ea7fc08178a,\N,96827f69-ccce-5c6f-95ac-65e418d45789,sample-user-001,7bdf489b-ee5e-536e-a1c7-b85e0ad4a491,D001,"{""fictional"":true}"
a3ab5eeb-9e56-5cdc-b71a-9336112b8aec,73ee6614-e352-5de3-a577-024031effd8c,\N,4fa43d2c-d74d-5882-9bd9-8e1e44866e77,sample-user-001,b17ad00a-f2a9-5352-b2a1-879712403d19,D001,"{""fictional"":true}"
fd0b8bb2-7e67-559b-bdba-58f1e9ce0282,911b7224-43b0-5f89-9682-3694f61993ac,\N,f5c5a9e8-b050-5b28-9a31-aae7364aa136,sample-user-001,70d5f226-75c8-540a-beac-1960d6c5e7be,D001,"{""fictional"":true}"
15ee0899-79ad-57ff-b4a4-e71768fe7448,33f3e3b1-762b-59ed-92e6-bb6ba2c77b9f,\N,0027f4a8-fac7-51c0-93c3-8b3189806ef0,sample-user-001,97a976e2-bb24-5f8d-9806-34d97043c829,D001,"{""fictional"":true}"
7e2f25cc-ae76-5112-9dd7-2ba69f5e0e8d,82a6256a-39e3-5ed5-ba98-2fbb9e4f1e01,\N,4ab8b7bf-f973-52ca-bd75-7a05f5726a9a,sample-user-001,6e4240bf-7bf1-5a83-98cf-2f9e31424d1d,D001,"{""fictional"":true}"
06a252f3-4436-5c52-9b4e-ce4a4ce86b99,d7aeb361-4f20-575d-aa0a-ab54f6502f2f,\N,563d0231-e500-5dc9-b6a1-9d3b4a3603a3,sample-user-001,29a9e9ea-baa3-5195-9b80-18c0c70ceb7c,D001,"{""fictional"":true}"
93c812ad-0f00-55b9-9c72-20153dde4a5a,5e8e1ce8-2127-5c56-b7de-235191a84c2c,\N,2f7859e5-6cfc-5827-8af5-02734df05e9f,sample-user-001,a01b46b7-a000-5101-a463-b85c73953cf4,D001,"{""fictional"":true}"
2cda9f50-6f04-507e-9f64-404cfe963083,e5cade66-49e7-56fe-8554-5662c616feb1,\N,ec304cd4-c44b-5fa8-be37-51b6eb3f0261,sample-user-001,64ac5067-a788-54b9-982d-8b7e58bc9cc4,D001,"{""fictional"":true}"
ef055e36-cfcf-5866-8188-6d6905e6c8e4,5138e8ec-9cdd-58b6-b84d-7abc4ed26c31,\N,532d7c8d-d4fa-5d7d-ba54-3a7af4de130c,sample-user-001,228c9d84-5a93-55a9-bda7-915e43b12225,D001,"{""fictional"":true}"
ad638b19-0416-5c7a-8086-be63838d4522,a1113ba6-ae86-56d6-a8c6-1285d44b0f2d,\N,9394cffe-36fc-5598-921a-3773889d9586,sample-user-001,908b3a5c-5aaf-5a59-a4d9-64e4dbf67dbc,D001,"{""fictional"":true}"
