id,restaurant_id,branch_id,customer_id,order_number,currency,channel,service_type,guest_count,subtotal_amount,discount_amount,service_charge_amount,tax_amount,total_amount,status,submitted_at_utc,completed_at_utc,cancelled_at_utc,created_at_utc,created_by,updated_at_utc,updated_by,concurrency_version
450dca80-f375-51db-9401-680b18119c56,d615a3b5-351d-5ed5-bb69-c4dcac36aa00,fa14de3c-59ba-5043-85cf-df1adc6ec579,e42c3c87-2434-5d3b-ad9c-66ccf1b8c537,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
dd4b24fe-84b1-5666-8b71-c6f07650b798,bb3ac671-6c2e-5416-acd7-85d71693d50e,d95ff0d0-166d-5c92-a350-c84753a190e6,e2e97e59-026c-5c85-b773-7a0e17196c43,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
09634954-2342-52ba-9a0c-3a3b3306314e,bfad71f3-0e54-5467-bb83-c8664b3d7bc3,4f8897d5-01d5-51cf-b731-c0c00a95f276,c110fc98-4328-5f49-b862-f244458b0d0d,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
c9e72080-d5fc-5e91-b66a-01ba01d17273,104f9e79-e136-5ed4-a852-64d160340e45,667d8806-3545-519a-b50d-53f59e32b5de,495949fe-5655-56b8-86ca-9ee250d9328e,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
8739b75a-661c-5cd6-8d13-75d8b1d9ccb7,caa70f0d-2314-5cf5-a481-0c259c347e04,5fc8b896-34d2-51bd-a704-ce34bc761aa5,118183f4-9bb2-53ee-a2e2-71738aed2383,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
adb41fc7-e7d6-533e-b4db-aeeb5f280461,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,ffe4fc95-0766-5217-8799-406087e64b0a,63627e04-178e-51fe-9a56-1120f4dc7793,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
917b8fdf-f7f4-5a42-af5f-ce6870ce3ce2,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,e7663958-ddb0-5009-aee0-c69a3861fd37,91b5493f-31a1-53a0-ae8b-0268448a3837,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
aa1f0c86-0128-5242-9569-2ed5aa67aefc,5a29b0dd-09ca-560f-b248-db0555c5c325,f8931a36-3c7e-5d3d-b99b-0e8000d839ce,d4e7592f-86ef-5e35-80cb-62df9946a60d,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
78cefe97-766f-54d0-967b-6d1f2db51f88,bab016a4-e1f0-5423-95ba-68a55a375518,c0a69b24-fff7-59b2-8e17-c301343502e7,c6b3b0c9-defc-5caf-acdf-1c89d69817d5,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
c987aa17-b646-5efa-9b4a-7a676ccc4c21,bf67c71a-ef24-5eed-87ee-0b99059448c0,845ec984-3327-5af2-b730-832d5fb90ea6,d570a005-c150-563c-8280-3371b7b76ddc,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
09f7a746-3556-5328-81ed-f7f895569d48,07b24cca-976d-532c-9467-d2343cc9f38d,2e2fed70-3112-5e2b-afae-d094b8e1a56d,fe2b4483-7cc4-51ff-973c-074c3558768c,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
8e733609-455b-569f-9907-ddfadbbedf9b,fa9711c5-4a59-5910-b824-83392f64a533,042f9a90-c603-52f8-9683-6dd865bd3467,b4b93026-52bc-5feb-9714-61a517574b2b,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
40f114ce-9664-5538-b6d6-b44eca862dd4,597b352f-cbab-5ea6-893f-73309ac2fbf9,3199c167-cd10-5315-823a-3b014d34d69f,3c092657-d796-5f9a-aee5-a13fdec27ba6,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
4cf48f5b-603c-5720-a5d0-fa6697541c9f,22681635-41b9-56da-a764-798ba158a3ac,0a203a36-6b49-56b0-9087-a1253c097f85,7444016c-5aec-5701-a361-ef628f464b19,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
ecd2ab1a-0622-51f1-8043-b19262a7addb,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,0d183c94-22f0-5c0a-8fec-a64846db6040,c0863f04-b244-5bfd-a5fc-f7d415e433e4,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
b2276c59-956d-5c13-8003-3ada140a55d8,fce39051-f305-572f-83db-29fbaf5b798a,b70966b0-2c1a-5931-b8d4-e751c36d4ad5,9384ca03-9202-52d2-b77c-a9fb7ebc2ebb,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
5dd81f68-b2c1-5c5b-b1d4-f73ee721d116,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,876adc77-ae03-526c-b50f-6ff9e368ad3b,82821c0c-b82a-5bf8-87fe-813f3d7a39b1,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
16fcfa49-306d-5031-b940-c9fd4da435d1,4b8ac2bc-db12-5fb9-8556-20aa186929f6,98155b61-0bd0-57a3-958f-41a36459ba58,20957052-d997-5549-8bf2-15919155cc0f,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
a094425f-8725-52d5-978d-9890da8dcf58,7a5fbc73-7498-500c-b457-d15f22bb9989,5fc9c4c2-206c-56e2-a998-5dee4521bddc,d14f1171-d69e-54df-ad5f-9e1c19540319,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
ef203fed-b93e-52de-937b-57c3ff030578,8ca9e1ae-e628-59af-8ab4-395d06328807,1a0ee057-44b7-5c27-92d4-911c4e8df9ef,10ac7e64-6989-5edd-b781-fde1d34ce859,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
fe94bf77-950d-5828-9523-bda16ae24f8a,98e2754e-6697-50e6-8bab-81a98e4aeca7,d25bcb6c-bea7-59ce-86dd-136731dedcdc,05f6c5b9-1a4b-5c15-b5bf-6b4c5e4d6cab,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
3fe31ccd-b39a-5dca-8f5f-f98bf1162b3b,bbf4f4ee-81c9-55b0-80af-33be79e561ee,d6b7b387-aa6c-5e89-915b-088f916b3391,f9ee7fb6-6f44-50dc-80c2-253b41661dfe,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
d229ca0f-6d9d-525f-ba33-2c3d78f399e4,c1460c74-b0e2-5d90-9797-9f6b2e861e30,6c56f38a-db9c-532d-bea6-f8b7b8e5363e,dcd7526f-eb28-558d-a738-53483e9eba0b,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
4edcd556-25a0-5b4b-a2a4-a20b7869e5ce,67af2cf8-ba63-5420-aaa1-3d4828850036,8cd62544-e65c-5e26-89a3-ed106b53e100,c02d8cd9-9cc6-53f7-9d18-c92fd8eabfaa,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
c83f64dc-472b-5668-bf36-327debeeef06,517ff701-319d-502a-b5b9-e1c36a3cde3c,6284841b-ba33-5daa-87ab-e40d3dad4270,8334fb7b-5f4f-5348-850c-fbae8f77f33a,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
3277f419-6976-5730-8fb3-6eced2ee491c,b3efb6f0-9635-58cf-b533-6394b23e857d,51fcc856-dc42-516c-884f-d11046c42b0f,0ea9a37f-08cf-53a4-bd4a-58a733b4d7f3,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
f9cf74e9-e95d-5d16-8516-c4fb751dbeda,707f9a45-b18a-5759-b1bd-cb4b9991c763,1c0c241c-706a-5a03-af89-51f36be3b31d,8309367f-5041-577b-9157-9d60c8d62db9,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
768760e4-4bb0-5fc0-956f-d7137703c8b0,4b4841d6-837e-5b3a-8625-eb21c5856ff2,f8172349-4251-59ce-97e9-b7557d3de161,f7861994-7619-543c-a3c7-48deb07bcada,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
d6f419a1-eb1d-577d-b6b8-25072f213872,c4afafa8-25c3-527c-95bc-c2ce6efb5a36,4e9b46f3-a80d-5bbe-8e48-6e272ac4ec7d,252f88d1-e524-5b76-8f14-26af9758e3f2,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
afd9195d-dea1-55d8-a303-b0b4b897e212,44c58e92-2d0f-5de4-949a-53cca4b7c650,a8ce6ace-de10-5b9e-8562-ff399d9b3720,6f21e40a-9dc7-5182-9ded-3a25343c0d92,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
421ff8d9-d7d4-5879-b00a-c512b28fd4df,fadf79e7-84bd-54aa-8fce-71315980e940,3ad62353-9d14-5c8b-8b49-dd707e7062f6,7fee361e-6e20-555e-bb9a-3a55353df6e0,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
a3ab5eeb-9e56-5cdc-b71a-9336112b8aec,a3bed95f-b4d1-5aea-963e-723a3b5343d7,bc09cbc5-215f-541b-8c6e-3a2424f57dc1,4372e64a-2283-5fd0-b9b0-89186f98e8c2,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
fd0b8bb2-7e67-559b-bdba-58f1e9ce0282,dfc9650b-5da6-5083-b918-0069b7f18a39,bfab66d1-5579-5df8-8823-877a42101df8,8fffbdaf-3275-512f-bd93-29cea00981de,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
15ee0899-79ad-57ff-b4a4-e71768fe7448,e40302ce-cd87-5926-898b-7077c873c69c,54df2c82-6a6d-5d6d-8805-8cbfa0d3b5a9,7714403d-f4d8-5ff4-9163-d5ea06e6b4fa,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
7e2f25cc-ae76-5112-9dd7-2ba69f5e0e8d,c1f4e8f0-e00b-5a1e-82a4-2aa113ce0e2e,5ab65997-731d-59e8-89c1-ca8e45e1c4da,983dbde3-99e9-5d0b-b5bf-32b6f10eab63,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
06a252f3-4436-5c52-9b4e-ce4a4ce86b99,80267d1d-6166-5d66-a39a-2fe7d3ec9558,59352201-4c08-5821-a06b-4627e245eb0d,2f75fa96-7eb2-5350-9e64-3b079dc2f850,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
93c812ad-0f00-55b9-9c72-20153dde4a5a,7e941da0-444e-555b-8c14-37022c2450f6,bde6ac3c-0fdb-56ed-97fc-675192dd4673,8a1024fb-7ec6-5b10-bd4b-9d62b9cd3aaa,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
2cda9f50-6f04-507e-9f64-404cfe963083,9e1b7503-21ff-59f4-83b8-5c7bb3c79c9c,628f45fd-8c77-5687-a364-ec838e2235f0,1da2a441-1b5c-53c6-81fb-9c5ba08b5deb,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
ef055e36-cfcf-5866-8188-6d6905e6c8e4,c824a05f-57b4-564d-8182-a0acb1779be0,c201d0c9-9b7c-5ee8-ab68-8c13372204d1,f82c076b-a23a-5977-8b1d-850c53d68976,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
ad638b19-0416-5c7a-8086-be63838d4522,7b2007ac-f4b3-5a96-998c-4b5bdb6201f7,7eece59b-5668-5599-a4e2-6709233fcb68,2e7f80a1-4abc-5f66-9609-1d0822d669cb,DEMO-ORDER-0001,SGD,pos,dine_in,2,16.4000,0.0000,1.6400,1.4760,19.5160,completed,2026-01-01T12:00:00Z,2026-01-01T12:30:00Z,\N,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:30:00Z,sample-data,1
