id,order_id,order_line_id,modifier_group_id,modifier_option_id,group_name_snapshot,option_name_snapshot,quantity,unit_price,total_amount,created_at_utc,created_by
e70047c5-9d01-5b07-8098-3cac24d9e5d1,09634954-2342-52ba-9a0c-3a3b3306314e,468890b4-a3e1-5dc0-b08a-9b27c3a16122,4e361339-2843-55c2-8d17-d44ab2c7c97f,a08e833e-01d0-59e8-bf7c-16352a952cd1,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
e9a13a93-099e-5e2c-80fa-271bf1070168,c9e72080-d5fc-5e91-b66a-01ba01d17273,f5a3a733-9643-5d57-9c61-ca9412ef6bf3,11341b55-85d6-5603-b154-0efb0733aaf4,27f4603c-dc85-5754-bc2d-9e41d582c5da,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
46fa1c06-9eba-55b9-9c27-71e0d7a941fd,8739b75a-661c-5cd6-8d13-75d8b1d9ccb7,c664562d-2d41-5768-b0bd-b6f109307d15,01407082-a538-535b-af9d-d416ca40454e,10bb59f8-59d4-5723-a9b3-022ee957252e,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
40b41ad3-4986-50f3-9e3d-a60a978b0710,adb41fc7-e7d6-533e-b4db-aeeb5f280461,44686e73-130c-59c7-9e80-3c0adb3649ae,67788813-fe0f-52cb-b70c-083ba17fcca1,d2a3acb0-2221-54d1-93db-8d0e3f5f0ae5,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
3c2a7dba-7a3b-53f8-ad95-c1feae0f6497,917b8fdf-f7f4-5a42-af5f-ce6870ce3ce2,9ef8c7c5-9456-52bf-916a-223b4953d944,10f68856-a209-5466-9de2-eb7da63a76c1,56352bdc-c25f-5677-86de-8c39e5590c66,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
38907219-3295-58ab-b04e-80fd91e2143f,aa1f0c86-0128-5242-9569-2ed5aa67aefc,3511605a-e12f-5517-b468-1b9074cd11eb,301b8e3b-6e2f-540c-94ac-6670a31e38a8,195b4979-8515-5c2f-afa4-f0791e608653,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
11b23648-ec57-5f6f-ba26-0217b85e8c03,78cefe97-766f-54d0-967b-6d1f2db51f88,08afbef7-253c-557b-b779-08536733ab54,84f397e6-be53-5bb8-96e7-3d8f8154e487,58b1fbd8-a73b-57ff-9347-2d29fd889b10,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
075c32cc-942b-561d-b160-3435f40c87e1,c987aa17-b646-5efa-9b4a-7a676ccc4c21,daf143f0-fdb5-5a40-ba30-7199e32d128c,0c61ae82-4130-5724-9e0c-59083740d392,6e38fe2d-e910-5019-9ec0-18460e1ea4cc,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
b4420563-2e75-5d19-9f07-4bf68ee8c9bd,09f7a746-3556-5328-81ed-f7f895569d48,8b04639f-094b-5d2c-ae1e-d05f97993869,dc3f6444-a80b-57be-8b02-774c251ab6b2,f2b87221-0801-55e7-8b57-d6fa04c80eee,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
506727fe-8a81-5938-bcc7-8f640d321eca,8e733609-455b-569f-9907-ddfadbbedf9b,d35493e3-eb58-5934-8016-ee0266d28b91,4f88efc9-4e96-5195-b4aa-4ed33f29415f,533b5207-d5f6-581e-8705-34b1d1d21d36,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
882ced0f-b3a0-5d4f-9d12-a245b3da8f92,40f114ce-9664-5538-b6d6-b44eca862dd4,0964b50f-a0d7-5e19-a680-156b71d1da6a,fb4c6d4e-ab9e-5706-857d-efed32c3ede2,f1a50407-0c7b-520d-879e-b07146fed7ee,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
cc65620d-ba03-5ad9-8789-299232993719,4cf48f5b-603c-5720-a5d0-fa6697541c9f,7e25cb8c-cb9c-5c7d-b47d-08335996ca41,219a63f4-808e-560e-b059-d8a8d867a4d0,e807f812-d8fb-5045-aeef-a5bfbc4c0545,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
7ec8242a-5aef-5e1b-a83e-b2caa6643563,ecd2ab1a-0622-51f1-8043-b19262a7addb,daec917e-eec8-524c-a748-42890bb7caa5,ddeb57f5-3c4d-578f-9f8d-8ccb54212cbf,4612cfbc-9429-5a86-b9f2-4e9293813e4b,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
7b62f677-34e9-5ca5-9036-8e7b3d4f1990,b2276c59-956d-5c13-8003-3ada140a55d8,da39407f-1ac2-521f-a5a5-3c98a38d7bf1,04186a4a-8bc9-5bcc-868b-3346e9a6f81f,9084c424-f9a8-5493-b106-992a37e0cd38,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
a8d482b7-e928-5af1-9760-f26c13852d19,5dd81f68-b2c1-5c5b-b1d4-f73ee721d116,e553f56b-9d72-56f3-b059-67c2cdca539e,7660215c-514a-5ba8-aaba-02fca7ca80a9,78481ee3-b35d-5dff-a5c1-410d51bd2884,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
86345d43-1b48-5803-99a9-9c387b9fc2bc,16fcfa49-306d-5031-b940-c9fd4da435d1,c4a9a919-eb9f-521b-8bbc-7aff0d8fbf36,988a7195-9acf-5d92-b7f7-db525ea3cd68,513d6ec3-4da5-57f8-8d0c-cb602c659869,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
b8856c3e-e54c-5eca-a933-88465c344b36,a094425f-8725-52d5-978d-9890da8dcf58,cbe113f8-1c61-57e7-b49b-0b0a24bfc006,aec467f8-d3cf-54bc-ba0a-f120d24564e8,1489d25a-a635-5f6f-ba96-939243bb2a15,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
cf1f2d2c-659b-528d-a19b-b9b7deb30848,ef203fed-b93e-52de-937b-57c3ff030578,85ab7a04-d0d5-569e-ac7b-3eeb1ce82c6a,08d49fda-471f-5633-b5f6-5680c5e3fe0e,f920916c-f48b-5371-8fcb-e537c0f13168,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
49c0413d-1cb2-5cd6-a2a0-af437a3c908f,fe94bf77-950d-5828-9523-bda16ae24f8a,aa3fd61b-9d79-5551-af56-4145765f46e2,72919bad-0263-5a01-9bda-2858366bbc91,147f082d-8332-5dc0-8499-c8a2da160541,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
9ee5e6bf-4acd-5a54-83e3-707e40d82943,3fe31ccd-b39a-5dca-8f5f-f98bf1162b3b,e3f4ffeb-687d-5576-ae2a-dacea7f9490f,3ac2b1c8-983d-5df0-9c25-e6600ec78a59,9697ca89-ba60-5242-9d8f-aa0e647931c5,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
5ea9c68a-771e-5bb6-a1a4-c369151462f1,d229ca0f-6d9d-525f-ba33-2c3d78f399e4,68f23779-acdf-5f23-a2d9-c0b7a69b8bf0,f8f7d0dd-b75b-57f6-8786-e714a1c18a97,c2c6fdeb-2d01-532a-b1cc-f2e8cfa3482e,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
3f89046e-57d9-51c4-80b7-c2a6d05af0fb,4edcd556-25a0-5b4b-a2a4-a20b7869e5ce,29735ab4-56c9-5e86-bbea-56d31451ffc9,fea9a7de-3c26-50f1-ba2d-b756bee3dc37,a93e37df-d806-5a5b-9502-225861652d51,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
bd93a1f7-e26a-553b-b5dc-ccf54e4f428c,c83f64dc-472b-5668-bf36-327debeeef06,ff7aa0e7-50b0-515e-8160-2d3ba0b42570,c1997afe-112d-578a-a78a-33e5332324e4,8f8c7418-b356-5ab7-ade8-a83c58dc5e4a,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
45a3f628-6eaa-5f5e-ad68-60ebf29e7ae0,3277f419-6976-5730-8fb3-6eced2ee491c,0588dba1-6b7a-55ff-a687-2922837cc1ba,8bb91a74-220f-51ff-920f-af4eaac51471,a22aafa7-4bbd-544e-935b-6de0bc25c92a,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
d360b3df-e868-5120-9b7f-5bc2d73b2797,f9cf74e9-e95d-5d16-8516-c4fb751dbeda,b2a07219-e7fd-5ab2-b32f-7c5b837ecb99,09194132-be31-54ac-b4cb-792914109c72,9c297ceb-47c7-5567-9fe9-3d326b48936f,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
c2a9ee94-f21f-585f-bd0d-c9bde0ca3b31,768760e4-4bb0-5fc0-956f-d7137703c8b0,72edcafb-8706-540c-92c5-bedc6535ebb2,8fff0938-e702-5b9a-aba2-676c0f376c70,c7d62e81-1f88-5821-b46b-4c2492333ec2,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
10da04bf-94d0-5a1a-b98a-e1225862c598,d6f419a1-eb1d-577d-b6b8-25072f213872,796b1ade-4d1e-5780-9d0f-29d377c0d39d,7e1c9b76-58b8-561e-bf2f-0f855ea61a43,1a4d2b05-e57b-56dc-b04a-7897167f67e2,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
5b65e1a9-0bd7-5bea-a535-85776b47679b,afd9195d-dea1-55d8-a303-b0b4b897e212,edefc9de-7849-57ea-a3f4-2b8fb2278c11,82d399b7-62f0-5d2d-ac7d-683ac527a0c5,2d7de79e-c239-5494-af88-d9d270a3d67f,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
14491b7e-516c-561e-906e-69204e80dd8e,421ff8d9-d7d4-5879-b00a-c512b28fd4df,b2d47dde-01dd-5bbb-86d7-6484a92248e9,243775cb-287d-5374-b660-1593b88e1da7,4b40f927-9418-5a29-ab43-45b991092a0e,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
bcecde34-0067-5cf4-89e7-e3c23795a803,a3ab5eeb-9e56-5cdc-b71a-9336112b8aec,4adcbfc0-5f12-5d0c-9c93-47c4172f8ff2,4cfbc9f3-d9c0-5672-88f9-356ab397787e,c0e96da1-88f8-55d1-98a1-5d833160f25b,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
419a4a9d-e286-5547-9c4b-46e475b66102,fd0b8bb2-7e67-559b-bdba-58f1e9ce0282,2b3100d3-9a23-54dc-a508-8f7de841befb,1eaa8038-6922-558b-a480-3cc996987b04,f3d7dd0a-f22b-526b-94cb-6857461844a8,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
ed99da5a-5683-58b8-b3af-f62653f58ab0,15ee0899-79ad-57ff-b4a4-e71768fe7448,f3c0473b-78f4-59c1-80c3-42746ab770a2,bb7412f0-3311-5b90-9b52-7a533b3751a5,35e4110a-9aab-5e6c-828b-8f32562fdd63,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
3fdd57f9-cc0c-5eaa-ac76-6cb8dff1ef03,7e2f25cc-ae76-5112-9dd7-2ba69f5e0e8d,6737e552-ad6a-5937-98bb-6adc5ca3ec28,5c0bcb87-fd81-5dff-b294-9b9de8a690b1,a117a8c1-08b1-5467-aa09-544d65711c58,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
42f237c6-a846-58bd-ae6c-d8615e092eba,06a252f3-4436-5c52-9b4e-ce4a4ce86b99,b3006e4c-b972-5cd4-b2b8-a4bdc2ac4bb5,012bcfa3-c91a-52f2-94de-8d7734e61abb,c97e6101-3883-515a-bb04-7ddab24af487,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
b0a0b296-b0f5-50fa-9737-dfe2a8c730a6,93c812ad-0f00-55b9-9c72-20153dde4a5a,75e51df9-673f-51ab-8dc7-70bb243a27cf,d2bf0ef3-438c-51e2-ad27-51a72f9d0669,5eb3eb09-1084-5fa6-b09b-9fd537287775,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
464ae55c-fcb3-5c77-a981-daf2b1fe34ac,2cda9f50-6f04-507e-9f64-404cfe963083,4f446096-0bb0-50e4-98dd-b9607bd38544,5ec42b38-5311-55c0-983f-eeee8137bcfe,454ab849-ff87-5a5a-99f3-d85500af03ea,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
b3721dda-6e51-57d9-b50f-d1845c947c63,ef055e36-cfcf-5866-8188-6d6905e6c8e4,2649ee5a-80f7-553a-9ec4-b35b32942302,8121b755-64eb-5f15-b365-f8df91889438,600855ba-0f3b-5dbf-8a9c-08dc1f2207f5,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
28319131-4af4-581f-8c79-1cee17f44bba,ad638b19-0416-5c7a-8086-be63838d4522,863aef27-5a21-5bad-8c3a-fde8d7acd293,64d9e502-23ac-5c17-9d3b-07c5677949ac,1376f391-8003-5aae-8085-d8a08268e2e5,Burger Extras,Extra Cheese,1.000,1.5000,1.5000,2026-01-01T11:55:00Z,sample-data
