id,restaurant_id,branch_id,code,name,scope_type,valid_from_utc,valid_to_utc,status,created_at_utc,created_by,updated_at_utc,updated_by,concurrency_version
966d0442-a394-5d10-8f18-b00de0b6e308,fa9711c5-4a59-5910-b824-83392f64a533,\N,all_day,All Day Menu,restaurant,2026-01-01T00:00:00Z,\N,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
13451a91-06da-5a3a-acf0-65e99c6f97af,597b352f-cbab-5ea6-893f-73309ac2fbf9,\N,all_day,All Day Menu,restaurant,2026-01-01T00:00:00Z,\N,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c9bbeb44-4071-56bb-b0ef-56e82bfb64b8,22681635-41b9-56da-a764-798ba158a3ac,\N,all_day,All Day Menu,restaurant,2026-01-01T00:00:00Z,\N,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
bc0a3ebd-e7f8-5aa3-a33c-f83ed5282e8b,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,\N,all_day,All Day Menu,restaurant,2026-01-01T00:00:00Z,\N,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
ebb48cda-1918-5293-abd5-bdb17973bb0e,fce39051-f305-572f-83db-29fbaf5b798a,\N,all_day,All Day Menu,restaurant,2026-01-01T00:00:00Z,\N,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
193ced08-5468-5af4-a850-7ee180d047a5,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,\N,all_day,All Day Menu,restaurant,2026-01-01T00:00:00Z,\N,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
7c5955a1-2504-58ad-a8df-722ec144a4d7,4b8ac2bc-db12-5fb9-8556-20aa186929f6,\N,all_day,All Day Menu,restaurant,2026-01-01T00:00:00Z,\N,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
19bf8afe-0a7c-5ad2-b5f5-611bf8fd37dd,7a5fbc73-7498-500c-b457-d15f22bb9989,\N,all_day,All Day Menu,restaurant,2026-01-01T00:00:00Z,\N,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
fcbf5679-b479-555a-898d-08773258c746,8ca9e1ae-e628-59af-8ab4-395d06328807,\N,all_day,All Day Menu,restaurant,2026-01-01T00:00:00Z,\N,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
47b47f0b-25d5-57c1-9b45-c158f0a529dd,98e2754e-6697-50e6-8bab-81a98e4aeca7,\N,all_day,All Day Menu,restaurant,2026-01-01T00:00:00Z,\N,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
49ee51d3-538c-59e3-920c-7d70e1bd7b8e,bbf4f4ee-81c9-55b0-80af-33be79e561ee,\N,all_day,All Day Menu,restaurant,2026-01-01T00:00:00Z,\N,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
ba1a4cf6-cc18-5ddf-93c4-ff026872dd65,c1460c74-b0e2-5d90-9797-9f6b2e861e30,\N,all_day,All Day Menu,restaurant,2026-01-01T00:00:00Z,\N,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
842b9098-7dc4-5c6c-9ac2-b3a2c5780843,67af2cf8-ba63-5420-aaa1-3d4828850036,\N,all_day,All Day Menu,restaurant,2026-01-01T00:00:00Z,\N,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
b618fcba-5e17-5e8d-a55a-c876ba46cd30,517ff701-319d-502a-b5b9-e1c36a3cde3c,\N,all_day,All Day Menu,restaurant,2026-01-01T00:00:00Z,\N,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
bf093c1a-4445-5bd4-b6a7-cf6766f61ca6,b3efb6f0-9635-58cf-b533-6394b23e857d,\N,all_day,All Day Menu,restaurant,2026-01-01T00:00:00Z,\N,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c665d61a-0452-5394-a641-ad551aa9ebec,707f9a45-b18a-5759-b1bd-cb4b9991c763,\N,all_day,All Day Menu,restaurant,2026-01-01T00:00:00Z,\N,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f4fc7292-5e8d-5e13-9166-59cfcbeb8a09,4b4841d6-837e-5b3a-8625-eb21c5856ff2,\N,all_day,All Day Menu,restaurant,2026-01-01T00:00:00Z,\N,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a00a3331-73b3-5a11-91b4-3322e34cbd2a,c4afafa8-25c3-527c-95bc-c2ce6efb5a36,\N,all_day,All Day Menu,restaurant,2026-01-01T00:00:00Z,\N,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
150b6e47-5e81-519d-89b1-611ab156c6d4,44c58e92-2d0f-5de4-949a-53cca4b7c650,\N,all_day,All Day Menu,restaurant,2026-01-01T00:00:00Z,\N,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
e4c8b904-7fc6-554a-98c3-631ad61ac502,fadf79e7-84bd-54aa-8fce-71315980e940,\N,all_day,All Day Menu,restaurant,2026-01-01T00:00:00Z,\N,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
eeddec7d-c245-541d-a502-08e9915338cd,a3bed95f-b4d1-5aea-963e-723a3b5343d7,\N,all_day,All Day Menu,restaurant,2026-01-01T00:00:00Z,\N,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
15684bb6-853b-5dc5-a77c-f3de1ef5f249,dfc9650b-5da6-5083-b918-0069b7f18a39,\N,all_day,All Day Menu,restaurant,2026-01-01T00:00:00Z,\N,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
b7201aa1-02d5-5637-a095-83c700cc237c,e40302ce-cd87-5926-898b-7077c873c69c,\N,all_day,All Day Menu,restaurant,2026-01-01T00:00:00Z,\N,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
d7d98866-879c-5227-81b4-5f85c543b907,c1f4e8f0-e00b-5a1e-82a4-2aa113ce0e2e,\N,all_day,All Day Menu,restaurant,2026-01-01T00:00:00Z,\N,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
0fd7d3ff-180a-5b53-8c3c-3c93a29916d3,80267d1d-6166-5d66-a39a-2fe7d3ec9558,\N,all_day,All Day Menu,restaurant,2026-01-01T00:00:00Z,\N,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
497f9134-e793-5b90-91c7-a5d8c17e3b7b,7e941da0-444e-555b-8c14-37022c2450f6,\N,all_day,All Day Menu,restaurant,2026-01-01T00:00:00Z,\N,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
e2b797e0-3061-53a1-96e2-5b1b005e33bb,9e1b7503-21ff-59f4-83b8-5c7bb3c79c9c,\N,all_day,All Day Menu,restaurant,2026-01-01T00:00:00Z,\N,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
582b3b33-d1b7-5ccb-a70f-3135265be5b7,c824a05f-57b4-564d-8182-a0acb1779be0,\N,all_day,All Day Menu,restaurant,2026-01-01T00:00:00Z,\N,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
1f9fddc2-364e-5728-a76c-5171340b8f3d,7b2007ac-f4b3-5a96-998c-4b5bdb6201f7,\N,all_day,All Day Menu,restaurant,2026-01-01T00:00:00Z,\N,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
