id,restaurant_id,code,name,minimum_selections,maximum_selections,display_order,status,created_at_utc,created_by,updated_at_utc,updated_by,concurrency_version
8fff0938-e702-5b9a-aba2-676c0f376c70,4b4841d6-837e-5b3a-8625-eb21c5856ff2,extras,Burger Extras,0,2,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
7e1c9b76-58b8-561e-bf2f-0f855ea61a43,c4afafa8-25c3-527c-95bc-c2ce6efb5a36,extras,Burger Extras,0,2,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
82d399b7-62f0-5d2d-ac7d-683ac527a0c5,44c58e92-2d0f-5de4-949a-53cca4b7c650,extras,Burger Extras,0,2,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
243775cb-287d-5374-b660-1593b88e1da7,fadf79e7-84bd-54aa-8fce-71315980e940,extras,Burger Extras,0,2,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4cfbc9f3-d9c0-5672-88f9-356ab397787e,a3bed95f-b4d1-5aea-963e-723a3b5343d7,extras,Burger Extras,0,2,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
1eaa8038-6922-558b-a480-3cc996987b04,dfc9650b-5da6-5083-b918-0069b7f18a39,extras,Burger Extras,0,2,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
bb7412f0-3311-5b90-9b52-7a533b3751a5,e40302ce-cd87-5926-898b-7077c873c69c,extras,Burger Extras,0,2,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
5c0bcb87-fd81-5dff-b294-9b9de8a690b1,c1f4e8f0-e00b-5a1e-82a4-2aa113ce0e2e,extras,Burger Extras,0,2,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
012bcfa3-c91a-52f2-94de-8d7734e61abb,80267d1d-6166-5d66-a39a-2fe7d3ec9558,extras,Burger Extras,0,2,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
d2bf0ef3-438c-51e2-ad27-51a72f9d0669,7e941da0-444e-555b-8c14-37022c2450f6,extras,Burger Extras,0,2,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
5ec42b38-5311-55c0-983f-eeee8137bcfe,9e1b7503-21ff-59f4-83b8-5c7bb3c79c9c,extras,Burger Extras,0,2,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
8121b755-64eb-5f15-b365-f8df91889438,c824a05f-57b4-564d-8182-a0acb1779be0,extras,Burger Extras,0,2,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
64d9e502-23ac-5c17-9d3b-07c5677949ac,7b2007ac-f4b3-5a96-998c-4b5bdb6201f7,extras,Burger Extras,0,2,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
