id,restaurant_id,tax_classification_id,sku,name,description,base_unit,attributes,status,created_at_utc,created_by,updated_at_utc,updated_by,concurrency_version
5a5f2985-a9b2-584b-8307-230a4e6a1f1d,bfad71f3-0e54-5467-bb83-c8664b3d7bc3,a87dbb93-112c-5745-9d70-210eee0b1d3f,DEMO-BURGER,Harbour Burger,Fictional grilled burger,each,"{""spiceLevel"":""mild""}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
12081e71-7dc2-5e03-8150-dac435786f80,bfad71f3-0e54-5467-bb83-c8664b3d7bc3,a87dbb93-112c-5745-9d70-210eee0b1d3f,DEMO-COFFEE,Orchard Coffee,Fictional house coffee,cup,"{""containsCaffeine"":true}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
253a2b6b-2f91-59c9-b885-21eefdc6291d,104f9e79-e136-5ed4-a852-64d160340e45,28e991b8-ee13-5a20-9e30-559b11c788d4,DEMO-BURGER,Harbour Burger,Fictional grilled burger,each,"{""spiceLevel"":""mild""}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c791ee95-2df4-5214-83c5-29a00ea3b039,104f9e79-e136-5ed4-a852-64d160340e45,28e991b8-ee13-5a20-9e30-559b11c788d4,DEMO-COFFEE,Orchard Coffee,Fictional house coffee,cup,"{""containsCaffeine"":true}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c7895437-3d1b-5bf0-8c0c-fc0dbdeffae6,caa70f0d-2314-5cf5-a481-0c259c347e04,cf24f4fe-1ca2-5208-9f68-b17679c895f8,DEMO-BURGER,Harbour Burger,Fictional grilled burger,each,"{""spiceLevel"":""mild""}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
591990e9-e4b0-5787-ae06-1a38c145d3a3,caa70f0d-2314-5cf5-a481-0c259c347e04,cf24f4fe-1ca2-5208-9f68-b17679c895f8,DEMO-COFFEE,Orchard Coffee,Fictional house coffee,cup,"{""containsCaffeine"":true}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
ef894ef1-cce4-5dcd-8f27-1b1f19ba9553,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,b11732a3-e0cb-5831-8859-1b0453110943,DEMO-BURGER,Harbour Burger,Fictional grilled burger,each,"{""spiceLevel"":""mild""}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
375c0354-a6e4-5066-85a1-c5d1042a53d3,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,b11732a3-e0cb-5831-8859-1b0453110943,DEMO-COFFEE,Orchard Coffee,Fictional house coffee,cup,"{""containsCaffeine"":true}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
06031a7a-274f-5546-90ba-64675017c1bd,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,ec8cda1b-0b55-57d4-a8c6-24a6baab517d,DEMO-BURGER,Harbour Burger,Fictional grilled burger,each,"{""spiceLevel"":""mild""}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
29dbe9f7-3f77-570a-abdc-7c75c503c0f0,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,ec8cda1b-0b55-57d4-a8c6-24a6baab517d,DEMO-COFFEE,Orchard Coffee,Fictional house coffee,cup,"{""containsCaffeine"":true}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
dee33ebd-5d98-5e35-aac9-63280fdf47dc,5a29b0dd-09ca-560f-b248-db0555c5c325,be34ca71-b30b-5e6f-9000-6bde0ac36c51,DEMO-BURGER,Harbour Burger,Fictional grilled burger,each,"{""spiceLevel"":""mild""}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
5e374e41-39ce-5cba-87ea-85c3af58dbcd,5a29b0dd-09ca-560f-b248-db0555c5c325,be34ca71-b30b-5e6f-9000-6bde0ac36c51,DEMO-COFFEE,Orchard Coffee,Fictional house coffee,cup,"{""containsCaffeine"":true}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a9d0c72f-3e10-5d2d-ac62-b46bb12815f8,bab016a4-e1f0-5423-95ba-68a55a375518,95435c50-cfce-5853-bbe4-39c56fecf2ac,DEMO-BURGER,Harbour Burger,Fictional grilled burger,each,"{""spiceLevel"":""mild""}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
481b43ec-9c80-5835-81d2-00eb4a602197,bab016a4-e1f0-5423-95ba-68a55a375518,95435c50-cfce-5853-bbe4-39c56fecf2ac,DEMO-COFFEE,Orchard Coffee,Fictional house coffee,cup,"{""containsCaffeine"":true}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
bf63e40d-f258-550f-82ad-c99fc1d442da,bf67c71a-ef24-5eed-87ee-0b99059448c0,2ae525dc-e2fb-5dfa-9e0c-105336a6cc60,DEMO-BURGER,Harbour Burger,Fictional grilled burger,each,"{""spiceLevel"":""mild""}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a0bac510-b472-519f-9345-978370e501e6,bf67c71a-ef24-5eed-87ee-0b99059448c0,2ae525dc-e2fb-5dfa-9e0c-105336a6cc60,DEMO-COFFEE,Orchard Coffee,Fictional house coffee,cup,"{""containsCaffeine"":true}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
8e8d7f8d-8330-562b-bb04-41d3c7cbaf6b,07b24cca-976d-532c-9467-d2343cc9f38d,7c505afe-a96c-5698-8901-88036defd17e,DEMO-BURGER,Harbour Burger,Fictional grilled burger,each,"{""spiceLevel"":""mild""}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
d11d0171-b4b6-5d8d-bb60-0e770710b12e,07b24cca-976d-532c-9467-d2343cc9f38d,7c505afe-a96c-5698-8901-88036defd17e,DEMO-COFFEE,Orchard Coffee,Fictional house coffee,cup,"{""containsCaffeine"":true}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f988dbd9-9091-5957-99fc-d79235f95025,fa9711c5-4a59-5910-b824-83392f64a533,70c95c13-d377-5188-a6c8-5b2570c38c2e,DEMO-BURGER,Harbour Burger,Fictional grilled burger,each,"{""spiceLevel"":""mild""}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
e2aef0fd-c3ca-5d6e-b79a-4bd9944a5f55,fa9711c5-4a59-5910-b824-83392f64a533,70c95c13-d377-5188-a6c8-5b2570c38c2e,DEMO-COFFEE,Orchard Coffee,Fictional house coffee,cup,"{""containsCaffeine"":true}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
fda21025-5955-5176-8814-83613294a154,597b352f-cbab-5ea6-893f-73309ac2fbf9,ea31e44f-e365-582f-b282-4cb011e62593,DEMO-BURGER,Harbour Burger,Fictional grilled burger,each,"{""spiceLevel"":""mild""}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f20387fe-e3d7-5103-9a6c-ba437d45ca24,597b352f-cbab-5ea6-893f-73309ac2fbf9,ea31e44f-e365-582f-b282-4cb011e62593,DEMO-COFFEE,Orchard Coffee,Fictional house coffee,cup,"{""containsCaffeine"":true}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
b987634a-9cd9-57f0-8da5-b5a804ecebbc,22681635-41b9-56da-a764-798ba158a3ac,29d204b1-e051-5fcd-864b-ecd719174edd,DEMO-BURGER,Harbour Burger,Fictional grilled burger,each,"{""spiceLevel"":""mild""}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
ea684235-6f58-560f-93b7-297483f2b3bb,22681635-41b9-56da-a764-798ba158a3ac,29d204b1-e051-5fcd-864b-ecd719174edd,DEMO-COFFEE,Orchard Coffee,Fictional house coffee,cup,"{""containsCaffeine"":true}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
e98763c1-c889-56e1-bb29-16650237a72b,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,32c9a18a-4e88-5d03-80d9-e5e44d07cea0,DEMO-BURGER,Harbour Burger,Fictional grilled burger,each,"{""spiceLevel"":""mild""}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
fbe81235-3fbc-5acf-b208-a593c80968ab,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,32c9a18a-4e88-5d03-80d9-e5e44d07cea0,DEMO-COFFEE,Orchard Coffee,Fictional house coffee,cup,"{""containsCaffeine"":true}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f5c63b47-f903-554c-b1c4-931c1b610e2f,fce39051-f305-572f-83db-29fbaf5b798a,c31f0e55-6e19-558d-aa1b-8e31e367f102,DEMO-BURGER,Harbour Burger,Fictional grilled burger,each,"{""spiceLevel"":""mild""}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
61b6f2ef-7c63-50e7-8360-2c991ee897bb,fce39051-f305-572f-83db-29fbaf5b798a,c31f0e55-6e19-558d-aa1b-8e31e367f102,DEMO-COFFEE,Orchard Coffee,Fictional house coffee,cup,"{""containsCaffeine"":true}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4c6345d0-a1de-51f5-bab8-bb19944764b3,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,593a60d0-bf2c-5b86-84f5-5d11fc463e37,DEMO-BURGER,Harbour Burger,Fictional grilled burger,each,"{""spiceLevel"":""mild""}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
6b2e6e38-e901-5b5e-a858-3898ad13b4ce,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,593a60d0-bf2c-5b86-84f5-5d11fc463e37,DEMO-COFFEE,Orchard Coffee,Fictional house coffee,cup,"{""containsCaffeine"":true}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
29b1b607-eed3-5271-ba48-5d3bf61710f7,4b8ac2bc-db12-5fb9-8556-20aa186929f6,0ddd319a-c07d-5507-bc3c-d61010da0820,DEMO-BURGER,Harbour Burger,Fictional grilled burger,each,"{""spiceLevel"":""mild""}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
62e8ae38-8d73-537e-b0e3-4e9a8eee1437,4b8ac2bc-db12-5fb9-8556-20aa186929f6,0ddd319a-c07d-5507-bc3c-d61010da0820,DEMO-COFFEE,Orchard Coffee,Fictional house coffee,cup,"{""containsCaffeine"":true}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
734bbda8-9920-518d-aa5b-dd0f3dfd2801,7a5fbc73-7498-500c-b457-d15f22bb9989,32c2a18f-3344-5de6-8430-9ad746123fad,DEMO-BURGER,Harbour Burger,Fictional grilled burger,each,"{""spiceLevel"":""mild""}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
90121540-217a-5d85-adf4-2caf1c3a8f69,7a5fbc73-7498-500c-b457-d15f22bb9989,32c2a18f-3344-5de6-8430-9ad746123fad,DEMO-COFFEE,Orchard Coffee,Fictional house coffee,cup,"{""containsCaffeine"":true}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a4095253-99e5-50ae-94cc-bf83af90f8df,8ca9e1ae-e628-59af-8ab4-395d06328807,d04aed3c-f2d7-570a-99e7-aa7624ac1086,DEMO-BURGER,Harbour Burger,Fictional grilled burger,each,"{""spiceLevel"":""mild""}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
b188f432-8ff0-5061-a658-9da9d0ff1ee9,8ca9e1ae-e628-59af-8ab4-395d06328807,d04aed3c-f2d7-570a-99e7-aa7624ac1086,DEMO-COFFEE,Orchard Coffee,Fictional house coffee,cup,"{""containsCaffeine"":true}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
40fef47f-73d0-519f-9aea-e24aab4fe228,98e2754e-6697-50e6-8bab-81a98e4aeca7,ae9e56fa-c961-5c84-8a1e-a2b6bf3f86bc,DEMO-BURGER,Harbour Burger,Fictional grilled burger,each,"{""spiceLevel"":""mild""}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
2ba6d0f1-48ae-51c7-96fd-46bb2d298ac1,98e2754e-6697-50e6-8bab-81a98e4aeca7,ae9e56fa-c961-5c84-8a1e-a2b6bf3f86bc,DEMO-COFFEE,Orchard Coffee,Fictional house coffee,cup,"{""containsCaffeine"":true}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
47056644-f38e-5e78-bb8d-350cfb62cc39,bbf4f4ee-81c9-55b0-80af-33be79e561ee,d67a19fe-844c-5fa4-a90e-cc2a2066a4ec,DEMO-BURGER,Harbour Burger,Fictional grilled burger,each,"{""spiceLevel"":""mild""}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
806f66f0-163e-5f07-ba14-1e88ccd77b82,bbf4f4ee-81c9-55b0-80af-33be79e561ee,d67a19fe-844c-5fa4-a90e-cc2a2066a4ec,DEMO-COFFEE,Orchard Coffee,Fictional house coffee,cup,"{""containsCaffeine"":true}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
dfd0c90e-2089-5dee-b2f2-2b6c89bd5cc5,c1460c74-b0e2-5d90-9797-9f6b2e861e30,e05217b4-5aca-503b-82c7-8cc1bc3bdf19,DEMO-BURGER,Harbour Burger,Fictional grilled burger,each,"{""spiceLevel"":""mild""}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
434b4203-88fc-59c9-a1c5-56193208c65b,c1460c74-b0e2-5d90-9797-9f6b2e861e30,e05217b4-5aca-503b-82c7-8cc1bc3bdf19,DEMO-COFFEE,Orchard Coffee,Fictional house coffee,cup,"{""containsCaffeine"":true}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
b4c628c0-17a5-5dc2-bcf4-f843831b6c5f,67af2cf8-ba63-5420-aaa1-3d4828850036,6cb88891-6534-537c-8c81-87ffcbef22de,DEMO-BURGER,Harbour Burger,Fictional grilled burger,each,"{""spiceLevel"":""mild""}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
ef1c55b2-e5c6-5318-b276-663f2cc35571,67af2cf8-ba63-5420-aaa1-3d4828850036,6cb88891-6534-537c-8c81-87ffcbef22de,DEMO-COFFEE,Orchard Coffee,Fictional house coffee,cup,"{""containsCaffeine"":true}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
27cc60c2-e537-5889-96a9-17e05f8bec65,517ff701-319d-502a-b5b9-e1c36a3cde3c,42b1e4cf-0836-513f-a332-5f09db79b783,DEMO-BURGER,Harbour Burger,Fictional grilled burger,each,"{""spiceLevel"":""mild""}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
8c65df1f-87c4-51aa-acc5-53facd835726,517ff701-319d-502a-b5b9-e1c36a3cde3c,42b1e4cf-0836-513f-a332-5f09db79b783,DEMO-COFFEE,Orchard Coffee,Fictional house coffee,cup,"{""containsCaffeine"":true}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
76498357-6804-57a3-8c17-8c522756301c,b3efb6f0-9635-58cf-b533-6394b23e857d,c8700533-5a32-5b99-bf64-24bfa13de590,DEMO-BURGER,Harbour Burger,Fictional grilled burger,each,"{""spiceLevel"":""mild""}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
33ba8623-4c46-54a4-bfdb-862088f742fe,b3efb6f0-9635-58cf-b533-6394b23e857d,c8700533-5a32-5b99-bf64-24bfa13de590,DEMO-COFFEE,Orchard Coffee,Fictional house coffee,cup,"{""containsCaffeine"":true}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
5650e9af-d2d2-5697-b457-37eb6fa6d321,707f9a45-b18a-5759-b1bd-cb4b9991c763,1378277b-ec20-5e15-97da-dae02cc7572f,DEMO-BURGER,Harbour Burger,Fictional grilled burger,each,"{""spiceLevel"":""mild""}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
b525e4f2-42d0-52fc-9944-4b58afdecf01,707f9a45-b18a-5759-b1bd-cb4b9991c763,1378277b-ec20-5e15-97da-dae02cc7572f,DEMO-COFFEE,Orchard Coffee,Fictional house coffee,cup,"{""containsCaffeine"":true}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
70ce7359-e368-574f-a4f7-104aac3f00f8,4b4841d6-837e-5b3a-8625-eb21c5856ff2,7743a601-f02b-5ae2-a6b3-37288afb6b34,DEMO-BURGER,Harbour Burger,Fictional grilled burger,each,"{""spiceLevel"":""mild""}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4d1d753a-5877-5127-b592-8192c5ec1db3,4b4841d6-837e-5b3a-8625-eb21c5856ff2,7743a601-f02b-5ae2-a6b3-37288afb6b34,DEMO-COFFEE,Orchard Coffee,Fictional house coffee,cup,"{""containsCaffeine"":true}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
cee6fdb2-c59d-5164-b502-b042a7b0e11c,c4afafa8-25c3-527c-95bc-c2ce6efb5a36,16d13e71-72fc-5c69-a792-6ddf792bc380,DEMO-BURGER,Harbour Burger,Fictional grilled burger,each,"{""spiceLevel"":""mild""}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
b4836908-c461-5767-84f7-e7265cc86124,c4afafa8-25c3-527c-95bc-c2ce6efb5a36,16d13e71-72fc-5c69-a792-6ddf792bc380,DEMO-COFFEE,Orchard Coffee,Fictional house coffee,cup,"{""containsCaffeine"":true}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
e3bd849d-cf2e-5061-857b-4ea0e911f18f,44c58e92-2d0f-5de4-949a-53cca4b7c650,d8343bd4-4462-5a21-af4f-47d4d73ee510,DEMO-BURGER,Harbour Burger,Fictional grilled burger,each,"{""spiceLevel"":""mild""}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
46dfaca3-a663-5789-8a02-6dd8c1f3f8f7,44c58e92-2d0f-5de4-949a-53cca4b7c650,d8343bd4-4462-5a21-af4f-47d4d73ee510,DEMO-COFFEE,Orchard Coffee,Fictional house coffee,cup,"{""containsCaffeine"":true}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
87514a74-125a-59c6-b2bc-a72c5a10ec02,fadf79e7-84bd-54aa-8fce-71315980e940,25fcea28-96c0-524c-88f4-547100dac18d,DEMO-BURGER,Harbour Burger,Fictional grilled burger,each,"{""spiceLevel"":""mild""}",active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
