id,restaurant_id,price_list_id,modifier_group_id,modifier_option_id,amount,effective_from_utc,effective_to_utc,created_at_utc,created_by
88a681b9-58f6-58ea-b06a-7cfa42b49502,d615a3b5-351d-5ed5-bb69-c4dcac36aa00,ae31f60a-35a4-5119-9af0-6e7a6afaf4a1,6793168b-3865-50ca-80c9-865b9fb937ec,a1d45d58-2d53-57a2-9e4f-a0f7d9fbe5a0,0.7500,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
7f140dbc-8ae5-5914-84af-7ca33686d332,bb3ac671-6c2e-5416-acd7-85d71693d50e,370d437c-5f90-5595-be55-5ef3d900e9cf,0f468ed3-fc3d-5f28-8e72-43103a5ebc51,76a6d026-0f47-59ed-abee-f43f50aebd2f,1.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
ac961778-281f-586e-9b3a-50fe77dec06d,bb3ac671-6c2e-5416-acd7-85d71693d50e,370d437c-5f90-5595-be55-5ef3d900e9cf,0f468ed3-fc3d-5f28-8e72-43103a5ebc51,803155f7-0a9d-5d2a-9b44-7450d285d8e7,0.7500,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
a97514fc-0ca9-522e-baff-417094fa6d93,bfad71f3-0e54-5467-bb83-c8664b3d7bc3,a8a4ca18-67f9-5900-b963-9f8f07a91aa1,4e361339-2843-55c2-8d17-d44ab2c7c97f,a08e833e-01d0-59e8-bf7c-16352a952cd1,1.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
f483e46f-df79-5d01-bcdf-f247917df53d,bfad71f3-0e54-5467-bb83-c8664b3d7bc3,a8a4ca18-67f9-5900-b963-9f8f07a91aa1,4e361339-2843-55c2-8d17-d44ab2c7c97f,c884d33a-dc69-5e80-8a7a-80b869e9b89c,0.7500,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
c413553f-3519-5e3d-9855-ceb3b0f96688,104f9e79-e136-5ed4-a852-64d160340e45,319c3af2-a85d-5b3a-bb0f-cd7bbd5f709f,11341b55-85d6-5603-b154-0efb0733aaf4,27f4603c-dc85-5754-bc2d-9e41d582c5da,1.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
ffc6f533-3a69-5523-b07a-de14dc030692,104f9e79-e136-5ed4-a852-64d160340e45,319c3af2-a85d-5b3a-bb0f-cd7bbd5f709f,11341b55-85d6-5603-b154-0efb0733aaf4,3e05aa2a-3f48-5944-af4b-9bde593657d2,0.7500,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
dd03ac30-532b-54aa-89cb-6cffc55b9104,caa70f0d-2314-5cf5-a481-0c259c347e04,44504f61-5cba-5948-94be-b4b248d57895,01407082-a538-535b-af9d-d416ca40454e,10bb59f8-59d4-5723-a9b3-022ee957252e,1.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
3676912b-7c90-55d9-985a-ec7074bc8e3c,caa70f0d-2314-5cf5-a481-0c259c347e04,44504f61-5cba-5948-94be-b4b248d57895,01407082-a538-535b-af9d-d416ca40454e,89d86a14-2226-5477-9b27-6a33705f5e1f,0.7500,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
451ea52f-ed42-5ee5-a4aa-db80c3dbb493,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,2fe91d1f-3beb-5cd0-bab9-8d12b13832e6,67788813-fe0f-52cb-b70c-083ba17fcca1,d2a3acb0-2221-54d1-93db-8d0e3f5f0ae5,1.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
55af87bc-2866-553e-961e-8aa954f0af79,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,2fe91d1f-3beb-5cd0-bab9-8d12b13832e6,67788813-fe0f-52cb-b70c-083ba17fcca1,9285b5c2-2c75-5b79-97c1-bbcdbbe5ac7b,0.7500,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
7152e38a-ddfb-5978-9e7d-f898db3dff86,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,b3cd5da2-3bda-52d5-937b-e85e1c3f1a9a,10f68856-a209-5466-9de2-eb7da63a76c1,56352bdc-c25f-5677-86de-8c39e5590c66,1.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
71ecd468-8db7-5add-a1ee-c96683352cec,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,b3cd5da2-3bda-52d5-937b-e85e1c3f1a9a,10f68856-a209-5466-9de2-eb7da63a76c1,f9d45077-d8ab-5bc5-bb5c-9794c49be35d,0.7500,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
63b142aa-9df7-50fb-8771-9eb18b1672f7,5a29b0dd-09ca-560f-b248-db0555c5c325,8653c9ed-3b52-5f33-a1ef-4767a0c7e20c,301b8e3b-6e2f-540c-94ac-6670a31e38a8,195b4979-8515-5c2f-afa4-f0791e608653,1.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
ae4aaa8b-3a8c-58e9-a08b-ff96959162b2,5a29b0dd-09ca-560f-b248-db0555c5c325,8653c9ed-3b52-5f33-a1ef-4767a0c7e20c,301b8e3b-6e2f-540c-94ac-6670a31e38a8,bde38374-6838-57ff-86b4-70d288afe30a,0.7500,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
ea190454-d70b-5970-8e1a-ce9dad8efdd8,bab016a4-e1f0-5423-95ba-68a55a375518,8619aca5-32d6-5872-a7aa-37e205df609f,84f397e6-be53-5bb8-96e7-3d8f8154e487,58b1fbd8-a73b-57ff-9347-2d29fd889b10,1.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
32f3d038-5f82-5fe6-8a33-ddd136bc5376,bab016a4-e1f0-5423-95ba-68a55a375518,8619aca5-32d6-5872-a7aa-37e205df609f,84f397e6-be53-5bb8-96e7-3d8f8154e487,1e303c08-be7a-5c82-a82c-04504574fca5,0.7500,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
c80af7e0-f1f6-545d-8c42-0aad9b16a371,bf67c71a-ef24-5eed-87ee-0b99059448c0,28c42451-53e3-5bae-85b2-76358e5a138b,0c61ae82-4130-5724-9e0c-59083740d392,6e38fe2d-e910-5019-9ec0-18460e1ea4cc,1.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
13ccb8d7-1693-59b8-9a87-862383b4705e,bf67c71a-ef24-5eed-87ee-0b99059448c0,28c42451-53e3-5bae-85b2-76358e5a138b,0c61ae82-4130-5724-9e0c-59083740d392,f44f21ad-0c1e-51fa-9b58-969a64659b80,0.7500,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
af0e439c-50fa-5c2c-bb99-b71f9dd4f893,07b24cca-976d-532c-9467-d2343cc9f38d,a24d4a2d-4d4d-5ee9-b1ac-278fce56a473,dc3f6444-a80b-57be-8b02-774c251ab6b2,f2b87221-0801-55e7-8b57-d6fa04c80eee,1.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
b173a4e2-8bd5-5e76-ac40-8aac4061387c,07b24cca-976d-532c-9467-d2343cc9f38d,a24d4a2d-4d4d-5ee9-b1ac-278fce56a473,dc3f6444-a80b-57be-8b02-774c251ab6b2,69a453f5-8107-5c48-b616-088b8c199de9,0.7500,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
bba080cc-fc12-566f-ac65-5c8b47919a53,fa9711c5-4a59-5910-b824-83392f64a533,3a5e409d-8ea2-5415-80b6-20b5e3740f5f,4f88efc9-4e96-5195-b4aa-4ed33f29415f,533b5207-d5f6-581e-8705-34b1d1d21d36,1.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
e10f51ba-2d02-50b9-88b3-7e628e47c153,fa9711c5-4a59-5910-b824-83392f64a533,3a5e409d-8ea2-5415-80b6-20b5e3740f5f,4f88efc9-4e96-5195-b4aa-4ed33f29415f,f649a8a6-87d1-563d-899a-f4c5525a530d,0.7500,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
8038cce6-bfc6-5a20-9274-79f3fafb182b,597b352f-cbab-5ea6-893f-73309ac2fbf9,e9326e82-5b3f-574f-9507-9489870ab271,fb4c6d4e-ab9e-5706-857d-efed32c3ede2,f1a50407-0c7b-520d-879e-b07146fed7ee,1.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
7a4d3ed0-32d8-5890-9027-89dccee976a8,597b352f-cbab-5ea6-893f-73309ac2fbf9,e9326e82-5b3f-574f-9507-9489870ab271,fb4c6d4e-ab9e-5706-857d-efed32c3ede2,1e2a61c5-13eb-5de9-8899-45629cf2f92f,0.7500,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
3506230b-832b-5a30-9ce9-99b55686a346,22681635-41b9-56da-a764-798ba158a3ac,6bba5361-09ac-55eb-a3f8-279dc5f4a565,219a63f4-808e-560e-b059-d8a8d867a4d0,e807f812-d8fb-5045-aeef-a5bfbc4c0545,1.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
9b44e47f-0979-5753-b00d-f6de77457dce,22681635-41b9-56da-a764-798ba158a3ac,6bba5361-09ac-55eb-a3f8-279dc5f4a565,219a63f4-808e-560e-b059-d8a8d867a4d0,90f1ca71-9977-5103-bc4b-35a494df7bd7,0.7500,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
17caf0b4-af09-5464-8c6b-c410a35a1969,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,47b64294-8399-55a1-97d0-8be89b75a0ea,ddeb57f5-3c4d-578f-9f8d-8ccb54212cbf,4612cfbc-9429-5a86-b9f2-4e9293813e4b,1.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
152ea6ba-6486-54c8-94d3-091a66ed6b5c,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,47b64294-8399-55a1-97d0-8be89b75a0ea,ddeb57f5-3c4d-578f-9f8d-8ccb54212cbf,83eb227d-bc27-57fa-ba2b-2b399a275bce,0.7500,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
f09ccbd1-bafb-5d21-8e98-e6365c7722ac,fce39051-f305-572f-83db-29fbaf5b798a,e0be0950-fc5b-5f94-b2fe-419a72105696,04186a4a-8bc9-5bcc-868b-3346e9a6f81f,9084c424-f9a8-5493-b106-992a37e0cd38,1.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
12b6a3f2-3c69-5526-8c3a-fd4ff04cc734,fce39051-f305-572f-83db-29fbaf5b798a,e0be0950-fc5b-5f94-b2fe-419a72105696,04186a4a-8bc9-5bcc-868b-3346e9a6f81f,3a1ef25f-8eb4-566d-9c51-4f03ba8f1488,0.7500,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
24c56fb7-4b0b-5899-8767-4fb5fe361dd4,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,ce67691d-08c7-53ef-ac26-a39fa38f68c2,7660215c-514a-5ba8-aaba-02fca7ca80a9,78481ee3-b35d-5dff-a5c1-410d51bd2884,1.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
cab8f364-c0ed-5841-9219-46e4887c6821,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,ce67691d-08c7-53ef-ac26-a39fa38f68c2,7660215c-514a-5ba8-aaba-02fca7ca80a9,cf437c75-9efc-5a61-a779-3d86d3e75eba,0.7500,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
08aa66de-8404-52d1-ad9e-6e6fb19e9300,4b8ac2bc-db12-5fb9-8556-20aa186929f6,e8f3c503-bc1e-573a-8cdd-80f578470f16,988a7195-9acf-5d92-b7f7-db525ea3cd68,513d6ec3-4da5-57f8-8d0c-cb602c659869,1.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
af0b4b52-df51-5fcb-bb5c-2d1e7b1b1257,4b8ac2bc-db12-5fb9-8556-20aa186929f6,e8f3c503-bc1e-573a-8cdd-80f578470f16,988a7195-9acf-5d92-b7f7-db525ea3cd68,c9f28bf9-59ce-5ccf-bf6d-d5a87ff25242,0.7500,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
976f5ba9-f53c-53a9-8aa5-d488dab986fe,7a5fbc73-7498-500c-b457-d15f22bb9989,41d01359-cadb-527a-8230-bd5778eb1fce,aec467f8-d3cf-54bc-ba0a-f120d24564e8,1489d25a-a635-5f6f-ba96-939243bb2a15,1.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
c4212841-a174-5b1d-98bd-7ec574f40479,7a5fbc73-7498-500c-b457-d15f22bb9989,41d01359-cadb-527a-8230-bd5778eb1fce,aec467f8-d3cf-54bc-ba0a-f120d24564e8,5e416388-1468-5111-bab1-422bb6c1427a,0.7500,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
19e5ee92-b99f-53cc-916a-52102439601e,8ca9e1ae-e628-59af-8ab4-395d06328807,98892676-aa26-5a19-8bae-ee68715400bb,08d49fda-471f-5633-b5f6-5680c5e3fe0e,f920916c-f48b-5371-8fcb-e537c0f13168,1.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
0ceef4ec-9182-52fa-b236-73f0039f5fea,8ca9e1ae-e628-59af-8ab4-395d06328807,98892676-aa26-5a19-8bae-ee68715400bb,08d49fda-471f-5633-b5f6-5680c5e3fe0e,f2f361af-1d93-5241-b2e2-0024a46fa0b3,0.7500,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
27b7a057-3b6c-5570-b6ba-5a06417becba,98e2754e-6697-50e6-8bab-81a98e4aeca7,11c1920b-3a95-57e5-bab7-e7548d580f95,72919bad-0263-5a01-9bda-2858366bbc91,147f082d-8332-5dc0-8499-c8a2da160541,1.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
da229df5-b793-5a1f-8b35-82e8d3f7334d,98e2754e-6697-50e6-8bab-81a98e4aeca7,11c1920b-3a95-57e5-bab7-e7548d580f95,72919bad-0263-5a01-9bda-2858366bbc91,265aecc7-0ad3-56ae-abbf-d6ac7f1dc856,0.7500,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
1248307c-d4d0-529b-a1c9-98309dcbc62f,bbf4f4ee-81c9-55b0-80af-33be79e561ee,4718e21b-cf8c-531a-b672-b544a336e90c,3ac2b1c8-983d-5df0-9c25-e6600ec78a59,9697ca89-ba60-5242-9d8f-aa0e647931c5,1.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
e156b4f8-4bbb-5421-8039-64cf3d341a42,bbf4f4ee-81c9-55b0-80af-33be79e561ee,4718e21b-cf8c-531a-b672-b544a336e90c,3ac2b1c8-983d-5df0-9c25-e6600ec78a59,638812d7-8ddc-5453-b5a1-fe5407973cdb,0.7500,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
d1330721-a833-58d7-9ad9-263722d38ae6,c1460c74-b0e2-5d90-9797-9f6b2e861e30,10355686-2d09-5ee2-b0e0-adbb822b5a70,f8f7d0dd-b75b-57f6-8786-e714a1c18a97,c2c6fdeb-2d01-532a-b1cc-f2e8cfa3482e,1.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
0ad97c99-a67a-56a6-9076-04c894bfb8ab,c1460c74-b0e2-5d90-9797-9f6b2e861e30,10355686-2d09-5ee2-b0e0-adbb822b5a70,f8f7d0dd-b75b-57f6-8786-e714a1c18a97,c7529fe8-7779-59cf-85c2-a78a69e293db,0.7500,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
e4082698-20b1-5a20-a2e3-0c849e7d966a,67af2cf8-ba63-5420-aaa1-3d4828850036,3a65cf87-aa75-5489-bb37-3a71ac0d40b7,fea9a7de-3c26-50f1-ba2d-b756bee3dc37,a93e37df-d806-5a5b-9502-225861652d51,1.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
db6a9e2a-2379-51c1-8a6c-6cb1479ccde1,67af2cf8-ba63-5420-aaa1-3d4828850036,3a65cf87-aa75-5489-bb37-3a71ac0d40b7,fea9a7de-3c26-50f1-ba2d-b756bee3dc37,097f2f1e-cab5-5936-bf3e-abf190d000ea,0.7500,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
92b9ca1f-140a-5d83-bea4-ed0978e937be,517ff701-319d-502a-b5b9-e1c36a3cde3c,68124a6e-855b-5c9a-b5dd-6871e5e95622,c1997afe-112d-578a-a78a-33e5332324e4,8f8c7418-b356-5ab7-ade8-a83c58dc5e4a,1.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
771885c9-7a2d-5f5f-8f76-cb37ccd8831c,517ff701-319d-502a-b5b9-e1c36a3cde3c,68124a6e-855b-5c9a-b5dd-6871e5e95622,c1997afe-112d-578a-a78a-33e5332324e4,c50043f0-b13f-5486-9405-f9205c5c9dbb,0.7500,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
d36c7772-3e0f-5542-97bc-511f760df753,b3efb6f0-9635-58cf-b533-6394b23e857d,4529462c-78b6-5d98-b0ba-8a2e05e6497f,8bb91a74-220f-51ff-920f-af4eaac51471,a22aafa7-4bbd-544e-935b-6de0bc25c92a,1.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
9a373fa7-9a37-5082-b2ef-19f3ac5523b0,b3efb6f0-9635-58cf-b533-6394b23e857d,4529462c-78b6-5d98-b0ba-8a2e05e6497f,8bb91a74-220f-51ff-920f-af4eaac51471,5816e5f2-287c-5f95-b0e0-e6b49c3be3e7,0.7500,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
befafc35-4b65-5eec-98dc-d7c07904ec6e,707f9a45-b18a-5759-b1bd-cb4b9991c763,f2340a60-176f-5e4b-8c08-7082cc8eba2d,09194132-be31-54ac-b4cb-792914109c72,9c297ceb-47c7-5567-9fe9-3d326b48936f,1.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
c8105758-857d-559e-be54-196283be3e29,707f9a45-b18a-5759-b1bd-cb4b9991c763,f2340a60-176f-5e4b-8c08-7082cc8eba2d,09194132-be31-54ac-b4cb-792914109c72,e69dee27-7551-5da1-9601-84bb8a04bb76,0.7500,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
6a51694c-2aa9-50af-aaff-b639672a0eaf,4b4841d6-837e-5b3a-8625-eb21c5856ff2,09af8a72-3412-544a-9e60-e708cc24d44d,8fff0938-e702-5b9a-aba2-676c0f376c70,c7d62e81-1f88-5821-b46b-4c2492333ec2,1.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
89823f53-d667-5ef5-a296-4619af98178a,4b4841d6-837e-5b3a-8625-eb21c5856ff2,09af8a72-3412-544a-9e60-e708cc24d44d,8fff0938-e702-5b9a-aba2-676c0f376c70,222d581e-e2fc-5ccd-9a9e-7ffa067f5382,0.7500,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
97f02d46-871b-5173-8cc4-8780c24f5010,c4afafa8-25c3-527c-95bc-c2ce6efb5a36,a8d8868a-e0ed-5731-ab93-5acfc877f316,7e1c9b76-58b8-561e-bf2f-0f855ea61a43,1a4d2b05-e57b-56dc-b04a-7897167f67e2,1.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
511544b6-49bc-5a3f-904a-138aaaf4177a,c4afafa8-25c3-527c-95bc-c2ce6efb5a36,a8d8868a-e0ed-5731-ab93-5acfc877f316,7e1c9b76-58b8-561e-bf2f-0f855ea61a43,dfa16093-a393-52a9-9da4-2157e6032179,0.7500,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
