id,restaurant_id,menu_id,product_id,product_variant_id,display_order,status,created_at_utc,created_by,updated_at_utc,updated_by,concurrency_version
b8015743-18ca-5621-8ae0-6121e407b62f,02893fb5-cd61-516d-a1c6-a31b633a8440,dec2ffbd-e425-5bee-ac7b-44bc043bcd28,f3e77a4e-a77c-56b7-ad36-79aa5284023c,\N,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
aec65c18-15f8-53f0-9111-e3b1e2140952,02893fb5-cd61-516d-a1c6-a31b633a8440,dec2ffbd-e425-5bee-ac7b-44bc043bcd28,f3e77a4e-a77c-56b7-ad36-79aa5284023c,9eeb00a1-7da7-5f14-8951-ab6fa9f10829,30,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
7912122f-2bf4-5948-9c3b-475bc197b547,8c3b74c7-06ef-5cee-b54c-5f1604076f2e,4bea7c14-1365-5aa6-9b1d-38db14ddb5bb,ce15e28e-6590-5ee9-a5a6-1f0910b46e7f,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
16a471e8-38cf-5317-bacd-a8eb8c104144,8c3b74c7-06ef-5cee-b54c-5f1604076f2e,4bea7c14-1365-5aa6-9b1d-38db14ddb5bb,9a724731-c0cc-5a1d-8c52-5e70ac52f5a6,\N,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
03087c77-55f5-5997-a889-9250a70a86a0,8c3b74c7-06ef-5cee-b54c-5f1604076f2e,4bea7c14-1365-5aa6-9b1d-38db14ddb5bb,9a724731-c0cc-5a1d-8c52-5e70ac52f5a6,e8fc0430-deb7-5c5a-a6f7-c7ea97724853,30,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
000906ba-b390-566a-93ec-d652c412f81f,292495cc-29f1-532a-8347-61381793ace8,bf9da953-7515-5a04-853f-0cfca9756dea,5aa1c0aa-c074-5aae-a3e6-ee3b9c0214a0,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
30db9e3b-c1ac-5ec5-9504-fbdc3f7e5fb0,292495cc-29f1-532a-8347-61381793ace8,bf9da953-7515-5a04-853f-0cfca9756dea,491ad47d-eeaa-5ed0-aeee-ec20ad1523f6,\N,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
dee288a0-94f4-5d5a-926b-a280d15b1247,292495cc-29f1-532a-8347-61381793ace8,bf9da953-7515-5a04-853f-0cfca9756dea,491ad47d-eeaa-5ed0-aeee-ec20ad1523f6,e42d534c-e9f0-5698-8d28-1daaf3500de1,30,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
ca5fdd2a-0aae-5efd-9dca-93196782ea1c,f336981e-6b07-55f6-8f3b-5bb68a996561,9d364008-e6e1-5472-990d-eefa9287375e,c756216f-bd8b-59f6-b2f4-b443cc47a99f,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
508276c3-8240-54c7-9055-bbaf6dc55d61,f336981e-6b07-55f6-8f3b-5bb68a996561,9d364008-e6e1-5472-990d-eefa9287375e,f388bf25-5fea-58c6-a437-5cd3c971f1ba,\N,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
473a2374-6ce7-51c1-851c-c8a4d7a0ef89,f336981e-6b07-55f6-8f3b-5bb68a996561,9d364008-e6e1-5472-990d-eefa9287375e,f388bf25-5fea-58c6-a437-5cd3c971f1ba,a15341a8-46f0-54c6-ad64-15c3c236e58c,30,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
be9cbe36-0f9d-50a0-a20e-894502e94fa1,5afbb73d-34da-5169-9cd6-3631b29d6906,b396dc53-9534-5033-a785-309ef25c6a39,2a1ef463-3feb-5b55-9cbe-ff8a287f6f33,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
82e24370-d056-53cd-a945-c904bac64818,5afbb73d-34da-5169-9cd6-3631b29d6906,b396dc53-9534-5033-a785-309ef25c6a39,12497814-c31a-548e-8525-26a2a07ff6de,\N,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
831f6d8e-e056-5db4-9762-ae6f7f6d1df5,5afbb73d-34da-5169-9cd6-3631b29d6906,b396dc53-9534-5033-a785-309ef25c6a39,12497814-c31a-548e-8525-26a2a07ff6de,48d71352-6b5e-5589-a260-d51807fa3524,30,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
75b54d75-a012-5559-9c9e-b8c4e87cb470,95aa4d42-7203-5581-a314-7ba4ff85735b,e6d354f0-0daa-582b-9bdb-33b961f7431a,df05dee3-4125-5649-a6c0-fd9d82793f65,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
7a13ae00-b1c0-51f9-bb07-d8104898b2d2,95aa4d42-7203-5581-a314-7ba4ff85735b,e6d354f0-0daa-582b-9bdb-33b961f7431a,e4fe022f-8274-54be-9d31-10943a9423af,\N,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
36fa9c1d-648c-57fd-8566-88991eed4e8e,95aa4d42-7203-5581-a314-7ba4ff85735b,e6d354f0-0daa-582b-9bdb-33b961f7431a,e4fe022f-8274-54be-9d31-10943a9423af,ab193f5f-29c4-5654-a39b-1cfcaba09316,30,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
d777531a-f5df-5756-8d8b-9ef301f265e6,8550b566-c89f-5552-86ca-8f25b0b21d4d,367eb3bc-483a-5546-b7aa-4b2e0c12277b,4cb83726-bd49-5de9-bc9b-5ee9a9f13d33,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
21f51494-eb7f-54b7-ad3d-ef85f72b487a,8550b566-c89f-5552-86ca-8f25b0b21d4d,367eb3bc-483a-5546-b7aa-4b2e0c12277b,28c820df-d6d8-5b9c-9f23-e917625793dd,\N,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
05de7a80-171c-5bcc-860c-57e3e63467bd,8550b566-c89f-5552-86ca-8f25b0b21d4d,367eb3bc-483a-5546-b7aa-4b2e0c12277b,28c820df-d6d8-5b9c-9f23-e917625793dd,e5f02ab1-f8f8-5547-8429-8cabf541725f,30,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
da2962dd-055d-54f8-8018-1441df4c5572,d615a3b5-351d-5ed5-bb69-c4dcac36aa00,1ed50428-fa44-5d81-8e98-dd05a200c4ec,1c4137e8-b4e3-51bd-8e34-f9c9b493268e,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
d121f247-d36b-56bd-b741-c1ff01e30543,d615a3b5-351d-5ed5-bb69-c4dcac36aa00,1ed50428-fa44-5d81-8e98-dd05a200c4ec,c33486c5-4223-59a2-94d4-7382104c7459,\N,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
0733ba26-8590-5598-8783-e892787ea090,d615a3b5-351d-5ed5-bb69-c4dcac36aa00,1ed50428-fa44-5d81-8e98-dd05a200c4ec,c33486c5-4223-59a2-94d4-7382104c7459,9d6ce305-76f6-570b-8c40-66e7b9998555,30,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
0e57c7e6-014f-5d6d-a36e-c938787cabc7,bb3ac671-6c2e-5416-acd7-85d71693d50e,a7217649-141f-5c0e-9a55-a8a661d5c0c3,06f87041-5261-5777-81a6-d70e65703ccf,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
dc3d2a69-b20e-56d6-a06d-f9ccefb25136,bb3ac671-6c2e-5416-acd7-85d71693d50e,a7217649-141f-5c0e-9a55-a8a661d5c0c3,8c4d6e66-affe-5b30-8344-a5eada4a9353,\N,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
b667a010-391b-5b33-b56f-6c80290ed7c8,bb3ac671-6c2e-5416-acd7-85d71693d50e,a7217649-141f-5c0e-9a55-a8a661d5c0c3,8c4d6e66-affe-5b30-8344-a5eada4a9353,06aad61b-52b9-5940-86c7-1ab628ea7684,30,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
040eaa2e-ee46-516a-a3b8-d92207114b0b,bfad71f3-0e54-5467-bb83-c8664b3d7bc3,34c0da15-8be1-5e44-9db8-827d6f61a127,5a5f2985-a9b2-584b-8307-230a4e6a1f1d,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
d95f5f7f-29cc-50e0-ba2c-98420565a23f,bfad71f3-0e54-5467-bb83-c8664b3d7bc3,34c0da15-8be1-5e44-9db8-827d6f61a127,12081e71-7dc2-5e03-8150-dac435786f80,\N,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
800bc96a-6480-51d9-a2d0-49d595bc81f9,bfad71f3-0e54-5467-bb83-c8664b3d7bc3,34c0da15-8be1-5e44-9db8-827d6f61a127,12081e71-7dc2-5e03-8150-dac435786f80,a79d0ff9-10aa-51c3-ab31-3d72e429757b,30,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
7a2069de-aadd-5a82-ac0c-1010aa0262c7,104f9e79-e136-5ed4-a852-64d160340e45,37ae328d-a13d-529e-94c1-8a178f585bcf,253a2b6b-2f91-59c9-b885-21eefdc6291d,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
fc54984f-67e1-59f7-bbc5-42e5a42fd38d,104f9e79-e136-5ed4-a852-64d160340e45,37ae328d-a13d-529e-94c1-8a178f585bcf,c791ee95-2df4-5214-83c5-29a00ea3b039,\N,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
49da5d74-c90a-502b-8369-d822ef7c1fc1,104f9e79-e136-5ed4-a852-64d160340e45,37ae328d-a13d-529e-94c1-8a178f585bcf,c791ee95-2df4-5214-83c5-29a00ea3b039,32f47db1-e0b6-5c5f-9b31-1d53e2f068df,30,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
0c97d2db-a1e8-529e-8a9c-2c802bb192d0,caa70f0d-2314-5cf5-a481-0c259c347e04,b3adb6ae-8eb4-5572-8f13-812a5d9d812f,c7895437-3d1b-5bf0-8c0c-fc0dbdeffae6,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
94c509e7-0a46-56e4-9133-5e42da53a00a,caa70f0d-2314-5cf5-a481-0c259c347e04,b3adb6ae-8eb4-5572-8f13-812a5d9d812f,591990e9-e4b0-5787-ae06-1a38c145d3a3,\N,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
99514e66-34d5-5e63-b32d-31d0288b3cb6,caa70f0d-2314-5cf5-a481-0c259c347e04,b3adb6ae-8eb4-5572-8f13-812a5d9d812f,591990e9-e4b0-5787-ae06-1a38c145d3a3,ff0163cb-ea73-5d56-92e1-bb79e0a01f9a,30,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
e7671a42-f05a-5acd-a66c-580cb46b83bc,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,760fef47-84da-5dfe-9f01-f971a2e9cb13,ef894ef1-cce4-5dcd-8f27-1b1f19ba9553,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
5ec80a60-e19d-5f8d-9cb6-07d014e9e889,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,760fef47-84da-5dfe-9f01-f971a2e9cb13,375c0354-a6e4-5066-85a1-c5d1042a53d3,\N,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
428af26c-3a67-5bd6-91a7-7aa94dbbfeee,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,760fef47-84da-5dfe-9f01-f971a2e9cb13,375c0354-a6e4-5066-85a1-c5d1042a53d3,aafaec0b-0e39-57ac-9f59-2e98838580f7,30,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
6626643a-0ebe-5930-8051-037b58c47d9d,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,91250a85-9c5b-514f-9d7e-e1f6573595c5,06031a7a-274f-5546-90ba-64675017c1bd,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
34f52b71-b1c8-5068-a98e-41bfe5e40ed1,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,91250a85-9c5b-514f-9d7e-e1f6573595c5,29dbe9f7-3f77-570a-abdc-7c75c503c0f0,\N,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a5bdcfbe-7303-5b68-b6b9-d87b2a263cbf,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,91250a85-9c5b-514f-9d7e-e1f6573595c5,29dbe9f7-3f77-570a-abdc-7c75c503c0f0,26fc941c-62c0-5388-bdfe-4e88534f5c16,30,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
2966aef7-1e55-54be-aa93-d505ef936d6e,5a29b0dd-09ca-560f-b248-db0555c5c325,cc1ad8bc-edbc-5a4b-9f67-eca4c81cd673,dee33ebd-5d98-5e35-aac9-63280fdf47dc,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
44366ccf-dae1-53ab-b04c-05bf3ffb121e,5a29b0dd-09ca-560f-b248-db0555c5c325,cc1ad8bc-edbc-5a4b-9f67-eca4c81cd673,5e374e41-39ce-5cba-87ea-85c3af58dbcd,\N,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
b0b7130c-ece1-5d11-852c-0b6397440702,5a29b0dd-09ca-560f-b248-db0555c5c325,cc1ad8bc-edbc-5a4b-9f67-eca4c81cd673,5e374e41-39ce-5cba-87ea-85c3af58dbcd,ce26c6a8-795f-583b-9e01-139b054f4052,30,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
96439e87-eec4-5292-abaa-fcf9de1afe50,bab016a4-e1f0-5423-95ba-68a55a375518,9e01563d-07a5-5bf7-afe4-79c9be71149e,a9d0c72f-3e10-5d2d-ac62-b46bb12815f8,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4f06f755-9925-5e19-b553-1fb1695d503f,bab016a4-e1f0-5423-95ba-68a55a375518,9e01563d-07a5-5bf7-afe4-79c9be71149e,481b43ec-9c80-5835-81d2-00eb4a602197,\N,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a145ed06-f435-5723-9b42-8bccffd1fe65,bab016a4-e1f0-5423-95ba-68a55a375518,9e01563d-07a5-5bf7-afe4-79c9be71149e,481b43ec-9c80-5835-81d2-00eb4a602197,3ef69b1f-6b58-5561-be79-aa56d4a28f37,30,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a7a70d74-31db-5423-9dc7-cf5c2f1576c8,bf67c71a-ef24-5eed-87ee-0b99059448c0,10e0fab3-11bf-5675-921e-00acd584f5ff,bf63e40d-f258-550f-82ad-c99fc1d442da,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
8d9b3463-2fe6-5e47-af04-b951043e0fcc,bf67c71a-ef24-5eed-87ee-0b99059448c0,10e0fab3-11bf-5675-921e-00acd584f5ff,a0bac510-b472-519f-9345-978370e501e6,\N,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
90e90211-b58f-5a77-96f4-c94b659edc3b,bf67c71a-ef24-5eed-87ee-0b99059448c0,10e0fab3-11bf-5675-921e-00acd584f5ff,a0bac510-b472-519f-9345-978370e501e6,0baad42f-4c88-5ea7-bc3e-68a7a4b7836b,30,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
efb073c5-a82c-5903-9a5a-a3facbd5fa72,07b24cca-976d-532c-9467-d2343cc9f38d,4f2f488d-5ce7-524f-a786-d7ed7f56c3be,8e8d7f8d-8330-562b-bb04-41d3c7cbaf6b,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
1a7edd41-b0ed-5f5f-8208-057d49fef9c7,07b24cca-976d-532c-9467-d2343cc9f38d,4f2f488d-5ce7-524f-a786-d7ed7f56c3be,d11d0171-b4b6-5d8d-bb60-0e770710b12e,\N,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
df3baa0b-0f34-5766-8a94-417bfc81236f,07b24cca-976d-532c-9467-d2343cc9f38d,4f2f488d-5ce7-524f-a786-d7ed7f56c3be,d11d0171-b4b6-5d8d-bb60-0e770710b12e,04b0b72b-d441-5e54-bff2-149427123b93,30,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
164188df-8f74-507e-88ae-77cff1d9b635,fa9711c5-4a59-5910-b824-83392f64a533,966d0442-a394-5d10-8f18-b00de0b6e308,f988dbd9-9091-5957-99fc-d79235f95025,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
efde29f6-1152-5b54-a989-ddf2ea702c17,fa9711c5-4a59-5910-b824-83392f64a533,966d0442-a394-5d10-8f18-b00de0b6e308,e2aef0fd-c3ca-5d6e-b79a-4bd9944a5f55,\N,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c7ba425b-d5b7-568d-9dde-3fde6ba55cfa,fa9711c5-4a59-5910-b824-83392f64a533,966d0442-a394-5d10-8f18-b00de0b6e308,e2aef0fd-c3ca-5d6e-b79a-4bd9944a5f55,48efbe06-4dd7-5b40-a636-41dd73878f6a,30,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
78c23921-19a9-5e23-b0bc-19c60045aa64,597b352f-cbab-5ea6-893f-73309ac2fbf9,13451a91-06da-5a3a-acf0-65e99c6f97af,fda21025-5955-5176-8814-83613294a154,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
02e453dc-2904-5186-81d5-c82f7506c5f6,597b352f-cbab-5ea6-893f-73309ac2fbf9,13451a91-06da-5a3a-acf0-65e99c6f97af,f20387fe-e3d7-5103-9a6c-ba437d45ca24,\N,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
3bf71ad8-670c-5c0c-b708-f1ac18df52ee,597b352f-cbab-5ea6-893f-73309ac2fbf9,13451a91-06da-5a3a-acf0-65e99c6f97af,f20387fe-e3d7-5103-9a6c-ba437d45ca24,db561d2f-ec05-5c6f-8f6a-5c5e3a33fab2,30,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c15c1853-a676-58fb-a7e6-ece0de8f1a73,22681635-41b9-56da-a764-798ba158a3ac,c9bbeb44-4071-56bb-b0ef-56e82bfb64b8,b987634a-9cd9-57f0-8da5-b5a804ecebbc,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
51c74c38-f754-5ffb-a246-c6f0c99735d8,22681635-41b9-56da-a764-798ba158a3ac,c9bbeb44-4071-56bb-b0ef-56e82bfb64b8,ea684235-6f58-560f-93b7-297483f2b3bb,\N,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
694c5b16-8557-5573-af21-72d9e3ff77c4,22681635-41b9-56da-a764-798ba158a3ac,c9bbeb44-4071-56bb-b0ef-56e82bfb64b8,ea684235-6f58-560f-93b7-297483f2b3bb,29715679-731c-5760-99f6-53c81fc7b582,30,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
61a917e7-8003-52c7-8a33-c24d08ac420d,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,bc0a3ebd-e7f8-5aa3-a33c-f83ed5282e8b,e98763c1-c889-56e1-bb29-16650237a72b,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
59546119-c799-50f6-8d6f-96fa69f53ef1,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,bc0a3ebd-e7f8-5aa3-a33c-f83ed5282e8b,fbe81235-3fbc-5acf-b208-a593c80968ab,\N,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f4719934-9b16-547f-ae8f-0639c7537a04,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,bc0a3ebd-e7f8-5aa3-a33c-f83ed5282e8b,fbe81235-3fbc-5acf-b208-a593c80968ab,d3ae7f88-5914-5093-8c20-95fe00dfe7ee,30,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
dcf674fc-a565-5fb7-9532-2eb63b56fa6a,fce39051-f305-572f-83db-29fbaf5b798a,ebb48cda-1918-5293-abd5-bdb17973bb0e,f5c63b47-f903-554c-b1c4-931c1b610e2f,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
03f67362-26ab-5e56-b576-50b73ad0b3a8,fce39051-f305-572f-83db-29fbaf5b798a,ebb48cda-1918-5293-abd5-bdb17973bb0e,61b6f2ef-7c63-50e7-8360-2c991ee897bb,\N,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
bb51b3b7-3cbe-5d2f-9e6c-782e7a142ae6,fce39051-f305-572f-83db-29fbaf5b798a,ebb48cda-1918-5293-abd5-bdb17973bb0e,61b6f2ef-7c63-50e7-8360-2c991ee897bb,4bc05c48-46e1-51a4-a461-da47d7060a4c,30,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
fdcc33b0-8e5b-5584-a6f8-1a6a6d06bb17,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,193ced08-5468-5af4-a850-7ee180d047a5,4c6345d0-a1de-51f5-bab8-bb19944764b3,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
18fb2f74-fbcc-5c50-888b-50e2a7e2ad2c,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,193ced08-5468-5af4-a850-7ee180d047a5,6b2e6e38-e901-5b5e-a858-3898ad13b4ce,\N,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
d5bd0d79-b901-5af1-abdd-592a743bc117,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,193ced08-5468-5af4-a850-7ee180d047a5,6b2e6e38-e901-5b5e-a858-3898ad13b4ce,351f6994-c9a0-59c0-9188-afb366e4f48f,30,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
ff7c7284-8062-50f0-9fe9-51a60cddbf36,4b8ac2bc-db12-5fb9-8556-20aa186929f6,7c5955a1-2504-58ad-a8df-722ec144a4d7,29b1b607-eed3-5271-ba48-5d3bf61710f7,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a66a7fd1-b1d5-5feb-b4d7-d1213f2ea283,4b8ac2bc-db12-5fb9-8556-20aa186929f6,7c5955a1-2504-58ad-a8df-722ec144a4d7,62e8ae38-8d73-537e-b0e3-4e9a8eee1437,\N,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
33881fb0-148e-5183-aed3-e3588db5c243,4b8ac2bc-db12-5fb9-8556-20aa186929f6,7c5955a1-2504-58ad-a8df-722ec144a4d7,62e8ae38-8d73-537e-b0e3-4e9a8eee1437,275ad732-bab6-52b9-96bc-bf34565887d2,30,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
