id,restaurant_id,product_id,media_asset_id,alt_text,display_order,is_primary,created_at_utc,created_by
e026b635-5513-5009-94ab-a09cc0a35eb1,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,29dbe9f7-3f77-570a-abdc-7c75c503c0f0,0d699068-c1a9-5dbd-9cc7-a76941ab8ec7,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
5a89b848-2cf1-5842-8090-bf9a1874c6b4,5a29b0dd-09ca-560f-b248-db0555c5c325,dee33ebd-5d98-5e35-aac9-63280fdf47dc,fdd94956-5294-5f6f-b24c-1870e433f951,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
c19c3c16-0743-590e-97ba-b68138dddfa5,5a29b0dd-09ca-560f-b248-db0555c5c325,5e374e41-39ce-5cba-87ea-85c3af58dbcd,7939b8de-774e-512a-b0b6-c596c55ead9c,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
df78d448-08df-576c-923a-728adb66d122,bab016a4-e1f0-5423-95ba-68a55a375518,a9d0c72f-3e10-5d2d-ac62-b46bb12815f8,d6808b65-e872-5425-af45-64cc56a22d35,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
ed6a4166-dc2a-5451-bf29-a85f28f3a00c,bab016a4-e1f0-5423-95ba-68a55a375518,481b43ec-9c80-5835-81d2-00eb4a602197,e541309c-5fb5-588a-acd4-061d21cecf8d,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
c27ec4f8-f08d-500b-ba55-dda3a446fe58,bf67c71a-ef24-5eed-87ee-0b99059448c0,bf63e40d-f258-550f-82ad-c99fc1d442da,45807729-b091-59e4-ad59-d026cd8ab5b6,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
c4ff76df-a517-5369-9284-691b736c406f,bf67c71a-ef24-5eed-87ee-0b99059448c0,a0bac510-b472-519f-9345-978370e501e6,ed062d52-49cc-5dc3-8b43-17b092f9439d,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
b886dd98-29b8-596d-96cb-6a661a7ce6bd,07b24cca-976d-532c-9467-d2343cc9f38d,8e8d7f8d-8330-562b-bb04-41d3c7cbaf6b,74b2fd39-1da6-5fe9-8601-2ea629768c91,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
d2e6e9d0-96cc-5376-85bd-0dc69c89237a,07b24cca-976d-532c-9467-d2343cc9f38d,d11d0171-b4b6-5d8d-bb60-0e770710b12e,3d1cbf89-376d-5136-af04-e4291722d093,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
3721b774-0bb7-5e87-bd83-f6e84f38132e,fa9711c5-4a59-5910-b824-83392f64a533,f988dbd9-9091-5957-99fc-d79235f95025,2315d99b-8ba7-5e14-86db-fd8befa6907c,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
2dcc574b-814e-5251-b31f-a5bfedc8a733,fa9711c5-4a59-5910-b824-83392f64a533,e2aef0fd-c3ca-5d6e-b79a-4bd9944a5f55,c9e6b53f-237e-52b6-b5f7-fde8768b1f2b,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
21b2a260-7b8e-510a-9e7e-eb6409ee63b7,597b352f-cbab-5ea6-893f-73309ac2fbf9,fda21025-5955-5176-8814-83613294a154,3f898fd7-efe4-527c-ba80-161c1f996095,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
191f5f3e-b048-5934-8881-c5b74b5cbaad,597b352f-cbab-5ea6-893f-73309ac2fbf9,f20387fe-e3d7-5103-9a6c-ba437d45ca24,75553251-bdb7-554b-8aaf-f6df8beda430,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
299cd9fe-2015-5265-a86a-a9369691f8c9,22681635-41b9-56da-a764-798ba158a3ac,b987634a-9cd9-57f0-8da5-b5a804ecebbc,2c343f18-2b71-500e-bb9f-301d6d5157b9,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
79cb4fb6-f7fc-5402-b75f-e45e0b7ed9bf,22681635-41b9-56da-a764-798ba158a3ac,ea684235-6f58-560f-93b7-297483f2b3bb,04158022-0734-5436-bda7-c7479d5538c3,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
dd068efd-a5cb-586a-8d2e-c37645c5e3c0,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,e98763c1-c889-56e1-bb29-16650237a72b,5b8cd689-dd34-54fe-9026-b7ef0208c68f,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
92e0e97b-19c9-5411-aa65-e9d3ddc3841b,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,fbe81235-3fbc-5acf-b208-a593c80968ab,55244421-58ce-5682-91e4-66709cc29bc5,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
35b2d91a-0a37-52d8-ba89-01aa57e184d6,fce39051-f305-572f-83db-29fbaf5b798a,f5c63b47-f903-554c-b1c4-931c1b610e2f,f727f895-a83a-50fd-af75-9e9bfedacecf,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
c0fec041-f554-57b1-9729-223a842e1df8,fce39051-f305-572f-83db-29fbaf5b798a,61b6f2ef-7c63-50e7-8360-2c991ee897bb,c67e9d4f-6965-5df3-8ed7-d27d95e56d3a,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
b89bdb1e-cdf5-53e4-9dba-729b8019e91f,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,4c6345d0-a1de-51f5-bab8-bb19944764b3,4b56cbe8-58f9-521e-becc-b85778249b55,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
29349e15-32e9-5d7b-8d67-3bb0577d0c47,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,6b2e6e38-e901-5b5e-a858-3898ad13b4ce,63614fd1-7b58-5f10-a9ce-c266acb902f9,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
79492086-d775-5495-843f-59611ae6eb07,4b8ac2bc-db12-5fb9-8556-20aa186929f6,29b1b607-eed3-5271-ba48-5d3bf61710f7,0a8733c7-f767-5275-905a-495a64bf7b4c,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
aea40421-464d-5fb6-b1d4-527d03f58054,4b8ac2bc-db12-5fb9-8556-20aa186929f6,62e8ae38-8d73-537e-b0e3-4e9a8eee1437,3859779c-c509-5384-b36d-5943f1810547,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
32f1937f-16cc-5a6f-8f55-59fe2681131e,7a5fbc73-7498-500c-b457-d15f22bb9989,734bbda8-9920-518d-aa5b-dd0f3dfd2801,10ddf06b-89ac-51e9-b1b7-892e0201026c,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
12f607c1-7a44-53e8-acc4-bfd3a0f246ed,7a5fbc73-7498-500c-b457-d15f22bb9989,90121540-217a-5d85-adf4-2caf1c3a8f69,1e1b193c-e29d-5b30-b6f1-dec5d42a33fe,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
c75336bc-afd1-5158-971e-732d237bb65a,8ca9e1ae-e628-59af-8ab4-395d06328807,a4095253-99e5-50ae-94cc-bf83af90f8df,50cc4798-16de-54b5-9104-94f3256cdc66,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
cc266f98-3080-512e-9ad4-ca9a07ff52b0,8ca9e1ae-e628-59af-8ab4-395d06328807,b188f432-8ff0-5061-a658-9da9d0ff1ee9,7b36b510-5856-55eb-bda7-b097a3e173f2,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
c44a670a-e116-5165-910f-0feeda7bdf06,98e2754e-6697-50e6-8bab-81a98e4aeca7,40fef47f-73d0-519f-9aea-e24aab4fe228,b3688db4-6001-5b90-9b21-4755fe4b05d4,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
1ed8b01c-6c9c-599a-b232-3cdb77a8c0cb,98e2754e-6697-50e6-8bab-81a98e4aeca7,2ba6d0f1-48ae-51c7-96fd-46bb2d298ac1,83c71aaa-1c8e-564d-b787-5307f326efe3,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
f3880009-e5d2-556c-89b4-823d02f7945d,bbf4f4ee-81c9-55b0-80af-33be79e561ee,47056644-f38e-5e78-bb8d-350cfb62cc39,3599f04b-e638-5437-b189-ecd46e742e00,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
b17164c8-8261-51af-be49-51afcca16181,bbf4f4ee-81c9-55b0-80af-33be79e561ee,806f66f0-163e-5f07-ba14-1e88ccd77b82,af882255-261c-5dd6-8b38-1067bf3c55e9,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
02ae8598-be6a-5335-9c42-b233039b158b,c1460c74-b0e2-5d90-9797-9f6b2e861e30,dfd0c90e-2089-5dee-b2f2-2b6c89bd5cc5,5166d2bf-edb5-5941-a23b-e0878d822147,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
7e3342a2-27ae-56f4-be68-4a14f1025e90,c1460c74-b0e2-5d90-9797-9f6b2e861e30,434b4203-88fc-59c9-a1c5-56193208c65b,128341f2-2a77-597a-90b3-fcdff91a779f,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
97919ad2-ec9b-52b5-8bd2-dbff583310fa,67af2cf8-ba63-5420-aaa1-3d4828850036,b4c628c0-17a5-5dc2-bcf4-f843831b6c5f,46f38aed-3c2e-5884-8868-19290d1c076b,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
9d542385-e2da-53ab-8527-f19745b9bb6a,67af2cf8-ba63-5420-aaa1-3d4828850036,ef1c55b2-e5c6-5318-b276-663f2cc35571,4e8319e6-6e79-520e-85e9-7ad001c0ada9,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
3e548202-e4ec-5dd7-bac5-ebf9f6c7df13,517ff701-319d-502a-b5b9-e1c36a3cde3c,27cc60c2-e537-5889-96a9-17e05f8bec65,56cf2c8e-31fd-57a4-9528-9c3443533029,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
70926539-b6b5-52c3-91e9-19dc0bdfc330,517ff701-319d-502a-b5b9-e1c36a3cde3c,8c65df1f-87c4-51aa-acc5-53facd835726,7dded456-5e7d-541f-a211-4b344d7b4546,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
b4adf666-cbd0-5523-9859-ad199799c1ee,b3efb6f0-9635-58cf-b533-6394b23e857d,76498357-6804-57a3-8c17-8c522756301c,d99d33cf-b732-534e-8919-277ff7416d58,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
e70740ce-1f50-5da3-9637-59dece022c5a,b3efb6f0-9635-58cf-b533-6394b23e857d,33ba8623-4c46-54a4-bfdb-862088f742fe,6f5a39e4-bea7-5da8-ab11-fe574fc3ce33,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
3ce9d802-84fe-5187-b8cb-bce693e8855a,707f9a45-b18a-5759-b1bd-cb4b9991c763,5650e9af-d2d2-5697-b457-37eb6fa6d321,079f4e8e-7834-563a-acf2-de1b7263422e,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
fa3af6ad-079d-5eda-af48-f8cf8311b86b,707f9a45-b18a-5759-b1bd-cb4b9991c763,b525e4f2-42d0-52fc-9944-4b58afdecf01,dc50c9a2-aaf1-50b2-ad72-9e217d57f35c,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
61115d6e-a17d-5e8d-a01b-ed6fd03048d2,4b4841d6-837e-5b3a-8625-eb21c5856ff2,70ce7359-e368-574f-a4f7-104aac3f00f8,d44ed34a-cdc3-50ff-9cab-b8494e3859b8,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
3d9830a5-ca59-5d58-925e-ea3f64a69731,4b4841d6-837e-5b3a-8625-eb21c5856ff2,4d1d753a-5877-5127-b592-8192c5ec1db3,e618051c-5fd7-57a2-a3ee-b2037ff0c3d4,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
a969a912-64bb-5c1a-855a-d485015b6da4,c4afafa8-25c3-527c-95bc-c2ce6efb5a36,cee6fdb2-c59d-5164-b502-b042a7b0e11c,caf19166-99a5-5960-ba5a-0083c6d3c90b,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
1ef320d1-be2b-5fef-a3f0-acd75499fe95,c4afafa8-25c3-527c-95bc-c2ce6efb5a36,b4836908-c461-5767-84f7-e7265cc86124,f7e766af-a117-5918-a366-a0da7b4b0482,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
b49c936f-0b72-571a-bf33-795a4ad66cc0,44c58e92-2d0f-5de4-949a-53cca4b7c650,e3bd849d-cf2e-5061-857b-4ea0e911f18f,51302313-1141-5ba1-ba7a-469d05212c50,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
89058414-79b8-5b48-826d-0d30e6096f75,44c58e92-2d0f-5de4-949a-53cca4b7c650,46dfaca3-a663-5789-8a02-6dd8c1f3f8f7,23e19573-4549-5926-bbae-14c10593fd61,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
8f37b3dc-51e1-5455-8019-849d68610828,fadf79e7-84bd-54aa-8fce-71315980e940,87514a74-125a-59c6-b2bc-a72c5a10ec02,9efa0e94-2bb2-57a7-8519-7f369bd4f7f4,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
08d0432d-2230-5a3e-aea0-cef8637fc77c,fadf79e7-84bd-54aa-8fce-71315980e940,59e7a5ac-be92-52dd-9dd4-c10faefa334a,6db65887-c170-5638-85db-deb4e97b4f5a,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
f5f1e44b-fba6-5e84-b2e7-2809cdc1b17a,a3bed95f-b4d1-5aea-963e-723a3b5343d7,5cb0673d-3e6a-51e2-acbd-fd11e2c5b95c,ef0296a3-9097-575c-8a7c-8a55eeee757b,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
036b7c97-251f-5c89-9489-57650f9d1d2d,a3bed95f-b4d1-5aea-963e-723a3b5343d7,600d11ab-c4cd-50d0-9e71-6c0cb3d95882,d7807890-0cef-5669-a370-f90279f20fd3,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
519e72fd-e6a5-5692-be08-a5802daa9029,dfc9650b-5da6-5083-b918-0069b7f18a39,af34a331-0e03-57a7-a280-69d86d2b10e9,2d3d4b30-2004-5a36-83f0-e194dc029b22,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
fa944897-7c87-5228-9c70-a9fc4006c3c4,dfc9650b-5da6-5083-b918-0069b7f18a39,e80eaae3-4f14-5dfa-bf57-b3dbb3335c6d,fe13e376-cdb9-5ada-a812-c2a5766c39a2,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
031ddbe8-fcc9-59d3-a998-9800c546db01,e40302ce-cd87-5926-898b-7077c873c69c,4437e16a-d3bb-5f8c-b405-25d9c2d7f213,f9d5097a-7f52-575a-9c13-0049d5d510d6,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
db294344-8e40-5163-9207-f19199065319,e40302ce-cd87-5926-898b-7077c873c69c,39b51865-6a70-56c5-9b1b-00453ba200ff,5100176e-0f5b-5f5d-b47f-97957e7a10f2,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
5c6e5126-64e1-547e-b389-b722dc7f3afd,c1f4e8f0-e00b-5a1e-82a4-2aa113ce0e2e,ed8983e2-f018-523f-b2a2-d0b33511f8f8,d43d1ec0-12c2-5ab7-b17c-789d71269a46,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
adede2b0-7242-5659-b22b-9879771b1229,c1f4e8f0-e00b-5a1e-82a4-2aa113ce0e2e,c57af612-082c-55cb-b087-3e53a7a022e9,7e255c1e-af15-572f-bec6-85f8512de53f,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
f9627141-17f3-5fb1-ae0d-a8db77976db3,80267d1d-6166-5d66-a39a-2fe7d3ec9558,3623c0f6-ce36-5bb1-8d49-a4727e95924e,22e70d8b-2f2e-5615-aa73-dddaaded18fc,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
fb31adf3-b3fb-5e68-8c9b-d79c8d64bf25,80267d1d-6166-5d66-a39a-2fe7d3ec9558,64e321c8-3b0c-53b4-a830-d43783ccb350,0bf00f0d-050c-5fcd-b837-dba4e9658837,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
3004bb23-838e-5a59-b53a-2e7f06748d29,7e941da0-444e-555b-8c14-37022c2450f6,f04fb7b1-6215-5fde-8b77-57dc1dea8065,7d258d98-800b-5b9d-a10c-01de184935a6,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
7d0c2548-1abd-54d7-86a6-441f7f7b0d19,7e941da0-444e-555b-8c14-37022c2450f6,21308fc2-d3a5-53f2-8f1f-3e61596e2257,54031262-a7c4-59ad-99aa-bdcf640b66e9,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
44e53bc7-50f6-517d-bc81-076fb9f50a63,9e1b7503-21ff-59f4-83b8-5c7bb3c79c9c,86d7e974-a1ca-57aa-a956-17d968f431d4,84c9f7a0-31bd-54e9-9609-fb88679e8396,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
