id,restaurant_id,product_id,code,name,attributes,display_order,status,created_at_utc,created_by,updated_at_utc,updated_by,concurrency_version
a79d0ff9-10aa-51c3-ab31-3d72e429757b,bfad71f3-0e54-5467-bb83-c8664b3d7bc3,12081e71-7dc2-5e03-8150-dac435786f80,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
32f47db1-e0b6-5c5f-9b31-1d53e2f068df,104f9e79-e136-5ed4-a852-64d160340e45,c791ee95-2df4-5214-83c5-29a00ea3b039,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
ff0163cb-ea73-5d56-92e1-bb79e0a01f9a,caa70f0d-2314-5cf5-a481-0c259c347e04,591990e9-e4b0-5787-ae06-1a38c145d3a3,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
aafaec0b-0e39-57ac-9f59-2e98838580f7,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,375c0354-a6e4-5066-85a1-c5d1042a53d3,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
26fc941c-62c0-5388-bdfe-4e88534f5c16,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,29dbe9f7-3f77-570a-abdc-7c75c503c0f0,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
ce26c6a8-795f-583b-9e01-139b054f4052,5a29b0dd-09ca-560f-b248-db0555c5c325,5e374e41-39ce-5cba-87ea-85c3af58dbcd,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
3ef69b1f-6b58-5561-be79-aa56d4a28f37,bab016a4-e1f0-5423-95ba-68a55a375518,481b43ec-9c80-5835-81d2-00eb4a602197,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
0baad42f-4c88-5ea7-bc3e-68a7a4b7836b,bf67c71a-ef24-5eed-87ee-0b99059448c0,a0bac510-b472-519f-9345-978370e501e6,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
04b0b72b-d441-5e54-bff2-149427123b93,07b24cca-976d-532c-9467-d2343cc9f38d,d11d0171-b4b6-5d8d-bb60-0e770710b12e,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
48efbe06-4dd7-5b40-a636-41dd73878f6a,fa9711c5-4a59-5910-b824-83392f64a533,e2aef0fd-c3ca-5d6e-b79a-4bd9944a5f55,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
db561d2f-ec05-5c6f-8f6a-5c5e3a33fab2,597b352f-cbab-5ea6-893f-73309ac2fbf9,f20387fe-e3d7-5103-9a6c-ba437d45ca24,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
29715679-731c-5760-99f6-53c81fc7b582,22681635-41b9-56da-a764-798ba158a3ac,ea684235-6f58-560f-93b7-297483f2b3bb,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
d3ae7f88-5914-5093-8c20-95fe00dfe7ee,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,fbe81235-3fbc-5acf-b208-a593c80968ab,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4bc05c48-46e1-51a4-a461-da47d7060a4c,fce39051-f305-572f-83db-29fbaf5b798a,61b6f2ef-7c63-50e7-8360-2c991ee897bb,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
351f6994-c9a0-59c0-9188-afb366e4f48f,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,6b2e6e38-e901-5b5e-a858-3898ad13b4ce,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
275ad732-bab6-52b9-96bc-bf34565887d2,4b8ac2bc-db12-5fb9-8556-20aa186929f6,62e8ae38-8d73-537e-b0e3-4e9a8eee1437,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
ce187c54-2501-5675-ab42-d9a18826fa26,7a5fbc73-7498-500c-b457-d15f22bb9989,90121540-217a-5d85-adf4-2caf1c3a8f69,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
ad747ff1-163a-5552-8e87-d4ec7f0b89b6,8ca9e1ae-e628-59af-8ab4-395d06328807,b188f432-8ff0-5061-a658-9da9d0ff1ee9,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
1bdf2843-f468-5136-a745-1d88bb4572ad,98e2754e-6697-50e6-8bab-81a98e4aeca7,2ba6d0f1-48ae-51c7-96fd-46bb2d298ac1,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
153ec9d7-96af-5b8b-b60b-08441454e79e,bbf4f4ee-81c9-55b0-80af-33be79e561ee,806f66f0-163e-5f07-ba14-1e88ccd77b82,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
e2ad2ed5-7faa-56e5-943a-3bbec77f2249,c1460c74-b0e2-5d90-9797-9f6b2e861e30,434b4203-88fc-59c9-a1c5-56193208c65b,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
63064ec5-7922-5800-a68b-c6f929022812,67af2cf8-ba63-5420-aaa1-3d4828850036,ef1c55b2-e5c6-5318-b276-663f2cc35571,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
0d8d9e0d-3392-57d2-a52e-ac0b07a18484,517ff701-319d-502a-b5b9-e1c36a3cde3c,8c65df1f-87c4-51aa-acc5-53facd835726,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f2e33f4d-8097-5a59-8413-cf41ca6b772a,b3efb6f0-9635-58cf-b533-6394b23e857d,33ba8623-4c46-54a4-bfdb-862088f742fe,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
1adeb332-dda6-5293-9d18-564bf5df253c,707f9a45-b18a-5759-b1bd-cb4b9991c763,b525e4f2-42d0-52fc-9944-4b58afdecf01,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
b4840343-de72-5166-8e8a-3dd899488192,4b4841d6-837e-5b3a-8625-eb21c5856ff2,4d1d753a-5877-5127-b592-8192c5ec1db3,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
49368521-fe03-5a46-9ee8-c9e247ddfdc2,c4afafa8-25c3-527c-95bc-c2ce6efb5a36,b4836908-c461-5767-84f7-e7265cc86124,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
2f9686c7-9f0b-5afa-8dcb-b1096b0f811b,44c58e92-2d0f-5de4-949a-53cca4b7c650,46dfaca3-a663-5789-8a02-6dd8c1f3f8f7,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4e740a23-002b-5a6a-8d33-e6a8e03b770c,fadf79e7-84bd-54aa-8fce-71315980e940,59e7a5ac-be92-52dd-9dd4-c10faefa334a,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
46ce27db-624e-5eb1-b67f-298f1e6229a6,a3bed95f-b4d1-5aea-963e-723a3b5343d7,600d11ab-c4cd-50d0-9e71-6c0cb3d95882,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
b3c9273e-4160-519f-a798-7b15dfad1451,dfc9650b-5da6-5083-b918-0069b7f18a39,e80eaae3-4f14-5dfa-bf57-b3dbb3335c6d,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
da26fe7b-2df7-5af0-b484-6bfdc98a9cd9,e40302ce-cd87-5926-898b-7077c873c69c,39b51865-6a70-56c5-9b1b-00453ba200ff,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
e8669506-d716-5b31-bc64-e7c8f082f60c,c1f4e8f0-e00b-5a1e-82a4-2aa113ce0e2e,c57af612-082c-55cb-b087-3e53a7a022e9,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a7c196e8-5a6e-5fe4-978b-115902ad4a17,80267d1d-6166-5d66-a39a-2fe7d3ec9558,64e321c8-3b0c-53b4-a830-d43783ccb350,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
af6576df-2ef5-576f-bdaa-3da91a92d642,7e941da0-444e-555b-8c14-37022c2450f6,21308fc2-d3a5-53f2-8f1f-3e61596e2257,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4d367745-78f3-56a2-b85d-a5d29182f09a,9e1b7503-21ff-59f4-83b8-5c7bb3c79c9c,616b8fa6-e2a4-575c-9398-eba6da664681,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
bbe6a9b0-319e-5c13-8965-c1a7a86b6dfc,c824a05f-57b4-564d-8182-a0acb1779be0,66804ef2-b002-5ab4-88a6-51ebc39fbada,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
cb579f87-ef85-535f-8e84-1fe0557e98dd,7b2007ac-f4b3-5a96-998c-4b5bdb6201f7,97722d3f-46a1-592d-8384-79df20cf7711,large,Large,"{""volumeMl"":350}",10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
