id,event_type,contract_version,aggregate_type,aggregate_id,payload,correlation_id,causation_id,occurred_at_utc,published_at_utc,retry_count,next_attempt_at_utc,last_error_category
ca29e141-d88e-5bc0-b0af-45c9bcc33255,catalog.sample-data.loaded,1,catalog,104f9e79-e136-5ed4-a852-64d160340e45,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
e4b9e721-8a23-516d-ac41-85e39e707675,catalog.sample-data.loaded,1,catalog,caa70f0d-2314-5cf5-a481-0c259c347e04,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
c4216fbb-c6ce-5768-b191-bb1bb0b017c1,catalog.sample-data.loaded,1,catalog,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
23207d62-29ec-5160-be0d-2e3183a60c26,catalog.sample-data.loaded,1,catalog,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
f4122f31-3758-5905-b43e-5c22be2b74c6,catalog.sample-data.loaded,1,catalog,5a29b0dd-09ca-560f-b248-db0555c5c325,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
c45b5b94-2f56-5ddd-bc90-d05f05998c58,catalog.sample-data.loaded,1,catalog,bab016a4-e1f0-5423-95ba-68a55a375518,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
ec5833a7-7b80-58ed-8697-ce36b3ffddac,catalog.sample-data.loaded,1,catalog,bf67c71a-ef24-5eed-87ee-0b99059448c0,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
823ea48f-08c8-531a-8fc8-50cd02f9dcbf,catalog.sample-data.loaded,1,catalog,07b24cca-976d-532c-9467-d2343cc9f38d,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
6f182e64-7ea9-5b8c-94c2-e372e94e7261,catalog.sample-data.loaded,1,catalog,fa9711c5-4a59-5910-b824-83392f64a533,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
38ce771e-6f7d-5aa9-b317-48b460ce6d7e,catalog.sample-data.loaded,1,catalog,597b352f-cbab-5ea6-893f-73309ac2fbf9,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
9f7e2015-8405-5fc8-9a33-238f17a77d6a,catalog.sample-data.loaded,1,catalog,22681635-41b9-56da-a764-798ba158a3ac,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
3429fce8-0e70-5e9c-90dd-516e099fecb0,catalog.sample-data.loaded,1,catalog,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
9b08dfc5-277d-5bfa-a115-45268a5653e5,catalog.sample-data.loaded,1,catalog,fce39051-f305-572f-83db-29fbaf5b798a,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
8f2ffd8a-8468-5375-89e7-37ddcaa1c482,catalog.sample-data.loaded,1,catalog,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
f318ce4f-6790-55f8-8115-886035f8ee60,catalog.sample-data.loaded,1,catalog,4b8ac2bc-db12-5fb9-8556-20aa186929f6,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
18fb23c6-c127-51c3-9603-fb8f282bd9f6,catalog.sample-data.loaded,1,catalog,7a5fbc73-7498-500c-b457-d15f22bb9989,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
85f68575-aab0-5a92-86e2-dc543662d9aa,catalog.sample-data.loaded,1,catalog,8ca9e1ae-e628-59af-8ab4-395d06328807,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
2921a402-b76b-5ce6-bc1a-a1d8975c1d83,catalog.sample-data.loaded,1,catalog,98e2754e-6697-50e6-8bab-81a98e4aeca7,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
f04217e6-7adc-5a9c-b7ce-2024e697859b,catalog.sample-data.loaded,1,catalog,bbf4f4ee-81c9-55b0-80af-33be79e561ee,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
d0a9e52f-d7c1-5b34-8653-ce4fe90c834f,catalog.sample-data.loaded,1,catalog,c1460c74-b0e2-5d90-9797-9f6b2e861e30,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
db63c9a8-d2c7-57d8-b978-581d154191d8,catalog.sample-data.loaded,1,catalog,67af2cf8-ba63-5420-aaa1-3d4828850036,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
4c0a0e2c-795f-5361-8f1a-3851d6e523c0,catalog.sample-data.loaded,1,catalog,517ff701-319d-502a-b5b9-e1c36a3cde3c,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
19e14d6c-94ba-55cf-8051-49feb05d48c0,catalog.sample-data.loaded,1,catalog,b3efb6f0-9635-58cf-b533-6394b23e857d,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
31e23c28-f4aa-5344-a181-5aa03a015e90,catalog.sample-data.loaded,1,catalog,707f9a45-b18a-5759-b1bd-cb4b9991c763,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
630ef42e-a09f-5af7-ba95-f08e4528a083,catalog.sample-data.loaded,1,catalog,4b4841d6-837e-5b3a-8625-eb21c5856ff2,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
5cef6c51-5a1d-5721-938b-59a55549cd35,catalog.sample-data.loaded,1,catalog,c4afafa8-25c3-527c-95bc-c2ce6efb5a36,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
30e72e84-973f-5c9b-914d-c60b0e894ab3,catalog.sample-data.loaded,1,catalog,44c58e92-2d0f-5de4-949a-53cca4b7c650,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
fa15b6eb-c51b-5029-9573-9d39b6c8edf0,catalog.sample-data.loaded,1,catalog,fadf79e7-84bd-54aa-8fce-71315980e940,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
63fa36af-18e4-536d-ac7f-1ba41e0e080c,catalog.sample-data.loaded,1,catalog,a3bed95f-b4d1-5aea-963e-723a3b5343d7,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
2e835ab9-c2c9-543c-aec9-073dda8110d9,catalog.sample-data.loaded,1,catalog,dfc9650b-5da6-5083-b918-0069b7f18a39,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
d53de272-5ba1-59e8-8884-44ce24352156,catalog.sample-data.loaded,1,catalog,e40302ce-cd87-5926-898b-7077c873c69c,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
0f33e8fe-c388-579c-b612-8adb47c604f9,catalog.sample-data.loaded,1,catalog,c1f4e8f0-e00b-5a1e-82a4-2aa113ce0e2e,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
735fcdf8-b854-53af-820a-e82a21588fa7,catalog.sample-data.loaded,1,catalog,80267d1d-6166-5d66-a39a-2fe7d3ec9558,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
0d7871d1-8382-551b-a591-11614cad94c3,catalog.sample-data.loaded,1,catalog,7e941da0-444e-555b-8c14-37022c2450f6,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
d3780824-9acb-5063-b0f9-63c94f7ef744,catalog.sample-data.loaded,1,catalog,9e1b7503-21ff-59f4-83b8-5c7bb3c79c9c,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
6fa1ab52-ca01-5303-b42c-774ee1961e1d,catalog.sample-data.loaded,1,catalog,c824a05f-57b4-564d-8182-a0acb1779be0,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
2e277884-975e-5937-8a3b-befcd500a45a,catalog.sample-data.loaded,1,catalog,7b2007ac-f4b3-5a96-998c-4b5bdb6201f7,"{""source"":""sample-data"",""fictional"":true}",sample-data-catalog,\N,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0,\N,\N
