id,restaurant_id,price_list_id,product_id,product_variant_id,amount,effective_from_utc,effective_to_utc,created_at_utc,created_by
8f48009b-3a23-5f6e-b3d3-d09427d9d796,02893fb5-cd61-516d-a1c6-a31b633a8440,6d0bae46-1dd6-51ed-97e3-2f95f40947eb,f3e77a4e-a77c-56b7-ad36-79aa5284023c,9eeb00a1-7da7-5f14-8951-ab6fa9f10829,5.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
646172db-008b-577a-86b6-4a542a8da3e8,8c3b74c7-06ef-5cee-b54c-5f1604076f2e,bcd0d4e6-a0f3-567c-99bf-de98f4e81bec,ce15e28e-6590-5ee9-a5a6-1f0910b46e7f,\N,14.9000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
4b40bd28-e51b-56d0-8dc7-34364a2549ef,8c3b74c7-06ef-5cee-b54c-5f1604076f2e,bcd0d4e6-a0f3-567c-99bf-de98f4e81bec,9a724731-c0cc-5a1d-8c52-5e70ac52f5a6,\N,4.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
4c40b104-40f2-5387-a09e-aedaa05bbd22,8c3b74c7-06ef-5cee-b54c-5f1604076f2e,bcd0d4e6-a0f3-567c-99bf-de98f4e81bec,9a724731-c0cc-5a1d-8c52-5e70ac52f5a6,e8fc0430-deb7-5c5a-a6f7-c7ea97724853,5.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
a4a0a3da-6eec-52ec-95a6-5b9eaf7f0f12,292495cc-29f1-532a-8347-61381793ace8,611083e4-3a75-5193-b0fb-3f13e78e7ebe,5aa1c0aa-c074-5aae-a3e6-ee3b9c0214a0,\N,14.9000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
9c4888c5-746d-5d4f-8f7f-d5955dce3390,292495cc-29f1-532a-8347-61381793ace8,611083e4-3a75-5193-b0fb-3f13e78e7ebe,491ad47d-eeaa-5ed0-aeee-ec20ad1523f6,\N,4.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
26b6e295-3f50-5c72-ab31-9ffd496df750,292495cc-29f1-532a-8347-61381793ace8,611083e4-3a75-5193-b0fb-3f13e78e7ebe,491ad47d-eeaa-5ed0-aeee-ec20ad1523f6,e42d534c-e9f0-5698-8d28-1daaf3500de1,5.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
78019e9c-bc7f-51c6-8c5c-4ac581b23b7f,f336981e-6b07-55f6-8f3b-5bb68a996561,de79e235-b66c-5a13-8c63-9ebd130c2558,c756216f-bd8b-59f6-b2f4-b443cc47a99f,\N,14.9000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
972138d7-4df8-52a8-a66d-c4cb1068b5a2,f336981e-6b07-55f6-8f3b-5bb68a996561,de79e235-b66c-5a13-8c63-9ebd130c2558,f388bf25-5fea-58c6-a437-5cd3c971f1ba,\N,4.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
fcae3689-5d4c-5209-b3d2-e6841f9833f0,f336981e-6b07-55f6-8f3b-5bb68a996561,de79e235-b66c-5a13-8c63-9ebd130c2558,f388bf25-5fea-58c6-a437-5cd3c971f1ba,a15341a8-46f0-54c6-ad64-15c3c236e58c,5.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
ffe0e8c3-be28-554e-aa7f-190059a73a61,5afbb73d-34da-5169-9cd6-3631b29d6906,e165122e-8519-526a-bb57-919fc1a15631,2a1ef463-3feb-5b55-9cbe-ff8a287f6f33,\N,14.9000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
0d0ad63c-79d9-5374-bacd-f478206f4efb,5afbb73d-34da-5169-9cd6-3631b29d6906,e165122e-8519-526a-bb57-919fc1a15631,12497814-c31a-548e-8525-26a2a07ff6de,\N,4.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
7c672dd5-f9a7-5615-8a3f-149542f632e6,5afbb73d-34da-5169-9cd6-3631b29d6906,e165122e-8519-526a-bb57-919fc1a15631,12497814-c31a-548e-8525-26a2a07ff6de,48d71352-6b5e-5589-a260-d51807fa3524,5.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
174495e7-978c-568d-af40-7add397d96aa,95aa4d42-7203-5581-a314-7ba4ff85735b,9e657945-5ff6-584a-9588-04f4b56a654b,df05dee3-4125-5649-a6c0-fd9d82793f65,\N,14.9000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
e1c0fec2-19d3-556e-82cf-3640744b76ad,95aa4d42-7203-5581-a314-7ba4ff85735b,9e657945-5ff6-584a-9588-04f4b56a654b,e4fe022f-8274-54be-9d31-10943a9423af,\N,4.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
fec4665f-ce24-530b-94c4-1d78c5423222,95aa4d42-7203-5581-a314-7ba4ff85735b,9e657945-5ff6-584a-9588-04f4b56a654b,e4fe022f-8274-54be-9d31-10943a9423af,ab193f5f-29c4-5654-a39b-1cfcaba09316,5.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
17cec28e-124f-554e-9528-08a8dc29b491,8550b566-c89f-5552-86ca-8f25b0b21d4d,80914635-0ffe-58c7-9526-bdff43354809,4cb83726-bd49-5de9-bc9b-5ee9a9f13d33,\N,14.9000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
927d7c2a-5e70-5f96-8251-67b91bc785b4,8550b566-c89f-5552-86ca-8f25b0b21d4d,80914635-0ffe-58c7-9526-bdff43354809,28c820df-d6d8-5b9c-9f23-e917625793dd,\N,4.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
091136e8-1b4a-50bb-a30a-e34f211add6b,8550b566-c89f-5552-86ca-8f25b0b21d4d,80914635-0ffe-58c7-9526-bdff43354809,28c820df-d6d8-5b9c-9f23-e917625793dd,e5f02ab1-f8f8-5547-8429-8cabf541725f,5.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
3117e998-5576-5184-ab4b-f0294ca8b0a0,d615a3b5-351d-5ed5-bb69-c4dcac36aa00,ae31f60a-35a4-5119-9af0-6e7a6afaf4a1,1c4137e8-b4e3-51bd-8e34-f9c9b493268e,\N,14.9000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
983c65ff-95e4-5149-9bb7-ecaa34321df9,d615a3b5-351d-5ed5-bb69-c4dcac36aa00,ae31f60a-35a4-5119-9af0-6e7a6afaf4a1,c33486c5-4223-59a2-94d4-7382104c7459,\N,4.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
35fcdc49-0f21-5c8a-89d8-c1f9f3dcb3f8,d615a3b5-351d-5ed5-bb69-c4dcac36aa00,ae31f60a-35a4-5119-9af0-6e7a6afaf4a1,c33486c5-4223-59a2-94d4-7382104c7459,9d6ce305-76f6-570b-8c40-66e7b9998555,5.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
e4044a96-4199-5046-9622-167494589646,bb3ac671-6c2e-5416-acd7-85d71693d50e,370d437c-5f90-5595-be55-5ef3d900e9cf,06f87041-5261-5777-81a6-d70e65703ccf,\N,14.9000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
d9377db9-8b27-5ae9-85f5-5e99271d8e02,bb3ac671-6c2e-5416-acd7-85d71693d50e,370d437c-5f90-5595-be55-5ef3d900e9cf,8c4d6e66-affe-5b30-8344-a5eada4a9353,\N,4.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
759b23e8-e212-5e7a-99a9-8bf0aa11ffa2,bb3ac671-6c2e-5416-acd7-85d71693d50e,370d437c-5f90-5595-be55-5ef3d900e9cf,8c4d6e66-affe-5b30-8344-a5eada4a9353,06aad61b-52b9-5940-86c7-1ab628ea7684,5.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
3c568789-db1f-55c9-9150-16540e4249bc,bfad71f3-0e54-5467-bb83-c8664b3d7bc3,a8a4ca18-67f9-5900-b963-9f8f07a91aa1,5a5f2985-a9b2-584b-8307-230a4e6a1f1d,\N,14.9000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
a75a8fff-5089-5ca5-8493-da35d42153cc,bfad71f3-0e54-5467-bb83-c8664b3d7bc3,a8a4ca18-67f9-5900-b963-9f8f07a91aa1,12081e71-7dc2-5e03-8150-dac435786f80,\N,4.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
2f4519d3-c501-508c-86e3-1213eaf713ff,bfad71f3-0e54-5467-bb83-c8664b3d7bc3,a8a4ca18-67f9-5900-b963-9f8f07a91aa1,12081e71-7dc2-5e03-8150-dac435786f80,a79d0ff9-10aa-51c3-ab31-3d72e429757b,5.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
89941fea-6054-5ff7-85f5-b376cde6cd95,104f9e79-e136-5ed4-a852-64d160340e45,319c3af2-a85d-5b3a-bb0f-cd7bbd5f709f,253a2b6b-2f91-59c9-b885-21eefdc6291d,\N,14.9000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
7b5bbe67-acc0-57d5-8912-d4736164d7c0,104f9e79-e136-5ed4-a852-64d160340e45,319c3af2-a85d-5b3a-bb0f-cd7bbd5f709f,c791ee95-2df4-5214-83c5-29a00ea3b039,\N,4.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
76ce6128-20e4-5814-8ed0-dd157731a395,104f9e79-e136-5ed4-a852-64d160340e45,319c3af2-a85d-5b3a-bb0f-cd7bbd5f709f,c791ee95-2df4-5214-83c5-29a00ea3b039,32f47db1-e0b6-5c5f-9b31-1d53e2f068df,5.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
76e73007-1f26-5259-90e5-22657724721e,caa70f0d-2314-5cf5-a481-0c259c347e04,44504f61-5cba-5948-94be-b4b248d57895,c7895437-3d1b-5bf0-8c0c-fc0dbdeffae6,\N,14.9000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
a86c2c78-67ad-5ee7-91fd-851d9726271e,caa70f0d-2314-5cf5-a481-0c259c347e04,44504f61-5cba-5948-94be-b4b248d57895,591990e9-e4b0-5787-ae06-1a38c145d3a3,\N,4.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
33a8e4ee-16cf-593f-8775-c287c4acbb6d,caa70f0d-2314-5cf5-a481-0c259c347e04,44504f61-5cba-5948-94be-b4b248d57895,591990e9-e4b0-5787-ae06-1a38c145d3a3,ff0163cb-ea73-5d56-92e1-bb79e0a01f9a,5.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
7f7e1547-ef0c-5deb-a2bf-0831a1ee42a8,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,2fe91d1f-3beb-5cd0-bab9-8d12b13832e6,ef894ef1-cce4-5dcd-8f27-1b1f19ba9553,\N,14.9000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
c44fcf33-19b9-53d5-a99d-1247186f61bf,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,2fe91d1f-3beb-5cd0-bab9-8d12b13832e6,375c0354-a6e4-5066-85a1-c5d1042a53d3,\N,4.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
a346537b-b0dc-5991-b47b-367ebf736035,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,2fe91d1f-3beb-5cd0-bab9-8d12b13832e6,375c0354-a6e4-5066-85a1-c5d1042a53d3,aafaec0b-0e39-57ac-9f59-2e98838580f7,5.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
e7a3c01d-2f51-5c4e-8895-137e394e7b1d,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,b3cd5da2-3bda-52d5-937b-e85e1c3f1a9a,06031a7a-274f-5546-90ba-64675017c1bd,\N,14.9000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
cc93963e-4500-5a5a-b349-2e4941a07fa2,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,b3cd5da2-3bda-52d5-937b-e85e1c3f1a9a,29dbe9f7-3f77-570a-abdc-7c75c503c0f0,\N,4.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
45ebe528-332a-58b1-9f24-380cefafc604,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,b3cd5da2-3bda-52d5-937b-e85e1c3f1a9a,29dbe9f7-3f77-570a-abdc-7c75c503c0f0,26fc941c-62c0-5388-bdfe-4e88534f5c16,5.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
acaa7570-585f-51b2-b86a-6325855f2f51,5a29b0dd-09ca-560f-b248-db0555c5c325,8653c9ed-3b52-5f33-a1ef-4767a0c7e20c,dee33ebd-5d98-5e35-aac9-63280fdf47dc,\N,14.9000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
322725a2-a272-5dd4-9c24-228391baa4a8,5a29b0dd-09ca-560f-b248-db0555c5c325,8653c9ed-3b52-5f33-a1ef-4767a0c7e20c,5e374e41-39ce-5cba-87ea-85c3af58dbcd,\N,4.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
078524ae-67d8-5a2d-9543-7f894db47e9f,5a29b0dd-09ca-560f-b248-db0555c5c325,8653c9ed-3b52-5f33-a1ef-4767a0c7e20c,5e374e41-39ce-5cba-87ea-85c3af58dbcd,ce26c6a8-795f-583b-9e01-139b054f4052,5.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
bf8a40ca-d5f5-5736-92ac-221b54b52bdb,bab016a4-e1f0-5423-95ba-68a55a375518,8619aca5-32d6-5872-a7aa-37e205df609f,a9d0c72f-3e10-5d2d-ac62-b46bb12815f8,\N,14.9000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
b1162f34-a48d-5bbc-985f-77c60fd7edbc,bab016a4-e1f0-5423-95ba-68a55a375518,8619aca5-32d6-5872-a7aa-37e205df609f,481b43ec-9c80-5835-81d2-00eb4a602197,\N,4.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
23ee5a56-b871-519c-9bcf-cc7db1a35651,bab016a4-e1f0-5423-95ba-68a55a375518,8619aca5-32d6-5872-a7aa-37e205df609f,481b43ec-9c80-5835-81d2-00eb4a602197,3ef69b1f-6b58-5561-be79-aa56d4a28f37,5.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
f0895120-8d41-59ee-9662-952ebc23fbc8,bf67c71a-ef24-5eed-87ee-0b99059448c0,28c42451-53e3-5bae-85b2-76358e5a138b,bf63e40d-f258-550f-82ad-c99fc1d442da,\N,14.9000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
74950cb4-62bf-546b-bc51-fd74fa8c04e4,bf67c71a-ef24-5eed-87ee-0b99059448c0,28c42451-53e3-5bae-85b2-76358e5a138b,a0bac510-b472-519f-9345-978370e501e6,\N,4.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
4fbf1d45-13f9-5888-9a98-299bbad52645,bf67c71a-ef24-5eed-87ee-0b99059448c0,28c42451-53e3-5bae-85b2-76358e5a138b,a0bac510-b472-519f-9345-978370e501e6,0baad42f-4c88-5ea7-bc3e-68a7a4b7836b,5.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
2e9f369b-c4b5-576a-a2a0-86403c7fe91e,07b24cca-976d-532c-9467-d2343cc9f38d,a24d4a2d-4d4d-5ee9-b1ac-278fce56a473,8e8d7f8d-8330-562b-bb04-41d3c7cbaf6b,\N,14.9000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
8cc22b13-67b3-5c95-9ee2-bcf802fe9a69,07b24cca-976d-532c-9467-d2343cc9f38d,a24d4a2d-4d4d-5ee9-b1ac-278fce56a473,d11d0171-b4b6-5d8d-bb60-0e770710b12e,\N,4.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
a7431df8-96bd-503e-9ffe-a82e1472253e,07b24cca-976d-532c-9467-d2343cc9f38d,a24d4a2d-4d4d-5ee9-b1ac-278fce56a473,d11d0171-b4b6-5d8d-bb60-0e770710b12e,04b0b72b-d441-5e54-bff2-149427123b93,5.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
81ace8aa-0a7f-5aa9-82e0-7ec072b9dbf3,fa9711c5-4a59-5910-b824-83392f64a533,3a5e409d-8ea2-5415-80b6-20b5e3740f5f,f988dbd9-9091-5957-99fc-d79235f95025,\N,14.9000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
ef962916-dd18-585d-a41a-3ec941d60a9b,fa9711c5-4a59-5910-b824-83392f64a533,3a5e409d-8ea2-5415-80b6-20b5e3740f5f,e2aef0fd-c3ca-5d6e-b79a-4bd9944a5f55,\N,4.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
403828c5-bbd3-530e-98cc-874be90bf649,fa9711c5-4a59-5910-b824-83392f64a533,3a5e409d-8ea2-5415-80b6-20b5e3740f5f,e2aef0fd-c3ca-5d6e-b79a-4bd9944a5f55,48efbe06-4dd7-5b40-a636-41dd73878f6a,5.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
f811dd3f-1747-5def-877f-e1e48c131338,597b352f-cbab-5ea6-893f-73309ac2fbf9,e9326e82-5b3f-574f-9507-9489870ab271,fda21025-5955-5176-8814-83613294a154,\N,14.9000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
c5c30d86-db4a-5de1-8c5d-21032a70b0a5,597b352f-cbab-5ea6-893f-73309ac2fbf9,e9326e82-5b3f-574f-9507-9489870ab271,f20387fe-e3d7-5103-9a6c-ba437d45ca24,\N,4.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
5415fdbb-23cc-5e00-a957-e8ec1061f244,597b352f-cbab-5ea6-893f-73309ac2fbf9,e9326e82-5b3f-574f-9507-9489870ab271,f20387fe-e3d7-5103-9a6c-ba437d45ca24,db561d2f-ec05-5c6f-8f6a-5c5e3a33fab2,5.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
afe51ce6-c60a-53cb-8476-bacb8cc705d5,22681635-41b9-56da-a764-798ba158a3ac,6bba5361-09ac-55eb-a3f8-279dc5f4a565,b987634a-9cd9-57f0-8da5-b5a804ecebbc,\N,14.9000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
88ec4647-b449-5b30-a507-16fe54492072,22681635-41b9-56da-a764-798ba158a3ac,6bba5361-09ac-55eb-a3f8-279dc5f4a565,ea684235-6f58-560f-93b7-297483f2b3bb,\N,4.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
fd2a7902-ad3f-586e-a87c-5179dba63d54,22681635-41b9-56da-a764-798ba158a3ac,6bba5361-09ac-55eb-a3f8-279dc5f4a565,ea684235-6f58-560f-93b7-297483f2b3bb,29715679-731c-5760-99f6-53c81fc7b582,5.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
895968ff-27eb-52c6-abb6-d1a07430daed,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,47b64294-8399-55a1-97d0-8be89b75a0ea,e98763c1-c889-56e1-bb29-16650237a72b,\N,14.9000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
a255bfe2-e7b0-57b1-9ed8-568ee71511b2,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,47b64294-8399-55a1-97d0-8be89b75a0ea,fbe81235-3fbc-5acf-b208-a593c80968ab,\N,4.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
deb74ee1-058c-5949-99e6-1556995debab,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,47b64294-8399-55a1-97d0-8be89b75a0ea,fbe81235-3fbc-5acf-b208-a593c80968ab,d3ae7f88-5914-5093-8c20-95fe00dfe7ee,5.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
0b372120-b622-5997-834b-92a17ca62235,fce39051-f305-572f-83db-29fbaf5b798a,e0be0950-fc5b-5f94-b2fe-419a72105696,f5c63b47-f903-554c-b1c4-931c1b610e2f,\N,14.9000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
576fa1e4-ac2c-5d88-bb01-00d004de354d,fce39051-f305-572f-83db-29fbaf5b798a,e0be0950-fc5b-5f94-b2fe-419a72105696,61b6f2ef-7c63-50e7-8360-2c991ee897bb,\N,4.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
084598aa-36dc-5e2f-83ff-3518e77ef97b,fce39051-f305-572f-83db-29fbaf5b798a,e0be0950-fc5b-5f94-b2fe-419a72105696,61b6f2ef-7c63-50e7-8360-2c991ee897bb,4bc05c48-46e1-51a4-a461-da47d7060a4c,5.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
7790c095-826f-53e1-9eca-b42558281ab9,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,ce67691d-08c7-53ef-ac26-a39fa38f68c2,4c6345d0-a1de-51f5-bab8-bb19944764b3,\N,14.9000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
30e2d87c-368a-52a9-8cf2-5b99f9f6d89a,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,ce67691d-08c7-53ef-ac26-a39fa38f68c2,6b2e6e38-e901-5b5e-a858-3898ad13b4ce,\N,4.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
9503ead9-7c71-5428-b885-dedb06247022,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,ce67691d-08c7-53ef-ac26-a39fa38f68c2,6b2e6e38-e901-5b5e-a858-3898ad13b4ce,351f6994-c9a0-59c0-9188-afb366e4f48f,5.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
489af8e0-3ce0-5b2a-93e0-5f94545c21cd,4b8ac2bc-db12-5fb9-8556-20aa186929f6,e8f3c503-bc1e-573a-8cdd-80f578470f16,29b1b607-eed3-5271-ba48-5d3bf61710f7,\N,14.9000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
7923203e-81c2-513f-a90b-fd89229f6585,4b8ac2bc-db12-5fb9-8556-20aa186929f6,e8f3c503-bc1e-573a-8cdd-80f578470f16,62e8ae38-8d73-537e-b0e3-4e9a8eee1437,\N,4.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
e63094a4-4292-563d-9ead-8bcae54fc3a9,4b8ac2bc-db12-5fb9-8556-20aa186929f6,e8f3c503-bc1e-573a-8cdd-80f578470f16,62e8ae38-8d73-537e-b0e3-4e9a8eee1437,275ad732-bab6-52b9-96bc-bf34565887d2,5.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
6a1f1c49-d6a5-5e82-89d8-5490ea283a50,7a5fbc73-7498-500c-b457-d15f22bb9989,41d01359-cadb-527a-8230-bd5778eb1fce,734bbda8-9920-518d-aa5b-dd0f3dfd2801,\N,14.9000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
2b5055b5-80a8-5d75-baea-7d6a685c8e5a,7a5fbc73-7498-500c-b457-d15f22bb9989,41d01359-cadb-527a-8230-bd5778eb1fce,90121540-217a-5d85-adf4-2caf1c3a8f69,\N,4.5000,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data
