id,restaurant_id,modifier_group_id,code,name,is_default,display_order,status,created_at_utc,created_by,updated_at_utc,updated_by,concurrency_version
51e18a74-a06e-522d-a5df-2afd58b35a10,292495cc-29f1-532a-8347-61381793ace8,d9135003-ffcf-54c4-b85a-4471a460f877,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
53b5e54e-b193-5c79-b5d2-dd87b1db2331,292495cc-29f1-532a-8347-61381793ace8,d9135003-ffcf-54c4-b85a-4471a460f877,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c098a043-1208-55c0-880a-b3b843c5bf69,f336981e-6b07-55f6-8f3b-5bb68a996561,2f09163f-db23-57ae-95c6-7c571bbc6415,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
57dcc69a-f1f3-5fa5-a712-b2fccdebf2f2,f336981e-6b07-55f6-8f3b-5bb68a996561,2f09163f-db23-57ae-95c6-7c571bbc6415,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
143aa9b2-ccd2-5f63-8851-9c9aaa131df8,5afbb73d-34da-5169-9cd6-3631b29d6906,d9c9d36a-1d8c-58a6-bfa2-6acea3b81d5c,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
1320801c-27fa-53ae-8fa6-4c51d8973691,5afbb73d-34da-5169-9cd6-3631b29d6906,d9c9d36a-1d8c-58a6-bfa2-6acea3b81d5c,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
702f6f62-5476-5af4-9296-52d8db7fcae3,95aa4d42-7203-5581-a314-7ba4ff85735b,eea27100-395d-580f-8c73-c2c6eabcac39,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
3c0c922b-5a87-51a2-810a-aa16ba92eb31,95aa4d42-7203-5581-a314-7ba4ff85735b,eea27100-395d-580f-8c73-c2c6eabcac39,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c56c2b5a-43b3-53be-b339-f1b9a70f92cc,8550b566-c89f-5552-86ca-8f25b0b21d4d,04b28316-a582-597f-8ad3-0b343fb7d9c4,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
83e0c4f7-77b0-533a-96e5-3491414b4737,8550b566-c89f-5552-86ca-8f25b0b21d4d,04b28316-a582-597f-8ad3-0b343fb7d9c4,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
ee7f36d4-e669-525a-9d35-edbc91371467,d615a3b5-351d-5ed5-bb69-c4dcac36aa00,6793168b-3865-50ca-80c9-865b9fb937ec,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a1d45d58-2d53-57a2-9e4f-a0f7d9fbe5a0,d615a3b5-351d-5ed5-bb69-c4dcac36aa00,6793168b-3865-50ca-80c9-865b9fb937ec,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
76a6d026-0f47-59ed-abee-f43f50aebd2f,bb3ac671-6c2e-5416-acd7-85d71693d50e,0f468ed3-fc3d-5f28-8e72-43103a5ebc51,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
803155f7-0a9d-5d2a-9b44-7450d285d8e7,bb3ac671-6c2e-5416-acd7-85d71693d50e,0f468ed3-fc3d-5f28-8e72-43103a5ebc51,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a08e833e-01d0-59e8-bf7c-16352a952cd1,bfad71f3-0e54-5467-bb83-c8664b3d7bc3,4e361339-2843-55c2-8d17-d44ab2c7c97f,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c884d33a-dc69-5e80-8a7a-80b869e9b89c,bfad71f3-0e54-5467-bb83-c8664b3d7bc3,4e361339-2843-55c2-8d17-d44ab2c7c97f,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
27f4603c-dc85-5754-bc2d-9e41d582c5da,104f9e79-e136-5ed4-a852-64d160340e45,11341b55-85d6-5603-b154-0efb0733aaf4,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
3e05aa2a-3f48-5944-af4b-9bde593657d2,104f9e79-e136-5ed4-a852-64d160340e45,11341b55-85d6-5603-b154-0efb0733aaf4,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
10bb59f8-59d4-5723-a9b3-022ee957252e,caa70f0d-2314-5cf5-a481-0c259c347e04,01407082-a538-535b-af9d-d416ca40454e,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
89d86a14-2226-5477-9b27-6a33705f5e1f,caa70f0d-2314-5cf5-a481-0c259c347e04,01407082-a538-535b-af9d-d416ca40454e,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
d2a3acb0-2221-54d1-93db-8d0e3f5f0ae5,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,67788813-fe0f-52cb-b70c-083ba17fcca1,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
9285b5c2-2c75-5b79-97c1-bbcdbbe5ac7b,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,67788813-fe0f-52cb-b70c-083ba17fcca1,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
56352bdc-c25f-5677-86de-8c39e5590c66,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,10f68856-a209-5466-9de2-eb7da63a76c1,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f9d45077-d8ab-5bc5-bb5c-9794c49be35d,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,10f68856-a209-5466-9de2-eb7da63a76c1,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
195b4979-8515-5c2f-afa4-f0791e608653,5a29b0dd-09ca-560f-b248-db0555c5c325,301b8e3b-6e2f-540c-94ac-6670a31e38a8,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
bde38374-6838-57ff-86b4-70d288afe30a,5a29b0dd-09ca-560f-b248-db0555c5c325,301b8e3b-6e2f-540c-94ac-6670a31e38a8,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
58b1fbd8-a73b-57ff-9347-2d29fd889b10,bab016a4-e1f0-5423-95ba-68a55a375518,84f397e6-be53-5bb8-96e7-3d8f8154e487,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
1e303c08-be7a-5c82-a82c-04504574fca5,bab016a4-e1f0-5423-95ba-68a55a375518,84f397e6-be53-5bb8-96e7-3d8f8154e487,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
6e38fe2d-e910-5019-9ec0-18460e1ea4cc,bf67c71a-ef24-5eed-87ee-0b99059448c0,0c61ae82-4130-5724-9e0c-59083740d392,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f44f21ad-0c1e-51fa-9b58-969a64659b80,bf67c71a-ef24-5eed-87ee-0b99059448c0,0c61ae82-4130-5724-9e0c-59083740d392,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f2b87221-0801-55e7-8b57-d6fa04c80eee,07b24cca-976d-532c-9467-d2343cc9f38d,dc3f6444-a80b-57be-8b02-774c251ab6b2,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
69a453f5-8107-5c48-b616-088b8c199de9,07b24cca-976d-532c-9467-d2343cc9f38d,dc3f6444-a80b-57be-8b02-774c251ab6b2,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
533b5207-d5f6-581e-8705-34b1d1d21d36,fa9711c5-4a59-5910-b824-83392f64a533,4f88efc9-4e96-5195-b4aa-4ed33f29415f,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f649a8a6-87d1-563d-899a-f4c5525a530d,fa9711c5-4a59-5910-b824-83392f64a533,4f88efc9-4e96-5195-b4aa-4ed33f29415f,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f1a50407-0c7b-520d-879e-b07146fed7ee,597b352f-cbab-5ea6-893f-73309ac2fbf9,fb4c6d4e-ab9e-5706-857d-efed32c3ede2,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
1e2a61c5-13eb-5de9-8899-45629cf2f92f,597b352f-cbab-5ea6-893f-73309ac2fbf9,fb4c6d4e-ab9e-5706-857d-efed32c3ede2,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
e807f812-d8fb-5045-aeef-a5bfbc4c0545,22681635-41b9-56da-a764-798ba158a3ac,219a63f4-808e-560e-b059-d8a8d867a4d0,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
90f1ca71-9977-5103-bc4b-35a494df7bd7,22681635-41b9-56da-a764-798ba158a3ac,219a63f4-808e-560e-b059-d8a8d867a4d0,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4612cfbc-9429-5a86-b9f2-4e9293813e4b,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,ddeb57f5-3c4d-578f-9f8d-8ccb54212cbf,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
83eb227d-bc27-57fa-ba2b-2b399a275bce,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,ddeb57f5-3c4d-578f-9f8d-8ccb54212cbf,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
9084c424-f9a8-5493-b106-992a37e0cd38,fce39051-f305-572f-83db-29fbaf5b798a,04186a4a-8bc9-5bcc-868b-3346e9a6f81f,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
3a1ef25f-8eb4-566d-9c51-4f03ba8f1488,fce39051-f305-572f-83db-29fbaf5b798a,04186a4a-8bc9-5bcc-868b-3346e9a6f81f,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
78481ee3-b35d-5dff-a5c1-410d51bd2884,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,7660215c-514a-5ba8-aaba-02fca7ca80a9,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
cf437c75-9efc-5a61-a779-3d86d3e75eba,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,7660215c-514a-5ba8-aaba-02fca7ca80a9,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
513d6ec3-4da5-57f8-8d0c-cb602c659869,4b8ac2bc-db12-5fb9-8556-20aa186929f6,988a7195-9acf-5d92-b7f7-db525ea3cd68,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c9f28bf9-59ce-5ccf-bf6d-d5a87ff25242,4b8ac2bc-db12-5fb9-8556-20aa186929f6,988a7195-9acf-5d92-b7f7-db525ea3cd68,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
1489d25a-a635-5f6f-ba96-939243bb2a15,7a5fbc73-7498-500c-b457-d15f22bb9989,aec467f8-d3cf-54bc-ba0a-f120d24564e8,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
5e416388-1468-5111-bab1-422bb6c1427a,7a5fbc73-7498-500c-b457-d15f22bb9989,aec467f8-d3cf-54bc-ba0a-f120d24564e8,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f920916c-f48b-5371-8fcb-e537c0f13168,8ca9e1ae-e628-59af-8ab4-395d06328807,08d49fda-471f-5633-b5f6-5680c5e3fe0e,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f2f361af-1d93-5241-b2e2-0024a46fa0b3,8ca9e1ae-e628-59af-8ab4-395d06328807,08d49fda-471f-5633-b5f6-5680c5e3fe0e,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
147f082d-8332-5dc0-8499-c8a2da160541,98e2754e-6697-50e6-8bab-81a98e4aeca7,72919bad-0263-5a01-9bda-2858366bbc91,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
265aecc7-0ad3-56ae-abbf-d6ac7f1dc856,98e2754e-6697-50e6-8bab-81a98e4aeca7,72919bad-0263-5a01-9bda-2858366bbc91,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
9697ca89-ba60-5242-9d8f-aa0e647931c5,bbf4f4ee-81c9-55b0-80af-33be79e561ee,3ac2b1c8-983d-5df0-9c25-e6600ec78a59,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
638812d7-8ddc-5453-b5a1-fe5407973cdb,bbf4f4ee-81c9-55b0-80af-33be79e561ee,3ac2b1c8-983d-5df0-9c25-e6600ec78a59,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c2c6fdeb-2d01-532a-b1cc-f2e8cfa3482e,c1460c74-b0e2-5d90-9797-9f6b2e861e30,f8f7d0dd-b75b-57f6-8786-e714a1c18a97,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c7529fe8-7779-59cf-85c2-a78a69e293db,c1460c74-b0e2-5d90-9797-9f6b2e861e30,f8f7d0dd-b75b-57f6-8786-e714a1c18a97,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a93e37df-d806-5a5b-9502-225861652d51,67af2cf8-ba63-5420-aaa1-3d4828850036,fea9a7de-3c26-50f1-ba2d-b756bee3dc37,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
097f2f1e-cab5-5936-bf3e-abf190d000ea,67af2cf8-ba63-5420-aaa1-3d4828850036,fea9a7de-3c26-50f1-ba2d-b756bee3dc37,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
8f8c7418-b356-5ab7-ade8-a83c58dc5e4a,517ff701-319d-502a-b5b9-e1c36a3cde3c,c1997afe-112d-578a-a78a-33e5332324e4,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c50043f0-b13f-5486-9405-f9205c5c9dbb,517ff701-319d-502a-b5b9-e1c36a3cde3c,c1997afe-112d-578a-a78a-33e5332324e4,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a22aafa7-4bbd-544e-935b-6de0bc25c92a,b3efb6f0-9635-58cf-b533-6394b23e857d,8bb91a74-220f-51ff-920f-af4eaac51471,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
5816e5f2-287c-5f95-b0e0-e6b49c3be3e7,b3efb6f0-9635-58cf-b533-6394b23e857d,8bb91a74-220f-51ff-920f-af4eaac51471,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
9c297ceb-47c7-5567-9fe9-3d326b48936f,707f9a45-b18a-5759-b1bd-cb4b9991c763,09194132-be31-54ac-b4cb-792914109c72,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
e69dee27-7551-5da1-9601-84bb8a04bb76,707f9a45-b18a-5759-b1bd-cb4b9991c763,09194132-be31-54ac-b4cb-792914109c72,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c7d62e81-1f88-5821-b46b-4c2492333ec2,4b4841d6-837e-5b3a-8625-eb21c5856ff2,8fff0938-e702-5b9a-aba2-676c0f376c70,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
222d581e-e2fc-5ccd-9a9e-7ffa067f5382,4b4841d6-837e-5b3a-8625-eb21c5856ff2,8fff0938-e702-5b9a-aba2-676c0f376c70,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
1a4d2b05-e57b-56dc-b04a-7897167f67e2,c4afafa8-25c3-527c-95bc-c2ce6efb5a36,7e1c9b76-58b8-561e-bf2f-0f855ea61a43,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
dfa16093-a393-52a9-9da4-2157e6032179,c4afafa8-25c3-527c-95bc-c2ce6efb5a36,7e1c9b76-58b8-561e-bf2f-0f855ea61a43,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
2d7de79e-c239-5494-af88-d9d270a3d67f,44c58e92-2d0f-5de4-949a-53cca4b7c650,82d399b7-62f0-5d2d-ac7d-683ac527a0c5,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
19dd234c-039a-5e85-8d7f-c4d39bdc1e2c,44c58e92-2d0f-5de4-949a-53cca4b7c650,82d399b7-62f0-5d2d-ac7d-683ac527a0c5,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4b40f927-9418-5a29-ab43-45b991092a0e,fadf79e7-84bd-54aa-8fce-71315980e940,243775cb-287d-5374-b660-1593b88e1da7,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
536953e0-3bb3-5c28-9d67-4ac181b40699,fadf79e7-84bd-54aa-8fce-71315980e940,243775cb-287d-5374-b660-1593b88e1da7,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c0e96da1-88f8-55d1-98a1-5d833160f25b,a3bed95f-b4d1-5aea-963e-723a3b5343d7,4cfbc9f3-d9c0-5672-88f9-356ab397787e,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
6f540901-0538-596f-a641-92932b32b515,a3bed95f-b4d1-5aea-963e-723a3b5343d7,4cfbc9f3-d9c0-5672-88f9-356ab397787e,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f3d7dd0a-f22b-526b-94cb-6857461844a8,dfc9650b-5da6-5083-b918-0069b7f18a39,1eaa8038-6922-558b-a480-3cc996987b04,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c5cbcc8d-5644-5ff1-97cd-ed3e38eb670c,dfc9650b-5da6-5083-b918-0069b7f18a39,1eaa8038-6922-558b-a480-3cc996987b04,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
35e4110a-9aab-5e6c-828b-8f32562fdd63,e40302ce-cd87-5926-898b-7077c873c69c,bb7412f0-3311-5b90-9b52-7a533b3751a5,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
71693e7f-e60d-5a84-8b85-4945ce739f26,e40302ce-cd87-5926-898b-7077c873c69c,bb7412f0-3311-5b90-9b52-7a533b3751a5,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a117a8c1-08b1-5467-aa09-544d65711c58,c1f4e8f0-e00b-5a1e-82a4-2aa113ce0e2e,5c0bcb87-fd81-5dff-b294-9b9de8a690b1,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
7a4c4f4f-1e22-5fbe-b65b-1837a86f108b,c1f4e8f0-e00b-5a1e-82a4-2aa113ce0e2e,5c0bcb87-fd81-5dff-b294-9b9de8a690b1,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c97e6101-3883-515a-bb04-7ddab24af487,80267d1d-6166-5d66-a39a-2fe7d3ec9558,012bcfa3-c91a-52f2-94de-8d7734e61abb,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
748d3746-4e6f-5c1d-9352-420cc0b92ef3,80267d1d-6166-5d66-a39a-2fe7d3ec9558,012bcfa3-c91a-52f2-94de-8d7734e61abb,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
5eb3eb09-1084-5fa6-b09b-9fd537287775,7e941da0-444e-555b-8c14-37022c2450f6,d2bf0ef3-438c-51e2-ad27-51a72f9d0669,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
8dcb2a68-cb2f-5e00-a913-320ccd7635a2,7e941da0-444e-555b-8c14-37022c2450f6,d2bf0ef3-438c-51e2-ad27-51a72f9d0669,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
454ab849-ff87-5a5a-99f3-d85500af03ea,9e1b7503-21ff-59f4-83b8-5c7bb3c79c9c,5ec42b38-5311-55c0-983f-eeee8137bcfe,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
d519f62e-24ca-5594-a8f6-d709616b1163,9e1b7503-21ff-59f4-83b8-5c7bb3c79c9c,5ec42b38-5311-55c0-983f-eeee8137bcfe,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
600855ba-0f3b-5dbf-8a9c-08dc1f2207f5,c824a05f-57b4-564d-8182-a0acb1779be0,8121b755-64eb-5f15-b365-f8df91889438,cheese,Extra Cheese,false,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
bbdbc115-6371-53da-a9d2-ddd9ae7d9b93,c824a05f-57b4-564d-8182-a0acb1779be0,8121b755-64eb-5f15-b365-f8df91889438,jalapeno,Jalapeno,false,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
