restaurant_id,product_id,category_id,display_order,created_at_utc,created_by
a8e4c50c-665a-56b1-b68c-03b500b4ba4a,375c0354-a6e4-5066-85a1-c5d1042a53d3,9fce7e73-d9e7-5e5e-b987-60db55d3c7cf,10,2026-01-01T00:00:00Z,sample-data
6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,06031a7a-274f-5546-90ba-64675017c1bd,c22700c8-a76a-5cc9-85d9-5de4d4ea7c75,10,2026-01-01T00:00:00Z,sample-data
6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,29dbe9f7-3f77-570a-abdc-7c75c503c0f0,ee28ff89-16d3-51e6-be51-408e19bc3911,10,2026-01-01T00:00:00Z,sample-data
5a29b0dd-09ca-560f-b248-db0555c5c325,dee33ebd-5d98-5e35-aac9-63280fdf47dc,031da904-7c98-5c4b-93c5-f287f049402c,10,2026-01-01T00:00:00Z,sample-data
5a29b0dd-09ca-560f-b248-db0555c5c325,5e374e41-39ce-5cba-87ea-85c3af58dbcd,5f0ed5f5-bfe7-56bc-bc34-98801cb8a895,10,2026-01-01T00:00:00Z,sample-data
bab016a4-e1f0-5423-95ba-68a55a375518,a9d0c72f-3e10-5d2d-ac62-b46bb12815f8,897b2a17-5b21-50bc-9d62-0ad494179e88,10,2026-01-01T00:00:00Z,sample-data
bab016a4-e1f0-5423-95ba-68a55a375518,481b43ec-9c80-5835-81d2-00eb4a602197,a403c70a-d1d3-599d-bebf-537bddb68ee0,10,2026-01-01T00:00:00Z,sample-data
bf67c71a-ef24-5eed-87ee-0b99059448c0,bf63e40d-f258-550f-82ad-c99fc1d442da,f5e56f44-24fb-550d-bbe8-e351a4c2c166,10,2026-01-01T00:00:00Z,sample-data
bf67c71a-ef24-5eed-87ee-0b99059448c0,a0bac510-b472-519f-9345-978370e501e6,16e071db-0fad-5585-b68c-4362a6d40f01,10,2026-01-01T00:00:00Z,sample-data
07b24cca-976d-532c-9467-d2343cc9f38d,8e8d7f8d-8330-562b-bb04-41d3c7cbaf6b,b670af7e-4636-5fca-96af-6569d5c73d79,10,2026-01-01T00:00:00Z,sample-data
07b24cca-976d-532c-9467-d2343cc9f38d,d11d0171-b4b6-5d8d-bb60-0e770710b12e,ea4a57a1-d47e-5933-9b07-ae50b4ffdc8f,10,2026-01-01T00:00:00Z,sample-data
fa9711c5-4a59-5910-b824-83392f64a533,f988dbd9-9091-5957-99fc-d79235f95025,9de4bff0-9f43-5085-a8f5-6f27b15bc48d,10,2026-01-01T00:00:00Z,sample-data
fa9711c5-4a59-5910-b824-83392f64a533,e2aef0fd-c3ca-5d6e-b79a-4bd9944a5f55,7e0e360e-2482-5cc4-9e55-67ced6f1cefe,10,2026-01-01T00:00:00Z,sample-data
597b352f-cbab-5ea6-893f-73309ac2fbf9,fda21025-5955-5176-8814-83613294a154,f8a04303-9b0c-5242-8735-e0f7375cfd70,10,2026-01-01T00:00:00Z,sample-data
597b352f-cbab-5ea6-893f-73309ac2fbf9,f20387fe-e3d7-5103-9a6c-ba437d45ca24,15a8a9ba-7de7-5189-8cff-5cd144f85a07,10,2026-01-01T00:00:00Z,sample-data
22681635-41b9-56da-a764-798ba158a3ac,b987634a-9cd9-57f0-8da5-b5a804ecebbc,3543c7d9-cc42-55b4-a372-212d8c75c51c,10,2026-01-01T00:00:00Z,sample-data
22681635-41b9-56da-a764-798ba158a3ac,ea684235-6f58-560f-93b7-297483f2b3bb,00eebb78-5dcc-5db6-b126-f06df75bb3e8,10,2026-01-01T00:00:00Z,sample-data
07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,e98763c1-c889-56e1-bb29-16650237a72b,4a7f74e7-5c9c-5dd8-84c2-3de0d9a5df2a,10,2026-01-01T00:00:00Z,sample-data
07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,fbe81235-3fbc-5acf-b208-a593c80968ab,3d75e4d0-9b0e-5162-9415-6fc60accfef1,10,2026-01-01T00:00:00Z,sample-data
fce39051-f305-572f-83db-29fbaf5b798a,f5c63b47-f903-554c-b1c4-931c1b610e2f,2cf73a28-898a-558b-8bd6-e2cf28112977,10,2026-01-01T00:00:00Z,sample-data
fce39051-f305-572f-83db-29fbaf5b798a,61b6f2ef-7c63-50e7-8360-2c991ee897bb,c4dde9f8-34b9-5bd3-aa34-b1dd5641cb89,10,2026-01-01T00:00:00Z,sample-data
d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,4c6345d0-a1de-51f5-bab8-bb19944764b3,8986d78e-57bb-5289-8d24-3f339cb60774,10,2026-01-01T00:00:00Z,sample-data
d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,6b2e6e38-e901-5b5e-a858-3898ad13b4ce,884e0b79-4841-5668-8a95-085e9d7c3ae3,10,2026-01-01T00:00:00Z,sample-data
4b8ac2bc-db12-5fb9-8556-20aa186929f6,29b1b607-eed3-5271-ba48-5d3bf61710f7,44508c86-1118-518f-8f86-6ee929c07f9f,10,2026-01-01T00:00:00Z,sample-data
4b8ac2bc-db12-5fb9-8556-20aa186929f6,62e8ae38-8d73-537e-b0e3-4e9a8eee1437,eb5b060f-fc86-5d56-b934-39ee07f3c3a3,10,2026-01-01T00:00:00Z,sample-data
7a5fbc73-7498-500c-b457-d15f22bb9989,734bbda8-9920-518d-aa5b-dd0f3dfd2801,ab43b83a-fe12-5ec0-96cf-f13f45519f9b,10,2026-01-01T00:00:00Z,sample-data
7a5fbc73-7498-500c-b457-d15f22bb9989,90121540-217a-5d85-adf4-2caf1c3a8f69,920eb747-cbec-5406-baa6-4408a842931a,10,2026-01-01T00:00:00Z,sample-data
8ca9e1ae-e628-59af-8ab4-395d06328807,a4095253-99e5-50ae-94cc-bf83af90f8df,4d070d30-21bb-51f8-9f8e-d31b0736f125,10,2026-01-01T00:00:00Z,sample-data
8ca9e1ae-e628-59af-8ab4-395d06328807,b188f432-8ff0-5061-a658-9da9d0ff1ee9,a475fa51-6e29-5a22-87b5-ee8f3dae954c,10,2026-01-01T00:00:00Z,sample-data
98e2754e-6697-50e6-8bab-81a98e4aeca7,40fef47f-73d0-519f-9aea-e24aab4fe228,128c7568-99a9-5277-85fc-56d17bf8991f,10,2026-01-01T00:00:00Z,sample-data
98e2754e-6697-50e6-8bab-81a98e4aeca7,2ba6d0f1-48ae-51c7-96fd-46bb2d298ac1,399c78ac-98e1-5ace-b1a1-14ce1f7891e3,10,2026-01-01T00:00:00Z,sample-data
bbf4f4ee-81c9-55b0-80af-33be79e561ee,47056644-f38e-5e78-bb8d-350cfb62cc39,9dba27cd-95d5-5c57-a7be-ad4e04dc48ce,10,2026-01-01T00:00:00Z,sample-data
bbf4f4ee-81c9-55b0-80af-33be79e561ee,806f66f0-163e-5f07-ba14-1e88ccd77b82,f528aa01-cab9-5ab1-905f-b6ffe3cbd6a1,10,2026-01-01T00:00:00Z,sample-data
c1460c74-b0e2-5d90-9797-9f6b2e861e30,dfd0c90e-2089-5dee-b2f2-2b6c89bd5cc5,24ee7485-7245-5672-8e1c-7e3e84569ca0,10,2026-01-01T00:00:00Z,sample-data
c1460c74-b0e2-5d90-9797-9f6b2e861e30,434b4203-88fc-59c9-a1c5-56193208c65b,84cd288a-5f69-5ff4-bba7-3c834d93b0b0,10,2026-01-01T00:00:00Z,sample-data
67af2cf8-ba63-5420-aaa1-3d4828850036,b4c628c0-17a5-5dc2-bcf4-f843831b6c5f,d2c582d7-ad2e-5bc5-aeb3-697a8774c694,10,2026-01-01T00:00:00Z,sample-data
67af2cf8-ba63-5420-aaa1-3d4828850036,ef1c55b2-e5c6-5318-b276-663f2cc35571,1139891d-49d8-538c-958e-6fe9dc1bdccb,10,2026-01-01T00:00:00Z,sample-data
517ff701-319d-502a-b5b9-e1c36a3cde3c,27cc60c2-e537-5889-96a9-17e05f8bec65,064c879e-3acc-5811-b547-e0cc5173d473,10,2026-01-01T00:00:00Z,sample-data
517ff701-319d-502a-b5b9-e1c36a3cde3c,8c65df1f-87c4-51aa-acc5-53facd835726,ec43640f-fa3b-531b-b11e-e6528dc15cb2,10,2026-01-01T00:00:00Z,sample-data
b3efb6f0-9635-58cf-b533-6394b23e857d,76498357-6804-57a3-8c17-8c522756301c,eb66ba4b-ad4a-5c89-bb27-fb6ea8903b88,10,2026-01-01T00:00:00Z,sample-data
b3efb6f0-9635-58cf-b533-6394b23e857d,33ba8623-4c46-54a4-bfdb-862088f742fe,5eb7a6f1-77fe-5550-a81c-357f5e20d130,10,2026-01-01T00:00:00Z,sample-data
707f9a45-b18a-5759-b1bd-cb4b9991c763,5650e9af-d2d2-5697-b457-37eb6fa6d321,298b5325-a6ae-510f-805a-ce2294466245,10,2026-01-01T00:00:00Z,sample-data
707f9a45-b18a-5759-b1bd-cb4b9991c763,b525e4f2-42d0-52fc-9944-4b58afdecf01,1b7152e9-a055-509e-a408-316b789e00d4,10,2026-01-01T00:00:00Z,sample-data
4b4841d6-837e-5b3a-8625-eb21c5856ff2,70ce7359-e368-574f-a4f7-104aac3f00f8,0882abae-1bc8-5687-a548-7f0a694d7f64,10,2026-01-01T00:00:00Z,sample-data
4b4841d6-837e-5b3a-8625-eb21c5856ff2,4d1d753a-5877-5127-b592-8192c5ec1db3,c8c9c1cf-2c8a-5bb6-9434-d6dd09319cb3,10,2026-01-01T00:00:00Z,sample-data
c4afafa8-25c3-527c-95bc-c2ce6efb5a36,cee6fdb2-c59d-5164-b502-b042a7b0e11c,2be18208-3f26-5c7c-b45c-551c0c180735,10,2026-01-01T00:00:00Z,sample-data
c4afafa8-25c3-527c-95bc-c2ce6efb5a36,b4836908-c461-5767-84f7-e7265cc86124,342f61ac-9938-5cfb-806d-cb8b74d4749e,10,2026-01-01T00:00:00Z,sample-data
44c58e92-2d0f-5de4-949a-53cca4b7c650,e3bd849d-cf2e-5061-857b-4ea0e911f18f,86a8d347-57f1-5744-9408-9c5ac9fa8ec1,10,2026-01-01T00:00:00Z,sample-data
44c58e92-2d0f-5de4-949a-53cca4b7c650,46dfaca3-a663-5789-8a02-6dd8c1f3f8f7,d083d28b-4d73-59b5-af8a-fd65f3e3a91b,10,2026-01-01T00:00:00Z,sample-data
fadf79e7-84bd-54aa-8fce-71315980e940,87514a74-125a-59c6-b2bc-a72c5a10ec02,be57bf80-629d-5987-b998-eba6d73ad3bf,10,2026-01-01T00:00:00Z,sample-data
fadf79e7-84bd-54aa-8fce-71315980e940,59e7a5ac-be92-52dd-9dd4-c10faefa334a,efc14e77-5fdf-53bf-9423-732fee061c09,10,2026-01-01T00:00:00Z,sample-data
a3bed95f-b4d1-5aea-963e-723a3b5343d7,5cb0673d-3e6a-51e2-acbd-fd11e2c5b95c,651f6276-41c5-53df-94d9-0c4b19c9f496,10,2026-01-01T00:00:00Z,sample-data
a3bed95f-b4d1-5aea-963e-723a3b5343d7,600d11ab-c4cd-50d0-9e71-6c0cb3d95882,5964f8a6-933e-5f3c-b72c-0fdd1ac71114,10,2026-01-01T00:00:00Z,sample-data
dfc9650b-5da6-5083-b918-0069b7f18a39,af34a331-0e03-57a7-a280-69d86d2b10e9,828140a0-d32e-56fa-b23d-d6e907adfc72,10,2026-01-01T00:00:00Z,sample-data
dfc9650b-5da6-5083-b918-0069b7f18a39,e80eaae3-4f14-5dfa-bf57-b3dbb3335c6d,717085b4-59e2-5df0-8b18-a3fb07f5e6e4,10,2026-01-01T00:00:00Z,sample-data
e40302ce-cd87-5926-898b-7077c873c69c,4437e16a-d3bb-5f8c-b405-25d9c2d7f213,99c915bb-4bd3-5869-b205-506147dd8c69,10,2026-01-01T00:00:00Z,sample-data
e40302ce-cd87-5926-898b-7077c873c69c,39b51865-6a70-56c5-9b1b-00453ba200ff,3a70c544-4117-5274-a87b-23f9496265cb,10,2026-01-01T00:00:00Z,sample-data
c1f4e8f0-e00b-5a1e-82a4-2aa113ce0e2e,ed8983e2-f018-523f-b2a2-d0b33511f8f8,4bcc2a29-645e-5db5-b2ad-c25136d29061,10,2026-01-01T00:00:00Z,sample-data
c1f4e8f0-e00b-5a1e-82a4-2aa113ce0e2e,c57af612-082c-55cb-b087-3e53a7a022e9,429a9447-513f-52d9-b068-4c6748de4fa0,10,2026-01-01T00:00:00Z,sample-data
80267d1d-6166-5d66-a39a-2fe7d3ec9558,3623c0f6-ce36-5bb1-8d49-a4727e95924e,2b62a04c-28d6-59b7-bb40-06b392920a5f,10,2026-01-01T00:00:00Z,sample-data
80267d1d-6166-5d66-a39a-2fe7d3ec9558,64e321c8-3b0c-53b4-a830-d43783ccb350,23d2dd9f-b9a2-5369-8468-5444f087b569,10,2026-01-01T00:00:00Z,sample-data
7e941da0-444e-555b-8c14-37022c2450f6,f04fb7b1-6215-5fde-8b77-57dc1dea8065,d43289d6-df5d-5e4b-90ad-018740d8f481,10,2026-01-01T00:00:00Z,sample-data
7e941da0-444e-555b-8c14-37022c2450f6,21308fc2-d3a5-53f2-8f1f-3e61596e2257,6e579145-63a8-5b3c-8d9e-2db665f54495,10,2026-01-01T00:00:00Z,sample-data
9e1b7503-21ff-59f4-83b8-5c7bb3c79c9c,86d7e974-a1ca-57aa-a956-17d968f431d4,35eea5e2-ea24-544d-a8ca-4ff5e3310b30,10,2026-01-01T00:00:00Z,sample-data
9e1b7503-21ff-59f4-83b8-5c7bb3c79c9c,616b8fa6-e2a4-575c-9398-eba6da664681,b7f79e7e-687b-59c4-8817-cc173fda34b5,10,2026-01-01T00:00:00Z,sample-data
c824a05f-57b4-564d-8182-a0acb1779be0,2969f7ff-0625-55b6-b15d-2c8cfd40a0ac,4fde4cab-acaa-518b-81d2-98c65b32df76,10,2026-01-01T00:00:00Z,sample-data
c824a05f-57b4-564d-8182-a0acb1779be0,66804ef2-b002-5ab4-88a6-51ebc39fbada,58e95ccd-ffb2-5b3f-88c1-79ee8039fa72,10,2026-01-01T00:00:00Z,sample-data
7b2007ac-f4b3-5a96-998c-4b5bdb6201f7,2675fd4c-3064-530c-8e7c-4a72a458deec,864436f1-4d8b-5298-bead-890657b5cf18,10,2026-01-01T00:00:00Z,sample-data
7b2007ac-f4b3-5a96-998c-4b5bdb6201f7,97722d3f-46a1-592d-8384-79df20cf7711,2c643cfe-a017-5663-86f1-96d59a7e5357,10,2026-01-01T00:00:00Z,sample-data
