id,restaurant_id,product_id,product_variant_id,modifier_group_id,display_order,status,created_at_utc,created_by,updated_at_utc,updated_by,concurrency_version
a22cd770-99ca-5cad-a3ff-3631757368a8,d615a3b5-351d-5ed5-bb69-c4dcac36aa00,1c4137e8-b4e3-51bd-8e34-f9c9b493268e,\N,6793168b-3865-50ca-80c9-865b9fb937ec,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
85b48014-8429-5396-bec5-bf262f37872e,bb3ac671-6c2e-5416-acd7-85d71693d50e,06f87041-5261-5777-81a6-d70e65703ccf,\N,0f468ed3-fc3d-5f28-8e72-43103a5ebc51,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
1d4db4c5-2bb5-55a4-bfbf-a06e4376de94,bfad71f3-0e54-5467-bb83-c8664b3d7bc3,5a5f2985-a9b2-584b-8307-230a4e6a1f1d,\N,4e361339-2843-55c2-8d17-d44ab2c7c97f,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
2e65ae7e-9cc6-57ec-8e95-a20c73fbadb5,104f9e79-e136-5ed4-a852-64d160340e45,253a2b6b-2f91-59c9-b885-21eefdc6291d,\N,11341b55-85d6-5603-b154-0efb0733aaf4,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
0530fa12-07ba-507a-bf26-1a92a6f74a03,caa70f0d-2314-5cf5-a481-0c259c347e04,c7895437-3d1b-5bf0-8c0c-fc0dbdeffae6,\N,01407082-a538-535b-af9d-d416ca40454e,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a8dc49d7-4844-5edc-ab50-74d1b61c3a22,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,ef894ef1-cce4-5dcd-8f27-1b1f19ba9553,\N,67788813-fe0f-52cb-b70c-083ba17fcca1,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4f4afc8d-ffcb-5b72-855a-fefb41fd2d65,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,06031a7a-274f-5546-90ba-64675017c1bd,\N,10f68856-a209-5466-9de2-eb7da63a76c1,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
b40606be-c648-5d41-85fc-0481e33c705e,5a29b0dd-09ca-560f-b248-db0555c5c325,dee33ebd-5d98-5e35-aac9-63280fdf47dc,\N,301b8e3b-6e2f-540c-94ac-6670a31e38a8,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
9390ab3b-483b-564b-a13a-06496180f4c5,bab016a4-e1f0-5423-95ba-68a55a375518,a9d0c72f-3e10-5d2d-ac62-b46bb12815f8,\N,84f397e6-be53-5bb8-96e7-3d8f8154e487,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
7f9bee21-7419-57f2-bff5-7fae6836877b,bf67c71a-ef24-5eed-87ee-0b99059448c0,bf63e40d-f258-550f-82ad-c99fc1d442da,\N,0c61ae82-4130-5724-9e0c-59083740d392,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
465bdcf7-4c18-5247-a63f-0eb66691a6e8,07b24cca-976d-532c-9467-d2343cc9f38d,8e8d7f8d-8330-562b-bb04-41d3c7cbaf6b,\N,dc3f6444-a80b-57be-8b02-774c251ab6b2,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
d7c9f72e-a722-5c41-b344-13bad2987e06,fa9711c5-4a59-5910-b824-83392f64a533,f988dbd9-9091-5957-99fc-d79235f95025,\N,4f88efc9-4e96-5195-b4aa-4ed33f29415f,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
70e92df6-9585-570c-9606-b19044f72381,597b352f-cbab-5ea6-893f-73309ac2fbf9,fda21025-5955-5176-8814-83613294a154,\N,fb4c6d4e-ab9e-5706-857d-efed32c3ede2,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a61d8365-f124-5c3c-81e1-ec8e67c44ab6,22681635-41b9-56da-a764-798ba158a3ac,b987634a-9cd9-57f0-8da5-b5a804ecebbc,\N,219a63f4-808e-560e-b059-d8a8d867a4d0,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
30d6cf47-ee6c-5f78-89e8-e0fb4ab38c01,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,e98763c1-c889-56e1-bb29-16650237a72b,\N,ddeb57f5-3c4d-578f-9f8d-8ccb54212cbf,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
e7bf2095-98ee-5b97-9931-aa44d7f5539a,fce39051-f305-572f-83db-29fbaf5b798a,f5c63b47-f903-554c-b1c4-931c1b610e2f,\N,04186a4a-8bc9-5bcc-868b-3346e9a6f81f,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
bd592d30-bbd2-5f2b-9036-917a2f1c3bed,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,4c6345d0-a1de-51f5-bab8-bb19944764b3,\N,7660215c-514a-5ba8-aaba-02fca7ca80a9,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4f20c084-3604-5be3-9c16-2731e9712acb,4b8ac2bc-db12-5fb9-8556-20aa186929f6,29b1b607-eed3-5271-ba48-5d3bf61710f7,\N,988a7195-9acf-5d92-b7f7-db525ea3cd68,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
6a7b8e17-ecca-574e-a42e-9ce6e1ebf185,7a5fbc73-7498-500c-b457-d15f22bb9989,734bbda8-9920-518d-aa5b-dd0f3dfd2801,\N,aec467f8-d3cf-54bc-ba0a-f120d24564e8,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f8e1ba8c-2762-531e-bf9b-d2cefa67f644,8ca9e1ae-e628-59af-8ab4-395d06328807,a4095253-99e5-50ae-94cc-bf83af90f8df,\N,08d49fda-471f-5633-b5f6-5680c5e3fe0e,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f471d591-3f25-51a5-ba16-5eded3d1794f,98e2754e-6697-50e6-8bab-81a98e4aeca7,40fef47f-73d0-519f-9aea-e24aab4fe228,\N,72919bad-0263-5a01-9bda-2858366bbc91,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
bcc61490-bf9e-5da3-98da-aa060830ac42,bbf4f4ee-81c9-55b0-80af-33be79e561ee,47056644-f38e-5e78-bb8d-350cfb62cc39,\N,3ac2b1c8-983d-5df0-9c25-e6600ec78a59,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
ca7ae580-db7d-5019-a5b7-da824cb1e2aa,c1460c74-b0e2-5d90-9797-9f6b2e861e30,dfd0c90e-2089-5dee-b2f2-2b6c89bd5cc5,\N,f8f7d0dd-b75b-57f6-8786-e714a1c18a97,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f6026783-79cb-5058-bbc5-cddeccde31a6,67af2cf8-ba63-5420-aaa1-3d4828850036,b4c628c0-17a5-5dc2-bcf4-f843831b6c5f,\N,fea9a7de-3c26-50f1-ba2d-b756bee3dc37,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
29407bf9-653e-5419-bdf1-78343737b5a1,517ff701-319d-502a-b5b9-e1c36a3cde3c,27cc60c2-e537-5889-96a9-17e05f8bec65,\N,c1997afe-112d-578a-a78a-33e5332324e4,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
2f1236c8-4241-5fb4-ad36-0ad3f8b1dad2,b3efb6f0-9635-58cf-b533-6394b23e857d,76498357-6804-57a3-8c17-8c522756301c,\N,8bb91a74-220f-51ff-920f-af4eaac51471,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4ded416d-2478-5149-94f0-dbbb66685472,707f9a45-b18a-5759-b1bd-cb4b9991c763,5650e9af-d2d2-5697-b457-37eb6fa6d321,\N,09194132-be31-54ac-b4cb-792914109c72,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
503cb07a-fa78-571d-b6b3-7a293305cbdf,4b4841d6-837e-5b3a-8625-eb21c5856ff2,70ce7359-e368-574f-a4f7-104aac3f00f8,\N,8fff0938-e702-5b9a-aba2-676c0f376c70,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
068c5588-0eed-5da5-bdf4-ea89e6aadc92,c4afafa8-25c3-527c-95bc-c2ce6efb5a36,cee6fdb2-c59d-5164-b502-b042a7b0e11c,\N,7e1c9b76-58b8-561e-bf2f-0f855ea61a43,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
918ffab7-92bf-5aca-bf47-a4bdc947055e,44c58e92-2d0f-5de4-949a-53cca4b7c650,e3bd849d-cf2e-5061-857b-4ea0e911f18f,\N,82d399b7-62f0-5d2d-ac7d-683ac527a0c5,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a8d8a1ba-8f26-53a6-87bc-45d241ca2a02,fadf79e7-84bd-54aa-8fce-71315980e940,87514a74-125a-59c6-b2bc-a72c5a10ec02,\N,243775cb-287d-5374-b660-1593b88e1da7,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
939e1842-6c95-5973-8c98-ae0d85b8ebca,a3bed95f-b4d1-5aea-963e-723a3b5343d7,5cb0673d-3e6a-51e2-acbd-fd11e2c5b95c,\N,4cfbc9f3-d9c0-5672-88f9-356ab397787e,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
58fd52fc-91ec-5e42-a93f-5c060e7a84e7,dfc9650b-5da6-5083-b918-0069b7f18a39,af34a331-0e03-57a7-a280-69d86d2b10e9,\N,1eaa8038-6922-558b-a480-3cc996987b04,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
ec049ac4-4c11-5b2e-b983-c70cedcdd254,e40302ce-cd87-5926-898b-7077c873c69c,4437e16a-d3bb-5f8c-b405-25d9c2d7f213,\N,bb7412f0-3311-5b90-9b52-7a533b3751a5,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
ca1dd5cd-9688-59c7-8011-2982c935ce9e,c1f4e8f0-e00b-5a1e-82a4-2aa113ce0e2e,ed8983e2-f018-523f-b2a2-d0b33511f8f8,\N,5c0bcb87-fd81-5dff-b294-9b9de8a690b1,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
85e719ca-8aa2-5168-81ef-cba1b2eb49f6,80267d1d-6166-5d66-a39a-2fe7d3ec9558,3623c0f6-ce36-5bb1-8d49-a4727e95924e,\N,012bcfa3-c91a-52f2-94de-8d7734e61abb,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f96fab36-bd33-555d-8092-fd8c034c8f58,7e941da0-444e-555b-8c14-37022c2450f6,f04fb7b1-6215-5fde-8b77-57dc1dea8065,\N,d2bf0ef3-438c-51e2-ad27-51a72f9d0669,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
0e4ff4a9-dc49-5f6f-9740-603cd11bb1f3,9e1b7503-21ff-59f4-83b8-5c7bb3c79c9c,86d7e974-a1ca-57aa-a956-17d968f431d4,\N,5ec42b38-5311-55c0-983f-eeee8137bcfe,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
e537c6f9-973b-59af-add2-136e9d662ec2,c824a05f-57b4-564d-8182-a0acb1779be0,2969f7ff-0625-55b6-b15d-2c8cfd40a0ac,\N,8121b755-64eb-5f15-b365-f8df91889438,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
fafadade-cc4d-5fc3-81e9-3b8e1008c96b,7b2007ac-f4b3-5a96-998c-4b5bdb6201f7,2675fd4c-3064-530c-8e7c-4a72a458deec,\N,64d9e502-23ac-5c17-9d3b-07c5677949ac,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
