id,restaurant_id,branch_id,product_id,product_variant_id,availability_status,reason,available_from_utc,available_to_utc,created_at_utc,created_by,updated_at_utc,updated_by,concurrency_version
4db0cbf0-5298-584c-a1c1-86d4dd6077de,292495cc-29f1-532a-8347-61381793ace8,68c8496c-6b5f-5845-99d6-46d8d79afb1f,491ad47d-eeaa-5ed0-aeee-ec20ad1523f6,e42d534c-e9f0-5698-8d28-1daaf3500de1,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
40153dcc-7302-5c34-a566-11fedd2bb53e,f336981e-6b07-55f6-8f3b-5bb68a996561,87111368-22a3-51ff-a055-d0af38899e40,c756216f-bd8b-59f6-b2f4-b443cc47a99f,\N,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
cfbfbeec-cc8a-51e0-934a-0a899b1f500e,f336981e-6b07-55f6-8f3b-5bb68a996561,87111368-22a3-51ff-a055-d0af38899e40,f388bf25-5fea-58c6-a437-5cd3c971f1ba,a15341a8-46f0-54c6-ad64-15c3c236e58c,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4911e23f-a057-5e20-b897-e095550e3f23,5afbb73d-34da-5169-9cd6-3631b29d6906,6ac09be1-21da-5bdf-a553-0d370aa48a48,2a1ef463-3feb-5b55-9cbe-ff8a287f6f33,\N,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
54335a07-c934-5c58-8a0d-b299911c30ea,5afbb73d-34da-5169-9cd6-3631b29d6906,6ac09be1-21da-5bdf-a553-0d370aa48a48,12497814-c31a-548e-8525-26a2a07ff6de,48d71352-6b5e-5589-a260-d51807fa3524,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
02cd6c08-a78f-5c4b-961c-5743217ceff9,95aa4d42-7203-5581-a314-7ba4ff85735b,075f1655-5713-5584-b153-7cee0f5edfb1,df05dee3-4125-5649-a6c0-fd9d82793f65,\N,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
0d9bac0f-80d9-56fb-9881-3d6b59891ee1,95aa4d42-7203-5581-a314-7ba4ff85735b,075f1655-5713-5584-b153-7cee0f5edfb1,e4fe022f-8274-54be-9d31-10943a9423af,ab193f5f-29c4-5654-a39b-1cfcaba09316,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
e12199d4-145e-5dd4-9449-dfac1d21f015,8550b566-c89f-5552-86ca-8f25b0b21d4d,0c99f45b-6fe6-5a1e-96fc-98333cca6f88,4cb83726-bd49-5de9-bc9b-5ee9a9f13d33,\N,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
9147c3e4-72aa-5aa6-99aa-e4375115d762,8550b566-c89f-5552-86ca-8f25b0b21d4d,0c99f45b-6fe6-5a1e-96fc-98333cca6f88,28c820df-d6d8-5b9c-9f23-e917625793dd,e5f02ab1-f8f8-5547-8429-8cabf541725f,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
8de5da2c-e9c8-542b-837b-88a53096edfd,d615a3b5-351d-5ed5-bb69-c4dcac36aa00,fa14de3c-59ba-5043-85cf-df1adc6ec579,1c4137e8-b4e3-51bd-8e34-f9c9b493268e,\N,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
48c98c78-64a1-55c2-8fdc-16d1ddb93be8,d615a3b5-351d-5ed5-bb69-c4dcac36aa00,fa14de3c-59ba-5043-85cf-df1adc6ec579,c33486c5-4223-59a2-94d4-7382104c7459,9d6ce305-76f6-570b-8c40-66e7b9998555,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
aa50800f-f786-5a4b-99b3-7e74a4fcf2a0,bb3ac671-6c2e-5416-acd7-85d71693d50e,d95ff0d0-166d-5c92-a350-c84753a190e6,06f87041-5261-5777-81a6-d70e65703ccf,\N,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
7a267b43-f84a-5865-b965-043d6f7f9c44,bb3ac671-6c2e-5416-acd7-85d71693d50e,d95ff0d0-166d-5c92-a350-c84753a190e6,8c4d6e66-affe-5b30-8344-a5eada4a9353,06aad61b-52b9-5940-86c7-1ab628ea7684,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
5b6ba73c-fa46-57d1-abe5-4afec115643b,bfad71f3-0e54-5467-bb83-c8664b3d7bc3,4f8897d5-01d5-51cf-b731-c0c00a95f276,5a5f2985-a9b2-584b-8307-230a4e6a1f1d,\N,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
0214826e-f2d1-5a1a-9ccd-e6df13ec4f7a,bfad71f3-0e54-5467-bb83-c8664b3d7bc3,4f8897d5-01d5-51cf-b731-c0c00a95f276,12081e71-7dc2-5e03-8150-dac435786f80,a79d0ff9-10aa-51c3-ab31-3d72e429757b,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
789eb0d5-6f3b-5365-aa05-5965abee5ae6,104f9e79-e136-5ed4-a852-64d160340e45,667d8806-3545-519a-b50d-53f59e32b5de,253a2b6b-2f91-59c9-b885-21eefdc6291d,\N,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
919ba61e-014c-5ee5-984d-1d122e035d2e,104f9e79-e136-5ed4-a852-64d160340e45,667d8806-3545-519a-b50d-53f59e32b5de,c791ee95-2df4-5214-83c5-29a00ea3b039,32f47db1-e0b6-5c5f-9b31-1d53e2f068df,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
48f09e4c-07ea-5007-9f5f-6baa87f4d038,caa70f0d-2314-5cf5-a481-0c259c347e04,5fc8b896-34d2-51bd-a704-ce34bc761aa5,c7895437-3d1b-5bf0-8c0c-fc0dbdeffae6,\N,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a8761852-3427-5627-9834-7083e5742a0f,caa70f0d-2314-5cf5-a481-0c259c347e04,5fc8b896-34d2-51bd-a704-ce34bc761aa5,591990e9-e4b0-5787-ae06-1a38c145d3a3,ff0163cb-ea73-5d56-92e1-bb79e0a01f9a,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f8b298aa-0735-569e-afca-204d4e939b18,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,ffe4fc95-0766-5217-8799-406087e64b0a,ef894ef1-cce4-5dcd-8f27-1b1f19ba9553,\N,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c66b9288-8f58-54c4-8802-dd4bb164db85,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,ffe4fc95-0766-5217-8799-406087e64b0a,375c0354-a6e4-5066-85a1-c5d1042a53d3,aafaec0b-0e39-57ac-9f59-2e98838580f7,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
701df53b-eb18-506d-940d-5260263e2c52,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,e7663958-ddb0-5009-aee0-c69a3861fd37,06031a7a-274f-5546-90ba-64675017c1bd,\N,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
1b50a432-e12b-5c82-9be8-6fbda2c16486,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,e7663958-ddb0-5009-aee0-c69a3861fd37,29dbe9f7-3f77-570a-abdc-7c75c503c0f0,26fc941c-62c0-5388-bdfe-4e88534f5c16,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
902e5ee4-b759-5a61-980a-7b6ed869049e,5a29b0dd-09ca-560f-b248-db0555c5c325,f8931a36-3c7e-5d3d-b99b-0e8000d839ce,dee33ebd-5d98-5e35-aac9-63280fdf47dc,\N,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4739d399-aa2b-5a52-903c-26737dc97b4e,5a29b0dd-09ca-560f-b248-db0555c5c325,f8931a36-3c7e-5d3d-b99b-0e8000d839ce,5e374e41-39ce-5cba-87ea-85c3af58dbcd,ce26c6a8-795f-583b-9e01-139b054f4052,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
b9a63107-1b30-5643-970e-4cde6c6373f2,bab016a4-e1f0-5423-95ba-68a55a375518,c0a69b24-fff7-59b2-8e17-c301343502e7,a9d0c72f-3e10-5d2d-ac62-b46bb12815f8,\N,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
2aaf223e-a3d8-565f-9372-1d0bff5f03c0,bab016a4-e1f0-5423-95ba-68a55a375518,c0a69b24-fff7-59b2-8e17-c301343502e7,481b43ec-9c80-5835-81d2-00eb4a602197,3ef69b1f-6b58-5561-be79-aa56d4a28f37,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c8cc03a5-9277-53d0-919f-939aecb02300,bf67c71a-ef24-5eed-87ee-0b99059448c0,845ec984-3327-5af2-b730-832d5fb90ea6,bf63e40d-f258-550f-82ad-c99fc1d442da,\N,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a68be161-f83e-5c11-b9f0-8619dc41422b,bf67c71a-ef24-5eed-87ee-0b99059448c0,845ec984-3327-5af2-b730-832d5fb90ea6,a0bac510-b472-519f-9345-978370e501e6,0baad42f-4c88-5ea7-bc3e-68a7a4b7836b,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
0ae06912-de6c-50a0-b0ff-b9796e0411a1,07b24cca-976d-532c-9467-d2343cc9f38d,2e2fed70-3112-5e2b-afae-d094b8e1a56d,8e8d7f8d-8330-562b-bb04-41d3c7cbaf6b,\N,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
2183338d-d04b-5daa-a98e-36ad504834b9,07b24cca-976d-532c-9467-d2343cc9f38d,2e2fed70-3112-5e2b-afae-d094b8e1a56d,d11d0171-b4b6-5d8d-bb60-0e770710b12e,04b0b72b-d441-5e54-bff2-149427123b93,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
7ef744f7-1279-539e-8395-41bcb859c03e,fa9711c5-4a59-5910-b824-83392f64a533,042f9a90-c603-52f8-9683-6dd865bd3467,f988dbd9-9091-5957-99fc-d79235f95025,\N,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
dec0fbe0-617c-5f8e-b7ba-ea8edeaf36d3,fa9711c5-4a59-5910-b824-83392f64a533,042f9a90-c603-52f8-9683-6dd865bd3467,e2aef0fd-c3ca-5d6e-b79a-4bd9944a5f55,48efbe06-4dd7-5b40-a636-41dd73878f6a,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
15df6671-8706-57c8-ab5c-f96d57bd20c4,597b352f-cbab-5ea6-893f-73309ac2fbf9,3199c167-cd10-5315-823a-3b014d34d69f,fda21025-5955-5176-8814-83613294a154,\N,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
9bd7d082-c98b-59a9-b5e4-f81291d7bda6,597b352f-cbab-5ea6-893f-73309ac2fbf9,3199c167-cd10-5315-823a-3b014d34d69f,f20387fe-e3d7-5103-9a6c-ba437d45ca24,db561d2f-ec05-5c6f-8f6a-5c5e3a33fab2,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
1e54fa24-b27e-51ab-87b4-be9d22a9f425,22681635-41b9-56da-a764-798ba158a3ac,0a203a36-6b49-56b0-9087-a1253c097f85,b987634a-9cd9-57f0-8da5-b5a804ecebbc,\N,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
7724e368-ce13-5076-8249-303d4f7214f2,22681635-41b9-56da-a764-798ba158a3ac,0a203a36-6b49-56b0-9087-a1253c097f85,ea684235-6f58-560f-93b7-297483f2b3bb,29715679-731c-5760-99f6-53c81fc7b582,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
54944456-cbab-552c-a81b-1969ae3be7bf,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,0d183c94-22f0-5c0a-8fec-a64846db6040,e98763c1-c889-56e1-bb29-16650237a72b,\N,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
d439c75b-9763-52c5-8cb2-dc02bd359de5,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,0d183c94-22f0-5c0a-8fec-a64846db6040,fbe81235-3fbc-5acf-b208-a593c80968ab,d3ae7f88-5914-5093-8c20-95fe00dfe7ee,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
0ce72f29-d349-50bd-a86b-0fb52880c44b,fce39051-f305-572f-83db-29fbaf5b798a,b70966b0-2c1a-5931-b8d4-e751c36d4ad5,f5c63b47-f903-554c-b1c4-931c1b610e2f,\N,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
1808b26b-c52c-53c1-8985-1005d71e60cb,fce39051-f305-572f-83db-29fbaf5b798a,b70966b0-2c1a-5931-b8d4-e751c36d4ad5,61b6f2ef-7c63-50e7-8360-2c991ee897bb,4bc05c48-46e1-51a4-a461-da47d7060a4c,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
90bc03ef-daf3-51a9-a8ae-00583af658e0,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,876adc77-ae03-526c-b50f-6ff9e368ad3b,4c6345d0-a1de-51f5-bab8-bb19944764b3,\N,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a40c0599-c872-5d46-9e1a-5fd29c584aa8,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,876adc77-ae03-526c-b50f-6ff9e368ad3b,6b2e6e38-e901-5b5e-a858-3898ad13b4ce,351f6994-c9a0-59c0-9188-afb366e4f48f,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
12f94784-2fc1-5bef-a119-27f17164812f,4b8ac2bc-db12-5fb9-8556-20aa186929f6,98155b61-0bd0-57a3-958f-41a36459ba58,29b1b607-eed3-5271-ba48-5d3bf61710f7,\N,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
e905f16f-d4ac-5a70-b73b-55b26d0821f8,4b8ac2bc-db12-5fb9-8556-20aa186929f6,98155b61-0bd0-57a3-958f-41a36459ba58,62e8ae38-8d73-537e-b0e3-4e9a8eee1437,275ad732-bab6-52b9-96bc-bf34565887d2,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
64aa3d43-a813-57c5-9a29-b4e45c097f2b,7a5fbc73-7498-500c-b457-d15f22bb9989,5fc9c4c2-206c-56e2-a998-5dee4521bddc,734bbda8-9920-518d-aa5b-dd0f3dfd2801,\N,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
830f998b-2dc8-5754-a9c3-0ccab58fcb8e,7a5fbc73-7498-500c-b457-d15f22bb9989,5fc9c4c2-206c-56e2-a998-5dee4521bddc,90121540-217a-5d85-adf4-2caf1c3a8f69,ce187c54-2501-5675-ab42-d9a18826fa26,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
52695931-a99a-59f6-b449-b3d9d42eb337,8ca9e1ae-e628-59af-8ab4-395d06328807,1a0ee057-44b7-5c27-92d4-911c4e8df9ef,a4095253-99e5-50ae-94cc-bf83af90f8df,\N,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
93c6d910-097e-514f-8558-836cd041a54e,8ca9e1ae-e628-59af-8ab4-395d06328807,1a0ee057-44b7-5c27-92d4-911c4e8df9ef,b188f432-8ff0-5061-a658-9da9d0ff1ee9,ad747ff1-163a-5552-8e87-d4ec7f0b89b6,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
6f1c196b-6b7f-52e0-9473-2dc2ada31c18,98e2754e-6697-50e6-8bab-81a98e4aeca7,d25bcb6c-bea7-59ce-86dd-136731dedcdc,40fef47f-73d0-519f-9aea-e24aab4fe228,\N,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
d03d7b5e-873e-547a-b1bc-650ccd8eda55,98e2754e-6697-50e6-8bab-81a98e4aeca7,d25bcb6c-bea7-59ce-86dd-136731dedcdc,2ba6d0f1-48ae-51c7-96fd-46bb2d298ac1,1bdf2843-f468-5136-a745-1d88bb4572ad,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
936185b0-e9f5-5e4a-bd9a-d8f65e468b84,bbf4f4ee-81c9-55b0-80af-33be79e561ee,d6b7b387-aa6c-5e89-915b-088f916b3391,47056644-f38e-5e78-bb8d-350cfb62cc39,\N,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
9cd5660f-13ac-5a8b-b440-d810ce1ec5e9,bbf4f4ee-81c9-55b0-80af-33be79e561ee,d6b7b387-aa6c-5e89-915b-088f916b3391,806f66f0-163e-5f07-ba14-1e88ccd77b82,153ec9d7-96af-5b8b-b60b-08441454e79e,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
5d72203e-be7d-5948-93b8-f56e1130d2da,c1460c74-b0e2-5d90-9797-9f6b2e861e30,6c56f38a-db9c-532d-bea6-f8b7b8e5363e,dfd0c90e-2089-5dee-b2f2-2b6c89bd5cc5,\N,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
6f8e13fe-26f7-5e1f-ab0c-4f11be828304,c1460c74-b0e2-5d90-9797-9f6b2e861e30,6c56f38a-db9c-532d-bea6-f8b7b8e5363e,434b4203-88fc-59c9-a1c5-56193208c65b,e2ad2ed5-7faa-56e5-943a-3bbec77f2249,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
9b2b33a7-2015-57c6-8962-69833921b49d,67af2cf8-ba63-5420-aaa1-3d4828850036,8cd62544-e65c-5e26-89a3-ed106b53e100,b4c628c0-17a5-5dc2-bcf4-f843831b6c5f,\N,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
2fbc1069-c7f4-5c87-ae41-a5a26dfd6940,67af2cf8-ba63-5420-aaa1-3d4828850036,8cd62544-e65c-5e26-89a3-ed106b53e100,ef1c55b2-e5c6-5318-b276-663f2cc35571,63064ec5-7922-5800-a68b-c6f929022812,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
da074add-332e-59e4-99c1-32cfead259ac,517ff701-319d-502a-b5b9-e1c36a3cde3c,6284841b-ba33-5daa-87ab-e40d3dad4270,27cc60c2-e537-5889-96a9-17e05f8bec65,\N,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
5df3fba4-040f-5544-af12-57c84e14eb85,517ff701-319d-502a-b5b9-e1c36a3cde3c,6284841b-ba33-5daa-87ab-e40d3dad4270,8c65df1f-87c4-51aa-acc5-53facd835726,0d8d9e0d-3392-57d2-a52e-ac0b07a18484,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f3ee9825-011e-5283-abb2-10bb7bf5514b,b3efb6f0-9635-58cf-b533-6394b23e857d,51fcc856-dc42-516c-884f-d11046c42b0f,76498357-6804-57a3-8c17-8c522756301c,\N,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
22367494-508b-598f-a8d2-4b37b56f3b73,b3efb6f0-9635-58cf-b533-6394b23e857d,51fcc856-dc42-516c-884f-d11046c42b0f,33ba8623-4c46-54a4-bfdb-862088f742fe,f2e33f4d-8097-5a59-8413-cf41ca6b772a,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
d3ab7e7e-5438-5a2b-8a10-308de3abf9f9,707f9a45-b18a-5759-b1bd-cb4b9991c763,1c0c241c-706a-5a03-af89-51f36be3b31d,5650e9af-d2d2-5697-b457-37eb6fa6d321,\N,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a8d29189-1ae7-5c90-a00c-d896907eb551,707f9a45-b18a-5759-b1bd-cb4b9991c763,1c0c241c-706a-5a03-af89-51f36be3b31d,b525e4f2-42d0-52fc-9944-4b58afdecf01,1adeb332-dda6-5293-9d18-564bf5df253c,available,\N,2026-01-01T00:00:00Z,\N,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
