id,restaurant_id,branch_id,code,name,scope_type,currency,valid_from_utc,valid_to_utc,priority,status,created_at_utc,created_by,updated_at_utc,updated_by,concurrency_version
ae31f60a-35a4-5119-9af0-6e7a6afaf4a1,d615a3b5-351d-5ed5-bb69-c4dcac36aa00,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
370d437c-5f90-5595-be55-5ef3d900e9cf,bb3ac671-6c2e-5416-acd7-85d71693d50e,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a8a4ca18-67f9-5900-b963-9f8f07a91aa1,bfad71f3-0e54-5467-bb83-c8664b3d7bc3,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
319c3af2-a85d-5b3a-bb0f-cd7bbd5f709f,104f9e79-e136-5ed4-a852-64d160340e45,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
44504f61-5cba-5948-94be-b4b248d57895,caa70f0d-2314-5cf5-a481-0c259c347e04,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
2fe91d1f-3beb-5cd0-bab9-8d12b13832e6,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
b3cd5da2-3bda-52d5-937b-e85e1c3f1a9a,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
8653c9ed-3b52-5f33-a1ef-4767a0c7e20c,5a29b0dd-09ca-560f-b248-db0555c5c325,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
8619aca5-32d6-5872-a7aa-37e205df609f,bab016a4-e1f0-5423-95ba-68a55a375518,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
28c42451-53e3-5bae-85b2-76358e5a138b,bf67c71a-ef24-5eed-87ee-0b99059448c0,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a24d4a2d-4d4d-5ee9-b1ac-278fce56a473,07b24cca-976d-532c-9467-d2343cc9f38d,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
3a5e409d-8ea2-5415-80b6-20b5e3740f5f,fa9711c5-4a59-5910-b824-83392f64a533,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
e9326e82-5b3f-574f-9507-9489870ab271,597b352f-cbab-5ea6-893f-73309ac2fbf9,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
6bba5361-09ac-55eb-a3f8-279dc5f4a565,22681635-41b9-56da-a764-798ba158a3ac,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
47b64294-8399-55a1-97d0-8be89b75a0ea,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
e0be0950-fc5b-5f94-b2fe-419a72105696,fce39051-f305-572f-83db-29fbaf5b798a,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
ce67691d-08c7-53ef-ac26-a39fa38f68c2,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
e8f3c503-bc1e-573a-8cdd-80f578470f16,4b8ac2bc-db12-5fb9-8556-20aa186929f6,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
41d01359-cadb-527a-8230-bd5778eb1fce,7a5fbc73-7498-500c-b457-d15f22bb9989,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
98892676-aa26-5a19-8bae-ee68715400bb,8ca9e1ae-e628-59af-8ab4-395d06328807,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
11c1920b-3a95-57e5-bab7-e7548d580f95,98e2754e-6697-50e6-8bab-81a98e4aeca7,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4718e21b-cf8c-531a-b672-b544a336e90c,bbf4f4ee-81c9-55b0-80af-33be79e561ee,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
10355686-2d09-5ee2-b0e0-adbb822b5a70,c1460c74-b0e2-5d90-9797-9f6b2e861e30,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
3a65cf87-aa75-5489-bb37-3a71ac0d40b7,67af2cf8-ba63-5420-aaa1-3d4828850036,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
68124a6e-855b-5c9a-b5dd-6871e5e95622,517ff701-319d-502a-b5b9-e1c36a3cde3c,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4529462c-78b6-5d98-b0ba-8a2e05e6497f,b3efb6f0-9635-58cf-b533-6394b23e857d,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f2340a60-176f-5e4b-8c08-7082cc8eba2d,707f9a45-b18a-5759-b1bd-cb4b9991c763,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
09af8a72-3412-544a-9e60-e708cc24d44d,4b4841d6-837e-5b3a-8625-eb21c5856ff2,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a8d8868a-e0ed-5731-ab93-5acfc877f316,c4afafa8-25c3-527c-95bc-c2ce6efb5a36,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
e4ed2d55-fd0c-5719-8a9f-b653bb165e46,44c58e92-2d0f-5de4-949a-53cca4b7c650,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
83e423f2-fee4-5ce1-b092-d7c5939cbbea,fadf79e7-84bd-54aa-8fce-71315980e940,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c5825e74-6ba6-5910-8513-68a7320e3e06,a3bed95f-b4d1-5aea-963e-723a3b5343d7,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
ca19bfd0-4f7f-5fd8-ba27-28e8cb906e61,dfc9650b-5da6-5083-b918-0069b7f18a39,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
e2060456-abcc-5069-8229-2cbe2a4b1f11,e40302ce-cd87-5926-898b-7077c873c69c,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
3545cc58-06bb-57d3-926a-c7a50c96eaf6,c1f4e8f0-e00b-5a1e-82a4-2aa113ce0e2e,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
61ed21ac-3ad0-56e3-9ce8-2c695fb2b21c,80267d1d-6166-5d66-a39a-2fe7d3ec9558,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
582f6b36-cee6-5483-9baa-5a1ce42928cd,7e941da0-444e-555b-8c14-37022c2450f6,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c9260cfd-900a-525e-a812-442e0238e32e,9e1b7503-21ff-59f4-83b8-5c7bb3c79c9c,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
d549a15d-f381-5d05-b8de-ba1e58704d0c,c824a05f-57b4-564d-8182-a0acb1779be0,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
9731c018-ed3e-5a9b-90da-9f49f81fea9f,7b2007ac-f4b3-5a96-998c-4b5bdb6201f7,\N,standard,Standard Prices,restaurant,SGD,2026-01-01T00:00:00Z,\N,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
