id,restaurant_id,code,name,status,created_at_utc,created_by,updated_at_utc,updated_by,concurrency_version
ec8cda1b-0b55-57d4-a8c6-24a6baab517d,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,standard,Standard Tax,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
be34ca71-b30b-5e6f-9000-6bde0ac36c51,5a29b0dd-09ca-560f-b248-db0555c5c325,standard,Standard Tax,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
95435c50-cfce-5853-bbe4-39c56fecf2ac,bab016a4-e1f0-5423-95ba-68a55a375518,standard,Standard Tax,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
2ae525dc-e2fb-5dfa-9e0c-105336a6cc60,bf67c71a-ef24-5eed-87ee-0b99059448c0,standard,Standard Tax,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
7c505afe-a96c-5698-8901-88036defd17e,07b24cca-976d-532c-9467-d2343cc9f38d,standard,Standard Tax,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
70c95c13-d377-5188-a6c8-5b2570c38c2e,fa9711c5-4a59-5910-b824-83392f64a533,standard,Standard Tax,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
ea31e44f-e365-582f-b282-4cb011e62593,597b352f-cbab-5ea6-893f-73309ac2fbf9,standard,Standard Tax,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
29d204b1-e051-5fcd-864b-ecd719174edd,22681635-41b9-56da-a764-798ba158a3ac,standard,Standard Tax,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
32c9a18a-4e88-5d03-80d9-e5e44d07cea0,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,standard,Standard Tax,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c31f0e55-6e19-558d-aa1b-8e31e367f102,fce39051-f305-572f-83db-29fbaf5b798a,standard,Standard Tax,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
593a60d0-bf2c-5b86-84f5-5d11fc463e37,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,standard,Standard Tax,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
0ddd319a-c07d-5507-bc3c-d61010da0820,4b8ac2bc-db12-5fb9-8556-20aa186929f6,standard,Standard Tax,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
32c2a18f-3344-5de6-8430-9ad746123fad,7a5fbc73-7498-500c-b457-d15f22bb9989,standard,Standard Tax,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
d04aed3c-f2d7-570a-99e7-aa7624ac1086,8ca9e1ae-e628-59af-8ab4-395d06328807,standard,Standard Tax,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
ae9e56fa-c961-5c84-8a1e-a2b6bf3f86bc,98e2754e-6697-50e6-8bab-81a98e4aeca7,standard,Standard Tax,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
d67a19fe-844c-5fa4-a90e-cc2a2066a4ec,bbf4f4ee-81c9-55b0-80af-33be79e561ee,standard,Standard Tax,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
e05217b4-5aca-503b-82c7-8cc1bc3bdf19,c1460c74-b0e2-5d90-9797-9f6b2e861e30,standard,Standard Tax,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
6cb88891-6534-537c-8c81-87ffcbef22de,67af2cf8-ba63-5420-aaa1-3d4828850036,standard,Standard Tax,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
42b1e4cf-0836-513f-a332-5f09db79b783,517ff701-319d-502a-b5b9-e1c36a3cde3c,standard,Standard Tax,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c8700533-5a32-5b99-bf64-24bfa13de590,b3efb6f0-9635-58cf-b533-6394b23e857d,standard,Standard Tax,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
1378277b-ec20-5e15-97da-dae02cc7572f,707f9a45-b18a-5759-b1bd-cb4b9991c763,standard,Standard Tax,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
7743a601-f02b-5ae2-a6b3-37288afb6b34,4b4841d6-837e-5b3a-8625-eb21c5856ff2,standard,Standard Tax,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
16d13e71-72fc-5c69-a792-6ddf792bc380,c4afafa8-25c3-527c-95bc-c2ce6efb5a36,standard,Standard Tax,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
d8343bd4-4462-5a21-af4f-47d4d73ee510,44c58e92-2d0f-5de4-949a-53cca4b7c650,standard,Standard Tax,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
25fcea28-96c0-524c-88f4-547100dac18d,fadf79e7-84bd-54aa-8fce-71315980e940,standard,Standard Tax,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
3d7b4dbe-d90f-5e10-bd49-ec26f41ce2b7,a3bed95f-b4d1-5aea-963e-723a3b5343d7,standard,Standard Tax,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c7776fb9-5fe7-5386-b6b3-11a526d3b174,dfc9650b-5da6-5083-b918-0069b7f18a39,standard,Standard Tax,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
61aa7501-132b-5cc1-8fbf-93669d4fcea5,e40302ce-cd87-5926-898b-7077c873c69c,standard,Standard Tax,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
ddd530ac-954b-5950-8d69-fca6dfc12e94,c1f4e8f0-e00b-5a1e-82a4-2aa113ce0e2e,standard,Standard Tax,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c33d1448-8f5b-56dd-a5cc-6a4f3e503fb7,80267d1d-6166-5d66-a39a-2fe7d3ec9558,standard,Standard Tax,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
ee473019-1b1f-5c61-9ac7-93017ab3a7c1,7e941da0-444e-555b-8c14-37022c2450f6,standard,Standard Tax,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
069561a6-b41a-5a8d-be0d-66aaf97d8767,9e1b7503-21ff-59f4-83b8-5c7bb3c79c9c,standard,Standard Tax,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
05c27396-835b-5ec5-a5dc-319fad416ced,c824a05f-57b4-564d-8182-a0acb1779be0,standard,Standard Tax,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f72f0649-babe-5737-9d3c-c474bcbbbd83,7b2007ac-f4b3-5a96-998c-4b5bdb6201f7,standard,Standard Tax,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
