id,restaurant_id,branch_id,product_id,product_variant_id,preparation_station_id,priority,status,created_at_utc,created_by,updated_at_utc,updated_by,concurrency_version
5b8afe7b-5093-5b51-8816-b8304b42787f,5afbb73d-34da-5169-9cd6-3631b29d6906,6ac09be1-21da-5bdf-a553-0d370aa48a48,2a1ef463-3feb-5b55-9cbe-ff8a287f6f33,\N,3f3391c4-7450-5028-9b69-734bda2d3c75,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
2c4d3a05-7b20-583b-a092-f87ee54a1c24,5afbb73d-34da-5169-9cd6-3631b29d6906,6ac09be1-21da-5bdf-a553-0d370aa48a48,12497814-c31a-548e-8525-26a2a07ff6de,48d71352-6b5e-5589-a260-d51807fa3524,3c63893e-c566-5e25-a9aa-d6dd601325b4,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
dde27b16-d313-5f9c-b282-910fc77c27bd,95aa4d42-7203-5581-a314-7ba4ff85735b,075f1655-5713-5584-b153-7cee0f5edfb1,df05dee3-4125-5649-a6c0-fd9d82793f65,\N,41263552-deb9-5a7b-9df3-6ece5e723b86,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
86f48159-1559-5ae6-8f30-133c96bb740a,95aa4d42-7203-5581-a314-7ba4ff85735b,075f1655-5713-5584-b153-7cee0f5edfb1,e4fe022f-8274-54be-9d31-10943a9423af,ab193f5f-29c4-5654-a39b-1cfcaba09316,15cf04c6-5b7f-5612-84ef-eb046787722b,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f3504ae4-7364-51e5-ad5e-6bd6ec619b30,8550b566-c89f-5552-86ca-8f25b0b21d4d,0c99f45b-6fe6-5a1e-96fc-98333cca6f88,4cb83726-bd49-5de9-bc9b-5ee9a9f13d33,\N,c8299bee-aa1e-568e-a3c0-427d59ca553b,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
257e014d-a0c1-5eb5-96b3-6086fa33fb4d,8550b566-c89f-5552-86ca-8f25b0b21d4d,0c99f45b-6fe6-5a1e-96fc-98333cca6f88,28c820df-d6d8-5b9c-9f23-e917625793dd,e5f02ab1-f8f8-5547-8429-8cabf541725f,08170dc4-3055-5a35-8046-8bbde491710e,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
94260ca7-5150-5d11-ac04-d3d0beb98630,d615a3b5-351d-5ed5-bb69-c4dcac36aa00,fa14de3c-59ba-5043-85cf-df1adc6ec579,1c4137e8-b4e3-51bd-8e34-f9c9b493268e,\N,44a06706-2678-58ba-aaaf-bfa1ffdc0e7e,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
208b71f2-0e0e-53a0-9dd6-8347e6bda03b,d615a3b5-351d-5ed5-bb69-c4dcac36aa00,fa14de3c-59ba-5043-85cf-df1adc6ec579,c33486c5-4223-59a2-94d4-7382104c7459,9d6ce305-76f6-570b-8c40-66e7b9998555,04d883fc-1cb9-52ec-8316-f420627fd18e,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
8f2f1e90-1add-5ed5-ae6f-485b5caae781,bb3ac671-6c2e-5416-acd7-85d71693d50e,d95ff0d0-166d-5c92-a350-c84753a190e6,06f87041-5261-5777-81a6-d70e65703ccf,\N,90bc9a58-5501-5954-99ee-ef9b3f01d9ae,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
6c37dab1-c156-5e86-9e91-5b83989e562c,bb3ac671-6c2e-5416-acd7-85d71693d50e,d95ff0d0-166d-5c92-a350-c84753a190e6,8c4d6e66-affe-5b30-8344-a5eada4a9353,06aad61b-52b9-5940-86c7-1ab628ea7684,5229422b-d49d-5382-89c7-0e5279b07f49,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
28f40fe9-2b2a-5507-a3cb-13477744bea4,bfad71f3-0e54-5467-bb83-c8664b3d7bc3,4f8897d5-01d5-51cf-b731-c0c00a95f276,5a5f2985-a9b2-584b-8307-230a4e6a1f1d,\N,4cee666b-ed13-54c3-964c-b82307c494c8,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
580e92c0-50b2-52d0-8455-a7e412c645b0,bfad71f3-0e54-5467-bb83-c8664b3d7bc3,4f8897d5-01d5-51cf-b731-c0c00a95f276,12081e71-7dc2-5e03-8150-dac435786f80,a79d0ff9-10aa-51c3-ab31-3d72e429757b,ca358d24-5e4f-5874-9fb1-8a082ebef4c5,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
8b87d93e-3a51-5617-9029-ead7c1243dc2,104f9e79-e136-5ed4-a852-64d160340e45,667d8806-3545-519a-b50d-53f59e32b5de,253a2b6b-2f91-59c9-b885-21eefdc6291d,\N,98294cb9-7730-5664-8535-35fa8b99907b,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
2e00c06e-03ab-5cfe-ad2a-7da6664ff369,104f9e79-e136-5ed4-a852-64d160340e45,667d8806-3545-519a-b50d-53f59e32b5de,c791ee95-2df4-5214-83c5-29a00ea3b039,32f47db1-e0b6-5c5f-9b31-1d53e2f068df,93396911-232c-5db2-8c3b-932feb22ee67,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
210d0d76-aba5-5668-9d0c-268797ab41a3,caa70f0d-2314-5cf5-a481-0c259c347e04,5fc8b896-34d2-51bd-a704-ce34bc761aa5,c7895437-3d1b-5bf0-8c0c-fc0dbdeffae6,\N,911f88cd-9ac5-576f-9f4e-b45c0e4228a2,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
78a37640-3efd-56fb-b97b-c490bd466adc,caa70f0d-2314-5cf5-a481-0c259c347e04,5fc8b896-34d2-51bd-a704-ce34bc761aa5,591990e9-e4b0-5787-ae06-1a38c145d3a3,ff0163cb-ea73-5d56-92e1-bb79e0a01f9a,7437b16e-e601-55f2-8f39-00413770f71e,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
7cef81d9-9056-5cb2-85f6-10b2a75f3ddf,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,ffe4fc95-0766-5217-8799-406087e64b0a,ef894ef1-cce4-5dcd-8f27-1b1f19ba9553,\N,ca3e487d-9d0a-5eef-8c84-1e06277bf635,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4fc84eab-3de7-5e19-b246-1dcf4a476304,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,ffe4fc95-0766-5217-8799-406087e64b0a,375c0354-a6e4-5066-85a1-c5d1042a53d3,aafaec0b-0e39-57ac-9f59-2e98838580f7,34a83478-c0be-54e8-adcb-7fe594be4323,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
63d957c9-be52-5fde-a125-1f6819495ca7,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,e7663958-ddb0-5009-aee0-c69a3861fd37,06031a7a-274f-5546-90ba-64675017c1bd,\N,1c5f1467-0c47-50dc-9414-60ebf20326a3,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
9a28fffc-6445-5779-b853-219b6fe1b19b,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,e7663958-ddb0-5009-aee0-c69a3861fd37,29dbe9f7-3f77-570a-abdc-7c75c503c0f0,26fc941c-62c0-5388-bdfe-4e88534f5c16,e149a9b9-4554-5d9b-806f-f939e19c4024,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
fc4f9df0-70f1-5077-aac8-260b1d997bc4,5a29b0dd-09ca-560f-b248-db0555c5c325,f8931a36-3c7e-5d3d-b99b-0e8000d839ce,dee33ebd-5d98-5e35-aac9-63280fdf47dc,\N,91d0e2bc-71fb-5738-aa5b-a001fdf1a48e,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
82d0b61d-3894-59fa-b25f-d69cd570bdf7,5a29b0dd-09ca-560f-b248-db0555c5c325,f8931a36-3c7e-5d3d-b99b-0e8000d839ce,5e374e41-39ce-5cba-87ea-85c3af58dbcd,ce26c6a8-795f-583b-9e01-139b054f4052,7ba0f5f0-93c0-523a-b739-407e9e8a0d74,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
2bf4ba46-4e9b-5e38-80df-cf6068881ab2,bab016a4-e1f0-5423-95ba-68a55a375518,c0a69b24-fff7-59b2-8e17-c301343502e7,a9d0c72f-3e10-5d2d-ac62-b46bb12815f8,\N,1e1227cb-56b8-562a-8421-b854bd4a4941,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
38077112-b333-5f03-bd1a-f3017e3d8bc9,bab016a4-e1f0-5423-95ba-68a55a375518,c0a69b24-fff7-59b2-8e17-c301343502e7,481b43ec-9c80-5835-81d2-00eb4a602197,3ef69b1f-6b58-5561-be79-aa56d4a28f37,cbe97bbc-b174-5c64-8ca2-1673cb7270ba,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
e63eb2e0-1498-51e0-9353-d2f0a66e82c9,bf67c71a-ef24-5eed-87ee-0b99059448c0,845ec984-3327-5af2-b730-832d5fb90ea6,bf63e40d-f258-550f-82ad-c99fc1d442da,\N,3fe065b0-5b30-5da7-98a3-13611452384a,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
77c636c7-0d32-5dcc-bfc5-c1642a760db5,bf67c71a-ef24-5eed-87ee-0b99059448c0,845ec984-3327-5af2-b730-832d5fb90ea6,a0bac510-b472-519f-9345-978370e501e6,0baad42f-4c88-5ea7-bc3e-68a7a4b7836b,d1e76a94-3a9c-50fe-8b30-8d06ed235cc4,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
bac17928-6fbb-5fe8-8dba-5324b6952db5,07b24cca-976d-532c-9467-d2343cc9f38d,2e2fed70-3112-5e2b-afae-d094b8e1a56d,8e8d7f8d-8330-562b-bb04-41d3c7cbaf6b,\N,41f622ec-be2e-5f23-a71d-7f5c6753e407,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
295f403d-79ae-50ec-b559-6fe4bf073b86,07b24cca-976d-532c-9467-d2343cc9f38d,2e2fed70-3112-5e2b-afae-d094b8e1a56d,d11d0171-b4b6-5d8d-bb60-0e770710b12e,04b0b72b-d441-5e54-bff2-149427123b93,76900cd1-729d-518f-aab3-9cccfd326fdf,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
15463f31-dbb9-501c-b5c6-249ad3070b6a,fa9711c5-4a59-5910-b824-83392f64a533,042f9a90-c603-52f8-9683-6dd865bd3467,f988dbd9-9091-5957-99fc-d79235f95025,\N,c411a763-cd89-5eca-b5fc-a433c613d762,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
ff6e1d6a-796b-576e-9022-ed5c82ab621e,fa9711c5-4a59-5910-b824-83392f64a533,042f9a90-c603-52f8-9683-6dd865bd3467,e2aef0fd-c3ca-5d6e-b79a-4bd9944a5f55,48efbe06-4dd7-5b40-a636-41dd73878f6a,56642fc6-a32d-5316-8611-73d01eb7b51b,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4c83ce8a-755d-5fcf-8045-7b207af7de2f,597b352f-cbab-5ea6-893f-73309ac2fbf9,3199c167-cd10-5315-823a-3b014d34d69f,fda21025-5955-5176-8814-83613294a154,\N,4b443080-ef0b-5277-97fc-b41c8846fbb1,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
837fc155-0d3c-591c-ac19-2278734590a7,597b352f-cbab-5ea6-893f-73309ac2fbf9,3199c167-cd10-5315-823a-3b014d34d69f,f20387fe-e3d7-5103-9a6c-ba437d45ca24,db561d2f-ec05-5c6f-8f6a-5c5e3a33fab2,c9928cc3-5a9f-502f-88b6-988c4a34ceb0,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
205327ef-b7ee-50db-83f5-810682810b86,22681635-41b9-56da-a764-798ba158a3ac,0a203a36-6b49-56b0-9087-a1253c097f85,b987634a-9cd9-57f0-8da5-b5a804ecebbc,\N,bb486456-cac2-55cf-b130-dd91d75ec139,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
601b8c8b-d222-51df-ad67-257d42db400e,22681635-41b9-56da-a764-798ba158a3ac,0a203a36-6b49-56b0-9087-a1253c097f85,ea684235-6f58-560f-93b7-297483f2b3bb,29715679-731c-5760-99f6-53c81fc7b582,3f44a7b1-8bed-589a-9582-90c1bb9af310,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
3018348d-21ce-514e-b45f-37267ed553ef,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,0d183c94-22f0-5c0a-8fec-a64846db6040,e98763c1-c889-56e1-bb29-16650237a72b,\N,bcfe00fe-98ed-5db2-9eda-8491ab96570d,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f118c92f-1be2-5953-9972-b1000b7ad138,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,0d183c94-22f0-5c0a-8fec-a64846db6040,fbe81235-3fbc-5acf-b208-a593c80968ab,d3ae7f88-5914-5093-8c20-95fe00dfe7ee,9e77d5aa-c068-5899-904a-71f5e3204411,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
54e86956-5875-5005-a13e-0bbef435f757,fce39051-f305-572f-83db-29fbaf5b798a,b70966b0-2c1a-5931-b8d4-e751c36d4ad5,f5c63b47-f903-554c-b1c4-931c1b610e2f,\N,1f2cd198-fcde-563f-bda7-94836da051e8,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
25cae161-e76a-5364-9dcb-1a5dad1a15b6,fce39051-f305-572f-83db-29fbaf5b798a,b70966b0-2c1a-5931-b8d4-e751c36d4ad5,61b6f2ef-7c63-50e7-8360-2c991ee897bb,4bc05c48-46e1-51a4-a461-da47d7060a4c,74184873-9031-5a66-827b-84acbe7bac3a,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
443cf5de-01e5-50df-8dc8-f7b1647809e7,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,876adc77-ae03-526c-b50f-6ff9e368ad3b,4c6345d0-a1de-51f5-bab8-bb19944764b3,\N,b0a52be2-7b86-5ac9-8da2-a3a42db93f1e,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
ed7a19e7-03d7-5141-aa93-df263b49f694,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,876adc77-ae03-526c-b50f-6ff9e368ad3b,6b2e6e38-e901-5b5e-a858-3898ad13b4ce,351f6994-c9a0-59c0-9188-afb366e4f48f,993fb228-96b8-5f54-857d-5800a15a0be9,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
545b8dfd-c091-5c87-8cd0-8bcbdeb4db3c,4b8ac2bc-db12-5fb9-8556-20aa186929f6,98155b61-0bd0-57a3-958f-41a36459ba58,29b1b607-eed3-5271-ba48-5d3bf61710f7,\N,1e4a41e2-00c0-5ff4-8bdc-f77f9f62f0ce,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
19a64b09-e87b-541f-8149-5b077f2fddbb,4b8ac2bc-db12-5fb9-8556-20aa186929f6,98155b61-0bd0-57a3-958f-41a36459ba58,62e8ae38-8d73-537e-b0e3-4e9a8eee1437,275ad732-bab6-52b9-96bc-bf34565887d2,4d7c7f66-fa4c-515b-93fe-b01a298a9bc0,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
9f6e4875-2dc9-5f47-99db-a26268d36766,7a5fbc73-7498-500c-b457-d15f22bb9989,5fc9c4c2-206c-56e2-a998-5dee4521bddc,734bbda8-9920-518d-aa5b-dd0f3dfd2801,\N,12e0d38f-bb24-597c-ac80-2fb542b9dc27,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
2d243fbe-a2b7-5ef8-a041-6923817a0e52,7a5fbc73-7498-500c-b457-d15f22bb9989,5fc9c4c2-206c-56e2-a998-5dee4521bddc,90121540-217a-5d85-adf4-2caf1c3a8f69,ce187c54-2501-5675-ab42-d9a18826fa26,61d9133a-ea50-5fb6-9527-cf56a1016357,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
26217e0f-ea54-55dd-9fd5-f70e2db7521c,8ca9e1ae-e628-59af-8ab4-395d06328807,1a0ee057-44b7-5c27-92d4-911c4e8df9ef,a4095253-99e5-50ae-94cc-bf83af90f8df,\N,8c3fa332-0723-5670-bccc-b83dcb00f9fc,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
b1bfe623-2377-5056-b719-f1e9ef839647,8ca9e1ae-e628-59af-8ab4-395d06328807,1a0ee057-44b7-5c27-92d4-911c4e8df9ef,b188f432-8ff0-5061-a658-9da9d0ff1ee9,ad747ff1-163a-5552-8e87-d4ec7f0b89b6,f78f465e-e2c6-55dd-8419-92ecf7ec2da1,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
d2042599-ceeb-5f0f-91cc-3d31a58194cf,98e2754e-6697-50e6-8bab-81a98e4aeca7,d25bcb6c-bea7-59ce-86dd-136731dedcdc,40fef47f-73d0-519f-9aea-e24aab4fe228,\N,3a21fa77-94dd-5ca3-8605-7d6b7f90d59c,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
0c5c6415-f284-5822-b9f3-22156e746c3a,98e2754e-6697-50e6-8bab-81a98e4aeca7,d25bcb6c-bea7-59ce-86dd-136731dedcdc,2ba6d0f1-48ae-51c7-96fd-46bb2d298ac1,1bdf2843-f468-5136-a745-1d88bb4572ad,4c5b7e92-2e90-5fd2-be81-8f7f72d211b7,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
d29a4e6e-cf6e-5d6e-b7de-7e27fd0f131a,bbf4f4ee-81c9-55b0-80af-33be79e561ee,d6b7b387-aa6c-5e89-915b-088f916b3391,47056644-f38e-5e78-bb8d-350cfb62cc39,\N,a3a676fb-4484-566b-a328-1d2cb1484a86,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
fc61cea5-486f-5b19-a7d5-83971bad6a93,bbf4f4ee-81c9-55b0-80af-33be79e561ee,d6b7b387-aa6c-5e89-915b-088f916b3391,806f66f0-163e-5f07-ba14-1e88ccd77b82,153ec9d7-96af-5b8b-b60b-08441454e79e,c236dc3f-64bc-5792-b9ed-e74580ac43fd,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
9cae6154-1cbe-5519-bde4-2e47b6aa7ebb,c1460c74-b0e2-5d90-9797-9f6b2e861e30,6c56f38a-db9c-532d-bea6-f8b7b8e5363e,dfd0c90e-2089-5dee-b2f2-2b6c89bd5cc5,\N,f76da112-77a0-5348-8979-39edd13c9993,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f715be7b-be93-5ef1-af87-107d10432ff4,c1460c74-b0e2-5d90-9797-9f6b2e861e30,6c56f38a-db9c-532d-bea6-f8b7b8e5363e,434b4203-88fc-59c9-a1c5-56193208c65b,e2ad2ed5-7faa-56e5-943a-3bbec77f2249,cda2dc6a-4757-51b1-8c5c-7985d29072b7,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
afb2c6b9-89e1-51b9-b16f-575e29c227ae,67af2cf8-ba63-5420-aaa1-3d4828850036,8cd62544-e65c-5e26-89a3-ed106b53e100,b4c628c0-17a5-5dc2-bcf4-f843831b6c5f,\N,91a2e0be-171d-54e2-8b87-a31764a69ec6,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
165ae43d-cac0-5894-a64e-5056e68f2a80,67af2cf8-ba63-5420-aaa1-3d4828850036,8cd62544-e65c-5e26-89a3-ed106b53e100,ef1c55b2-e5c6-5318-b276-663f2cc35571,63064ec5-7922-5800-a68b-c6f929022812,88b558f8-b0dd-5828-8504-7fb67412ffcb,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
607d78f6-5fb3-51e5-89bb-d0be46edbe6c,517ff701-319d-502a-b5b9-e1c36a3cde3c,6284841b-ba33-5daa-87ab-e40d3dad4270,27cc60c2-e537-5889-96a9-17e05f8bec65,\N,eddb334c-eb24-5048-a91e-5f5039d50c75,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
5738fa0a-e2a3-5a99-b930-39ecf428aa39,517ff701-319d-502a-b5b9-e1c36a3cde3c,6284841b-ba33-5daa-87ab-e40d3dad4270,8c65df1f-87c4-51aa-acc5-53facd835726,0d8d9e0d-3392-57d2-a52e-ac0b07a18484,3116c772-adfd-5f60-bbce-a18b9db49855,20,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
14091c1d-9fc3-579d-b292-71a67c41fbcc,b3efb6f0-9635-58cf-b533-6394b23e857d,51fcc856-dc42-516c-884f-d11046c42b0f,76498357-6804-57a3-8c17-8c522756301c,\N,c25a3517-616c-5b88-b2e2-f4291cb67604,10,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
