restaurant_id,menu_id,category_id,display_order,created_at_utc,created_by
bb3ac671-6c2e-5416-acd7-85d71693d50e,a7217649-141f-5c0e-9a55-a8a661d5c0c3,02970b73-1495-5953-91d8-d57c67a55fee,10,2026-01-01T00:00:00Z,sample-data
bb3ac671-6c2e-5416-acd7-85d71693d50e,a7217649-141f-5c0e-9a55-a8a661d5c0c3,b80b6aaf-181b-5abc-aad9-f6766de27087,20,2026-01-01T00:00:00Z,sample-data
bfad71f3-0e54-5467-bb83-c8664b3d7bc3,34c0da15-8be1-5e44-9db8-827d6f61a127,36701db7-c91c-5644-b7d0-c8de1fa74744,10,2026-01-01T00:00:00Z,sample-data
bfad71f3-0e54-5467-bb83-c8664b3d7bc3,34c0da15-8be1-5e44-9db8-827d6f61a127,aa65b01f-98b5-55d8-aaf4-68dd4667d48b,20,2026-01-01T00:00:00Z,sample-data
104f9e79-e136-5ed4-a852-64d160340e45,37ae328d-a13d-529e-94c1-8a178f585bcf,e19bc789-bc85-511a-ab05-6c0b237de186,10,2026-01-01T00:00:00Z,sample-data
104f9e79-e136-5ed4-a852-64d160340e45,37ae328d-a13d-529e-94c1-8a178f585bcf,4b29e286-f2d2-5f79-a91f-f1dfdf7e6564,20,2026-01-01T00:00:00Z,sample-data
caa70f0d-2314-5cf5-a481-0c259c347e04,b3adb6ae-8eb4-5572-8f13-812a5d9d812f,c36d847a-7c8b-5c07-963b-5d7f32837ee6,10,2026-01-01T00:00:00Z,sample-data
caa70f0d-2314-5cf5-a481-0c259c347e04,b3adb6ae-8eb4-5572-8f13-812a5d9d812f,b549eb08-7a51-5e32-bb7f-e5935368b2f5,20,2026-01-01T00:00:00Z,sample-data
a8e4c50c-665a-56b1-b68c-03b500b4ba4a,760fef47-84da-5dfe-9f01-f971a2e9cb13,346cbbec-27f1-5272-9858-c8c612dae69b,10,2026-01-01T00:00:00Z,sample-data
a8e4c50c-665a-56b1-b68c-03b500b4ba4a,760fef47-84da-5dfe-9f01-f971a2e9cb13,9fce7e73-d9e7-5e5e-b987-60db55d3c7cf,20,2026-01-01T00:00:00Z,sample-data
6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,91250a85-9c5b-514f-9d7e-e1f6573595c5,c22700c8-a76a-5cc9-85d9-5de4d4ea7c75,10,2026-01-01T00:00:00Z,sample-data
6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,91250a85-9c5b-514f-9d7e-e1f6573595c5,ee28ff89-16d3-51e6-be51-408e19bc3911,20,2026-01-01T00:00:00Z,sample-data
5a29b0dd-09ca-560f-b248-db0555c5c325,cc1ad8bc-edbc-5a4b-9f67-eca4c81cd673,031da904-7c98-5c4b-93c5-f287f049402c,10,2026-01-01T00:00:00Z,sample-data
5a29b0dd-09ca-560f-b248-db0555c5c325,cc1ad8bc-edbc-5a4b-9f67-eca4c81cd673,5f0ed5f5-bfe7-56bc-bc34-98801cb8a895,20,2026-01-01T00:00:00Z,sample-data
bab016a4-e1f0-5423-95ba-68a55a375518,9e01563d-07a5-5bf7-afe4-79c9be71149e,897b2a17-5b21-50bc-9d62-0ad494179e88,10,2026-01-01T00:00:00Z,sample-data
bab016a4-e1f0-5423-95ba-68a55a375518,9e01563d-07a5-5bf7-afe4-79c9be71149e,a403c70a-d1d3-599d-bebf-537bddb68ee0,20,2026-01-01T00:00:00Z,sample-data
bf67c71a-ef24-5eed-87ee-0b99059448c0,10e0fab3-11bf-5675-921e-00acd584f5ff,f5e56f44-24fb-550d-bbe8-e351a4c2c166,10,2026-01-01T00:00:00Z,sample-data
bf67c71a-ef24-5eed-87ee-0b99059448c0,10e0fab3-11bf-5675-921e-00acd584f5ff,16e071db-0fad-5585-b68c-4362a6d40f01,20,2026-01-01T00:00:00Z,sample-data
07b24cca-976d-532c-9467-d2343cc9f38d,4f2f488d-5ce7-524f-a786-d7ed7f56c3be,b670af7e-4636-5fca-96af-6569d5c73d79,10,2026-01-01T00:00:00Z,sample-data
07b24cca-976d-532c-9467-d2343cc9f38d,4f2f488d-5ce7-524f-a786-d7ed7f56c3be,ea4a57a1-d47e-5933-9b07-ae50b4ffdc8f,20,2026-01-01T00:00:00Z,sample-data
fa9711c5-4a59-5910-b824-83392f64a533,966d0442-a394-5d10-8f18-b00de0b6e308,9de4bff0-9f43-5085-a8f5-6f27b15bc48d,10,2026-01-01T00:00:00Z,sample-data
fa9711c5-4a59-5910-b824-83392f64a533,966d0442-a394-5d10-8f18-b00de0b6e308,7e0e360e-2482-5cc4-9e55-67ced6f1cefe,20,2026-01-01T00:00:00Z,sample-data
597b352f-cbab-5ea6-893f-73309ac2fbf9,13451a91-06da-5a3a-acf0-65e99c6f97af,f8a04303-9b0c-5242-8735-e0f7375cfd70,10,2026-01-01T00:00:00Z,sample-data
597b352f-cbab-5ea6-893f-73309ac2fbf9,13451a91-06da-5a3a-acf0-65e99c6f97af,15a8a9ba-7de7-5189-8cff-5cd144f85a07,20,2026-01-01T00:00:00Z,sample-data
22681635-41b9-56da-a764-798ba158a3ac,c9bbeb44-4071-56bb-b0ef-56e82bfb64b8,3543c7d9-cc42-55b4-a372-212d8c75c51c,10,2026-01-01T00:00:00Z,sample-data
22681635-41b9-56da-a764-798ba158a3ac,c9bbeb44-4071-56bb-b0ef-56e82bfb64b8,00eebb78-5dcc-5db6-b126-f06df75bb3e8,20,2026-01-01T00:00:00Z,sample-data
07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,bc0a3ebd-e7f8-5aa3-a33c-f83ed5282e8b,4a7f74e7-5c9c-5dd8-84c2-3de0d9a5df2a,10,2026-01-01T00:00:00Z,sample-data
07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,bc0a3ebd-e7f8-5aa3-a33c-f83ed5282e8b,3d75e4d0-9b0e-5162-9415-6fc60accfef1,20,2026-01-01T00:00:00Z,sample-data
fce39051-f305-572f-83db-29fbaf5b798a,ebb48cda-1918-5293-abd5-bdb17973bb0e,2cf73a28-898a-558b-8bd6-e2cf28112977,10,2026-01-01T00:00:00Z,sample-data
fce39051-f305-572f-83db-29fbaf5b798a,ebb48cda-1918-5293-abd5-bdb17973bb0e,c4dde9f8-34b9-5bd3-aa34-b1dd5641cb89,20,2026-01-01T00:00:00Z,sample-data
d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,193ced08-5468-5af4-a850-7ee180d047a5,8986d78e-57bb-5289-8d24-3f339cb60774,10,2026-01-01T00:00:00Z,sample-data
d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,193ced08-5468-5af4-a850-7ee180d047a5,884e0b79-4841-5668-8a95-085e9d7c3ae3,20,2026-01-01T00:00:00Z,sample-data
4b8ac2bc-db12-5fb9-8556-20aa186929f6,7c5955a1-2504-58ad-a8df-722ec144a4d7,44508c86-1118-518f-8f86-6ee929c07f9f,10,2026-01-01T00:00:00Z,sample-data
4b8ac2bc-db12-5fb9-8556-20aa186929f6,7c5955a1-2504-58ad-a8df-722ec144a4d7,eb5b060f-fc86-5d56-b934-39ee07f3c3a3,20,2026-01-01T00:00:00Z,sample-data
7a5fbc73-7498-500c-b457-d15f22bb9989,19bf8afe-0a7c-5ad2-b5f5-611bf8fd37dd,ab43b83a-fe12-5ec0-96cf-f13f45519f9b,10,2026-01-01T00:00:00Z,sample-data
7a5fbc73-7498-500c-b457-d15f22bb9989,19bf8afe-0a7c-5ad2-b5f5-611bf8fd37dd,920eb747-cbec-5406-baa6-4408a842931a,20,2026-01-01T00:00:00Z,sample-data
8ca9e1ae-e628-59af-8ab4-395d06328807,fcbf5679-b479-555a-898d-08773258c746,4d070d30-21bb-51f8-9f8e-d31b0736f125,10,2026-01-01T00:00:00Z,sample-data
8ca9e1ae-e628-59af-8ab4-395d06328807,fcbf5679-b479-555a-898d-08773258c746,a475fa51-6e29-5a22-87b5-ee8f3dae954c,20,2026-01-01T00:00:00Z,sample-data
98e2754e-6697-50e6-8bab-81a98e4aeca7,47b47f0b-25d5-57c1-9b45-c158f0a529dd,128c7568-99a9-5277-85fc-56d17bf8991f,10,2026-01-01T00:00:00Z,sample-data
98e2754e-6697-50e6-8bab-81a98e4aeca7,47b47f0b-25d5-57c1-9b45-c158f0a529dd,399c78ac-98e1-5ace-b1a1-14ce1f7891e3,20,2026-01-01T00:00:00Z,sample-data
bbf4f4ee-81c9-55b0-80af-33be79e561ee,49ee51d3-538c-59e3-920c-7d70e1bd7b8e,9dba27cd-95d5-5c57-a7be-ad4e04dc48ce,10,2026-01-01T00:00:00Z,sample-data
bbf4f4ee-81c9-55b0-80af-33be79e561ee,49ee51d3-538c-59e3-920c-7d70e1bd7b8e,f528aa01-cab9-5ab1-905f-b6ffe3cbd6a1,20,2026-01-01T00:00:00Z,sample-data
c1460c74-b0e2-5d90-9797-9f6b2e861e30,ba1a4cf6-cc18-5ddf-93c4-ff026872dd65,24ee7485-7245-5672-8e1c-7e3e84569ca0,10,2026-01-01T00:00:00Z,sample-data
c1460c74-b0e2-5d90-9797-9f6b2e861e30,ba1a4cf6-cc18-5ddf-93c4-ff026872dd65,84cd288a-5f69-5ff4-bba7-3c834d93b0b0,20,2026-01-01T00:00:00Z,sample-data
67af2cf8-ba63-5420-aaa1-3d4828850036,842b9098-7dc4-5c6c-9ac2-b3a2c5780843,d2c582d7-ad2e-5bc5-aeb3-697a8774c694,10,2026-01-01T00:00:00Z,sample-data
67af2cf8-ba63-5420-aaa1-3d4828850036,842b9098-7dc4-5c6c-9ac2-b3a2c5780843,1139891d-49d8-538c-958e-6fe9dc1bdccb,20,2026-01-01T00:00:00Z,sample-data
517ff701-319d-502a-b5b9-e1c36a3cde3c,b618fcba-5e17-5e8d-a55a-c876ba46cd30,064c879e-3acc-5811-b547-e0cc5173d473,10,2026-01-01T00:00:00Z,sample-data
517ff701-319d-502a-b5b9-e1c36a3cde3c,b618fcba-5e17-5e8d-a55a-c876ba46cd30,ec43640f-fa3b-531b-b11e-e6528dc15cb2,20,2026-01-01T00:00:00Z,sample-data
b3efb6f0-9635-58cf-b533-6394b23e857d,bf093c1a-4445-5bd4-b6a7-cf6766f61ca6,eb66ba4b-ad4a-5c89-bb27-fb6ea8903b88,10,2026-01-01T00:00:00Z,sample-data
b3efb6f0-9635-58cf-b533-6394b23e857d,bf093c1a-4445-5bd4-b6a7-cf6766f61ca6,5eb7a6f1-77fe-5550-a81c-357f5e20d130,20,2026-01-01T00:00:00Z,sample-data
707f9a45-b18a-5759-b1bd-cb4b9991c763,c665d61a-0452-5394-a641-ad551aa9ebec,298b5325-a6ae-510f-805a-ce2294466245,10,2026-01-01T00:00:00Z,sample-data
707f9a45-b18a-5759-b1bd-cb4b9991c763,c665d61a-0452-5394-a641-ad551aa9ebec,1b7152e9-a055-509e-a408-316b789e00d4,20,2026-01-01T00:00:00Z,sample-data
4b4841d6-837e-5b3a-8625-eb21c5856ff2,f4fc7292-5e8d-5e13-9166-59cfcbeb8a09,0882abae-1bc8-5687-a548-7f0a694d7f64,10,2026-01-01T00:00:00Z,sample-data
4b4841d6-837e-5b3a-8625-eb21c5856ff2,f4fc7292-5e8d-5e13-9166-59cfcbeb8a09,c8c9c1cf-2c8a-5bb6-9434-d6dd09319cb3,20,2026-01-01T00:00:00Z,sample-data
c4afafa8-25c3-527c-95bc-c2ce6efb5a36,a00a3331-73b3-5a11-91b4-3322e34cbd2a,2be18208-3f26-5c7c-b45c-551c0c180735,10,2026-01-01T00:00:00Z,sample-data
c4afafa8-25c3-527c-95bc-c2ce6efb5a36,a00a3331-73b3-5a11-91b4-3322e34cbd2a,342f61ac-9938-5cfb-806d-cb8b74d4749e,20,2026-01-01T00:00:00Z,sample-data
44c58e92-2d0f-5de4-949a-53cca4b7c650,150b6e47-5e81-519d-89b1-611ab156c6d4,86a8d347-57f1-5744-9408-9c5ac9fa8ec1,10,2026-01-01T00:00:00Z,sample-data
44c58e92-2d0f-5de4-949a-53cca4b7c650,150b6e47-5e81-519d-89b1-611ab156c6d4,d083d28b-4d73-59b5-af8a-fd65f3e3a91b,20,2026-01-01T00:00:00Z,sample-data
fadf79e7-84bd-54aa-8fce-71315980e940,e4c8b904-7fc6-554a-98c3-631ad61ac502,be57bf80-629d-5987-b998-eba6d73ad3bf,10,2026-01-01T00:00:00Z,sample-data
fadf79e7-84bd-54aa-8fce-71315980e940,e4c8b904-7fc6-554a-98c3-631ad61ac502,efc14e77-5fdf-53bf-9423-732fee061c09,20,2026-01-01T00:00:00Z,sample-data
a3bed95f-b4d1-5aea-963e-723a3b5343d7,eeddec7d-c245-541d-a502-08e9915338cd,651f6276-41c5-53df-94d9-0c4b19c9f496,10,2026-01-01T00:00:00Z,sample-data
a3bed95f-b4d1-5aea-963e-723a3b5343d7,eeddec7d-c245-541d-a502-08e9915338cd,5964f8a6-933e-5f3c-b72c-0fdd1ac71114,20,2026-01-01T00:00:00Z,sample-data
dfc9650b-5da6-5083-b918-0069b7f18a39,15684bb6-853b-5dc5-a77c-f3de1ef5f249,828140a0-d32e-56fa-b23d-d6e907adfc72,10,2026-01-01T00:00:00Z,sample-data
dfc9650b-5da6-5083-b918-0069b7f18a39,15684bb6-853b-5dc5-a77c-f3de1ef5f249,717085b4-59e2-5df0-8b18-a3fb07f5e6e4,20,2026-01-01T00:00:00Z,sample-data
e40302ce-cd87-5926-898b-7077c873c69c,b7201aa1-02d5-5637-a095-83c700cc237c,99c915bb-4bd3-5869-b205-506147dd8c69,10,2026-01-01T00:00:00Z,sample-data
e40302ce-cd87-5926-898b-7077c873c69c,b7201aa1-02d5-5637-a095-83c700cc237c,3a70c544-4117-5274-a87b-23f9496265cb,20,2026-01-01T00:00:00Z,sample-data
c1f4e8f0-e00b-5a1e-82a4-2aa113ce0e2e,d7d98866-879c-5227-81b4-5f85c543b907,4bcc2a29-645e-5db5-b2ad-c25136d29061,10,2026-01-01T00:00:00Z,sample-data
c1f4e8f0-e00b-5a1e-82a4-2aa113ce0e2e,d7d98866-879c-5227-81b4-5f85c543b907,429a9447-513f-52d9-b068-4c6748de4fa0,20,2026-01-01T00:00:00Z,sample-data
80267d1d-6166-5d66-a39a-2fe7d3ec9558,0fd7d3ff-180a-5b53-8c3c-3c93a29916d3,2b62a04c-28d6-59b7-bb40-06b392920a5f,10,2026-01-01T00:00:00Z,sample-data
80267d1d-6166-5d66-a39a-2fe7d3ec9558,0fd7d3ff-180a-5b53-8c3c-3c93a29916d3,23d2dd9f-b9a2-5369-8468-5444f087b569,20,2026-01-01T00:00:00Z,sample-data
7e941da0-444e-555b-8c14-37022c2450f6,497f9134-e793-5b90-91c7-a5d8c17e3b7b,d43289d6-df5d-5e4b-90ad-018740d8f481,10,2026-01-01T00:00:00Z,sample-data
7e941da0-444e-555b-8c14-37022c2450f6,497f9134-e793-5b90-91c7-a5d8c17e3b7b,6e579145-63a8-5b3c-8d9e-2db665f54495,20,2026-01-01T00:00:00Z,sample-data
9e1b7503-21ff-59f4-83b8-5c7bb3c79c9c,e2b797e0-3061-53a1-96e2-5b1b005e33bb,35eea5e2-ea24-544d-a8ca-4ff5e3310b30,10,2026-01-01T00:00:00Z,sample-data
9e1b7503-21ff-59f4-83b8-5c7bb3c79c9c,e2b797e0-3061-53a1-96e2-5b1b005e33bb,b7f79e7e-687b-59c4-8817-cc173fda34b5,20,2026-01-01T00:00:00Z,sample-data
c824a05f-57b4-564d-8182-a0acb1779be0,582b3b33-d1b7-5ccb-a70f-3135265be5b7,4fde4cab-acaa-518b-81d2-98c65b32df76,10,2026-01-01T00:00:00Z,sample-data
c824a05f-57b4-564d-8182-a0acb1779be0,582b3b33-d1b7-5ccb-a70f-3135265be5b7,58e95ccd-ffb2-5b3f-88c1-79ee8039fa72,20,2026-01-01T00:00:00Z,sample-data
7b2007ac-f4b3-5a96-998c-4b5bdb6201f7,1f9fddc2-364e-5728-a76c-5171340b8f3d,864436f1-4d8b-5298-bead-890657b5cf18,10,2026-01-01T00:00:00Z,sample-data
7b2007ac-f4b3-5a96-998c-4b5bdb6201f7,1f9fddc2-364e-5728-a76c-5171340b8f3d,2c643cfe-a017-5663-86f1-96d59a7e5357,20,2026-01-01T00:00:00Z,sample-data
