id,stock_item_id,movement_type,quantity_delta,balance_after,reference_type,reference_id,reason_code,occurred_at_utc,recorded_by
6c0d6bee-d588-585d-a239-81d32ff73e34,8eb1b445-182a-5200-acb2-dd443b260ce2,receipt,50.0000,50.0000,sample_load,\N,initial_sample_stock,2026-01-01T00:00:00Z,sample-data
319f5b73-d1c1-56c1-b166-66a9516728a1,35dc47e8-9e23-5cb0-8488-6ad09c23a2db,receipt,50.0000,50.0000,sample_load,\N,initial_sample_stock,2026-01-01T00:00:00Z,sample-data
dc56d997-6208-5a2e-aa35-db22921ae933,7a587524-587e-5eed-8021-1e12c7b3283e,receipt,50.0000,50.0000,sample_load,\N,initial_sample_stock,2026-01-01T00:00:00Z,sample-data
03f84414-15ac-571a-b507-8596a7344d3d,e8e04aee-5d0e-5b0c-b75f-ff866b974e64,receipt,50.0000,50.0000,sample_load,\N,initial_sample_stock,2026-01-01T00:00:00Z,sample-data
25379726-bb1a-588c-ab10-e4366df1096e,3e0002cc-b5fe-5302-81a6-2a77ce9bedf9,receipt,50.0000,50.0000,sample_load,\N,initial_sample_stock,2026-01-01T00:00:00Z,sample-data
ab9f1fee-b8d5-5c53-941a-98a2ec5f466c,38c9fd52-62a0-5542-8f9e-94ecb7b02e71,receipt,50.0000,50.0000,sample_load,\N,initial_sample_stock,2026-01-01T00:00:00Z,sample-data
eb9dfec3-74c4-551a-ad2d-3075e8195303,880557e4-e053-5ad1-ae3d-1464f23b44d8,receipt,50.0000,50.0000,sample_load,\N,initial_sample_stock,2026-01-01T00:00:00Z,sample-data
03a7d89d-f3ca-5ac1-bd37-d16ef4c82215,f059e382-844b-505d-a10f-dee5e6c5b37f,receipt,50.0000,50.0000,sample_load,\N,initial_sample_stock,2026-01-01T00:00:00Z,sample-data
b1ba6eea-4058-555f-95b1-8ea6757c9744,c1c64f57-835f-5e1a-b4d6-3a7bb784f75f,receipt,50.0000,50.0000,sample_load,\N,initial_sample_stock,2026-01-01T00:00:00Z,sample-data
b397b7e2-e189-5be8-8bb5-35648a403bfb,21005d5f-7351-549a-bf51-e02ccf1964f5,receipt,50.0000,50.0000,sample_load,\N,initial_sample_stock,2026-01-01T00:00:00Z,sample-data
aa417ddc-ea9f-5c25-b98a-8ed46b715f98,2e3724a8-55d8-5a26-8a64-f585139c12bd,receipt,50.0000,50.0000,sample_load,\N,initial_sample_stock,2026-01-01T00:00:00Z,sample-data
56960d9c-883e-50de-8f74-80bccf6e6b37,deaaf78c-f610-5c42-a262-3429460570f5,receipt,50.0000,50.0000,sample_load,\N,initial_sample_stock,2026-01-01T00:00:00Z,sample-data
f301967f-e548-5ba4-b6a6-efb533f8f181,fd1ceaa5-282f-58e4-a79d-b068d7548aa6,receipt,50.0000,50.0000,sample_load,\N,initial_sample_stock,2026-01-01T00:00:00Z,sample-data
be2ba1ee-bee5-5e49-8826-bbb77d7bb351,8307e3fe-8e63-506d-9355-1f3760d969ce,receipt,50.0000,50.0000,sample_load,\N,initial_sample_stock,2026-01-01T00:00:00Z,sample-data
a9cb7847-a00b-5771-b843-102bfc3e4cef,2a3e8248-9198-5329-beb0-f86e070efa95,receipt,50.0000,50.0000,sample_load,\N,initial_sample_stock,2026-01-01T00:00:00Z,sample-data
5abe0cce-53e4-57ca-8261-a9eb54ce4cc1,c2e00837-faae-5536-8a2b-ac3dd4631717,receipt,50.0000,50.0000,sample_load,\N,initial_sample_stock,2026-01-01T00:00:00Z,sample-data
c06d2e6a-7a19-5427-af83-1c49aae4c0a5,8469b073-780d-5096-a1fb-fbfbf6fad101,receipt,50.0000,50.0000,sample_load,\N,initial_sample_stock,2026-01-01T00:00:00Z,sample-data
dc53ec94-ea9f-5b0a-9f03-a87b51f0950b,5e16fd67-8642-5c42-92d6-377ff1a97d51,receipt,50.0000,50.0000,sample_load,\N,initial_sample_stock,2026-01-01T00:00:00Z,sample-data
a8bb6ff2-6199-5aa1-835e-745b9354528f,a80ad1b7-efec-595b-9945-2ee228709e40,receipt,50.0000,50.0000,sample_load,\N,initial_sample_stock,2026-01-01T00:00:00Z,sample-data
7d35389b-5e66-5b75-917b-7a8b1a96a7a8,210048cc-a7a1-5552-9212-9f35077a4876,receipt,50.0000,50.0000,sample_load,\N,initial_sample_stock,2026-01-01T00:00:00Z,sample-data
3f97cac2-1ed2-5995-8374-2ac85e12ef42,c2d69e7f-8915-594d-89f4-351ecc371966,receipt,50.0000,50.0000,sample_load,\N,initial_sample_stock,2026-01-01T00:00:00Z,sample-data
eed8ccae-1519-5500-b258-86a47dcb441a,5e302264-0c12-50dd-b55b-789aee5be235,receipt,50.0000,50.0000,sample_load,\N,initial_sample_stock,2026-01-01T00:00:00Z,sample-data
79004583-a407-58bc-8336-62cfab5c31da,63c27fc5-30db-5af8-94ee-8d31c3dcf259,receipt,50.0000,50.0000,sample_load,\N,initial_sample_stock,2026-01-01T00:00:00Z,sample-data
af4cd774-d583-5de2-a4d9-a5e97971c510,a578cf0e-dd7c-516c-a578-035d13dd1e5d,receipt,50.0000,50.0000,sample_load,\N,initial_sample_stock,2026-01-01T00:00:00Z,sample-data
8e82260c-f3ad-5368-bf7b-c9c44519cba9,eaa8e98a-7fdc-504b-afad-05209dcfc212,receipt,50.0000,50.0000,sample_load,\N,initial_sample_stock,2026-01-01T00:00:00Z,sample-data
3a235ba8-777b-5cfb-961d-054ecd2a8eef,491719c7-37d0-5d07-aca4-4c98f82d6cca,receipt,50.0000,50.0000,sample_load,\N,initial_sample_stock,2026-01-01T00:00:00Z,sample-data
9f875b8c-8b05-5090-a10a-65c6f68bbaba,7c07296b-e962-5347-8675-377fb2881b0d,receipt,50.0000,50.0000,sample_load,\N,initial_sample_stock,2026-01-01T00:00:00Z,sample-data
47b78bbb-356b-5edd-af34-6c5d8a8431ff,a5aca9a1-3238-57ad-b5ed-06a8029fe896,receipt,50.0000,50.0000,sample_load,\N,initial_sample_stock,2026-01-01T00:00:00Z,sample-data
90e8dfbf-4e84-530e-b17c-d58780fc3056,e6efa979-627c-520d-945c-843262c407f8,receipt,50.0000,50.0000,sample_load,\N,initial_sample_stock,2026-01-01T00:00:00Z,sample-data
2b10386d-a0c9-56ee-9698-df0de3e1e8ca,08b0a5e2-87bc-5e71-8c09-d050ee2118f8,receipt,50.0000,50.0000,sample_load,\N,initial_sample_stock,2026-01-01T00:00:00Z,sample-data
1681db49-029a-5627-ac3b-1a85bfae1511,b9899eb1-966c-5b7f-a350-6c79b12629ff,receipt,50.0000,50.0000,sample_load,\N,initial_sample_stock,2026-01-01T00:00:00Z,sample-data
30e96019-b009-5a88-9d0e-25a4cf29931a,60be00bb-e639-50da-8636-a849c39d4f92,receipt,50.0000,50.0000,sample_load,\N,initial_sample_stock,2026-01-01T00:00:00Z,sample-data
b395d6c2-bc41-5b87-bb54-27fa51389458,2665a981-f88d-519f-9cf7-2c692c6a10ed,receipt,50.0000,50.0000,sample_load,\N,initial_sample_stock,2026-01-01T00:00:00Z,sample-data
e295f77c-95ba-5d20-bec9-cdc0879f9028,9499b9b7-0dc7-501f-b0d6-35c63abf4a7d,receipt,50.0000,50.0000,sample_load,\N,initial_sample_stock,2026-01-01T00:00:00Z,sample-data
