id,stock_item_id,order_id,order_line_id,quantity,status,reserved_at_utc,expires_at_utc,completed_at_utc,concurrency_version
f77998b7-94f3-530e-91f1-41157dada443,fcb9d801-2a7a-53b6-831d-4cc5ee81a68d,09634954-2342-52ba-9a0c-3a3b3306314e,468890b4-a3e1-5dc0-b08a-9b27c3a16122,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
6dc54c5b-d0bd-51be-9835-01577d557450,d65c12f1-04d2-5433-b7d7-bf70ba379fd2,c9e72080-d5fc-5e91-b66a-01ba01d17273,f5a3a733-9643-5d57-9c61-ca9412ef6bf3,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
d3bc8565-71ba-5537-ac67-23edceaac288,032d6b0b-228e-5a6d-b6df-0a894e68d55b,8739b75a-661c-5cd6-8d13-75d8b1d9ccb7,c664562d-2d41-5768-b0bd-b6f109307d15,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
43595f6b-6baa-5eb9-ba1b-4237cc1e75ae,10f7d476-317a-59ec-aace-bf20346d9284,adb41fc7-e7d6-533e-b4db-aeeb5f280461,44686e73-130c-59c7-9e80-3c0adb3649ae,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
724daacb-a605-5822-8a83-638a9b116ab5,8eb1b445-182a-5200-acb2-dd443b260ce2,917b8fdf-f7f4-5a42-af5f-ce6870ce3ce2,9ef8c7c5-9456-52bf-916a-223b4953d944,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
330f3f3d-9b4c-56ca-b039-879bef7081d5,35dc47e8-9e23-5cb0-8488-6ad09c23a2db,aa1f0c86-0128-5242-9569-2ed5aa67aefc,3511605a-e12f-5517-b468-1b9074cd11eb,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
ec0a2adc-c94f-5a53-ad43-c440ba051ac0,7a587524-587e-5eed-8021-1e12c7b3283e,78cefe97-766f-54d0-967b-6d1f2db51f88,08afbef7-253c-557b-b779-08536733ab54,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
e16956a8-8941-53e3-a7fe-15f8e5c46460,e8e04aee-5d0e-5b0c-b75f-ff866b974e64,c987aa17-b646-5efa-9b4a-7a676ccc4c21,daf143f0-fdb5-5a40-ba30-7199e32d128c,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
2c51b1ce-c184-5bc4-ba7f-290e4a6c2f88,3e0002cc-b5fe-5302-81a6-2a77ce9bedf9,09f7a746-3556-5328-81ed-f7f895569d48,8b04639f-094b-5d2c-ae1e-d05f97993869,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
770f6b32-2f93-5c74-b1cd-504ae7a8a3c4,38c9fd52-62a0-5542-8f9e-94ecb7b02e71,8e733609-455b-569f-9907-ddfadbbedf9b,d35493e3-eb58-5934-8016-ee0266d28b91,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
ca7a9dd8-10a5-5ba8-9f18-88653e08317b,880557e4-e053-5ad1-ae3d-1464f23b44d8,40f114ce-9664-5538-b6d6-b44eca862dd4,0964b50f-a0d7-5e19-a680-156b71d1da6a,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
cb426773-f4a2-506b-8f6e-2a6d1a220e83,f059e382-844b-505d-a10f-dee5e6c5b37f,4cf48f5b-603c-5720-a5d0-fa6697541c9f,7e25cb8c-cb9c-5c7d-b47d-08335996ca41,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
17c466b9-78d4-5725-91d3-cc680fc3d394,c1c64f57-835f-5e1a-b4d6-3a7bb784f75f,ecd2ab1a-0622-51f1-8043-b19262a7addb,daec917e-eec8-524c-a748-42890bb7caa5,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
0bb5588a-ecd8-5043-9950-6ada74aba4d8,21005d5f-7351-549a-bf51-e02ccf1964f5,b2276c59-956d-5c13-8003-3ada140a55d8,da39407f-1ac2-521f-a5a5-3c98a38d7bf1,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
e9a47bf2-7545-54d6-aebd-e891bac84c6f,2e3724a8-55d8-5a26-8a64-f585139c12bd,5dd81f68-b2c1-5c5b-b1d4-f73ee721d116,e553f56b-9d72-56f3-b059-67c2cdca539e,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
09739879-ca6b-5349-ba83-1a1e2c18cc7f,deaaf78c-f610-5c42-a262-3429460570f5,16fcfa49-306d-5031-b940-c9fd4da435d1,c4a9a919-eb9f-521b-8bbc-7aff0d8fbf36,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
1f1425b6-2645-58e2-89ce-66da6e365c21,fd1ceaa5-282f-58e4-a79d-b068d7548aa6,a094425f-8725-52d5-978d-9890da8dcf58,cbe113f8-1c61-57e7-b49b-0b0a24bfc006,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
29150c62-dc8f-59b2-badf-e176e408cbfe,8307e3fe-8e63-506d-9355-1f3760d969ce,ef203fed-b93e-52de-937b-57c3ff030578,85ab7a04-d0d5-569e-ac7b-3eeb1ce82c6a,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
e26b1d47-8287-51c9-b36b-5b90cd4b0b87,2a3e8248-9198-5329-beb0-f86e070efa95,fe94bf77-950d-5828-9523-bda16ae24f8a,aa3fd61b-9d79-5551-af56-4145765f46e2,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
152e31f6-4613-52ba-be5e-2669125bd180,c2e00837-faae-5536-8a2b-ac3dd4631717,3fe31ccd-b39a-5dca-8f5f-f98bf1162b3b,e3f4ffeb-687d-5576-ae2a-dacea7f9490f,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
8a847c30-eb54-59c0-9605-5197e04282b1,8469b073-780d-5096-a1fb-fbfbf6fad101,d229ca0f-6d9d-525f-ba33-2c3d78f399e4,68f23779-acdf-5f23-a2d9-c0b7a69b8bf0,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
18ef4869-3b1f-5f00-ba0f-11dbb1e03eb4,5e16fd67-8642-5c42-92d6-377ff1a97d51,4edcd556-25a0-5b4b-a2a4-a20b7869e5ce,29735ab4-56c9-5e86-bbea-56d31451ffc9,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
1ec02c0d-c2e3-5246-a481-57e3ccdfd789,a80ad1b7-efec-595b-9945-2ee228709e40,c83f64dc-472b-5668-bf36-327debeeef06,ff7aa0e7-50b0-515e-8160-2d3ba0b42570,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
1732e8f9-e270-5ea6-805a-3fb22777339f,210048cc-a7a1-5552-9212-9f35077a4876,3277f419-6976-5730-8fb3-6eced2ee491c,0588dba1-6b7a-55ff-a687-2922837cc1ba,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
d354f33c-63fb-55c2-8705-53b758b0bd01,c2d69e7f-8915-594d-89f4-351ecc371966,f9cf74e9-e95d-5d16-8516-c4fb751dbeda,b2a07219-e7fd-5ab2-b32f-7c5b837ecb99,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
bdf189b0-4433-57b5-bbbd-4752f9151743,5e302264-0c12-50dd-b55b-789aee5be235,768760e4-4bb0-5fc0-956f-d7137703c8b0,72edcafb-8706-540c-92c5-bedc6535ebb2,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
174c7943-a96f-5abd-a2d2-a6ae8f16b77c,63c27fc5-30db-5af8-94ee-8d31c3dcf259,d6f419a1-eb1d-577d-b6b8-25072f213872,796b1ade-4d1e-5780-9d0f-29d377c0d39d,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
e4a08d67-7102-5d70-87ca-d672a4e8bf3c,a578cf0e-dd7c-516c-a578-035d13dd1e5d,afd9195d-dea1-55d8-a303-b0b4b897e212,edefc9de-7849-57ea-a3f4-2b8fb2278c11,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
955f5206-0a47-56c5-b8bf-88a1544a5fa8,eaa8e98a-7fdc-504b-afad-05209dcfc212,421ff8d9-d7d4-5879-b00a-c512b28fd4df,b2d47dde-01dd-5bbb-86d7-6484a92248e9,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
e5ab96cd-9bf8-5507-abc3-7e687557a75c,491719c7-37d0-5d07-aca4-4c98f82d6cca,a3ab5eeb-9e56-5cdc-b71a-9336112b8aec,4adcbfc0-5f12-5d0c-9c93-47c4172f8ff2,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
f05970e6-0467-5505-a374-c4f5bfe10eda,7c07296b-e962-5347-8675-377fb2881b0d,fd0b8bb2-7e67-559b-bdba-58f1e9ce0282,2b3100d3-9a23-54dc-a508-8f7de841befb,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
7f39e58f-6d69-5810-be0c-f53768342938,a5aca9a1-3238-57ad-b5ed-06a8029fe896,15ee0899-79ad-57ff-b4a4-e71768fe7448,f3c0473b-78f4-59c1-80c3-42746ab770a2,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
dab39ae8-8b83-5ca4-bc86-a4eccdc2cba3,e6efa979-627c-520d-945c-843262c407f8,7e2f25cc-ae76-5112-9dd7-2ba69f5e0e8d,6737e552-ad6a-5937-98bb-6adc5ca3ec28,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
46548ea8-ff7f-57d0-88b1-d281416419b8,08b0a5e2-87bc-5e71-8c09-d050ee2118f8,06a252f3-4436-5c52-9b4e-ce4a4ce86b99,b3006e4c-b972-5cd4-b2b8-a4bdc2ac4bb5,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
3600be2f-eae3-5a79-b5e0-c49ad6283259,b9899eb1-966c-5b7f-a350-6c79b12629ff,93c812ad-0f00-55b9-9c72-20153dde4a5a,75e51df9-673f-51ab-8dc7-70bb243a27cf,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
c6836fb9-f00f-5bf1-9362-b7829f9f7f98,60be00bb-e639-50da-8636-a849c39d4f92,2cda9f50-6f04-507e-9f64-404cfe963083,4f446096-0bb0-50e4-98dd-b9607bd38544,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
087eb3e4-e0e4-5a82-878a-f6be11d8cf36,2665a981-f88d-519f-9cf7-2c692c6a10ed,ef055e36-cfcf-5866-8188-6d6905e6c8e4,2649ee5a-80f7-553a-9ec4-b35b32942302,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
40916766-3e2a-5e84-84a4-c0fab3bb4735,9499b9b7-0dc7-501f-b0d6-35c63abf4a7d,ad638b19-0416-5c7a-8086-be63838d4522,863aef27-5a21-5bad-8c3a-fde8d7acd293,1.0000,active,2026-01-01T00:00:00Z,2099-01-01T00:00:00Z,\N,1
