id,restaurant_id,branch_id,code,name,warehouse_type,status,created_at_utc,created_by,updated_at_utc,updated_by,concurrency_version
2d5beae8-28b9-5ce8-b7bc-af65132018a4,fce39051-f305-572f-83db-29fbaf5b798a,b70966b0-2c1a-5931-b8d4-e751c36d4ad5,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
9ccab088-e249-56da-bd42-8bc58fb6fe9b,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,876adc77-ae03-526c-b50f-6ff9e368ad3b,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4635d2ce-b4bc-5675-b07b-e04cca3daf60,4b8ac2bc-db12-5fb9-8556-20aa186929f6,98155b61-0bd0-57a3-958f-41a36459ba58,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
5d06e69d-127b-5986-8a1e-eb3d8fad773c,7a5fbc73-7498-500c-b457-d15f22bb9989,5fc9c4c2-206c-56e2-a998-5dee4521bddc,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
8e613c93-6dbf-5d5b-aa4f-f97096924455,8ca9e1ae-e628-59af-8ab4-395d06328807,1a0ee057-44b7-5c27-92d4-911c4e8df9ef,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f1f8c08d-f53c-51f7-8c92-d463d35b9211,98e2754e-6697-50e6-8bab-81a98e4aeca7,d25bcb6c-bea7-59ce-86dd-136731dedcdc,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
818ee277-0eeb-5206-bc99-52b9a49dd188,bbf4f4ee-81c9-55b0-80af-33be79e561ee,d6b7b387-aa6c-5e89-915b-088f916b3391,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
dda28bcc-df52-53bf-83f3-2190bc654b52,c1460c74-b0e2-5d90-9797-9f6b2e861e30,6c56f38a-db9c-532d-bea6-f8b7b8e5363e,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4c8d9f50-68f6-5a47-9f99-52b98887b113,67af2cf8-ba63-5420-aaa1-3d4828850036,8cd62544-e65c-5e26-89a3-ed106b53e100,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
6d190db3-a846-52bf-ac25-7f7c614e213a,517ff701-319d-502a-b5b9-e1c36a3cde3c,6284841b-ba33-5daa-87ab-e40d3dad4270,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
1fbf5956-e204-5268-b1a2-1c85c5ee956d,b3efb6f0-9635-58cf-b533-6394b23e857d,51fcc856-dc42-516c-884f-d11046c42b0f,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
9e249e85-8f7f-5e66-a4b8-ec89f33e1530,707f9a45-b18a-5759-b1bd-cb4b9991c763,1c0c241c-706a-5a03-af89-51f36be3b31d,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
acc4a9af-d1d2-56e8-968a-72b6f06308ec,4b4841d6-837e-5b3a-8625-eb21c5856ff2,f8172349-4251-59ce-97e9-b7557d3de161,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
dd9d5ad0-a352-5e87-81dd-d004f628be84,c4afafa8-25c3-527c-95bc-c2ce6efb5a36,4e9b46f3-a80d-5bbe-8e48-6e272ac4ec7d,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
d0f3e288-855e-52da-85c7-c1a5629a72ed,44c58e92-2d0f-5de4-949a-53cca4b7c650,a8ce6ace-de10-5b9e-8562-ff399d9b3720,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
e8e55f8f-b895-52f7-a06d-ca80ad701671,fadf79e7-84bd-54aa-8fce-71315980e940,3ad62353-9d14-5c8b-8b49-dd707e7062f6,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
2713da01-1aea-5821-90fe-8062f61f2740,a3bed95f-b4d1-5aea-963e-723a3b5343d7,bc09cbc5-215f-541b-8c6e-3a2424f57dc1,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f37743e3-9e51-53b9-99ff-0558788f3125,dfc9650b-5da6-5083-b918-0069b7f18a39,bfab66d1-5579-5df8-8823-877a42101df8,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
1d79a19a-ba6e-5daf-86f3-c2832ff2dd15,e40302ce-cd87-5926-898b-7077c873c69c,54df2c82-6a6d-5d6d-8805-8cbfa0d3b5a9,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
5bbbac30-fd51-5692-af96-c780d23042f6,c1f4e8f0-e00b-5a1e-82a4-2aa113ce0e2e,5ab65997-731d-59e8-89c1-ca8e45e1c4da,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c4a32284-7388-50e0-8d08-d4a90cdbf1f4,80267d1d-6166-5d66-a39a-2fe7d3ec9558,59352201-4c08-5821-a06b-4627e245eb0d,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f5a003c1-d751-5003-ba72-35dceab90d3b,7e941da0-444e-555b-8c14-37022c2450f6,bde6ac3c-0fdb-56ed-97fc-675192dd4673,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
614522a8-764b-5fea-a2d9-16951603ba81,9e1b7503-21ff-59f4-83b8-5c7bb3c79c9c,628f45fd-8c77-5687-a364-ec838e2235f0,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
67c7b99a-8b50-5d30-9574-3800ade56666,c824a05f-57b4-564d-8182-a0acb1779be0,c201d0c9-9b7c-5ee8-ab68-8c13372204d1,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c943ede7-5755-5717-9b4c-c13e87e50822,7b2007ac-f4b3-5a96-998c-4b5bdb6201f7,7eece59b-5668-5599-a4e2-6709233fcb68,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
