id,restaurant_id,warehouse_id,product_id,product_variant_id,unit_of_measure,on_hand_quantity,reserved_quantity,reorder_level,updated_at_utc,concurrency_version
178e8cbc-fafc-5a4d-9037-32eba1347fef,d615a3b5-351d-5ed5-bb69-c4dcac36aa00,1989fb11-4b82-54fe-a361-4b04a152a8da,1c4137e8-b4e3-51bd-8e34-f9c9b493268e,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
ba0f0339-b682-5bc7-aaf1-c5c662424169,bb3ac671-6c2e-5416-acd7-85d71693d50e,7bb68c11-55f2-566b-8680-556f652fe80c,06f87041-5261-5777-81a6-d70e65703ccf,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
fcb9d801-2a7a-53b6-831d-4cc5ee81a68d,bfad71f3-0e54-5467-bb83-c8664b3d7bc3,390e947c-01fe-537b-9fd1-0fcde15d7cbf,5a5f2985-a9b2-584b-8307-230a4e6a1f1d,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
d65c12f1-04d2-5433-b7d7-bf70ba379fd2,104f9e79-e136-5ed4-a852-64d160340e45,d6bb5e93-5b85-52ad-9a29-12cf1aff504b,253a2b6b-2f91-59c9-b885-21eefdc6291d,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
032d6b0b-228e-5a6d-b6df-0a894e68d55b,caa70f0d-2314-5cf5-a481-0c259c347e04,b2d0c100-2332-5cc3-a0f5-e2bb2ffb633d,c7895437-3d1b-5bf0-8c0c-fc0dbdeffae6,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
10f7d476-317a-59ec-aace-bf20346d9284,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,43845953-3880-5025-bed6-a6fb226965f8,ef894ef1-cce4-5dcd-8f27-1b1f19ba9553,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
8eb1b445-182a-5200-acb2-dd443b260ce2,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,1a70f2cf-2319-5731-bc53-3608060bf570,06031a7a-274f-5546-90ba-64675017c1bd,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
35dc47e8-9e23-5cb0-8488-6ad09c23a2db,5a29b0dd-09ca-560f-b248-db0555c5c325,00406b64-aed4-54e3-bb84-f4aa6b79be92,dee33ebd-5d98-5e35-aac9-63280fdf47dc,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
7a587524-587e-5eed-8021-1e12c7b3283e,bab016a4-e1f0-5423-95ba-68a55a375518,57785f6f-370e-50d1-86aa-f8ef0cef40ce,a9d0c72f-3e10-5d2d-ac62-b46bb12815f8,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
e8e04aee-5d0e-5b0c-b75f-ff866b974e64,bf67c71a-ef24-5eed-87ee-0b99059448c0,0c4231c4-792d-50e2-a411-af732099c279,bf63e40d-f258-550f-82ad-c99fc1d442da,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
3e0002cc-b5fe-5302-81a6-2a77ce9bedf9,07b24cca-976d-532c-9467-d2343cc9f38d,e6443e95-2863-5548-9bc8-9995edf955d5,8e8d7f8d-8330-562b-bb04-41d3c7cbaf6b,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
38c9fd52-62a0-5542-8f9e-94ecb7b02e71,fa9711c5-4a59-5910-b824-83392f64a533,28610c8d-d538-594d-8347-868978745139,f988dbd9-9091-5957-99fc-d79235f95025,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
880557e4-e053-5ad1-ae3d-1464f23b44d8,597b352f-cbab-5ea6-893f-73309ac2fbf9,4bc59bc4-2fb2-5068-8673-d7f1a95177c0,fda21025-5955-5176-8814-83613294a154,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
f059e382-844b-505d-a10f-dee5e6c5b37f,22681635-41b9-56da-a764-798ba158a3ac,25aead52-d784-5e83-bae1-ab7218d79f15,b987634a-9cd9-57f0-8da5-b5a804ecebbc,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
c1c64f57-835f-5e1a-b4d6-3a7bb784f75f,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,d08a40e4-f515-5393-bc7c-6f5ef0e32acb,e98763c1-c889-56e1-bb29-16650237a72b,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
21005d5f-7351-549a-bf51-e02ccf1964f5,fce39051-f305-572f-83db-29fbaf5b798a,2d5beae8-28b9-5ce8-b7bc-af65132018a4,f5c63b47-f903-554c-b1c4-931c1b610e2f,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
2e3724a8-55d8-5a26-8a64-f585139c12bd,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,9ccab088-e249-56da-bd42-8bc58fb6fe9b,4c6345d0-a1de-51f5-bab8-bb19944764b3,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
deaaf78c-f610-5c42-a262-3429460570f5,4b8ac2bc-db12-5fb9-8556-20aa186929f6,4635d2ce-b4bc-5675-b07b-e04cca3daf60,29b1b607-eed3-5271-ba48-5d3bf61710f7,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
fd1ceaa5-282f-58e4-a79d-b068d7548aa6,7a5fbc73-7498-500c-b457-d15f22bb9989,5d06e69d-127b-5986-8a1e-eb3d8fad773c,734bbda8-9920-518d-aa5b-dd0f3dfd2801,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
8307e3fe-8e63-506d-9355-1f3760d969ce,8ca9e1ae-e628-59af-8ab4-395d06328807,8e613c93-6dbf-5d5b-aa4f-f97096924455,a4095253-99e5-50ae-94cc-bf83af90f8df,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
2a3e8248-9198-5329-beb0-f86e070efa95,98e2754e-6697-50e6-8bab-81a98e4aeca7,f1f8c08d-f53c-51f7-8c92-d463d35b9211,40fef47f-73d0-519f-9aea-e24aab4fe228,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
c2e00837-faae-5536-8a2b-ac3dd4631717,bbf4f4ee-81c9-55b0-80af-33be79e561ee,818ee277-0eeb-5206-bc99-52b9a49dd188,47056644-f38e-5e78-bb8d-350cfb62cc39,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
8469b073-780d-5096-a1fb-fbfbf6fad101,c1460c74-b0e2-5d90-9797-9f6b2e861e30,dda28bcc-df52-53bf-83f3-2190bc654b52,dfd0c90e-2089-5dee-b2f2-2b6c89bd5cc5,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
5e16fd67-8642-5c42-92d6-377ff1a97d51,67af2cf8-ba63-5420-aaa1-3d4828850036,4c8d9f50-68f6-5a47-9f99-52b98887b113,b4c628c0-17a5-5dc2-bcf4-f843831b6c5f,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
a80ad1b7-efec-595b-9945-2ee228709e40,517ff701-319d-502a-b5b9-e1c36a3cde3c,6d190db3-a846-52bf-ac25-7f7c614e213a,27cc60c2-e537-5889-96a9-17e05f8bec65,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
210048cc-a7a1-5552-9212-9f35077a4876,b3efb6f0-9635-58cf-b533-6394b23e857d,1fbf5956-e204-5268-b1a2-1c85c5ee956d,76498357-6804-57a3-8c17-8c522756301c,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
c2d69e7f-8915-594d-89f4-351ecc371966,707f9a45-b18a-5759-b1bd-cb4b9991c763,9e249e85-8f7f-5e66-a4b8-ec89f33e1530,5650e9af-d2d2-5697-b457-37eb6fa6d321,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
5e302264-0c12-50dd-b55b-789aee5be235,4b4841d6-837e-5b3a-8625-eb21c5856ff2,acc4a9af-d1d2-56e8-968a-72b6f06308ec,70ce7359-e368-574f-a4f7-104aac3f00f8,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
63c27fc5-30db-5af8-94ee-8d31c3dcf259,c4afafa8-25c3-527c-95bc-c2ce6efb5a36,dd9d5ad0-a352-5e87-81dd-d004f628be84,cee6fdb2-c59d-5164-b502-b042a7b0e11c,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
a578cf0e-dd7c-516c-a578-035d13dd1e5d,44c58e92-2d0f-5de4-949a-53cca4b7c650,d0f3e288-855e-52da-85c7-c1a5629a72ed,e3bd849d-cf2e-5061-857b-4ea0e911f18f,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
eaa8e98a-7fdc-504b-afad-05209dcfc212,fadf79e7-84bd-54aa-8fce-71315980e940,e8e55f8f-b895-52f7-a06d-ca80ad701671,87514a74-125a-59c6-b2bc-a72c5a10ec02,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
491719c7-37d0-5d07-aca4-4c98f82d6cca,a3bed95f-b4d1-5aea-963e-723a3b5343d7,2713da01-1aea-5821-90fe-8062f61f2740,5cb0673d-3e6a-51e2-acbd-fd11e2c5b95c,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
7c07296b-e962-5347-8675-377fb2881b0d,dfc9650b-5da6-5083-b918-0069b7f18a39,f37743e3-9e51-53b9-99ff-0558788f3125,af34a331-0e03-57a7-a280-69d86d2b10e9,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
a5aca9a1-3238-57ad-b5ed-06a8029fe896,e40302ce-cd87-5926-898b-7077c873c69c,1d79a19a-ba6e-5daf-86f3-c2832ff2dd15,4437e16a-d3bb-5f8c-b405-25d9c2d7f213,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
e6efa979-627c-520d-945c-843262c407f8,c1f4e8f0-e00b-5a1e-82a4-2aa113ce0e2e,5bbbac30-fd51-5692-af96-c780d23042f6,ed8983e2-f018-523f-b2a2-d0b33511f8f8,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
08b0a5e2-87bc-5e71-8c09-d050ee2118f8,80267d1d-6166-5d66-a39a-2fe7d3ec9558,c4a32284-7388-50e0-8d08-d4a90cdbf1f4,3623c0f6-ce36-5bb1-8d49-a4727e95924e,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
b9899eb1-966c-5b7f-a350-6c79b12629ff,7e941da0-444e-555b-8c14-37022c2450f6,f5a003c1-d751-5003-ba72-35dceab90d3b,f04fb7b1-6215-5fde-8b77-57dc1dea8065,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
60be00bb-e639-50da-8636-a849c39d4f92,9e1b7503-21ff-59f4-83b8-5c7bb3c79c9c,614522a8-764b-5fea-a2d9-16951603ba81,86d7e974-a1ca-57aa-a956-17d968f431d4,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
2665a981-f88d-519f-9cf7-2c692c6a10ed,c824a05f-57b4-564d-8182-a0acb1779be0,67c7b99a-8b50-5d30-9574-3800ade56666,2969f7ff-0625-55b6-b15d-2c8cfd40a0ac,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
9499b9b7-0dc7-501f-b0d6-35c63abf4a7d,7b2007ac-f4b3-5a96-998c-4b5bdb6201f7,c943ede7-5755-5717-9b4c-c13e87e50822,2675fd4c-3064-530c-8e7c-4a72a458deec,\N,each,50.0000,1.0000,10.0000,2026-01-01T00:00:00Z,1
