id,customer_id,program_code,loyalty_number,points_balance,tier_code,status,joined_at_utc,updated_at_utc,concurrency_version
bdd7310a-a60e-5476-8ba5-530eac86aa57,e42c3c87-2434-5d3b-ad9c-66ccf1b8c537,DEMO_REWARDS,DEMO-L-0001-r10,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
7dbf8de4-9700-540c-87cb-5bb24bf27f77,e2e97e59-026c-5c85-b773-7a0e17196c43,DEMO_REWARDS,DEMO-L-0001-r11,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
a291334c-ee1a-54c3-aecf-155889b15658,c110fc98-4328-5f49-b862-f244458b0d0d,DEMO_REWARDS,DEMO-L-0001-r12,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
4e94381a-88a5-56f7-8fce-54b10d7111e2,495949fe-5655-56b8-86ca-9ee250d9328e,DEMO_REWARDS,DEMO-L-0001-r13,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
d4820fef-6c89-5363-a97b-0ba40f5920f6,118183f4-9bb2-53ee-a2e2-71738aed2383,DEMO_REWARDS,DEMO-L-0001-r14,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
100dac7a-9297-536b-a59b-be29b4c994c3,63627e04-178e-51fe-9a56-1120f4dc7793,DEMO_REWARDS,DEMO-L-0001-r15,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
002ae327-f3b3-5195-a2ff-e0c0d3057f3b,91b5493f-31a1-53a0-ae8b-0268448a3837,DEMO_REWARDS,DEMO-L-0001-r16,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
ce1de1e7-d89d-5990-85ae-ea05e132edc9,d4e7592f-86ef-5e35-80cb-62df9946a60d,DEMO_REWARDS,DEMO-L-0001-r17,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
9bf4ac96-94dd-5316-aa63-4b8149c29284,c6b3b0c9-defc-5caf-acdf-1c89d69817d5,DEMO_REWARDS,DEMO-L-0001-r18,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
65989c5b-871e-523c-9820-d6f5fd2f3db1,d570a005-c150-563c-8280-3371b7b76ddc,DEMO_REWARDS,DEMO-L-0001-r19,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
e8ad89fa-ab78-54b5-ac0f-aab2677a6d0f,fe2b4483-7cc4-51ff-973c-074c3558768c,DEMO_REWARDS,DEMO-L-0001-r20,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
9ee6d2bc-58a5-5972-8515-c75c418dc916,b4b93026-52bc-5feb-9714-61a517574b2b,DEMO_REWARDS,DEMO-L-0001-r21,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
6898a315-5ddb-55df-b197-7eaf06d96fae,3c092657-d796-5f9a-aee5-a13fdec27ba6,DEMO_REWARDS,DEMO-L-0001-r22,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
78af1ebf-7765-5731-9aa8-b7408c9e6b5c,7444016c-5aec-5701-a361-ef628f464b19,DEMO_REWARDS,DEMO-L-0001-r23,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
1dbdb77c-838b-5979-a282-98a062cc7ed8,c0863f04-b244-5bfd-a5fc-f7d415e433e4,DEMO_REWARDS,DEMO-L-0001-r24,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
9b6c8674-c9c5-5c68-86bf-3c893342615f,9384ca03-9202-52d2-b77c-a9fb7ebc2ebb,DEMO_REWARDS,DEMO-L-0001-r25,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
d3ae7b63-df0b-534e-b3e7-1a50fde90f5a,82821c0c-b82a-5bf8-87fe-813f3d7a39b1,DEMO_REWARDS,DEMO-L-0001-r26,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
f63d2bb9-9abb-5ee8-841f-958b6e95bfd0,20957052-d997-5549-8bf2-15919155cc0f,DEMO_REWARDS,DEMO-L-0001-r27,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
d7e9eca3-9a16-5a8b-85aa-19251d8b6c95,d14f1171-d69e-54df-ad5f-9e1c19540319,DEMO_REWARDS,DEMO-L-0001-r28,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
0c0ec593-567d-5852-a748-f07fc621bcb0,10ac7e64-6989-5edd-b781-fde1d34ce859,DEMO_REWARDS,DEMO-L-0001-r29,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
77c211d7-1749-572a-8c4e-2c8d5684bdce,05f6c5b9-1a4b-5c15-b5bf-6b4c5e4d6cab,DEMO_REWARDS,DEMO-L-0001-r30,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
0ea8c96a-545a-5a5f-b2c8-c5884c43e3d5,f9ee7fb6-6f44-50dc-80c2-253b41661dfe,DEMO_REWARDS,DEMO-L-0001-r31,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
fa99f77e-273f-5bdc-8703-35e07b9acf42,dcd7526f-eb28-558d-a738-53483e9eba0b,DEMO_REWARDS,DEMO-L-0001-r32,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
991cd348-d819-501f-b139-6c15d1a244da,c02d8cd9-9cc6-53f7-9d18-c92fd8eabfaa,DEMO_REWARDS,DEMO-L-0001-r33,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
ebe68762-fe41-549d-a472-ddc84e63cab7,8334fb7b-5f4f-5348-850c-fbae8f77f33a,DEMO_REWARDS,DEMO-L-0001-r34,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
ca266a7b-4700-5e8b-97f2-6556dc52e6ee,0ea9a37f-08cf-53a4-bd4a-58a733b4d7f3,DEMO_REWARDS,DEMO-L-0001-r35,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
7517f234-6b83-5382-b0df-47f440c597ce,8309367f-5041-577b-9157-9d60c8d62db9,DEMO_REWARDS,DEMO-L-0001-r36,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
0ce28aaf-74b2-55d1-a975-f9ed675eccda,f7861994-7619-543c-a3c7-48deb07bcada,DEMO_REWARDS,DEMO-L-0001-r37,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
e063389b-c51a-51fe-b2b2-0d21d2b47956,252f88d1-e524-5b76-8f14-26af9758e3f2,DEMO_REWARDS,DEMO-L-0001-r38,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
d0ab5985-dfcf-5954-98b0-ffa563e8c9d2,6f21e40a-9dc7-5182-9ded-3a25343c0d92,DEMO_REWARDS,DEMO-L-0001-r39,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
abc95338-2d55-5c5f-a893-6092d12c5700,7fee361e-6e20-555e-bb9a-3a55353df6e0,DEMO_REWARDS,DEMO-L-0001-r40,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
d06b17c5-a89e-5069-936c-1fa034a90462,4372e64a-2283-5fd0-b9b0-89186f98e8c2,DEMO_REWARDS,DEMO-L-0001-r41,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
7783cd67-8f41-5ebf-88c2-7f24781f6c49,8fffbdaf-3275-512f-bd93-29cea00981de,DEMO_REWARDS,DEMO-L-0001-r42,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
d900d37a-4f7b-58c5-9a39-688436fb4392,7714403d-f4d8-5ff4-9163-d5ea06e6b4fa,DEMO_REWARDS,DEMO-L-0001-r43,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
8d35e69b-6e0e-5af1-bfc5-490de280f7a5,983dbde3-99e9-5d0b-b5bf-32b6f10eab63,DEMO_REWARDS,DEMO-L-0001-r44,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
5348cbac-c2be-554d-8ac1-4167f65eb574,2f75fa96-7eb2-5350-9e64-3b079dc2f850,DEMO_REWARDS,DEMO-L-0001-r45,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
75a4ea3c-9b74-5c5f-ae2b-cc31528f8865,8a1024fb-7ec6-5b10-bd4b-9d62b9cd3aaa,DEMO_REWARDS,DEMO-L-0001-r46,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
4c25b4f1-6e69-5d13-aa6e-f749a470c70d,1da2a441-1b5c-53c6-81fb-9c5ba08b5deb,DEMO_REWARDS,DEMO-L-0001-r47,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
2cb05083-8de1-5777-a344-1f6086581865,f82c076b-a23a-5977-8b1d-850c53d68976,DEMO_REWARDS,DEMO-L-0001-r48,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
43ad524c-d3b4-5c6e-bfe6-603ef94317ff,2e7f80a1-4abc-5f66-9609-1d0822d669cb,DEMO_REWARDS,DEMO-L-0001-r49,125.0000,silver,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,1
